,Multi_Class,Search Date,MRNA_Open,MRNA_Close,MRNA_Difference,MRNA_Volume,JNJ_Open,JNJ_Close,JNJ_Difference,JNJ_Volume,BTNX_Open,BTNX_Close,BTNX_Difference,BTNX_Volume,DJIA_Open,DJIA_Close,DJIA_Difference,DJIA_Volume,PFE_Open,PFE_Close,PFE_Difference,PFE_Volume,Total Doses Administered,Daily Increase,Current Hospitalized COVID-19 Patients,Number of Flights
654,1699-5000,2020-09-25,65.89,69.47,-3.58,9190600.0,144.0,145.66,-1.66,5531200.0,61.27,66.69,-5.42,1670500.0,"26,694.51","27,173.96",-479.45,"388,900,000",33.72,34.2,-0.48,14365598.0,0.0,0.0,24856.43,153321.0
655,1699-5000,2020-08-26,67.62,70.5,-2.88,28768100.0,151.86,152.3,-0.44,8008300.0,70.0,67.9,2.1,1711400.0,"28,257.88","28,331.92",-74.04,"327,070,000",36.23,36.1,0.13,24083689.0,0.0,0.0,33546.29,152846.0
656,1699-5000,2020-07-26,,,,,,,,,,,,,,,,,,,,,,,,
657,1699-5000,2020-06-25,67.0,62.0,5.0,26905700.0,140.57,139.67,0.9,7421200.0,54.51,59.71,-5.2,2406400.0,"25,365.22","25,745.60",-380.38,"384,560,000",30.46,30.66,-0.2,27418651.0,0.0,0.0,0.0,139183.0
658,1699-5000,2020-05-26,66.4,57.71,8.69,40332600.0,146.19,144.56,1.63,7072300.0,52.4,50.88,1.52,1511100.0,"24,781.84","24,995.11",-213.27,"424,380,000",35.72,35.57,0.15,23260094.0,0.0,0.0,0.0,99868.0
659,1699-5000,2020-04-25,,,,,,,,,,,,,,,,,,,,,,,,
660,1699-5000,2020-03-26,27.56,27.94,-0.38,5570800.0,120.57,126.57,-6.0,15066800.0,52.0,55.0,-3.0,471600.0,"21,468.38","22,552.17","-1,083.79","705,180,000",28.36,30.12,-1.76,43269967.0,0.0,0.0,0.0,96970.0
661,1699-5000,2020-02-24,19.23,18.59,0.64,7605400.0,146.5,145.91,0.59,10588900.0,30.0,30.6,-0.6,148400.0,"28,402.93","27,960.80",442.13,"452,580,000",33.24,32.89,0.35,37969296.0,0.0,0.0,0.0,173788.0
662,1699-5000,2020-01-26,,,,,,,,,,,,,,,,,,,,,,,,
663,1699-5000,2019-12-26,19.82,19.86,-0.04,750300.0,145.97,145.83,0.14,3019300.0,33.29,33.2,0.09,53900.0,"28,539.46","28,621.39",-81.93,"155,970,000",37.29,37.36,-0.08,9384078.0,,,,
664,1699-5000,2020-04-20,45.0,51.69,-6.69,34102500.0,150.93,151.67,-0.74,12226200.0,41.49,43.37,-1.88,1278800.0,"24,095.10","23,650.44",444.66,"423,410,000",34.52,34.23,0.28,22530620.0,0.0,0.0,0.0,67434.0
665,1699-5000,2020-04-19,,,,,,,,,,,,,,,,,,,,,,,,
666,1699-5000,2020-04-18,,,,,,,,,,,,,,,,,,,,,,,,
667,1699-5000,2020-04-17,48.99,46.85,2.14,32286000.0,151.99,152.02,-0.03,10920000.0,40.3,40.81,-0.51,1008300.0,"23,817.15","24,242.49",-425.34,"525,950,000",34.63,35.02,-0.39,24404843.0,0.0,0.0,0.0,72081.0
668,1699-5000,2020-04-16,38.07,40.6,-2.53,20670700.0,148.31,149.67,-1.36,12181700.0,38.76,38.79,-0.03,849400.0,"23,543.66","23,537.68",5.98,"471,050,000",34.27,34.04,0.23,20657451.0,0.0,0.0,0.0,75216.0
669,1699-5000,2020-04-15,34.64,37.25,-2.61,15683000.0,145.55,147.66,-2.11,11962300.0,40.9,38.58,2.32,980600.0,"23,600.72","23,504.35",96.37,"437,630,000",34.21,34.13,0.09,21312196.0,0.0,0.0,0.0,74953.0
670,1699-5000,2020-04-14,34.0,34.66,-0.66,8126900.0,145.42,146.03,-0.61,13838000.0,43.82,41.63,2.19,863900.0,"23,690.57","23,949.76",-259.19,"485,910,000",34.09,34.57,-0.48,21845309.0,0.0,0.0,0.0,71808.0
671,1699-5000,2020-04-13,32.0,32.9,-0.9,5603900.0,140.0,139.77,0.23,8153200.0,46.02,41.71,4.31,880700.0,"23,698.93","23,390.77",308.16,"394,320,000",34.12,33.34,0.78,18270141.0,0.0,0.0,0.0,54214.0
672,1699-5000,2020-04-12,,,,,,,,,,,,,,,,,,,,,,,,
673,1699-5000,2020-04-11,,,,,,,,,,,,,,,,,,,,,,,,
674,1699-5000,2020-04-10,,,,,,,,,,,,,,,,,,,,,,,,
675,1699-5000,2020-04-09,32.55,31.86,0.69,4861800.0,144.01,141.23,2.78,11125400.0,52.01,45.41,6.6,1483000.0,"23,690.66","23,719.37",-28.71,"566,400,000",33.24,33.58,-0.34,30648107.0,0.0,0.0,0.0,68623.0
676,1699-5000,2020-04-08,32.36,32.42,-0.06,4119800.0,137.75,143.26,-5.51,10758200.0,48.1,44.95,3.15,819800.0,"22,893.47","23,433.57",-540.1,"472,740,000",32.25,32.83,-0.58,25523980.0,0.0,0.0,0.0,74591.0
677,1699-5000,2020-04-07,33.81,32.02,1.79,10104300.0,139.86,137.48,2.38,11567100.0,50.0,45.6,4.4,1461700.0,"23,537.44","22,653.86",883.58,"594,660,000",33.21,31.89,1.32,24226295.0,0.0,0.0,0.0,73157.0
678,1699-5000,2020-04-06,34.91,34.64,0.27,10841600.0,137.01,139.76,-2.75,14994400.0,55.5,52.73,2.77,331000.0,"21,693.63","22,679.99",-986.36,"610,760,000",32.18,32.8,-0.62,40503217.0,0.0,0.0,0.0,67420.0
679,1699-5000,2020-04-05,,,,,,,,,,,,,,,,,,,,,,,,
680,1699-5000,2020-04-04,,,,,,,,,,,,,,,,,,,,,,,,
681,1699-5000,2020-04-03,32.81,34.84,-2.03,16896200.0,132.38,134.17,-1.79,10071200.0,57.98,52.75,5.23,227300.0,"21,285.93","21,052.53",233.4,"450,010,000",30.96,31.92,-0.96,32837370.0,0.0,0.0,0.0,72785.0
682,1699-5000,2020-11-24,98.4,98.56,-0.16,12515300.0,144.0,143.87,0.13,11034800.0,100.92,101.87,-0.95,3864000.0,"29,746.11","30,046.24",-300.13,"432,760,000",36.13,36.6,-0.47,42485300.0,0.0,0.0,79901.0,150370.0
683,1699-5000,2020-10-25,,,,,,,,,,,,,,,,,,,,,,,,
684,1699-5000,2020-09-24,65.5,65.17,0.33,5565200.0,144.56,144.67,-0.11,5614800.0,62.62,62.83,-0.21,2863400.0,"26,716.09","26,815.44",-99.35,"447,810,000",34.11,33.93,0.18,20859925.0,0.0,0.0,24792.14,156616.0
685,1699-5000,2020-08-25,64.32,66.25,-1.93,7798500.0,152.78,152.06,0.72,3863500.0,70.07,70.49,-0.42,1576200.0,"28,347.42","28,248.44",98.98,"338,420,000",36.54,36.44,0.09,26221201.0,0.0,0.0,34178.86,148116.0
686,1699-5000,2020-07-25,,,,,,,,,,,,,,,,,,,,,,,,
687,1699-5000,2020-06-24,63.23,64.84,-1.61,14377100.0,141.49,139.82,1.67,8211200.0,53.0,54.73,-1.73,1344500.0,"25,992.96","25,445.94",547.02,"450,120,000",31.03,30.54,0.49,30817695.0,0.0,0.0,0.0,138845.0
688,1699-5000,2020-05-25,,,,,,,,,,,,,,,,,,,,,,,,
689,1699-5000,2020-04-24,47.15,50.5,-3.35,11702100.0,155.57,154.86,0.71,8653400.0,51.24,47.75,3.49,1822700.0,"23,628.24","23,775.27",-147.03,"376,020,000",34.95,35.46,-0.51,17353794.0,0.0,0.0,0.0,74831.0
690,1699-5000,2020-03-25,25.0,27.13,-2.13,9651500.0,118.91,119.4,-0.49,13986100.0,53.63,47.2,6.43,333200.0,"21,050.34","21,200.55",-150.21,"796,320,000",27.99,28.23,-0.24,44601275.0,0.0,0.0,0.0,94477.0
691,1699-5000,2020-02-23,,,,,,,,,,,,,,,,,,,,,,,,
692,1699-5000,2020-01-25,,,,,,,,,,,,,,,,,,,,,,,,
693,1699-5000,2019-12-25,,,,,,,,,,,,,,,,,,,,,,,,
694,1699-5000,2020-03-21,,,,,,,,,,,,,,,,,,,,,,,,
695,550-1698,2020-03-20,29.25,28.2,1.05,16522400.0,126.83,119.89,6.94,19785100.0,54.95,46.5,8.45,1174000.0,"20,253.15","19,173.98","1,079.17","872,290,000",28.73,27.52,1.2,52488989.0,0.0,0.0,0.0,129138.0
696,550-1698,2020-03-19,32.78,28.27,4.51,36952800.0,134.99,127.05,7.94,18482300.0,83.2,59.3,23.9,1598500.0,"19,830.01","20,087.19",-257.18,"780,300,000",30.57,28.86,1.71,59820929.0,0.0,0.0,0.0,132135.0
697,550-1698,2020-03-18,27.13,31.58,-4.45,28702300.0,131.02,134.96,-3.94,17521100.0,90.39,92.0,-1.61,3027000.0,"20,188.69","19,898.92",289.77,"871,360,000",29.19,30.7,-1.51,43884976.0,0.0,0.0,0.0,144330.0
698,0-549,2020-03-17,29.36,28.18,1.18,44484100.0,128.55,136.59,-8.04,18911800.0,65.0,66.6,-1.6,2939800.0,"20,487.05","21,237.38",-750.33,"793,060,000",30.02,30.51,-0.49,54220606.0,0.0,0.0,0.0,148325.0
699,0-549,2020-03-16,23.76,26.49,-2.73,39850800.0,123.57,127.13,-3.56,18877900.0,49.36,40.0,9.36,1935900.0,"20,917.53","20,188.52",729.01,"770,130,000",28.41,28.63,-0.23,50995050.0,0.0,0.0,0.0,157293.0
700,0-549,2020-03-15,,,,,,,,,,,,,,,,,,,,,,,,
701,0-549,2020-03-14,,,,,,,,,,,,,,,,,,,,,,,,
702,0-549,2020-03-13,23.0,21.3,1.7,11853100.0,129.32,134.29,-4.97,20084200.0,30.0,30.93,-0.93,197600.0,"21,973.82","23,185.62","-1,211.80","843,080,000",29.67,31.03,-1.37,60553038.0,0.0,0.0,0.0,171961.0
703,0-549,2020-03-12,22.9,22.3,0.6,11305300.0,127.31,125.41,1.9,21539200.0,28.99,28.55,0.44,184100.0,"22,184.71","21,200.62",984.09,"908,260,000",28.92,28.48,0.44,62731445.0,0.0,0.0,0.0,179920.0
704,0-549,2020-03-11,22.54,23.61,-1.07,14809600.0,138.09,131.8,6.29,17763400.0,33.4,32.17,1.23,119000.0,"24,604.63","23,553.22","1,051.41","663,960,000",32.03,30.52,1.51,65350213.0,0.0,0.0,0.0,181341.0
705,0-549,2020-03-10,25.71,22.34,3.37,13019500.0,139.97,141.64,-1.67,12698100.0,35.08,33.96,1.12,327500.0,"24,453.00","25,018.16",-565.16,"654,860,000",32.8,32.82,-0.02,40548329.0,0.0,0.0,0.0,171193.0
706,0-549,2020-03-09,30.0,24.29,5.71,14124100.0,136.33,136.44,-0.11,13848600.0,35.15,33.48,1.67,190200.0,"24,992.36","23,851.02","1,141.34","750,430,000",31.75,32.03,-0.28,43183856.0,0.0,0.0,0.0,175350.0
707,0-549,2020-03-08,,,,,,,,,,,,,,,,,,,,,,,,
708,0-549,2020-03-07,,,,,,,,,,,,,,,,,,,,,,,,
709,0-549,2020-03-06,27.98,29.61,-1.63,21097500.0,138.48,142.03,-3.55,12239100.0,37.62,38.09,-0.47,279200.0,"25,457.21","25,864.78",-407.57,"599,780,000",32.92,33.23,-0.3,40931036.0,0.0,0.0,0.0,188587.0
710,0-549,2020-03-05,27.49,28.01,-0.52,14670000.0,140.8,142.01,-1.21,11339200.0,37.71,37.12,0.59,77000.0,"26,671.92","26,121.28",550.64,"477,370,000",33.82,33.64,0.18,35096303.0,0.0,0.0,0.0,188674.0
711,0-549,2020-03-04,27.99,27.49,0.5,11817700.0,137.68,143.48,-5.8,10560500.0,39.0,39.19,-0.19,127100.0,"26,383.68","27,090.86",-707.18,"457,590,000",33.3,34.54,-1.23,38712155.0,0.0,0.0,0.0,182378.0
712,0-549,2020-03-03,27.8,27.91,-0.11,17599100.0,140.0,135.59,4.41,13662500.0,36.65,38.48,-1.83,297900.0,"26,762.47","25,917.41",845.06,"647,080,000",33.38,32.54,0.83,46174475.0,0.0,0.0,0.0,176892.0
713,0-549,2020-11-23,100.77,101.03,-0.26,16359600.0,146.01,143.87,2.14,7318300.0,109.73,106.5,3.23,5194200.0,"29,332.82","29,591.27",-258.45,"387,200,000",37.03,36.52,0.51,43673100.0,0.0,0.0,78412.29,140867.0
714,0-549,2020-10-24,,,,,,,,,,,,,,,,,,,,,,,,
715,0-549,2020-09-23,67.86,67.16,0.7,6919400.0,147.48,144.44,3.04,8784400.0,67.25,63.83,3.42,1678000.0,"27,413.60","26,763.13",650.47,"459,470,000",34.48,34.16,0.32,23102521.0,0.0,0.0,24731.71,157382.0
716,0-549,2020-08-24,67.15,64.88,2.27,13143200.0,152.74,152.15,0.59,5387900.0,76.99,70.85,6.14,3393900.0,"28,077.58","28,308.46",-230.88,"383,880,000",37.02,36.85,0.17,25011947.0,0.0,0.0,34770.14,144217.0
717,0-549,2020-07-24,69.05,73.21,-4.16,27797500.0,150.5,148.12,2.38,5405900.0,86.3,84.17,2.13,7109700.0,"26,533.41","26,469.89",63.52,"494,170,000",36.08,35.73,0.35,33870501.0,0.0,0.0,0.0,151744.0
718,0-549,2020-06-23,64.1,62.94,1.16,12361300.0,143.74,142.86,0.88,5921600.0,55.62,52.75,2.87,2142200.0,"26,159.39","26,156.10",3.29,"389,980,000",31.5,31.09,0.41,37690408.0,0.0,0.0,0.0,128606.0
719,0-549,2020-05-24,,,,,,,,,,,,,,,,,,,,,,,,
720,0-549,2020-04-23,49.1,47.44,1.66,15152400.0,154.25,155.51,-1.26,10665000.0,58.0,50.0,8.0,4271200.0,"23,543.09","23,515.26",27.83,"389,290,000",34.42,34.81,-0.39,20185365.0,0.0,0.0,0.0,76032.0
721,0-549,2020-03-24,27.09,25.82,1.27,12550500.0,118.76,119.18,-0.42,17604800.0,58.9,53.64,5.26,579700.0,"19,722.19","20,704.91",-982.72,"799,340,000",28.0,28.18,-0.18,44466784.0,0.0,0.0,0.0,98539.0
722,0-549,2020-02-22,,,,,,,,,,,,,,,,,,,,,,,,
723,0-549,2020-01-24,21.6,21.12,0.48,2947800.0,148.58,148.32,0.26,9051900.0,35.32,34.99,0.33,209700.0,"29,230.39","28,989.73",240.66,"380,010,000",38.84,37.78,1.06,34143698.0,0.0,0.0,0.0,189551.0
724,0-549,2019-12-24,19.69,19.75,-0.06,488900.0,146.0,145.93,0.07,4238900.0,34.61,33.47,1.14,23900.0,"28,572.57","28,515.45",57.12,"86,150,000",37.31,37.28,0.04,5187683.0,,,,
725,0-549,2020-02-19,19.09,18.92,0.17,3148000.0,149.21,148.94,0.27,6115200.0,31.5,32.25,-0.75,253800.0,"29,312.70","29,348.03",-35.33,"240,640,000",34.54,34.37,0.16,17750941.0,0.0,0.0,0.0,183938.0
726,0-549,2020-02-18,19.14,18.91,0.23,4121900.0,150.47,149.14,1.33,7230700.0,30.49,31.54,-1.05,66200.0,"29,282.78","29,232.19",50.59,"256,600,000",34.68,34.46,0.22,17988513.0,0.0,0.0,0.0,172208.0
727,0-549,2020-02-17,,,,,,,,,,,,,,,,,,,,,,,,
728,0-549,2020-02-16,,,,,,,,,,,,,,,,,,,,,,,,
729,0-549,2020-02-15,,,,,,,,,,,,,,,,,,,,,,,,
730,0-549,2020-02-14,19.27,19.0,0.27,5384500.0,150.56,150.13,0.43,5716300.0,31.0,30.75,0.25,128700.0,"29,440.47","29,398.08",42.39,"231,000,000",35.08,34.64,0.44,21006747.0,0.0,0.0,0.0,192613.0
731,0-549,2020-02-13,19.36,19.05,0.32,6837000.0,150.16,150.09,0.07,5480200.0,29.51,30.64,-1.13,107100.0,"29,436.03","29,423.31",12.72,"291,150,000",35.65,35.04,0.62,22099745.0,0.0,0.0,0.0,176585.0
732,0-549,2020-02-12,19.64,19.01,0.63,19231800.0,151.87,151.09,0.78,5166800.0,30.0,29.56,0.44,157700.0,"29,406.75","29,551.42",-144.67,"309,530,000",36.14,35.81,0.33,22944315.0,0.0,0.0,0.0,176204.0
733,0-549,2020-02-11,22.09,21.35,0.74,6188300.0,152.29,151.99,0.3,3715300.0,31.48,30.71,0.77,175300.0,"29,390.71","29,276.34",114.37,"279,540,000",35.95,36.14,-0.19,16027335.0,0.0,0.0,0.0,161819.0
734,0-549,2020-02-10,23.5,23.65,-0.15,9356800.0,151.68,151.86,-0.18,4835600.0,30.99,32.12,-1.13,121700.0,"28,995.66","29,276.82",-281.16,"250,510,000",36.25,35.87,0.38,19998385.0,0.0,0.0,0.0,159472.0
735,0-549,2020-02-09,,,,,,,,,,,,,,,,,,,,,,,,
736,0-549,2020-02-08,,,,,,,,,,,,,,,,,,,,,,,,
737,0-549,2020-02-07,19.79,23.24,-3.45,10144200.0,153.34,151.89,1.45,5700300.0,31.88,30.88,1.0,166700.0,"29,286.92","29,102.51",184.41,"252,860,000",36.39,36.1,0.29,21903596.0,0.0,0.0,0.0,181611.0
738,0-549,2020-02-06,20.27,19.88,0.39,1929700.0,154.25,153.53,0.72,6201200.0,32.0,32.93,-0.93,387400.0,"29,388.58","29,379.77",8.81,"263,700,000",36.47,36.3,0.17,21047748.0,0.0,0.0,0.0,171934.0
739,0-549,2020-02-05,20.99,20.05,0.94,2656800.0,151.72,153.99,-2.27,5979900.0,34.0,29.25,4.75,405000.0,"29,048.73","29,290.85",-242.12,"357,540,000",35.91,36.21,-0.3,29443490.0,0.0,0.0,0.0,174865.0
740,0-549,2020-02-04,20.09,20.87,-0.78,1824400.0,151.49,151.6,-0.11,6541400.0,29.17,32.92,-3.75,137600.0,"28,696.74","28,807.63",-110.89,"332,750,000",36.13,35.76,0.37,31150865.0,0.0,0.0,0.0,170708.0
741,0-549,2020-02-03,20.66,20.38,0.28,3155400.0,149.42,150.17,-0.75,5765200.0,29.8,30.27,-0.47,177600.0,"28,319.65","28,399.81",-80.16,"307,910,000",35.54,35.59,-0.05,20875735.0,0.0,0.0,0.0,179441.0
742,0-549,2020-11-22,,,,,,,,,,,,,,,,,,,,,,,,
743,0-549,2020-10-23,72.3,70.53,1.77,3735100.0,145.88,145.24,0.64,4154400.0,89.61,88.69,0.92,2079700.0,"28,409.65","28,335.57",74.08,"347,300,000",35.99,36.22,-0.24,30557884.0,0.0,0.0,35823.14,141878.0
744,0-549,2020-09-22,67.5,68.72,-1.22,6303600.0,144.69,144.21,0.48,5295900.0,65.38,67.05,-1.67,1572300.0,"27,170.34","27,288.18",-117.84,"420,720,000",33.98,34.39,-0.42,22727297.0,0.0,0.0,24710.71,154255.0
745,0-549,2020-08-23,,,,,,,,,,,,,,,,,,,,,,,,
746,0-549,2020-07-23,82.05,75.33,6.72,29288100.0,150.21,149.61,0.6,6566300.0,97.51,88.51,9.0,15899700.0,"26,955.97","26,652.33",303.64,"419,800,000",37.22,36.44,0.78,59639536.0,0.0,0.0,0.0,149118.0
747,0-549,2020-06-22,65.92,64.75,1.17,13586400.0,143.47,143.39,0.08,5285600.0,51.95,57.45,-5.5,2678200.0,"25,865.08","26,024.96",-159.88,"351,780,000",31.62,31.41,0.21,23332503.0,0.0,0.0,0.0,121175.0
748,0-549,2020-05-23,,,,,,,,,,,,,,,,,,,,,,,,
749,0-549,2020-04-22,50.61,51.2,-0.59,11670100.0,152.81,152.99,-0.18,11515600.0,54.44,53.5,0.94,10852500.0,"23,437.34","23,475.82",-38.48,"352,880,000",35.07,34.39,0.67,20182624.0,0.0,0.0,0.0,78427.0
750,0-549,2020-03-23,28.71,26.57,2.14,11080800.0,117.0,111.14,5.86,20815200.0,59.0,51.31,7.69,994100.0,"19,028.36","18,591.93",436.43,"787,970,000",27.29,27.03,0.26,52853041.0,0.0,0.0,0.0,95227.0
751,0-549,2020-02-21,18.47,18.23,0.24,3651100.0,148.09,149.93,-1.84,7776800.0,31.8,32.35,-0.55,158700.0,"29,146.53","28,992.41",154.12,"311,210,000",33.93,33.89,0.04,32425256.0,0.0,0.0,0.0,196756.0
752,0-549,2020-01-23,22.17,21.47,0.7,3663900.0,148.04,148.53,-0.49,8671900.0,37.21,36.7,0.51,192900.0,"29,111.02","29,160.09",-49.07,"307,060,000",38.13,38.62,-0.49,27148510.0,0.0,0.0,0.0,189810.0
753,0-549,2019-12-23,19.79,19.7,0.09,1789700.0,145.74,146.44,-0.7,6558700.0,34.91,34.73,0.18,103500.0,"28,491.78","28,551.53",-59.75,"223,530,000",37.4,37.31,0.09,17454345.0,,,,
754,0-549,2020-01-21,20.79,20.94,-0.15,2089600.0,148.58,149.27,-0.69,9543900.0,33.79,36.54,-2.75,264500.0,"29,269.05","29,196.04",73.01,"320,640,000",38.31,38.27,0.04,23115696.0,,,,
755,0-549,2020-01-20,,,,,,,,,,,,,,,,,,,,,,,,
756,0-549,2020-01-19,,,,,,,,,,,,,,,,,,,,,,,,
757,0-549,2020-01-18,,,,,,,,,,,,,,,,,,,,,,,,
758,0-549,2020-01-17,21.5,20.62,0.88,3348400.0,148.41,149.17,-0.76,9083600.0,33.05,33.18,-0.13,615100.0,"29,313.31","29,348.10",-34.79,"321,820,000",38.49,38.43,0.06,23083970.0,,,,
759,0-549,2020-01-16,21.68,21.01,0.67,4918400.0,147.42,148.2,-0.78,6476000.0,35.75,32.25,3.5,692100.0,"29,131.95","29,297.64",-165.69,"252,110,000",38.7,38.53,0.17,16216422.0,,,,
760,0-549,2020-01-15,19.94,20.24,-0.3,2055000.0,146.4,147.01,-0.61,4960300.0,35.3,34.55,0.75,361000.0,"28,901.80","29,030.22",-128.42,"260,270,000",38.13,38.59,-0.46,23925800.0,,,,
761,0-549,2020-01-14,20.45,20.0,0.45,1782800.0,145.05,146.52,-1.47,7037500.0,35.3,34.53,0.77,266300.0,"28,895.50","28,939.67",-44.17,"287,440,000",37.41,38.02,-0.61,20919160.0,,,,
762,0-549,2020-01-13,19.26,20.26,-1.0,2207500.0,145.48,145.7,-0.22,4593200.0,41.01,37.83,3.18,459400.0,"28,869.01","28,907.05",-38.04,"249,830,000",37.59,37.39,0.2,15392405.0,,,,
