,Unnamed: 0,Date,Multi_Class,Search Date,alcoholism,anxiety,athleisure,cutting hair,depression,dry cough,eczema,fever,flu symptoms,lack of smell,lack of taste,long-term care,mask mandates,obamacare,opiods,peloton,quarantine,short-term disability,star trek,telehealth,teslas,unemployment insurance,vaping,xanax,zoom,covid symptoms,hospitals near me,baconator,helmet,aluminium,plane,age,hen,table,digital,mutation,oppose,city,athlete,prediction,tumble,stroke,diabetes,lungs,ivermectin,hydroxychloroquine,bleach,lake,toilet paper,stimulus,vaccines near me,vaccine side effects,how to get my taste back,anti-depressant,mental health,can dogs get covid,doritos locos tacos,best hikes near me,tiktok,jeff bezos net worth,what is ivermectin,what is mrna,bill gates population control,ubereats,instacart jobs,gig economy,stimmy,trump,biden,china,Current Hospitalized COVID-19 Patients,Total Doses Administered,Daily Increase,Number of Flights,MRNA_Open,MRNA_Close,MRNA_Difference,MRNA_Volume,JNJ_Open,JNJ_Close,JNJ_Difference,JNJ_Volume,BTNX_Open,BTNX_Close,BTNX_Difference,BTNX_Volume,DJIA_Open,DJIA_Close,DJIA_Difference,DJIA_Volume,PFE_Open,PFE_Close,PFE_Difference,PFE_Volume,AZN_Open,AZN_Close,AZN_Difference,AZN_Volume, NVAX_Open , NVAX_Close ,NVAX_Difference,NVAX_Volume
114,114,2021-11-01,1699-5000,2021-10-22,41,75,45,27,59,13,57,27,8,15,17,46,12,6,56,13,2,25,29,13,72,3,25,80,9,15.0,48.0,8.0,65.0,58.0,23.0,39.0,22.0,63.0,63.0,14.0,13.0,50.0,31.0,25.0,87.0,51.0,57.0,40.0,11.0,1.0,25.0,45.0,1,1,21,13,20,0,61,10,0,38,12,8,22,36,21,58,12,1,1,4,3,24,49091.43,430415377.0,1437902.0,181244.0,334.99,337.17,-2.18,8662800.0,163.16,163.02,0.14,5846400.0,282.0,274.32,7.68,1798700.0,"35,833.65","35,913.84",-80.19,"292,880,000",44.14,43.64,0.5,32681500.0,62.19,62.46,-0.27,2819800.0,159.56,172.45,-12.89,10195000.0
115,115,2021-10-31,0-549,2021-10-21,40,86,37,22,65,12,59,29,9,10,13,68,9,8,73,13,2,19,28,15,49,3,24,68,11,15.0,61.0,14.0,60.0,36.0,25.0,38.0,18.0,67.0,78.0,19.0,26.0,47.0,44.0,21.0,62.0,53.0,68.0,44.0,11.0,1.0,23.0,41.0,1,1,12,13,10,0,69,12,7,23,12,8,17,37,10,49,10,5,2,3,3,34,49926.14,428977475.0,433637.0,167884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,116,2021-10-30,0-549,2021-10-20,45,86,41,21,66,15,62,31,9,5,13,68,10,10,48,13,2,43,29,14,58,4,27,66,11,17.0,55.0,11.0,56.0,66.0,26.0,38.0,16.0,69.0,77.0,21.0,24.0,47.0,38.0,23.0,68.0,52.0,73.0,50.0,13.0,1.0,21.0,41.0,1,1,15,13,15,21,76,10,1,23,12,12,22,35,5,52,20,5,1,3,3,54,50791.71,428543838.0,812556.0,168544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,117,2021-10-29,1699-5000,2021-10-19,43,89,73,24,67,17,59,29,11,0,0,87,10,10,69,15,2,25,32,17,39,4,31,73,12,18.0,63.0,17.0,54.0,100.0,34.0,38.0,16.0,72.0,73.0,20.0,33.0,49.0,37.0,20.0,55.0,57.0,76.0,45.0,15.0,1.0,21.0,41.0,1,1,18,14,20,43,70,7,3,29,12,9,22,40,11,47,20,8,0,3,3,24,51713.43,427731282.0,1766349.0,187891.0,344.47,345.21,-0.74,4459000.0,162.35,162.88,-0.53,8526400.0,283.75,278.73,5.02,1462600.0,"35,712.28","35,819.56",-107.28,"399,400,000",43.09,43.74,-0.65,30257400.0,62.39,62.38,0.01,3951300.0,152.18,148.83,3.35,3004500.0
118,118,2021-10-28,1699-5000,2021-10-18,38,90,64,28,66,18,58,28,9,15,13,55,8,9,73,14,3,6,27,17,49,4,28,61,10,19.0,60.0,18.0,63.0,43.0,42.0,42.0,16.0,72.0,70.0,20.0,36.0,49.0,35.0,19.0,81.0,54.0,77.0,49.0,16.0,1.0,22.0,42.0,1,1,15,14,20,0,68,8,3,37,12,9,17,35,5,50,9,5,1,2,2,25,52683.57,425964933.0,1590398.0,190271.0,343.1,347.92,-4.82,4738900.0,163.77,162.85,0.92,6278800.0,282.5,283.98,-1.48,1468500.0,"35,545.41","35,730.48",-185.07,"337,400,000",42.95,43.18,-0.23,18023400.0,62.03,62.19,-0.16,2529900.0,143.27,150.62,-7.35,3570700.0
119,119,2021-10-27,1699-5000,2021-10-17,39,75,53,32,54,14,89,28,7,11,10,40,6,5,41,16,2,35,38,9,72,3,23,60,6,18.0,57.0,11.0,57.0,46.0,25.0,43.0,19.0,67.0,62.0,22.0,32.0,48.0,40.0,16.0,67.0,58.0,71.0,48.0,15.0,1.0,22.0,42.0,1,1,10,11,39,24,39,10,6,58,14,14,20,17,0,58,9,4,0,2,2,42,53386.57,424374535.0,1604314.0,192384.0,344.25,340.88,3.37,4716000.0,165.68,163.74,1.94,7018800.0,294.54,278.77,15.77,1914300.0,"35,835.43","35,490.69",344.74,"354,180,000",43.46,42.97,0.49,22317500.0,62.63,61.77,0.86,2513500.0,150.75,141.55,9.2,7972400.0
120,120,2021-10-26,1699-5000,2021-10-16,37,73,73,26,52,14,50,30,8,5,5,29,7,7,24,14,2,28,40,6,61,2,22,61,6,16.0,67.0,11.0,77.0,54.0,25.0,45.0,22.0,69.0,62.0,10.0,19.0,49.0,37.0,19.0,69.0,51.0,61.0,40.0,14.0,1.0,25.0,43.0,2,1,14,13,17,0,37,8,5,27,14,8,23,15,6,59,13,3,2,2,2,50,54177.29,422770221.0,1542661.0,182511.0,352.0,345.74,6.26,6673500.0,164.56,165.75,-1.19,6939100.0,295.51,292.39,3.12,2272400.0,"35,791.05","35,756.88",34.17,"321,910,000",43.33,43.56,-0.23,29729100.0,61.93,62.26,-0.33,2469700.0,135.05,134.99,0.06,2372000.0
121,121,2021-10-25,1699-5000,2021-10-15,44,81,38,24,58,13,52,28,9,5,0,50,12,9,56,14,3,6,33,12,59,3,28,70,9,15.0,45.0,14.0,68.0,87.0,23.0,42.0,22.0,65.0,59.0,10.0,17.0,48.0,33.0,26.0,74.0,45.0,58.0,45.0,17.0,1.0,26.0,46.0,2,2,16,16,36,43,64,10,3,19,13,11,26,21,10,58,7,8,1,2,3,24,54947.71,421227560.0,1510953.0,174705.0,327.36,349.56,-22.2,9772200.0,163.72,164.08,-0.36,6715400.0,278.68,294.92,-16.24,2853000.0,"35,692.62","35,741.15",-48.53,"267,220,000",43.2,43.15,0.05,22846200.0,61.94,61.77,0.17,3144700.0,133.32,135.35,-2.03,3068700.0
122,122,2021-10-24,0-549,2021-10-14,31,89,21,25,64,15,53,31,9,5,13,65,10,10,87,14,3,31,40,17,61,5,25,66,11,17.0,84.0,22.0,67.0,42.0,25.0,41.0,20.0,64.0,63.0,14.0,17.0,49.0,38.0,20.0,54.0,50.0,66.0,42.0,18.0,1.0,23.0,45.0,1,2,19,15,30,21,69,14,1,5,12,13,23,44,0,46,10,9,0,2,3,32,55701.71,419716607.0,469924.0,180356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,123,2021-10-23,550-1698,2021-10-13,38,91,31,26,65,17,55,31,9,0,4,60,9,9,69,14,3,25,55,14,64,6,28,64,11,18.0,73.0,16.0,58.0,58.0,28.0,41.0,18.0,70.0,67.0,19.0,38.0,47.0,41.0,20.0,54.0,57.0,78.0,48.0,21.0,1.0,21.0,44.0,2,2,14,16,6,22,73,11,8,15,12,19,20,27,11,55,17,7,1,2,3,52,56630.57,419246683.0,822609.0,187268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,124,2021-10-22,1699-5000,2021-10-12,39,91,27,25,67,18,53,29,9,5,4,82,9,9,48,14,3,19,32,17,73,4,27,61,11,20.0,51.0,16.0,55.0,91.0,29.0,41.0,19.0,66.0,67.0,17.0,30.0,47.0,47.0,17.0,61.0,51.0,75.0,45.0,13.0,1.0,21.0,43.0,1,2,17,14,15,0,79,11,3,19,12,14,18,33,5,46,9,8,0,2,3,28,57541.86,418424074.0,1363086.0,203026.0,332.54,326.54,6.0,7780200.0,163.06,163.72,-0.66,4304300.0,294.78,278.34,16.44,3558900.0,"35,607.72","35,677.02",-69.3,"346,290,000",42.82,43.16,-0.34,17183000.0,61.89,61.79,0.1,3997400.0,138.46,134.56,3.9,3145700.0
125,125,2021-10-21,1699-5000,2021-10-11,43,91,34,29,69,16,56,31,8,5,0,46,7,9,48,15,3,25,35,13,58,4,27,65,9,20.0,71.0,10.0,59.0,52.0,39.0,41.0,18.0,67.0,65.0,18.0,22.0,47.0,49.0,18.0,70.0,52.0,73.0,51.0,14.0,1.0,21.0,43.0,1,2,15,13,20,21,91,9,1,38,12,10,13,36,5,45,14,3,0,2,2,47,58457.57,417060988.0,846632.0,198769.0,337.21,339.57,-2.36,5597600.0,164.3,163.4,0.9,4524100.0,276.6,286.36,-9.76,2558800.0,"35,520.32","35,603.08",-82.76,"298,390,000",43.06,42.86,0.2,22142300.0,60.51,61.22,-0.71,2597500.0,138.0,138.79,-0.79,5634500.0
126,126,2021-10-20,1699-5000,2021-10-10,41,72,45,27,58,16,83,27,8,11,14,36,9,5,45,15,2,7,37,8,45,3,21,65,6,21.0,59.0,13.0,59.0,75.0,36.0,41.0,17.0,68.0,60.0,19.0,27.0,57.0,42.0,18.0,65.0,53.0,72.0,48.0,15.0,1.0,22.0,46.0,1,1,5,11,39,0,83,12,0,57,14,10,15,21,0,57,16,3,1,3,2,34,59546.57,416214356.0,824579.0,202587.0,334.01,333.01,1.0,4983200.0,163.98,163.78,0.2,6003200.0,268.73,269.42,-0.69,2029200.0,"35,475.16","35,609.34",-134.18,"265,750,000",42.12,42.8,-0.68,22788300.0,60.29,60.63,-0.34,2981500.0,122.94,136.86,-13.92,30517000.0
127,127,2021-10-19,1699-5000,2021-10-09,47,75,35,26,52,14,54,29,8,11,10,22,10,7,46,14,2,35,33,11,60,1,24,60,5,17.0,51.0,17.0,67.0,51.0,25.0,44.0,24.0,61.0,57.0,10.0,17.0,44.0,32.0,20.0,67.0,49.0,57.0,42.0,12.0,1.0,25.0,46.0,2,1,14,15,40,24,41,11,0,53,14,9,15,24,23,42,14,5,0,3,3,59,60622.0,415389777.0,813020.0,198885.0,339.11,333.61,5.5,8561100.0,160.9,163.87,-2.97,10081300.0,273.0,262.85,10.15,3854500.0,"35,325.37","35,457.31",-131.94,"278,510,000",41.6,42.09,-0.49,17159800.0,59.56,60.17,-0.61,3404200.0,167.42,160.55,6.87,3314800.0
128,128,2021-10-18,1699-5000,2021-10-08,52,83,60,32,59,14,54,27,9,15,13,87,18,6,49,13,3,38,29,12,53,3,26,68,9,17.0,63.0,14.0,75.0,95.0,26.0,41.0,23.0,58.0,58.0,9.0,12.0,49.0,32.0,23.0,69.0,44.0,60.0,38.0,14.0,1.0,24.0,50.0,1,2,18,17,16,22,66,13,2,44,12,12,14,26,16,53,17,15,1,2,3,31,61720.86,414576757.0,822874.0,192376.0,322.26,334.84,-12.58,8753700.0,160.25,160.12,0.13,7465500.0,245.34,261.09,-15.75,2011900.0,"35,221.02","35,258.61",-37.59,"312,640,000",41.45,41.32,0.13,21733000.0,59.78,59.29,0.49,4228600.0,161.61,166.25,-4.64,2634500.0
129,129,2021-10-17,550-1698,2021-10-07,40,84,44,19,66,16,55,31,9,10,9,39,12,8,83,14,3,37,30,15,40,4,26,74,11,19.0,58.0,23.0,58.0,43.0,25.0,38.0,19.0,70.0,63.0,15.0,21.0,49.0,35.0,20.0,58.0,50.0,67.0,46.0,14.0,1.0,22.0,47.0,1,2,18,17,25,21,71,12,0,15,13,11,35,36,16,50,15,5,0,2,3,52,62900.86,413753883.0,267816.0,187608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,130,2021-10-16,550-1698,2021-10-06,44,87,37,24,64,17,55,31,10,14,8,57,8,11,32,13,3,24,31,17,50,4,27,74,11,21.0,70.0,10.0,59.0,95.0,25.0,39.0,19.0,70.0,67.0,19.0,27.0,47.0,34.0,24.0,47.0,54.0,76.0,48.0,16.0,1.0,22.0,44.0,1,2,16,17,34,0,78,11,3,32,12,12,18,26,15,48,22,10,2,2,3,22,63901.29,413486067.0,487623.0,188496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,131,2021-10-15,1699-5000,2021-10-05,42,88,20,20,67,15,55,29,8,10,17,36,8,9,69,15,3,37,31,18,48,5,28,64,12,22.0,89.0,13.0,55.0,37.0,23.0,41.0,16.0,69.0,67.0,20.0,31.0,45.0,42.0,18.0,61.0,52.0,76.0,52.0,16.0,1.0,20.0,41.0,1,2,13,15,30,62,69,13,0,5,12,14,33,27,5,44,16,4,1,2,3,23,65086.14,412998444.0,1039533.0,207998.0,341.01,324.21,16.8,17223200.0,161.03,161.3,-0.27,6912500.0,252.8,247.68,5.12,1653000.0,"35,023.63","35,294.76",-271.13,"327,870,000",41.9,41.49,0.41,23530800.0,60.27,60.22,0.05,3513200.0,170.0,161.95,8.05,3144200.0
132,132,2021-10-14,1699-5000,2021-10-04,49,85,32,20,65,17,50,28,8,9,12,37,8,9,43,15,3,29,53,14,45,5,24,61,11,24.0,70.0,6.0,58.0,32.0,25.0,39.0,17.0,69.0,61.0,18.0,32.0,47.0,35.0,17.0,63.0,51.0,74.0,49.0,19.0,1.0,21.0,44.0,1,2,18,14,24,0,69,12,2,32,13,12,17,29,5,44,12,13,0,2,3,22,66364.57,411958911.0,901171.0,202454.0,329.0,331.88,-2.88,12851300.0,159.71,160.11,-0.4,4579200.0,253.13,250.33,2.8,1708700.0,"34,443.22","34,912.56",-469.34,"338,540,000",41.56,41.67,-0.11,17590300.0,60.39,59.67,0.72,5588900.0,170.01,169.74,0.27,2589800.0
133,133,2021-10-13,1699-5000,2021-10-03,33,75,29,33,53,15,82,29,7,0,5,38,5,4,46,14,2,46,31,12,56,3,21,57,6,24.0,79.0,16.0,55.0,30.0,25.0,39.0,17.0,68.0,58.0,15.0,31.0,46.0,38.0,15.0,53.0,49.0,70.0,42.0,18.0,1.0,21.0,45.0,1,1,12,13,16,0,37,12,2,45,14,8,15,18,0,48,19,6,1,2,3,22,67699.71,411057740.0,893909.0,191916.0,314.9,321.5,-6.6,12770600.0,157.82,159.2,-1.38,6901100.0,247.07,249.4,-2.33,1437700.0,"34,372.71","34,377.81",-5.1,"316,220,000",41.75,41.42,0.33,28205700.0,60.01,60.45,-0.44,4452600.0,164.09,166.39,-2.3,4450300.0
134,134,2021-10-12,1699-5000,2021-10-02,25,69,38,37,51,15,54,28,7,0,0,14,6,6,31,14,2,21,31,8,49,2,23,64,6,21.0,61.0,11.0,79.0,32.0,25.0,42.0,23.0,67.0,55.0,9.0,14.0,49.0,33.0,19.0,70.0,48.0,57.0,41.0,17.0,1.0,26.0,45.0,1,1,11,16,44,23,36,13,2,57,15,10,25,26,6,53,11,2,1,2,2,22,69087.57,410163831.0,916103.0,181111.0,313.04,311.13,1.9,10193200.0,160.0,157.69,2.31,6686400.0,247.73,243.77,3.96,1292000.0,"34,507.15","34,378.34",128.81,"319,010,000",42.16,41.85,0.31,16222300.0,60.79,60.27,0.52,2746200.0,166.02,163.22,2.8,2233600.0
135,135,2021-10-11,550-1698,2021-10-01,31,81,31,24,59,14,52,29,7,5,4,100,9,9,51,13,3,19,34,13,61,3,25,71,10,20.0,52.0,32.0,71.0,34.0,25.0,38.0,22.0,63.0,56.0,8.0,10.0,47.0,27.0,21.0,93.0,46.0,60.0,41.0,20.0,1.0,25.0,50.0,1,2,17,17,66,43,60,7,3,48,13,12,22,28,0,58,15,4,0,2,3,23,70494.29,409247728.0,847360.0,181367.0,299.32,305.1,-5.78,7625800.0,160.86,160.25,0.61,4101600.0,244.0,243.02,0.98,1244400.0,"34,723.79","34,496.06",227.73,"256,820,000",42.45,42.06,0.39,11984200.0,61.04,60.8,0.24,3753500.0,161.64,165.39,-3.75,2675200.0
136,136,2021-10-10,550-1698,2021-09-30,40,87,44,27,67,17,49,31,8,5,0,62,13,9,85,13,3,56,33,15,76,5,26,75,11,24.0,73.0,16.0,62.0,34.0,26.0,38.0,16.0,67.0,66.0,15.0,35.0,49.0,41.0,18.0,87.0,51.0,72.0,48.0,24.0,1.0,22.0,46.0,1,2,23,18,15,0,69,12,3,5,12,9,19,33,42,53,20,8,0,2,3,22,71942.14,408400368.0,311830.0,180304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,137,2021-10-09,1699-5000,2021-09-29,38,86,53,23,62,19,49,31,8,14,17,63,10,8,53,15,3,24,33,17,66,4,25,61,11,26.0,73.0,23.0,55.0,41.0,27.0,38.0,19.0,67.0,63.0,20.0,30.0,47.0,44.0,17.0,46.0,59.0,75.0,51.0,17.0,1.0,21.0,45.0,2,2,21,18,34,0,70,10,3,19,12,11,22,23,10,42,15,8,0,2,3,56,73498.29,408088538.0,532309.0,187490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,138,2021-10-08,1699-5000,2021-09-28,44,87,27,30,70,16,51,32,7,5,8,42,15,6,60,16,3,43,30,17,41,6,24,74,11,26.0,79.0,21.0,56.0,100.0,24.0,38.0,19.0,72.0,69.0,18.0,26.0,46.0,41.0,16.0,67.0,55.0,75.0,50.0,19.0,1.0,20.0,44.0,2,2,18,18,35,20,76,14,0,32,12,9,24,26,15,50,18,11,0,2,3,30,74930.71,407556229.0,1131807.0,201562.0,310.8,304.91,5.89,10620500.0,161.32,160.93,0.39,4343200.0,252.03,245.95,6.08,1913300.0,"34,757.57","34,746.25",11.32,"238,080,000",42.73,42.45,0.28,12770200.0,60.7,60.61,0.09,3113400.0,165.33,164.05,1.28,3283000.0
139,139,2021-10-07,1699-5000,2021-09-27,35,89,47,28,61,18,51,31,7,5,4,61,10,8,59,13,4,24,30,13,49,7,24,62,10,27.0,69.0,24.0,56.0,62.0,24.0,39.0,19.0,71.0,63.0,15.0,37.0,50.0,40.0,14.0,61.0,57.0,71.0,46.0,19.0,1.0,22.0,44.0,2,2,18,15,19,20,74,14,1,32,13,9,24,35,0,46,17,5,2,2,3,22,76328.57,406424422.0,996439.0,198249.0,295.46,309.36,-13.9,15791000.0,160.02,161.34,-1.32,5309200.0,235.8,246.57,-10.77,2585500.0,"34,509.72","34,754.94",-245.22,"273,290,000",42.52,42.74,-0.22,19778300.0,59.57,60.37,-0.8,3820400.0,163.25,165.68,-2.43,3159500.0
140,140,2021-10-06,1699-5000,2021-09-26,32,75,57,28,58,18,94,29,7,5,5,29,8,3,45,14,2,7,35,9,38,3,17,64,6,29.0,75.0,15.0,58.0,37.0,24.0,42.0,16.0,69.0,60.0,18.0,28.0,47.0,41.0,13.0,46.0,51.0,73.0,50.0,17.0,1.0,22.0,46.0,2,1,15,12,28,46,40,9,6,26,14,8,7,15,29,48,6,5,0,3,2,22,77716.71,405427983.0,1019897.0,189058.0,318.71,302.42,16.29,17457400.0,159.87,159.91,-0.04,7312600.0,246.96,236.14,10.82,2434200.0,"34,198.96","34,416.99",-218.03,"322,170,000",42.06,42.02,0.04,30483800.0,59.64,59.86,-0.22,6688300.0,163.99,161.89,2.1,4912500.0
141,141,2021-10-05,1699-5000,2021-09-25,36,71,70,31,52,16,53,28,7,33,15,18,8,8,44,12,3,14,33,8,81,2,25,65,6,23.0,50.0,17.0,76.0,43.0,24.0,44.0,22.0,67.0,53.0,9.0,12.0,45.0,33.0,16.0,68.0,46.0,57.0,41.0,14.0,1.0,27.0,46.0,2,1,20,17,34,24,36,12,2,37,14,9,25,19,24,39,10,4,1,3,2,23,79051.29,404408086.0,1005063.0,181512.0,331.0,332.11,-1.11,11637500.0,159.86,159.58,0.28,5129000.0,253.95,250.12,3.83,2038500.0,"34,035.25","34,314.67",-279.42,"311,520,000",42.53,42.32,0.21,19342600.0,60.13,59.89,0.24,4139300.0,181.5,170.0,11.5,4599900.0
142,142,2021-10-04,1699-5000,2021-09-24,29,82,42,20,58,14,54,29,7,5,18,57,8,7,38,13,3,13,30,14,44,5,22,70,10,24.0,49.0,16.0,65.0,31.0,25.0,40.0,20.0,65.0,53.0,8.0,15.0,49.0,30.0,22.0,78.0,51.0,57.0,43.0,19.0,1.0,24.0,50.0,2,2,16,17,46,22,60,12,1,39,12,10,27,33,0,65,14,3,0,2,3,26,80414.14,403403023.0,973235.0,177405.0,308.88,325.84,-16.96,23331500.0,159.99,159.22,0.77,8620700.0,234.93,248.9,-13.97,3719000.0,"34,312.96","34,002.92",310.04,"396,860,000",42.93,42.42,0.51,28906500.0,60.05,60.54,-0.49,6926100.0,166.81,178.27,-11.46,5747800.0
143,143,2021-10-03,1699-5000,2021-09-23,46,89,34,26,69,18,53,28,8,5,13,64,10,7,60,13,3,18,30,16,43,6,27,67,11,25.0,63.0,25.0,57.0,36.0,25.0,40.0,17.0,66.0,60.0,16.0,34.0,48.0,33.0,17.0,61.0,54.0,68.0,45.0,20.0,2.0,22.0,48.0,2,2,18,18,25,20,64,11,5,42,12,8,27,26,15,47,17,9,1,2,3,36,81746.57,402429788.0,363889.0,167786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,144,2021-10-02,1699-5000,2021-09-22,37,89,27,26,69,16,51,31,8,10,8,48,13,9,51,14,3,12,31,15,42,4,22,63,12,26.0,70.0,13.0,56.0,53.0,25.0,38.0,16.0,68.0,64.0,18.0,27.0,45.0,44.0,18.0,68.0,53.0,71.0,48.0,22.0,2.0,20.0,44.0,2,2,16,19,39,20,72,14,0,32,12,9,40,33,10,51,16,14,1,2,3,43,83029.71,402065899.0,625173.0,179746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,145,2021-10-01,1699-5000,2021-09-21,36,95,34,29,67,18,45,32,7,5,0,43,14,8,48,17,4,38,33,13,27,6,24,71,12,29.0,81.0,10.0,58.0,68.0,26.0,39.0,14.0,70.0,69.0,16.0,28.0,49.0,40.0,14.0,80.0,56.0,75.0,49.0,23.0,1.0,22.0,43.0,1,2,17,19,45,21,75,15,5,38,12,12,39,29,5,54,14,12,1,2,3,35,84274.14,401440726.0,1290835.0,206736.0,358.33,341.09,17.24,34351300.0,161.53,160.47,1.06,8568300.0,251.0,254.79,-3.79,6885400.0,"33,930.70","34,326.46",-395.76,"427,580,000",42.52,42.93,-0.41,38483000.0,59.29,59.68,-0.39,6071500.0,190.91,181.6,9.31,17547800.0
146,146,2021-09-30,1699-5000,2021-09-20,37,97,43,26,65,17,51,31,7,0,4,51,13,7,44,17,4,12,32,16,55,7,26,70,11,30.0,55.0,13.0,56.0,44.0,25.0,42.0,18.0,71.0,63.0,16.0,33.0,49.0,48.0,14.0,66.0,52.0,74.0,50.0,34.0,2.0,22.0,45.0,1,2,22,19,15,20,66,14,5,14,12,9,30,35,20,53,18,5,0,2,3,38,85338.29,400149891.0,1149180.0,202142.0,381.82,384.86,-3.04,9611500.0,164.64,161.5,3.14,6972300.0,278.14,272.99,5.15,2632600.0,"34,467.98","33,843.92",624.06,"354,830,000",43.79,43.01,0.78,21103300.0,59.94,60.06,-0.12,7801200.0,203.35,207.31,-3.96,2789900.0
147,147,2021-09-29,1699-5000,2021-09-19,32,80,23,33,59,18,85,30,7,11,5,47,11,8,62,16,3,14,39,9,40,2,24,86,6,32.0,72.0,8.0,56.0,55.0,29.0,42.0,18.0,69.0,60.0,16.0,30.0,50.0,38.0,13.0,65.0,52.0,69.0,54.0,24.0,1.0,22.0,49.0,1,2,19,16,28,23,39,21,4,26,15,11,28,28,12,58,10,5,0,2,3,30,86550.29,399000711.0,1128365.0,199333.0,393.21,378.9,14.31,11416700.0,163.0,164.02,-1.02,5124100.0,287.0,277.44,9.56,2776300.0,"34,360.08","34,390.72",-30.64,"290,350,000",43.22,43.53,-0.31,18037200.0,58.98,59.67,-0.69,8548200.0,211.11,203.53,7.58,3758700.0
148,148,2021-09-28,1699-5000,2021-09-18,31,78,53,35,54,15,55,31,7,16,14,22,9,6,46,15,3,7,35,7,72,3,20,66,6,29.0,57.0,20.0,76.0,49.0,36.0,43.0,20.0,69.0,53.0,10.0,14.0,44.0,35.0,18.0,67.0,51.0,56.0,46.0,24.0,2.0,29.0,51.0,1,2,12,17,51,0,35,14,2,48,16,9,44,20,12,60,10,4,0,2,3,50,87671.86,397872346.0,1121550.0,191995.0,398.56,384.21,14.35,15936000.0,163.1,162.81,0.29,7610400.0,293.7,276.52,17.18,5854400.0,"34,747.70","34,299.99",447.71,"379,020,000",43.07,43.04,0.03,28512200.0,58.39,57.63,0.76,6232600.0,227.19,204.83,22.36,8387600.0
149,149,2021-09-27,1699-5000,2021-09-17,40,88,48,30,58,16,57,31,6,5,9,40,14,9,26,13,4,13,32,14,49,4,19,68,10,28.0,58.0,30.0,75.0,77.0,28.0,41.0,19.0,66.0,56.0,11.0,15.0,46.0,33.0,20.0,72.0,51.0,53.0,43.0,30.0,1.0,25.0,51.0,1,3,20,20,26,0,62,11,3,29,13,10,59,39,21,56,18,7,3,2,3,23,88745.71,396750796.0,1020514.0,189203.0,430.6,408.84,21.76,13348200.0,164.0,163.17,0.83,5775500.0,335.36,307.09,28.27,4089300.0,"34,739.27","34,869.37",-130.1,"289,480,000",43.92,43.57,0.35,19955900.0,59.45,58.72,0.73,5849300.0,248.55,231.04,17.51,4662600.0
150,150,2021-09-26,1699-5000,2021-09-16,33,88,31,29,61,14,56,31,8,19,4,42,15,9,50,14,4,12,31,17,56,5,25,70,11,29.0,71.0,27.0,59.0,43.0,28.0,39.0,15.0,67.0,63.0,14.0,26.0,49.0,39.0,19.0,56.0,52.0,71.0,48.0,34.0,2.0,24.0,50.0,1,2,24,21,60,41,66,18,7,28,15,12,37,27,10,48,12,6,0,2,3,27,89864.71,395730282.0,406705.0,188240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,151,2021-09-25,1699-5000,2021-09-15,44,93,37,25,100,18,57,33,9,5,4,57,20,8,61,14,4,42,28,19,52,6,28,74,12,31.0,70.0,18.0,65.0,41.0,25.0,40.0,17.0,69.0,63.0,17.0,19.0,48.0,43.0,21.0,58.0,55.0,78.0,48.0,30.0,2.0,23.0,47.0,1,2,26,21,25,20,69,19,3,14,12,10,34,35,5,46,19,8,1,3,3,58,90920.29,395323577.0,668095.0,200115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,152,2021-09-24,1699-5000,2021-09-14,40,93,24,25,55,17,54,34,7,24,13,55,20,9,42,13,4,24,30,15,46,5,26,61,12,33.0,70.0,19.0,57.0,91.0,27.0,38.0,15.0,71.0,71.0,16.0,24.0,48.0,45.0,17.0,60.0,51.0,78.0,53.0,32.0,2.0,21.0,46.0,1,2,22,23,25,41,66,18,1,23,12,11,43,36,5,45,20,5,0,3,4,24,91904.71,394655482.0,977248.0,213051.0,448.08,430.14,17.94,12984600.0,164.75,164.36,0.39,4399300.0,350.0,333.48,16.52,2603100.0,"34,762.31","34,798.00",-35.69,"254,310,000",44.07,43.94,0.13,16150700.0,60.95,60.35,0.6,10108200.0,257.3,248.16,9.14,3007100.0
