,Unnamed: 0,Date,Multi_Class,Search Date,alcoholism,anxiety,athleisure,cutting hair,depression,dry cough,eczema,fever,flu symptoms,lack of smell,lack of taste,long-term care,mask mandates,obamacare,opiods,peloton,quarantine,short-term disability,star trek,telehealth,teslas,unemployment insurance,vaping,xanax,zoom,covid symptoms,hospitals near me,baconator,helmet,aluminium,plane,age,hen,table,digital,mutation,oppose,city,athlete,prediction,tumble,stroke,diabetes,lungs,ivermectin,hydroxychloroquine,bleach,lake,toilet paper,stimulus,vaccines near me,vaccine side effects,how to get my taste back,anti-depressant,mental health,can dogs get covid,doritos locos tacos,best hikes near me,tiktok,jeff bezos net worth,what is ivermectin,what is mrna,bill gates population control,ubereats,instacart jobs,gig economy,stimmy,trump,biden,china,Current Hospitalized COVID-19 Patients,Total Doses Administered,Daily Increase,Number of Flights,MRNA_Open,MRNA_Close,MRNA_Difference,MRNA_Volume,JNJ_Open,JNJ_Close,JNJ_Difference,JNJ_Volume,BTNX_Open,BTNX_Close,BTNX_Difference,BTNX_Volume,DJIA_Open,DJIA_Close,DJIA_Difference,DJIA_Volume,PFE_Open,PFE_Close,PFE_Difference,PFE_Volume,AZN_Open,AZN_Close,AZN_Difference,AZN_Volume, NVAX_Open , NVAX_Close ,NVAX_Difference,NVAX_Volume
615,615,2020-06-18,550-1698,2020-06-08,35,76,38,46,57,8,63,26,4,4,6,31,0,7,45,14,9,9,32,23,42,30,19,68,27,18.0,51.0,32.0,71.0,33.0,19.0,44.0,19.0,65.0,59.0,15.0,21.0,50.0,33.0,6.0,62.0,65.0,69.0,39.0,2.0,2.0,30.0,67.0,1,9,4,1,7,0,53,3,0,38,9,20,1,11,4,49,20,6,0,13,2,24,0.0,0.0,0.0,128959.0,63.03,64.95,-1.92,10914400.0,142.52,143.41,-0.89,4797400.0,49.86,50.94,-1.08,691500.0,"26,016.45","26,080.10",-63.65,"328,390,000",31.57,31.54,0.03,32278855.0,52.64,52.66,-0.02,3796100.0,55.25,59.27,-4.02,5654100.0
616,616,2020-06-17,550-1698,2020-06-07,36,71,45,62,60,8,64,23,4,4,4,33,1,9,30,16,8,6,41,9,29,28,22,72,15,17.0,53.0,25.0,66.0,33.0,20.0,42.0,17.0,69.0,61.0,15.0,23.0,52.0,33.0,5.0,60.0,65.0,67.0,36.0,1.0,2.0,29.0,71.0,2,7,2,1,0,0,36,4,5,47,10,17,1,9,5,55,17,7,0,17,2,26,0.0,0.0,0.0,128775.0,63.6,63.31,0.29,13616000.0,144.9,144.02,0.88,5100100.0,49.75,50.85,-1.1,723000.0,"26,330.52","26,119.61",210.91,"328,830,000",31.87,31.84,0.03,27509822.0,54.12,53.9,0.22,4919100.0,52.03,55.41,-3.38,9350000.0
617,617,2020-06-16,550-1698,2020-06-06,30,68,25,50,53,8,61,23,3,4,0,15,0,7,37,14,8,5,35,10,43,15,17,77,14,16.0,55.0,28.0,78.0,46.0,21.0,48.0,22.0,77.0,59.0,10.0,18.0,47.0,29.0,7.0,77.0,68.0,59.0,33.0,2.0,3.0,36.0,87.0,2,8,4,2,9,18,33,3,4,70,9,23,2,5,0,64,20,7,0,18,3,27,0.0,0.0,0.0,122942.0,66.31,64.34,1.97,16537800.0,144.09,144.46,-0.37,7579100.0,51.0,49.9,1.1,901100.0,"26,326.68","26,289.98",36.7,"489,500,000",31.87,31.69,0.18,55616945.0,54.18,53.58,0.6,5535500.0,51.18,52.15,-0.97,5026200.0
618,618,2020-06-15,0-549,2020-06-05,28,71,42,49,57,8,63,25,3,4,3,37,0,7,44,16,8,9,32,19,27,24,16,74,27,16.0,44.0,36.0,80.0,34.0,20.0,43.0,22.0,68.0,53.0,12.0,16.0,48.0,30.0,6.0,74.0,60.0,55.0,35.0,1.0,5.0,36.0,79.0,2,10,1,1,8,16,47,4,3,50,9,19,2,7,4,58,21,10,0,18,2,28,0.0,0.0,0.0,118914.0,65.9,66.57,-0.67,19339300.0,141.0,141.25,-0.25,8649600.0,48.72,50.85,-2.13,1087500.0,"25,270.39","25,763.16",-492.77,"461,230,000",31.59,31.65,-0.06,36247482.0,52.44,52.64,-0.2,5711800.0,45.94,51.07,-5.13,8694400.0
619,619,2020-06-14,0-549,2020-06-04,32,72,92,41,59,8,64,24,4,0,10,36,0,8,44,14,9,18,31,22,33,22,18,79,33,17.0,53.0,31.0,67.0,29.0,19.0,41.0,20.0,66.0,58.0,14.0,24.0,51.0,33.0,6.0,67.0,59.0,60.0,33.0,1.0,5.0,29.0,68.0,2,10,4,2,4,0,50,7,6,28,9,13,1,13,8,62,13,8,0,21,2,33,0.0,0.0,0.0,103124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,620,2020-06-13,550-1698,2020-06-03,26,68,38,39,57,9,61,24,3,4,6,37,0,11,40,15,9,18,31,22,36,26,20,80,34,16.0,50.0,24.0,68.0,28.0,18.0,40.0,17.0,65.0,59.0,16.0,17.0,51.0,34.0,7.0,52.0,63.0,60.0,40.0,1.0,5.0,29.0,62.0,2,11,4,1,4,0,51,6,2,21,9,15,2,16,4,63,19,7,0,26,3,33,0.0,0.0,0.0,114310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,621,2020-06-12,550-1698,2020-06-02,27,70,52,44,61,9,62,26,3,0,10,28,1,9,44,15,9,14,28,21,21,27,19,70,36,16.0,41.0,32.0,65.0,28.0,18.0,41.0,17.0,64.0,57.0,15.0,23.0,52.0,36.0,7.0,59.0,63.0,64.0,37.0,1.0,3.0,30.0,61.0,2,11,2,1,16,33,52,4,4,22,9,12,1,14,8,65,20,10,0,33,3,25,0.0,0.0,0.0,135545.0,62.36,62.0,0.35,14742900.0,142.84,142.15,0.69,8687400.0,49.37,48.58,0.79,858800.0,"25,659.42","25,605.54",53.88,"514,440,000",32.33,32.02,0.31,37902472.0,52.18,51.47,0.71,5630300.0,45.55,45.57,-0.02,3297800.0
622,622,2020-06-11,550-1698,2020-06-01,36,72,25,45,57,8,66,24,3,0,3,39,0,7,37,17,10,14,34,20,34,32,19,73,33,16.0,54.0,18.0,68.0,30.0,18.0,37.0,19.0,63.0,58.0,15.0,28.0,53.0,30.0,7.0,57.0,57.0,59.0,36.0,1.0,2.0,28.0,61.0,2,12,3,1,8,17,50,5,3,15,9,13,1,18,20,53,22,12,0,29,2,27,0.0,0.0,0.0,123965.0,62.95,60.2,2.75,32085200.0,148.58,140.87,7.71,11913300.0,49.0,48.6,0.4,1324800.0,"26,282.51","25,128.17","1,154.34","647,780,000",33.78,31.59,2.18,63166642.0,53.77,51.57,2.2,4787000.0,43.28,44.43,-1.15,4089100.0
623,623,2020-06-10,550-1698,2020-05-31,38,66,35,56,50,10,55,24,5,4,8,33,0,5,45,21,10,6,42,14,47,25,18,81,18,18.0,38.0,19.0,66.0,30.0,18.0,39.0,21.0,63.0,55.0,16.0,20.0,56.0,34.0,6.0,54.0,57.0,62.0,31.0,1.0,2.0,27.0,63.0,2,8,2,0,0,19,30,4,3,73,10,14,3,9,14,64,23,6,0,20,2,32,0.0,0.0,0.0,115051.0,58.8,60.07,-1.27,11074400.0,146.6,147.8,-1.2,10137100.0,47.8,47.41,0.39,913100.0,"27,251.89","26,989.99",261.9,"448,930,000",34.5,34.08,0.42,29557217.0,53.86,53.64,0.22,4582600.0,46.17,44.96,1.21,2308700.0
624,624,2020-06-09,550-1698,2020-05-30,32,66,52,57,55,9,62,25,4,4,4,24,0,6,44,22,10,5,41,10,34,18,18,77,18,16.0,44.0,26.0,77.0,35.0,18.0,43.0,23.0,69.0,51.0,9.0,22.0,54.0,31.0,5.0,69.0,62.0,54.0,34.0,1.0,2.0,34.0,75.0,2,9,6,1,4,19,34,6,1,71,10,23,1,4,14,53,9,3,0,16,2,34,0.0,0.0,0.0,109757.0,58.55,58.23,0.32,7600200.0,148.25,145.96,2.29,8247200.0,47.8,47.79,0.01,970100.0,"27,447.37","27,272.30",175.07,"381,430,000",34.63,34.35,0.28,21675088.0,52.8,52.73,0.07,4782300.0,44.05,45.93,-1.88,3875400.0
625,625,2020-06-08,550-1698,2020-05-29,38,70,52,44,58,9,56,25,4,8,17,34,1,9,38,17,11,10,36,26,30,27,20,74,32,18.0,44.0,17.0,77.0,29.0,20.0,44.0,21.0,66.0,53.0,10.0,9.0,48.0,37.0,5.0,62.0,60.0,58.0,34.0,1.0,3.0,35.0,74.0,2,13,2,1,16,0,48,6,2,33,10,19,1,14,32,65,16,9,0,19,2,45,0.0,0.0,0.0,106809.0,58.3,59.1,-0.8,11249300.0,145.88,146.77,-0.89,7555600.0,49.22,48.78,0.44,1142400.0,"27,232.93","27,572.44",-339.51,"430,200,000",33.97,34.72,-0.75,30194149.0,52.81,52.58,0.23,9762600.0,44.58,44.79,-0.21,4812700.0
626,626,2020-06-07,550-1698,2020-05-28,40,78,60,57,60,10,60,27,4,4,3,35,1,9,44,19,12,4,34,27,37,28,21,82,36,18.0,40.0,20.0,66.0,33.0,19.0,43.0,17.0,70.0,59.0,14.0,19.0,48.0,35.0,5.0,69.0,62.0,65.0,37.0,2.0,4.0,32.0,62.0,2,14,2,1,4,0,54,5,2,21,10,22,1,15,16,53,25,14,0,13,2,35,0.0,0.0,0.0,90962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,627,2020-06-06,550-1698,2020-05-27,43,77,40,54,66,10,66,26,4,7,7,28,1,11,36,20,12,14,43,26,37,34,22,78,37,19.0,53.0,19.0,63.0,36.0,20.0,44.0,17.0,68.0,64.0,16.0,19.0,46.0,35.0,4.0,51.0,67.0,64.0,41.0,1.0,5.0,32.0,63.0,2,15,2,1,0,16,53,9,7,25,10,22,0,17,12,50,18,9,0,12,2,35,0.0,0.0,0.0,93355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,628,2020-06-05,550-1698,2020-05-26,35,78,36,56,65,10,63,28,5,8,0,36,1,9,40,20,13,10,37,25,32,36,20,79,34,18.0,52.0,18.0,67.0,28.0,19.0,43.0,18.0,72.0,62.0,18.0,20.0,46.0,33.0,5.0,61.0,68.0,65.0,41.0,1.0,5.0,33.0,64.0,2,15,5,1,0,17,53,8,2,30,10,21,2,14,36,62,24,6,0,9,3,36,0.0,0.0,0.0,111025.0,58.49,58.19,0.3,14677900.0,147.69,147.3,0.39,9725400.0,49.8,49.18,0.62,768700.0,"26,836.80","27,110.98",-274.18,"542,310,000",34.38,34.15,0.24,36705655.0,54.34,53.85,0.49,6092400.0,49.46,46.3,3.16,8077200.0
629,629,2020-06-04,550-1698,2020-05-25,34,69,22,70,63,8,66,27,4,4,8,29,0,8,29,19,12,22,41,12,26,28,21,81,14,19.0,52.0,14.0,72.0,34.0,20.0,46.0,20.0,73.0,62.0,17.0,26.0,48.0,32.0,5.0,70.0,65.0,65.0,39.0,1.0,6.0,34.0,73.0,2,12,2,1,4,0,34,7,3,80,10,26,5,10,28,65,16,8,0,10,3,34,0.0,0.0,0.0,112990.0,61.61,60.59,1.02,13504000.0,146.8,146.73,0.07,8170500.0,50.45,50.0,0.45,623300.0,"26,226.49","26,281.82",-55.33,"372,190,000",33.88,34.17,-0.28,27013388.0,54.59,53.87,0.72,4483700.0,44.0,44.66,-0.66,5713100.0
630,630,2020-06-03,1699-5000,2020-05-24,36,70,38,65,62,11,64,27,4,5,16,34,0,7,46,18,13,0,52,10,20,28,20,76,17,18.0,46.0,28.0,86.0,37.0,24.0,49.0,23.0,78.0,57.0,11.0,14.0,45.0,32.0,5.0,61.0,66.0,56.0,37.0,2.0,7.0,38.0,84.0,2,11,3,1,5,0,35,4,1,66,10,26,0,7,24,73,17,4,0,9,3,35,0.0,0.0,0.0,116320.0,57.51,59.89,-2.38,20811500.0,148.52,148.65,-0.13,6339500.0,51.85,51.16,0.69,1379900.0,"25,906.88","26,269.89",-363.01,"398,790,000",34.43,34.31,0.12,38751996.0,54.55,55.0,-0.45,5464200.0,48.9,44.25,4.65,16950300.0
631,631,2020-06-02,550-1698,2020-05-23,37,70,49,75,56,12,60,26,4,9,8,11,0,7,40,19,13,33,40,10,21,18,19,85,20,16.0,59.0,27.0,80.0,31.0,23.0,48.0,24.0,83.0,59.0,10.0,14.0,45.0,25.0,5.0,56.0,66.0,53.0,35.0,3.0,7.0,39.0,84.0,3,13,2,1,4,0,32,6,2,42,11,26,1,8,28,51,22,8,0,9,6,32,0.0,0.0,0.0,118835.0,58.7,59.87,-1.17,21701100.0,147.06,148.25,-1.19,6078300.0,51.98,52.38,-0.4,688500.0,"25,582.52","25,742.65",-160.13,"352,610,000",33.71,34.31,-0.6,42690900.0,54.49,54.72,-0.23,4279400.0,52.74,49.64,3.1,6538800.0
632,632,2020-06-01,550-1698,2020-05-22,37,73,46,57,65,12,62,27,5,4,7,36,0,7,53,17,13,9,36,21,34,26,20,85,33,17.0,60.0,28.0,83.0,34.0,27.0,45.0,21.0,76.0,56.0,12.0,16.0,45.0,34.0,5.0,65.0,65.0,57.0,43.0,3.0,10.0,37.0,75.0,2,14,4,1,0,0,46,9,3,36,10,23,1,17,32,61,21,4,0,10,6,40,0.0,0.0,0.0,117797.0,62.76,62.18,0.58,21257500.0,147.29,147.19,0.1,6141800.0,50.0,52.3,-2.3,1275800.0,"25,342.99","25,475.02",-132.03,"338,310,000",33.68,33.64,0.04,76884979.0,54.32,55.16,-0.84,5759800.0,46.17,52.82,-6.65,9686800.0
633,633,2020-05-31,550-1698,2020-05-21,39,72,54,61,71,9,59,27,5,8,14,49,0,9,55,17,14,14,34,25,34,30,21,80,41,16.0,66.0,27.0,73.0,31.0,29.0,44.0,19.0,72.0,62.0,18.0,25.0,47.0,32.0,5.0,68.0,60.0,64.0,40.0,1.0,13.0,33.0,64.0,2,17,6,1,4,16,50,6,1,44,11,23,1,23,4,51,21,9,1,10,2,41,0.0,0.0,0.0,102287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,634,2020-05-30,550-1698,2020-05-20,31,78,58,55,68,9,58,28,5,11,3,43,1,9,30,21,14,19,41,26,51,32,23,84,42,18.0,44.0,20.0,74.0,39.0,21.0,43.0,20.0,72.0,62.0,22.0,29.0,45.0,37.0,6.0,49.0,60.0,65.0,44.0,2.0,14.0,34.0,59.0,2,21,3,2,4,16,55,6,2,32,12,27,3,15,20,68,26,9,1,10,2,42,0.0,0.0,0.0,106999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,635,2020-05-29,1699-5000,2020-05-19,39,82,39,62,71,10,59,29,5,7,13,53,0,9,47,22,15,14,36,26,30,35,24,77,42,19.0,46.0,25.0,71.0,31.0,21.0,44.0,21.0,73.0,64.0,22.0,33.0,47.0,34.0,5.0,65.0,70.0,64.0,44.0,2.0,26.0,34.0,58.0,2,23,5,1,8,0,60,10,7,29,12,28,1,26,23,58,19,8,1,11,2,43,0.0,0.0,0.0,112233.0,57.45,61.5,-4.05,38070400.0,147.96,148.75,-0.79,8504000.0,48.19,49.53,-1.34,760600.0,"25,324.15","25,383.11",-58.96,"527,620,000",36.31,36.23,0.08,48333067.0,55.28,54.6,0.68,7585700.0,44.72,46.04,-1.32,4108400.0
636,636,2020-05-28,1699-5000,2020-05-18,43,77,42,58,77,12,58,30,4,11,13,43,0,9,35,23,16,9,40,27,42,39,23,81,40,19.0,45.0,23.0,74.0,28.0,21.0,45.0,20.0,75.0,64.0,20.0,30.0,46.0,35.0,5.0,74.0,89.0,63.0,42.0,2.0,64.0,34.0,56.0,3,22,5,1,0,16,57,5,1,18,11,41,1,32,43,70,16,11,1,9,1,36,0.0,0.0,0.0,107189.0,53.5,55.54,-2.04,32258900.0,146.02,146.97,-0.95,6189600.0,48.34,46.87,1.47,1107900.0,"25,697.36","25,400.64",296.72,"377,800,000",35.9,36.22,-0.32,22521767.0,53.62,53.5,0.12,4445800.0,46.1,44.84,1.26,4955100.0
637,637,2020-05-27,1699-5000,2020-05-17,33,68,54,84,68,10,63,27,5,4,4,26,0,10,39,24,16,5,51,11,42,33,22,80,32,20.0,49.0,26.0,75.0,32.0,21.0,46.0,19.0,75.0,63.0,26.0,26.0,48.0,37.0,5.0,58.0,74.0,62.0,44.0,2.0,31.0,35.0,58.0,3,20,3,1,4,18,35,8,3,41,11,50,0,6,54,66,16,6,0,10,2,37,0.0,0.0,0.0,111860.0,51.2,52.18,-0.98,59514700.0,144.32,144.89,-0.57,7950000.0,49.53,47.59,1.94,1810200.0,"25,298.63","25,548.27",-249.64,"411,230,000",35.49,35.49,0.0,25904158.0,51.95,52.47,-0.52,7010200.0,48.2,45.47,2.73,10439500.0
638,638,2020-05-26,550-1698,2020-05-16,38,69,55,75,64,10,71,27,4,4,19,41,0,8,70,22,16,5,59,12,40,23,17,84,25,18.0,50.0,24.0,84.0,29.0,21.0,50.0,25.0,80.0,60.0,12.0,18.0,40.0,31.0,5.0,55.0,58.0,52.0,38.0,2.0,5.0,41.0,62.0,3,31,2,2,4,0,36,8,6,33,10,56,1,10,41,74,18,7,0,9,2,35,0.0,0.0,0.0,99868.0,66.4,57.71,8.69,40332600.0,146.19,144.56,1.63,7072300.0,52.4,50.88,1.52,1511100.0,"24,781.84","24,995.11",-213.27,"424,380,000",35.72,35.57,0.15,23260094.0,54.52,53.11,1.41,5626600.0,54.35,48.17,6.18,22045300.0
639,639,2020-05-25,550-1698,2020-05-15,35,70,53,64,75,8,68,29,4,4,7,43,0,12,36,20,17,24,46,21,29,32,23,85,40,18.0,43.0,19.0,79.0,31.0,21.0,49.0,23.0,74.0,58.0,12.0,25.0,43.0,31.0,5.0,61.0,59.0,52.0,39.0,2.0,5.0,40.0,62.0,3,24,2,1,4,16,50,9,3,43,10,94,2,27,55,60,16,10,0,9,2,38,0.0,0.0,0.0,84532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,640,2020-05-24,550-1698,2020-05-14,47,76,39,54,81,12,66,28,5,0,10,30,0,11,81,20,16,14,30,30,23,30,21,80,49,18.0,52.0,22.0,67.0,27.0,23.0,46.0,19.0,72.0,63.0,22.0,35.0,47.0,37.0,5.0,57.0,59.0,60.0,44.0,2.0,6.0,35.0,53.0,3,18,1,1,4,16,55,10,4,25,10,93,4,33,35,64,25,11,0,9,2,37,0.0,0.0,0.0,80451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,641,2020-05-23,550-1698,2020-05-13,44,75,49,68,82,13,65,30,6,7,16,49,0,11,56,22,17,14,42,27,29,38,23,79,49,19.0,47.0,15.0,66.0,29.0,21.0,46.0,21.0,73.0,64.0,24.0,29.0,44.0,37.0,5.0,70.0,56.0,63.0,49.0,2.0,6.0,36.0,49.0,3,25,4,1,8,15,60,9,2,18,10,18,3,25,50,67,18,8,0,9,2,36,0.0,0.0,0.0,84093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,642,2020-05-22,1699-5000,2020-05-12,39,75,52,59,81,13,66,29,4,0,3,22,0,10,52,22,17,14,35,29,36,40,25,84,47,20.0,50.0,20.0,65.0,35.0,22.0,46.0,22.0,73.0,62.0,24.0,35.0,44.0,33.0,5.0,69.0,54.0,61.0,46.0,1.0,5.0,35.0,47.0,3,22,3,1,0,15,55,10,6,25,9,9,2,29,38,73,27,17,0,11,2,39,0.0,0.0,0.0,107821.0,69.93,69.0,0.93,28912700.0,144.57,144.37,0.2,6140900.0,52.15,51.03,1.12,941600.0,"24,461.98","24,465.16",-3.18,"255,660,000",35.21,35.58,-0.37,15781226.0,54.71,55.22,-0.51,6031200.0,48.5,46.11,2.39,6083300.0
643,643,2020-05-21,1699-5000,2020-05-11,47,76,45,57,85,14,66,30,6,11,20,65,0,10,39,22,17,19,36,30,46,43,23,76,45,20.0,56.0,19.0,67.0,32.0,23.0,46.0,21.0,70.0,61.0,26.0,45.0,44.0,37.0,5.0,71.0,57.0,62.0,51.0,2.0,4.0,35.0,47.0,3,17,4,1,8,16,59,8,7,11,9,11,2,33,39,64,30,9,0,9,1,39,0.0,0.0,0.0,121065.0,73.05,67.05,6.0,35318000.0,148.5,146.71,1.79,6487300.0,54.1,51.9,2.2,1094300.0,"24,564.27","24,474.12",90.15,"346,770,000",35.65,35.35,0.29,17652181.0,56.95,55.28,1.67,20428200.0,52.75,50.07,2.68,5479500.0
644,644,2020-05-20,1699-5000,2020-05-10,36,65,56,65,69,9,64,30,5,0,0,18,0,8,34,23,20,5,42,10,37,35,24,82,30,22.0,46.0,19.0,64.0,33.0,20.0,49.0,21.0,71.0,64.0,27.0,37.0,44.0,31.0,5.0,72.0,60.0,62.0,47.0,1.0,3.0,35.0,49.0,3,12,1,1,4,0,34,7,2,46,10,16,0,13,18,93,18,8,0,9,2,40,0.0,0.0,0.0,110349.0,70.01,73.47,-3.46,53655300.0,149.75,147.68,2.07,5713400.0,53.21,53.04,0.17,1979300.0,"24,455.94","24,575.90",-119.96,"366,510,000",36.01,35.7,0.3,17504200.0,54.33,53.78,0.55,4038000.0,54.01,52.81,1.2,8180300.0
645,645,2020-05-19,1699-5000,2020-05-09,47,68,60,78,77,13,74,26,5,8,11,34,0,9,48,24,18,10,39,11,41,22,19,77,28,18.0,45.0,28.0,74.0,31.0,21.0,50.0,30.0,72.0,62.0,20.0,13.0,37.0,34.0,5.0,59.0,57.0,53.0,41.0,1.0,3.0,38.0,51.0,4,15,2,1,4,0,37,9,5,48,10,15,1,13,44,80,26,8,0,8,2,34,0.0,0.0,0.0,98601.0,78.07,71.67,6.4,64932300.0,150.1,149.02,1.08,6107300.0,57.0,50.59,6.41,3612100.0,"24,577.48","24,206.86",370.62,"374,100,000",35.91,35.75,0.16,19476234.0,53.39,53.57,-0.18,3271200.0,58.25,53.9,4.35,12579400.0
646,646,2020-05-18,1699-5000,2020-05-08,41,69,49,60,90,15,63,28,5,0,6,46,0,10,44,22,17,13,34,24,30,36,22,76,44,18.0,46.0,31.0,69.0,32.0,20.0,48.0,25.0,69.0,63.0,18.0,26.0,40.0,36.0,5.0,63.0,59.0,53.0,43.0,1.0,4.0,39.0,53.0,3,17,2,1,7,15,51,10,2,14,10,14,0,28,53,73,21,16,0,8,2,38,0.0,0.0,0.0,89296.0,86.14,80.0,6.14,80813300.0,152.49,150.52,1.97,7388400.0,54.74,60.17,-5.43,5013900.0,"24,059.98","24,597.37",-537.39,"484,190,000",36.38,36.12,0.26,22635177.0,53.64,53.45,0.19,4924100.0,49.28,56.96,-7.68,24580300.0
647,647,2020-05-17,550-1698,2020-05-07,45,74,31,58,82,12,63,29,5,11,13,47,0,17,53,28,17,4,33,29,20,32,22,76,50,18.0,33.0,19.0,71.0,35.0,21.0,44.0,19.0,69.0,65.0,32.0,33.0,43.0,37.0,5.0,69.0,56.0,60.0,51.0,1.0,5.0,34.0,45.0,3,19,3,1,0,15,63,8,6,42,10,15,3,32,58,66,30,11,0,8,2,36,0.0,0.0,0.0,87398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,648,2020-05-16,1699-5000,2020-05-06,38,79,34,73,82,15,62,29,5,7,13,71,0,13,57,29,18,27,32,27,20,37,24,86,51,18.0,47.0,25.0,70.0,26.0,22.0,45.0,22.0,70.0,63.0,42.0,31.0,41.0,39.0,5.0,69.0,58.0,64.0,50.0,2.0,7.0,36.0,43.0,4,20,2,1,0,0,59,7,5,24,12,13,1,39,27,63,20,21,0,8,2,38,0.0,0.0,0.0,91233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,649,2020-05-15,1699-5000,2020-05-05,45,76,38,62,76,14,58,29,5,3,12,45,0,10,49,22,18,34,39,32,33,44,23,74,49,19.0,42.0,32.0,65.0,33.0,23.0,48.0,20.0,69.0,64.0,50.0,40.0,42.0,35.0,5.0,53.0,58.0,64.0,49.0,2.0,7.0,38.0,42.0,3,21,4,1,4,14,65,8,17,16,10,15,0,49,35,75,25,13,0,8,2,40,0.0,0.0,0.0,94840.0,63.79,66.69,-2.9,16341900.0,147.87,150.44,-2.57,10340400.0,48.51,49.49,-0.98,793800.0,"23,454.83","23,685.42",-230.59,"491,510,000",36.02,35.83,0.19,25460002.0,52.58,53.41,-0.83,3716800.0,38.18,43.63,-5.45,21892500.0
650,650,2020-05-14,1699-5000,2020-05-04,42,78,41,67,79,15,63,30,6,4,13,34,0,7,59,21,18,9,43,32,27,46,24,81,45,18.0,37.0,34.0,67.0,32.0,20.0,44.0,22.0,71.0,63.0,46.0,42.0,42.0,36.0,6.0,62.0,59.0,66.0,53.0,1.0,5.0,38.0,44.0,4,21,4,1,7,31,64,7,2,17,10,15,1,36,46,65,24,8,1,8,2,41,0.0,0.0,0.0,94368.0,64.79,64.56,0.23,12198200.0,145.39,147.64,-2.25,6871400.0,48.56,48.66,-0.1,1099100.0,"23,049.06","23,625.34",-576.28,"472,700,000",34.91,35.98,-1.06,22362507.0,53.99,53.5,0.49,4998300.0,39.23,38.3,0.93,7832800.0
651,651,2020-05-13,1699-5000,2020-05-03,49,74,59,92,69,17,71,31,5,13,12,29,0,8,48,23,20,5,43,16,29,38,21,86,32,18.0,49.0,35.0,75.0,34.0,19.0,45.0,22.0,76.0,63.0,26.0,38.0,43.0,39.0,5.0,73.0,64.0,66.0,53.0,1.0,3.0,37.0,47.0,4,16,3,1,9,19,41,11,6,38,11,24,2,17,50,68,25,3,0,8,3,42,0.0,0.0,0.0,94702.0,63.8,65.18,-1.38,22126000.0,146.08,147.13,-1.05,6970500.0,50.5,48.49,2.01,1468800.0,"23,702.16","23,247.97",454.19,"469,950,000",35.4,35.15,0.25,24596882.0,54.82,55.31,-0.49,3431200.0,39.32,40.67,-1.35,24237100.0
652,652,2020-05-12,1699-5000,2020-05-02,40,71,63,78,68,14,63,28,4,4,11,26,0,8,47,23,20,0,41,13,26,30,21,90,32,18.0,44.0,29.0,85.0,28.0,19.0,53.0,29.0,79.0,60.0,18.0,19.0,39.0,33.0,5.0,58.0,65.0,60.0,44.0,1.0,3.0,47.0,56.0,4,19,3,1,4,18,42,7,6,49,11,24,2,12,67,100,13,11,0,8,3,41,0.0,0.0,0.0,89858.0,65.99,62.35,3.64,25934500.0,150.1,147.14,2.96,7039200.0,50.4,49.33,1.07,1910200.0,"24,292.84","23,764.78",528.06,"359,480,000",36.17,35.45,0.72,19335314.0,54.43,54.11,0.32,2221500.0,39.02,39.82,-0.8,74649600.0
653,653,2020-05-11,1699-5000,2020-05-01,31,73,60,60,77,12,60,29,6,7,10,64,1,9,56,25,23,19,41,29,41,39,26,78,50,17.0,48.0,34.0,76.0,30.0,19.0,52.0,27.0,74.0,60.0,21.0,20.0,40.0,36.0,5.0,78.0,65.0,59.0,47.0,1.0,4.0,46.0,54.0,4,24,6,1,0,16,61,13,2,11,11,18,1,39,74,73,18,7,0,8,4,42,0.0,0.0,0.0,79443.0,59.6,66.9,-7.3,34852000.0,148.45,149.11,-0.66,5887500.0,49.61,49.98,-0.37,1887400.0,"24,256.45","24,221.99",34.46,"352,400,000",35.34,36.15,-0.81,25620421.0,53.03,53.95,-0.92,3095300.0,19.81,24.5,-4.69,24642100.0
654,654,2020-05-10,1699-5000,2020-04-30,46,76,91,64,88,16,59,31,7,7,9,54,2,9,57,27,23,13,37,37,31,43,26,89,57,18.0,39.0,36.0,65.0,31.0,19.0,48.0,22.0,70.0,63.0,32.0,37.0,41.0,33.0,5.0,77.0,57.0,63.0,52.0,2.0,3.0,39.0,47.0,4,26,3,1,7,30,57,15,2,14,12,24,3,35,45,76,27,16,0,9,3,41,0.0,0.0,0.0,64344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
