,Unnamed: 0,Date,alcoholism,anxiety,athleisure,cutting hair,depression,dry cough,eczema,fever,flu symptoms,lack of smell,lack of taste,long-term care,mask mandates,obamacare,opiods,peloton,quarantine,short-term disability,star trek,telehealth,teslas,unemployment insurance,vaping,xanax,zoom,covid symptoms,hospitals near me,baconator,helmet,aluminium,plane,age,hen,table,digital,mutation,oppose,city,athlete,prediction,tumble,stroke,diabetes,lungs,ivermectin,hydroxychloroquine,bleach,lake,toilet paper,stimulus,vaccines near me,vaccine side effects,how to get my taste back,anti-depressant,mental health,can dogs get covid,doritos locos tacos,best hikes near me,tiktok,jeff bezos net worth,what is ivermectin,what is mrna,bill gates population control,ubereats,instacart jobs,gig economy,stimmy,trump,biden,china,Total Doses Administered,Daily Increase,Current Hospitalized COVID-19 Patients,Number of Flights
642,642,2021-09-03,28,77,39,31,49,15,48,33,7,15,4,47,14,8,62,13,4,25,31,13,29,5,21,57,9,36.0,63.0,22.0,76.0,83.0,28.0,41.0,18.0,61.0,56.0,8.0,12.0,48.0,31.0,25.0,57.0,51.0,56.0,47.0,74.0,1.0,28.0,64.0,1,2,26,20,72,0,54,20,2,44,12,9,90,22,11,53,13,4,0,2,3,22,380560378.0,1038870.0,95618.57,214456.0
643,643,2021-09-04,26,69,28,47,42,16,45,35,7,11,15,34,14,6,40,14,4,15,35,9,70,3,21,65,6,36.0,48.0,22.0,69.0,42.0,27.0,42.0,21.0,65.0,53.0,7.0,10.0,46.0,31.0,21.0,72.0,55.0,50.0,46.0,67.0,2.0,26.0,66.0,1,2,24,22,59,0,37,20,0,39,14,11,95,19,12,41,12,2,0,2,3,53,381119952.0,559574.0,95617.57,197968.0
644,644,2021-09-05,27,76,52,39,46,18,87,33,6,0,5,49,11,3,40,16,4,14,39,9,67,5,22,61,6,36.0,65.0,19.0,77.0,45.0,28.0,45.0,19.0,68.0,55.0,10.0,18.0,46.0,38.0,18.0,48.0,58.0,55.0,46.0,62.0,2.0,29.0,61.0,1,1,15,17,64,0,36,24,5,77,14,9,70,22,6,50,13,3,1,3,3,27,381485807.0,365855.0,95472.71,183209.0
645,645,2021-09-06,31,80,26,37,50,16,51,35,5,16,0,36,10,5,31,16,4,20,39,9,74,5,21,58,6,43.0,73.0,20.0,60.0,43.0,26.0,39.0,14.0,67.0,59.0,14.0,18.0,49.0,37.0,17.0,71.0,53.0,66.0,48.0,74.0,2.0,22.0,53.0,1,2,15,15,44,0,37,27,6,41,14,8,73,18,0,43,14,1,1,2,3,35,381662103.0,176296.0,95282.29,189465.0
646,646,2021-09-07,43,97,45,23,58,18,56,36,7,5,13,82,14,8,63,15,5,37,40,14,47,7,22,67,12,41.0,75.0,15.0,55.0,92.0,26.0,38.0,17.0,67.0,67.0,14.0,15.0,50.0,40.0,16.0,64.0,58.0,72.0,49.0,81.0,2.0,23.0,52.0,1,2,23,16,30,0,62,17,2,23,12,7,69,28,21,45,18,7,1,2,3,24,382567941.0,905838.0,95145.29,194582.0
647,647,2021-09-08,32,89,34,24,59,18,55,34,8,5,8,51,16,9,44,14,4,30,54,19,47,7,24,65,12,39.0,93.0,27.0,55.0,41.0,29.0,39.0,16.0,67.0,63.0,16.0,29.0,47.0,36.0,18.0,62.0,53.0,64.0,49.0,65.0,2.0,21.0,49.0,1,2,25,20,29,0,68,24,5,5,11,8,72,36,10,50,17,10,0,2,3,54,383409802.0,841861.0,94958.43,201902.0
648,648,2021-09-09,37,88,48,28,54,16,52,34,7,5,4,68,20,9,60,17,4,56,55,16,31,6,27,64,12,34.0,69.0,16.0,68.0,32.0,33.0,42.0,16.0,61.0,63.0,15.0,27.0,48.0,33.0,18.0,64.0,49.0,71.0,54.0,49.0,2.0,21.0,50.0,1,2,26,22,25,0,66,16,1,10,12,9,70,27,5,53,12,10,1,3,10,24,384253648.0,843846.0,94666.86,200803.0
649,649,2021-09-10,36,85,46,27,51,19,54,31,7,15,18,44,31,6,38,14,4,6,36,13,55,4,23,68,10,31.0,78.0,18.0,77.0,85.0,58.0,42.0,19.0,63.0,56.0,10.0,10.0,47.0,34.0,24.0,58.0,51.0,55.0,43.0,31.0,1.0,25.0,54.0,1,2,29,25,20,43,63,18,5,24,12,10,54,38,22,53,15,10,0,3,12,22,385284250.0,1030602.0,94358.71,212065.0
650,650,2021-09-11,31,75,27,34,50,17,54,31,5,17,19,33,19,6,63,15,3,28,44,11,32,3,25,65,6,31.0,70.0,17.0,78.0,44.0,42.0,46.0,21.0,69.0,53.0,9.0,17.0,47.0,37.0,21.0,74.0,48.0,56.0,42.0,30.0,2.0,26.0,51.0,1,1,23,22,45,0,33,12,4,11,13,7,33,19,6,48,18,5,0,4,5,58,385879727.0,595477.0,93928.0,196346.0
651,651,2021-09-12,40,74,34,32,53,18,88,32,7,0,9,36,11,5,45,15,3,20,39,8,89,5,23,54,6,36.0,75.0,20.0,66.0,61.0,31.0,45.0,16.0,72.0,63.0,14.0,23.0,49.0,41.0,16.0,69.0,52.0,68.0,53.0,35.0,2.0,22.0,50.0,1,1,15,17,55,23,40,21,5,26,14,7,36,21,17,50,16,3,0,4,4,26,386228926.0,349199.0,93397.43,191561.0
652,652,2021-09-13,31,96,41,26,59,17,55,34,7,0,0,46,20,9,43,14,4,37,30,13,30,7,25,70,12,36.0,61.0,14.0,58.0,38.0,26.0,40.0,15.0,68.0,59.0,16.0,22.0,47.0,37.0,14.0,56.0,52.0,72.0,51.0,33.0,2.0,21.0,47.0,1,2,28,21,25,63,68,18,2,10,12,9,47,39,10,45,14,6,1,3,5,32,387007127.0,778201.0,92891.14,187778.0
653,653,2021-09-14,40,93,24,25,55,17,54,34,7,24,13,55,20,9,42,13,4,24,30,15,46,5,26,61,12,33.0,70.0,19.0,57.0,91.0,27.0,38.0,15.0,71.0,71.0,16.0,24.0,48.0,45.0,17.0,60.0,51.0,78.0,53.0,32.0,2.0,21.0,46.0,1,2,22,23,25,41,66,18,1,23,12,11,43,36,5,45,20,5,0,3,4,24,387754036.0,746909.0,91904.71,189798.0
654,654,2021-09-15,44,93,37,25,100,18,57,33,9,5,4,57,20,8,61,14,4,42,28,19,52,6,28,74,12,31.0,70.0,18.0,65.0,41.0,25.0,40.0,17.0,69.0,63.0,17.0,19.0,48.0,43.0,21.0,58.0,55.0,78.0,48.0,30.0,2.0,23.0,47.0,1,2,26,21,25,20,69,19,3,14,12,10,34,35,5,46,19,8,1,3,3,58,388512066.0,758030.0,90920.29,192059.0
655,655,2021-09-16,33,88,31,29,61,14,56,31,8,19,4,42,15,9,50,14,4,12,31,17,56,5,25,70,11,29.0,71.0,27.0,59.0,43.0,28.0,39.0,15.0,67.0,63.0,14.0,26.0,49.0,39.0,19.0,56.0,52.0,71.0,48.0,34.0,2.0,24.0,50.0,1,2,24,21,60,41,66,18,7,28,15,12,37,27,10,48,12,6,0,2,3,27,389268816.0,756750.0,89864.71,196745.0
656,656,2021-09-17,40,88,48,30,58,16,57,31,6,5,9,40,14,9,26,13,4,13,32,14,49,4,19,68,10,28.0,58.0,30.0,75.0,77.0,28.0,41.0,19.0,66.0,56.0,11.0,15.0,46.0,33.0,20.0,72.0,51.0,53.0,43.0,30.0,1.0,25.0,51.0,1,3,20,20,26,0,62,11,3,29,13,10,59,39,21,56,18,7,3,2,3,23,390167713.0,898897.0,88745.71,201714.0
657,657,2021-09-18,31,78,53,35,54,15,55,31,7,16,14,22,9,6,46,15,3,7,35,7,72,3,20,66,6,29.0,57.0,20.0,76.0,49.0,36.0,43.0,20.0,69.0,53.0,10.0,14.0,44.0,35.0,18.0,67.0,51.0,56.0,46.0,24.0,2.0,29.0,51.0,1,2,12,17,51,0,35,14,2,48,16,9,44,20,12,60,10,4,0,2,3,50,390687573.0,519860.0,87671.86,189531.0
658,658,2021-09-19,32,80,23,33,59,18,85,30,7,11,5,47,11,8,62,16,3,14,39,9,40,2,24,86,6,32.0,72.0,8.0,56.0,55.0,29.0,42.0,18.0,69.0,60.0,16.0,30.0,50.0,38.0,13.0,65.0,52.0,69.0,54.0,24.0,1.0,22.0,49.0,1,2,19,16,28,23,39,21,4,26,15,11,28,28,12,58,10,5,0,2,3,30,390991310.0,303737.0,86550.29,182725.0
659,659,2021-09-20,37,97,43,26,65,17,51,31,7,0,4,51,13,7,44,17,4,12,32,16,55,7,26,70,11,30.0,55.0,13.0,56.0,44.0,25.0,42.0,18.0,71.0,63.0,16.0,33.0,49.0,48.0,14.0,66.0,52.0,74.0,50.0,34.0,2.0,22.0,45.0,1,2,22,19,15,20,66,14,5,14,12,9,30,35,20,53,18,5,0,2,3,38,391675855.0,684545.0,85338.29,181426.0
660,660,2021-09-21,36,95,34,29,67,18,45,32,7,5,0,43,14,8,48,17,4,38,33,13,27,6,24,71,12,29.0,81.0,10.0,58.0,68.0,26.0,39.0,14.0,70.0,69.0,16.0,28.0,49.0,40.0,14.0,80.0,56.0,75.0,49.0,23.0,1.0,22.0,43.0,1,2,17,19,45,21,75,15,5,38,12,12,39,29,5,54,14,12,1,2,3,35,392346977.0,671122.0,84274.14,186013.0
661,661,2021-09-22,37,89,27,26,69,16,51,31,8,10,8,48,13,9,51,14,3,12,31,15,42,4,22,63,12,26.0,70.0,13.0,56.0,53.0,25.0,38.0,16.0,68.0,64.0,18.0,27.0,45.0,44.0,18.0,68.0,53.0,71.0,48.0,22.0,2.0,20.0,44.0,2,2,16,19,39,20,72,14,0,32,12,9,40,33,10,51,16,14,1,2,3,43,393007805.0,660828.0,83029.71,192614.0
662,662,2021-09-23,46,89,34,26,69,18,53,28,8,5,13,64,10,7,60,13,3,18,30,16,43,6,27,67,11,25.0,63.0,25.0,57.0,36.0,25.0,40.0,17.0,66.0,60.0,16.0,34.0,48.0,33.0,17.0,61.0,54.0,68.0,45.0,20.0,2.0,22.0,48.0,2,2,18,18,25,20,64,11,5,42,12,8,27,26,15,47,17,9,1,2,3,36,393678234.0,670429.0,81746.57,203683.0
663,663,2021-09-24,29,82,42,20,58,14,54,29,7,5,18,57,8,7,38,13,3,13,30,14,44,5,22,70,10,24.0,49.0,16.0,65.0,31.0,25.0,40.0,20.0,65.0,53.0,8.0,15.0,49.0,30.0,22.0,78.0,51.0,57.0,43.0,19.0,1.0,24.0,50.0,2,2,16,17,46,22,60,12,1,39,12,10,27,33,0,65,14,3,0,2,3,26,394655482.0,977248.0,80414.14,213051.0
664,664,2021-09-25,36,71,70,31,52,16,53,28,7,33,15,18,8,8,44,12,3,14,33,8,81,2,25,65,6,23.0,50.0,17.0,76.0,43.0,24.0,44.0,22.0,67.0,53.0,9.0,12.0,45.0,33.0,16.0,68.0,46.0,57.0,41.0,14.0,1.0,27.0,46.0,2,1,20,17,34,24,36,12,2,37,14,9,25,19,24,39,10,4,1,3,2,23,395323577.0,668095.0,79051.29,200115.0
665,665,2021-09-26,32,75,57,28,58,18,94,29,7,5,5,29,8,3,45,14,2,7,35,9,38,3,17,64,6,29.0,75.0,15.0,58.0,37.0,24.0,42.0,16.0,69.0,60.0,18.0,28.0,47.0,41.0,13.0,46.0,51.0,73.0,50.0,17.0,1.0,22.0,46.0,2,1,15,12,28,46,40,9,6,26,14,8,7,15,29,48,6,5,0,3,2,22,395730282.0,406705.0,77716.71,188240.0
666,666,2021-09-27,35,89,47,28,61,18,51,31,7,5,4,61,10,8,59,13,4,24,30,13,49,7,24,62,10,27.0,69.0,24.0,56.0,62.0,24.0,39.0,19.0,71.0,63.0,15.0,37.0,50.0,40.0,14.0,61.0,57.0,71.0,46.0,19.0,1.0,22.0,44.0,2,2,18,15,19,20,74,14,1,32,13,9,24,35,0,46,17,5,2,2,3,22,396750796.0,1020514.0,76328.57,189203.0
667,667,2021-09-28,44,87,27,30,70,16,51,32,7,5,8,42,15,6,60,16,3,43,30,17,41,6,24,74,11,26.0,79.0,21.0,56.0,100.0,24.0,38.0,19.0,72.0,69.0,18.0,26.0,46.0,41.0,16.0,67.0,55.0,75.0,50.0,19.0,1.0,20.0,44.0,2,2,18,18,35,20,76,14,0,32,12,9,24,26,15,50,18,11,0,2,3,30,397872346.0,1121550.0,74930.71,191995.0
668,668,2021-09-29,38,86,53,23,62,19,49,31,8,14,17,63,10,8,53,15,3,24,33,17,66,4,25,61,11,26.0,73.0,23.0,55.0,41.0,27.0,38.0,19.0,67.0,63.0,20.0,30.0,47.0,44.0,17.0,46.0,59.0,75.0,51.0,17.0,1.0,21.0,45.0,2,2,21,18,34,0,70,10,3,19,12,11,22,23,10,42,15,8,0,2,3,56,399000711.0,1128365.0,73498.29,199333.0
669,669,2021-09-30,40,87,44,27,67,17,49,31,8,5,0,62,13,9,85,13,3,56,33,15,76,5,26,75,11,24.0,73.0,16.0,62.0,34.0,26.0,38.0,16.0,67.0,66.0,15.0,35.0,49.0,41.0,18.0,87.0,51.0,72.0,48.0,24.0,1.0,22.0,46.0,1,2,23,18,15,0,69,12,3,5,12,9,19,33,42,53,20,8,0,2,3,22,400149891.0,1149180.0,71942.14,202142.0
670,670,2021-10-01,31,81,31,24,59,14,52,29,7,5,4,100,9,9,51,13,3,19,34,13,61,3,25,71,10,20.0,52.0,32.0,71.0,34.0,25.0,38.0,22.0,63.0,56.0,8.0,10.0,47.0,27.0,21.0,93.0,46.0,60.0,41.0,20.0,1.0,25.0,50.0,1,2,17,17,66,43,60,7,3,48,13,12,22,28,0,58,15,4,0,2,3,23,401440726.0,1290835.0,70494.29,206736.0
671,671,2021-10-02,25,69,38,37,51,15,54,28,7,0,0,14,6,6,31,14,2,21,31,8,49,2,23,64,6,21.0,61.0,11.0,79.0,32.0,25.0,42.0,23.0,67.0,55.0,9.0,14.0,49.0,33.0,19.0,70.0,48.0,57.0,41.0,17.0,1.0,26.0,45.0,1,1,11,16,44,23,36,13,2,57,15,10,25,26,6,53,11,2,1,2,2,22,402065899.0,625173.0,69087.57,179746.0
672,672,2021-10-03,33,75,29,33,53,15,82,29,7,0,5,38,5,4,46,14,2,46,31,12,56,3,21,57,6,24.0,79.0,16.0,55.0,30.0,25.0,39.0,17.0,68.0,58.0,15.0,31.0,46.0,38.0,15.0,53.0,49.0,70.0,42.0,18.0,1.0,21.0,45.0,1,1,12,13,16,0,37,12,2,45,14,8,15,18,0,48,19,6,1,2,3,22,402429788.0,363889.0,67699.71,167786.0
673,673,2021-10-04,49,85,32,20,65,17,50,28,8,9,12,37,8,9,43,15,3,29,53,14,45,5,24,61,11,24.0,70.0,6.0,58.0,32.0,25.0,39.0,17.0,69.0,61.0,18.0,32.0,47.0,35.0,17.0,63.0,51.0,74.0,49.0,19.0,1.0,21.0,44.0,1,2,18,14,24,0,69,12,2,32,13,12,17,29,5,44,12,13,0,2,3,22,403403023.0,973235.0,66364.57,177405.0
674,674,2021-10-05,42,88,20,20,67,15,55,29,8,10,17,36,8,9,69,15,3,37,31,18,48,5,28,64,12,22.0,89.0,13.0,55.0,37.0,23.0,41.0,16.0,69.0,67.0,20.0,31.0,45.0,42.0,18.0,61.0,52.0,76.0,52.0,16.0,1.0,20.0,41.0,1,2,13,15,30,62,69,13,0,5,12,14,33,27,5,44,16,4,1,2,3,23,404408086.0,1005063.0,65086.14,181512.0
675,675,2021-10-06,44,87,37,24,64,17,55,31,10,14,8,57,8,11,32,13,3,24,31,17,50,4,27,74,11,21.0,70.0,10.0,59.0,95.0,25.0,39.0,19.0,70.0,67.0,19.0,27.0,47.0,34.0,24.0,47.0,54.0,76.0,48.0,16.0,1.0,22.0,44.0,1,2,16,17,34,0,78,11,3,32,12,12,18,26,15,48,22,10,2,2,3,22,405427983.0,1019897.0,63901.29,189058.0
676,676,2021-10-07,40,84,44,19,66,16,55,31,9,10,9,39,12,8,83,14,3,37,30,15,40,4,26,74,11,19.0,58.0,23.0,58.0,43.0,25.0,38.0,19.0,70.0,63.0,15.0,21.0,49.0,35.0,20.0,58.0,50.0,67.0,46.0,14.0,1.0,22.0,47.0,1,2,18,17,25,21,71,12,0,15,13,11,35,36,16,50,15,5,0,2,3,52,406424422.0,996439.0,62900.86,198249.0
677,677,2021-10-08,52,83,60,32,59,14,54,27,9,15,13,87,18,6,49,13,3,38,29,12,53,3,26,68,9,17.0,63.0,14.0,75.0,95.0,26.0,41.0,23.0,58.0,58.0,9.0,12.0,49.0,32.0,23.0,69.0,44.0,60.0,38.0,14.0,1.0,24.0,50.0,1,2,18,17,16,22,66,13,2,44,12,12,14,26,16,53,17,15,1,2,3,31,407556229.0,1131807.0,61720.86,201562.0
678,678,2021-10-09,47,75,35,26,52,14,54,29,8,11,10,22,10,7,46,14,2,35,33,11,60,1,24,60,5,17.0,51.0,17.0,67.0,51.0,25.0,44.0,24.0,61.0,57.0,10.0,17.0,44.0,32.0,20.0,67.0,49.0,57.0,42.0,12.0,1.0,25.0,46.0,2,1,14,15,40,24,41,11,0,53,14,9,15,24,23,42,14,5,0,3,3,59,408088538.0,532309.0,60622.0,187490.0
679,679,2021-10-10,41,72,45,27,58,16,83,27,8,11,14,36,9,5,45,15,2,7,37,8,45,3,21,65,6,21.0,59.0,13.0,59.0,75.0,36.0,41.0,17.0,68.0,60.0,19.0,27.0,57.0,42.0,18.0,65.0,53.0,72.0,48.0,15.0,1.0,22.0,46.0,1,1,5,11,39,0,83,12,0,57,14,10,15,21,0,57,16,3,1,3,2,34,408400368.0,311830.0,59546.57,180304.0
680,680,2021-10-11,43,91,34,29,69,16,56,31,8,5,0,46,7,9,48,15,3,25,35,13,58,4,27,65,9,20.0,71.0,10.0,59.0,52.0,39.0,41.0,18.0,67.0,65.0,18.0,22.0,47.0,49.0,18.0,70.0,52.0,73.0,51.0,14.0,1.0,21.0,43.0,1,2,15,13,20,21,91,9,1,38,12,10,13,36,5,45,14,3,0,2,2,47,409247728.0,847360.0,58457.57,181367.0
681,681,2021-10-12,39,91,27,25,67,18,53,29,9,5,4,82,9,9,48,14,3,19,32,17,73,4,27,61,11,20.0,51.0,16.0,55.0,91.0,29.0,41.0,19.0,66.0,67.0,17.0,30.0,47.0,47.0,17.0,61.0,51.0,75.0,45.0,13.0,1.0,21.0,43.0,1,2,17,14,15,0,79,11,3,19,12,14,18,33,5,46,9,8,0,2,3,28,410163831.0,916103.0,57541.86,181111.0
682,682,2021-10-13,38,91,31,26,65,17,55,31,9,0,4,60,9,9,69,14,3,25,55,14,64,6,28,64,11,18.0,73.0,16.0,58.0,58.0,28.0,41.0,18.0,70.0,67.0,19.0,38.0,47.0,41.0,20.0,54.0,57.0,78.0,48.0,21.0,1.0,21.0,44.0,2,2,14,16,6,22,73,11,8,15,12,19,20,27,11,55,17,7,1,2,3,52,411057740.0,893909.0,56630.57,191916.0
683,683,2021-10-14,31,89,21,25,64,15,53,31,9,5,13,65,10,10,87,14,3,31,40,17,61,5,25,66,11,17.0,84.0,22.0,67.0,42.0,25.0,41.0,20.0,64.0,63.0,14.0,17.0,49.0,38.0,20.0,54.0,50.0,66.0,42.0,18.0,1.0,23.0,45.0,1,2,19,15,30,21,69,14,1,5,12,13,23,44,0,46,10,9,0,2,3,32,411958911.0,901171.0,55701.71,202454.0
684,684,2021-10-15,44,81,38,24,58,13,52,28,9,5,0,50,12,9,56,14,3,6,33,12,59,3,28,70,9,15.0,45.0,14.0,68.0,87.0,23.0,42.0,22.0,65.0,59.0,10.0,17.0,48.0,33.0,26.0,74.0,45.0,58.0,45.0,17.0,1.0,26.0,46.0,2,2,16,16,36,43,64,10,3,19,13,11,26,21,10,58,7,8,1,2,3,24,412998444.0,1039533.0,54947.71,207998.0
685,685,2021-10-16,37,73,73,26,52,14,50,30,8,5,5,29,7,7,24,14,2,28,40,6,61,2,22,61,6,16.0,67.0,11.0,77.0,54.0,25.0,45.0,22.0,69.0,62.0,10.0,19.0,49.0,37.0,19.0,69.0,51.0,61.0,40.0,14.0,1.0,25.0,43.0,2,1,14,13,17,0,37,8,5,27,14,8,23,15,6,59,13,3,2,2,2,50,413486067.0,487623.0,54177.29,188496.0
686,686,2021-10-17,39,75,53,32,54,14,89,28,7,11,10,40,6,5,41,16,2,35,38,9,72,3,23,60,6,18.0,57.0,11.0,57.0,46.0,25.0,43.0,19.0,67.0,62.0,22.0,32.0,48.0,40.0,16.0,67.0,58.0,71.0,48.0,15.0,1.0,22.0,42.0,1,1,10,11,39,24,39,10,6,58,14,14,20,17,0,58,9,4,0,2,2,42,413753883.0,267816.0,53386.57,187608.0
687,687,2021-10-18,38,90,64,28,66,18,58,28,9,15,13,55,8,9,73,14,3,6,27,17,49,4,28,61,10,19.0,60.0,18.0,63.0,43.0,42.0,42.0,16.0,72.0,70.0,20.0,36.0,49.0,35.0,19.0,81.0,54.0,77.0,49.0,16.0,1.0,22.0,42.0,1,1,15,14,20,0,68,8,3,37,12,9,17,35,5,50,9,5,1,2,2,25,414576757.0,822874.0,52683.57,192376.0
688,688,2021-10-19,43,89,73,24,67,17,59,29,11,0,0,87,10,10,69,15,2,25,32,17,39,4,31,73,12,18.0,63.0,17.0,54.0,100.0,34.0,38.0,16.0,72.0,73.0,20.0,33.0,49.0,37.0,20.0,55.0,57.0,76.0,45.0,15.0,1.0,21.0,41.0,1,1,18,14,20,43,70,7,3,29,12,9,22,40,11,47,20,8,0,3,3,24,415389777.0,813020.0,51713.43,198885.0
689,689,2021-10-20,45,86,41,21,66,15,62,31,9,5,13,68,10,10,48,13,2,43,29,14,58,4,27,66,11,17.0,55.0,11.0,56.0,66.0,26.0,38.0,16.0,69.0,77.0,21.0,24.0,47.0,38.0,23.0,68.0,52.0,73.0,50.0,13.0,1.0,21.0,41.0,1,1,15,13,15,21,76,10,1,23,12,12,22,35,5,52,20,5,1,3,3,54,416214356.0,824579.0,50791.71,202587.0
690,690,2021-10-21,40,86,37,22,65,12,59,29,9,10,13,68,9,8,73,13,2,19,28,15,49,3,24,68,11,15.0,61.0,14.0,60.0,36.0,25.0,38.0,18.0,67.0,78.0,19.0,26.0,47.0,44.0,21.0,62.0,53.0,68.0,44.0,11.0,1.0,23.0,41.0,1,1,12,13,10,0,69,12,7,23,12,8,17,37,10,49,10,5,2,3,3,34,417060988.0,846632.0,49926.14,198769.0
691,691,2021-10-22,41,75,45,27,59,13,57,27,8,15,17,46,12,6,56,13,2,25,29,13,72,3,25,80,9,15.0,48.0,8.0,65.0,58.0,23.0,39.0,22.0,63.0,63.0,14.0,13.0,50.0,31.0,25.0,87.0,51.0,57.0,40.0,11.0,1.0,25.0,45.0,1,1,21,13,20,0,61,10,0,38,12,8,22,36,21,58,12,1,1,4,3,24,418424074.0,1363086.0,49091.43,203026.0
692,692,2021-10-23,34,75,27,37,51,15,50,27,8,22,24,40,9,6,46,14,2,21,32,8,65,3,22,63,5,15.0,69.0,20.0,74.0,62.0,25.0,43.0,21.0,69.0,60.0,11.0,20.0,49.0,35.0,26.0,65.0,49.0,56.0,42.0,10.0,1.0,24.0,42.0,1,1,17,13,29,0,38,9,4,53,14,9,14,18,6,55,8,0,0,3,3,26,419246683.0,822609.0,48364.57,187268.0
693,693,2021-10-24,31,73,41,29,56,17,73,29,8,16,9,21,5,6,44,16,2,20,34,8,54,1,26,70,6,17.0,72.0,15.0,55.0,50.0,24.0,40.0,16.0,69.0,67.0,20.0,23.0,51.0,43.0,23.0,56.0,59.0,73.0,49.0,10.0,2.0,22.0,43.0,1,1,12,12,11,23,43,11,2,31,14,9,8,24,6,56,10,6,0,2,3,38,419716607.0,469924.0,47673.71,180356.0
694,694,2021-10-25,47,87,37,26,67,17,52,28,10,5,0,81,9,11,58,14,2,37,26,16,100,5,23,64,9,18.0,56.0,13.0,57.0,64.0,23.0,40.0,16.0,67.0,70.0,19.0,28.0,50.0,59.0,24.0,64.0,51.0,76.0,50.0,12.0,1.0,20.0,40.0,1,1,20,12,0,21,66,7,0,10,12,13,12,37,5,45,11,8,0,3,3,22,421227560.0,1510953.0,46912.43,174705.0
695,695,2021-10-26,41,92,37,24,71,17,54,28,9,5,8,61,9,12,72,14,2,37,27,14,93,5,25,60,11,16.0,76.0,14.0,56.0,53.0,24.0,38.0,16.0,69.0,72.0,22.0,30.0,50.0,49.0,26.0,65.0,56.0,77.0,49.0,12.0,1.0,22.0,39.0,1,1,24,15,29,0,68,12,1,14,14,20,21,36,5,50,22,5,0,3,3,25,422770221.0,1542661.0,46300.57,182511.0
696,696,2021-10-27,37,87,50,30,69,18,52,29,10,10,4,77,12,11,51,13,2,43,25,11,83,3,32,72,11,15.0,66.0,11.0,58.0,92.0,25.0,40.0,15.0,69.0,75.0,20.0,36.0,51.0,44.0,29.0,69.0,61.0,72.0,48.0,13.0,1.0,22.0,39.0,2,1,14,14,5,41,73,12,6,14,12,16,11,42,5,40,20,6,0,2,3,31,424374535.0,1604314.0,45683.0,192384.0
697,697,2021-10-28,49,84,20,23,67,17,58,28,9,5,4,49,11,11,80,13,2,43,27,17,66,5,26,61,11,14.0,71.0,26.0,66.0,38.0,23.0,41.0,16.0,65.0,71.0,18.0,28.0,54.0,39.0,27.0,61.0,52.0,61.0,45.0,10.0,1.0,23.0,41.0,1,1,19,13,15,62,69,5,5,15,12,13,19,39,10,54,11,7,1,2,3,50,425964933.0,1590398.0,45090.14,190271.0
698,698,2021-10-29,42,75,48,26,59,16,53,28,8,0,0,66,7,13,61,11,2,19,36,12,68,3,24,67,9,14.0,50.0,20.0,74.0,70.0,20.0,42.0,18.0,69.0,63.0,9.0,13.0,53.0,28.0,32.0,65.0,48.0,56.0,40.0,11.0,1.0,24.0,42.0,1,1,16,13,15,63,60,7,3,10,12,11,19,20,10,58,15,6,0,2,4,22,427731282.0,1766349.0,44536.14,187891.0
699,699,2021-10-30,36,71,30,35,48,12,47,28,8,5,9,14,7,8,45,13,2,0,35,8,69,2,23,58,5,14.0,49.0,24.0,77.0,56.0,27.0,44.0,19.0,66.0,58.0,10.0,13.0,45.0,32.0,25.0,74.0,49.0,55.0,37.0,10.0,1.0,24.0,37.0,1,1,10,12,28,0,37,10,4,41,15,9,9,26,17,63,11,4,0,3,3,51,428543838.0,812556.0,44019.86,168544.0
700,700,2021-10-31,37,75,47,31,53,14,56,26,7,0,5,15,7,6,59,14,2,21,34,8,72,3,21,60,5,18.0,63.0,22.0,54.0,62.0,21.0,40.0,15.0,69.0,69.0,21.0,33.0,48.0,51.0,21.0,53.0,48.0,74.0,44.0,11.0,1.0,20.0,39.0,1,1,14,10,11,48,39,9,0,38,14,10,12,15,12,52,4,4,0,4,4,34,428977475.0,433637.0,43511.86,167884.0
701,701,2021-11-01,51,86,28,24,65,14,51,28,11,20,13,47,11,15,46,14,2,44,28,12,69,4,24,61,9,19.0,70.0,15.0,56.0,68.0,23.0,41.0,19.0,73.0,68.0,21.0,29.0,50.0,44.0,25.0,57.0,52.0,81.0,51.0,11.0,1.0,22.0,38.0,1,1,17,12,26,0,71,6,2,19,12,12,14,35,5,55,14,0,0,3,6,38,430415377.0,1437902.0,42989.57,181244.0
702,702,2021-11-02,47,84,58,19,68,15,51,31,12,0,4,52,16,19,65,13,2,18,30,18,90,5,28,64,11,19.0,67.0,11.0,55.0,72.0,22.0,42.0,16.0,71.0,72.0,20.0,31.0,50.0,44.0,26.0,70.0,56.0,75.0,48.0,9.0,1.0,21.0,39.0,1,1,15,13,25,62,77,11,2,19,12,13,12,38,15,53,18,3,0,2,6,40,431900368.0,1484991.0,42496.43,184594.0
703,703,2021-11-03,42,86,23,20,68,13,57,29,13,5,8,41,13,13,50,14,2,48,26,16,56,4,25,67,10,18.0,72.0,19.0,57.0,69.0,26.0,42.0,17.0,75.0,72.0,23.0,35.0,46.0,40.0,26.0,61.0,50.0,77.0,50.0,11.0,1.0,20.0,40.0,1,1,37,15,19,0,75,11,5,9,12,12,15,42,0,40,15,6,0,2,4,42,433441572.0,1541204.0,42082.29,190691.0
