,Unnamed: 0,Date,alcoholism,anxiety,athleisure,cutting hair,depression,dry cough,eczema,fever,flu symptoms,lack of smell,lack of taste,long-term care,mask mandates,obamacare,opiods,peloton,quarantine,short-term disability,star trek,telehealth,teslas,unemployment insurance,vaping,xanax,zoom,covid symptoms,hospitals near me,baconator,helmet,aluminium,plane,age,hen,table,digital,mutation,oppose,city,athlete,prediction,tumble,stroke,diabetes,lungs,ivermectin,hydroxychloroquine,bleach,lake,toilet paper,stimulus,vaccines near me,vaccine side effects,how to get my taste back,anti-depressant,mental health,can dogs get covid,doritos locos tacos,best hikes near me,tiktok,jeff bezos net worth,what is ivermectin,what is mrna,bill gates population control,ubereats,instacart jobs,gig economy,stimmy,trump,biden,china,Total Doses Administered,Daily Increase,Current Hospitalized COVID-19 Patients,Number of Flights
227,227,2020-07-15,26,79,38,30,58,13,58,35,5,8,29,49,10,12,58,18,15,15,41,21,42,22,23,80,24,45.0,74.0,25.0,66.0,30.0,19.0,43.0,18.0,72.0,63.0,14.0,22.0,48.0,37.0,10.0,48.0,63.0,73.0,40.0,2.0,3.0,28.0,71.0,1,8,6,3,4,17,55,11,2,20,11,16,1,9,8,53,17,8,0,15,3,29,0.0,0.0,0.0,149426.0
228,228,2020-07-16,33,80,44,32,63,13,59,36,5,16,14,44,23,10,39,18,12,26,37,21,49,20,20,77,24,40.0,64.0,31.0,69.0,33.0,20.0,44.0,18.0,71.0,63.0,12.0,17.0,50.0,37.0,11.0,54.0,62.0,67.0,44.0,2.0,3.0,30.0,75.0,2,7,3,2,21,17,52,5,0,51,11,14,1,10,17,61,20,5,0,14,2,28,0.0,0.0,0.0,148395.0
229,229,2020-07-17,29,75,27,32,56,12,61,35,4,8,8,40,21,11,51,18,12,22,39,18,61,20,19,81,20,40.0,56.0,44.0,75.0,33.0,23.0,48.0,19.0,73.0,58.0,10.0,9.0,50.0,32.0,6.0,54.0,68.0,59.0,42.0,2.0,2.0,35.0,91.0,2,7,3,1,13,0,45,10,0,20,11,11,0,6,18,62,7,8,0,15,2,29,0.0,0.0,0.0,155093.0
230,230,2020-07-18,34,77,21,43,57,12,60,34,5,0,21,13,14,8,34,18,11,0,38,11,63,13,24,91,12,37.0,71.0,40.0,73.0,25.0,22.0,49.0,22.0,81.0,57.0,10.0,12.0,47.0,34.0,9.0,72.0,76.0,55.0,43.0,1.0,2.0,34.0,92.0,1,6,4,2,15,0,34,11,7,75,12,13,1,9,15,57,15,3,0,15,3,28,0.0,0.0,0.0,148535.0
231,231,2020-07-19,34,77,50,45,59,12,61,34,4,0,4,22,9,8,38,19,11,0,41,10,70,23,19,86,12,38.0,78.0,23.0,67.0,30.0,20.0,46.0,17.0,74.0,62.0,12.0,16.0,51.0,32.0,7.0,72.0,73.0,73.0,44.0,2.0,2.0,29.0,79.0,2,6,4,1,29,0,32,5,4,46,11,14,1,6,15,61,12,7,0,14,3,29,0.0,0.0,0.0,139824.0
232,232,2020-07-20,33,87,45,39,60,13,59,36,4,8,11,51,18,12,54,19,12,32,33,22,50,31,23,85,22,36.0,68.0,29.0,63.0,43.0,19.0,44.0,16.0,72.0,62.0,12.0,18.0,50.0,35.0,7.0,68.0,70.0,73.0,42.0,2.0,3.0,29.0,73.0,1,12,4,2,0,35,58,7,5,36,10,17,1,8,13,57,16,10,0,14,2,26,0.0,0.0,0.0,145643.0
233,233,2020-07-21,43,84,26,32,63,15,62,33,5,0,15,36,9,10,36,19,15,26,30,20,45,25,22,80,24,36.0,59.0,27.0,69.0,31.0,20.0,45.0,17.0,74.0,65.0,15.0,19.0,50.0,37.0,7.0,60.0,65.0,75.0,45.0,2.0,4.0,30.0,71.0,1,13,3,2,17,0,54,14,3,52,10,27,0,9,9,61,14,9,0,14,3,26,0.0,0.0,0.0,146312.0
234,234,2020-07-22,39,82,39,34,68,12,62,34,4,4,15,45,23,12,41,21,16,16,35,23,56,22,24,82,25,35.0,71.0,41.0,70.0,26.0,19.0,46.0,18.0,71.0,63.0,14.0,17.0,49.0,37.0,8.0,45.0,65.0,74.0,38.0,2.0,3.0,29.0,71.0,1,12,5,3,9,0,59,7,1,32,11,38,3,10,9,60,15,6,0,13,3,40,0.0,0.0,0.0,146449.0
235,235,2020-07-23,37,81,29,35,69,15,53,34,4,8,11,25,23,11,51,21,13,10,33,21,58,23,21,78,23,34.0,63.0,32.0,69.0,37.0,19.0,46.0,16.0,68.0,61.0,14.0,12.0,51.0,33.0,10.0,58.0,62.0,71.0,39.0,2.0,3.0,28.0,72.0,1,18,6,2,21,17,55,9,2,39,10,35,1,6,4,66,15,7,0,12,3,33,0.0,0.0,0.0,149118.0
236,236,2020-07-24,32,82,54,35,64,13,61,31,4,8,11,37,13,11,39,18,13,11,37,19,50,21,22,81,18,34.0,75.0,30.0,74.0,31.0,22.0,51.0,24.0,69.0,56.0,10.0,11.0,49.0,32.0,10.0,59.0,64.0,61.0,44.0,1.0,2.0,34.0,87.0,1,19,5,2,9,0,48,7,7,33,10,25,4,4,9,64,21,4,0,13,3,35,0.0,0.0,0.0,151744.0
237,237,2020-07-25,45,73,45,41,55,13,58,33,4,5,0,26,8,13,39,19,12,6,42,7,50,15,24,86,12,36.0,65.0,37.0,73.0,30.0,26.0,52.0,22.0,85.0,58.0,11.0,12.0,49.0,35.0,11.0,48.0,70.0,59.0,37.0,1.0,2.0,34.0,91.0,1,12,3,2,15,20,33,11,3,65,11,24,1,6,0,72,14,5,0,12,2,33,0.0,0.0,0.0,142760.0
238,238,2020-07-26,24,77,24,41,58,12,65,32,4,5,13,29,11,11,43,18,12,0,43,9,54,23,22,83,12,38.0,74.0,28.0,65.0,32.0,21.0,47.0,19.0,68.0,61.0,12.0,21.0,51.0,34.0,7.0,62.0,65.0,66.0,41.0,1.0,8.0,30.0,79.0,2,13,3,1,10,20,33,10,3,28,11,23,1,6,10,55,16,6,0,12,3,34,0.0,0.0,0.0,129750.0
239,239,2020-07-27,37,82,26,39,64,11,59,31,4,4,7,31,9,10,28,21,14,37,35,19,55,29,19,85,22,37.0,59.0,17.0,64.0,33.0,20.0,44.0,17.0,66.0,65.0,11.0,12.0,48.0,35.0,7.0,62.0,66.0,71.0,40.0,3.0,100.0,30.0,72.0,1,24,3,2,13,18,54,10,3,32,10,19,0,8,9,58,14,9,0,12,3,33,0.0,0.0,0.0,137884.0
240,240,2020-07-28,43,86,30,31,62,12,61,31,4,0,7,36,9,10,52,18,16,26,32,22,39,24,18,81,24,39.0,69.0,26.0,68.0,26.0,20.0,44.0,15.0,67.0,63.0,13.0,12.0,48.0,39.0,7.0,51.0,62.0,72.0,37.0,2.0,87.0,30.0,75.0,1,23,7,3,13,0,52,10,3,40,10,19,4,7,0,62,17,4,0,13,3,39,0.0,0.0,0.0,140805.0
241,241,2020-07-29,50,81,48,27,64,12,56,35,4,0,7,34,9,11,43,18,14,21,34,22,46,21,19,86,25,37.0,57.0,30.0,63.0,26.0,19.0,45.0,17.0,64.0,64.0,13.0,16.0,47.0,37.0,7.0,52.0,65.0,67.0,38.0,2.0,48.0,30.0,68.0,1,18,4,2,13,18,54,3,0,20,11,40,1,6,17,53,17,5,0,13,3,41,0.0,0.0,0.0,135541.0
242,242,2020-07-30,38,78,49,35,63,12,56,31,4,8,11,41,13,10,59,17,12,21,31,21,42,20,22,76,24,35.0,51.0,35.0,62.0,35.0,21.0,45.0,17.0,65.0,62.0,12.0,16.0,48.0,33.0,7.0,49.0,58.0,68.0,44.0,2.0,31.0,29.0,74.0,1,16,6,2,25,17,53,15,3,36,10,34,0,7,21,51,17,8,0,16,3,41,0.0,0.0,0.0,152409.0
243,243,2020-07-31,32,78,46,31,59,12,59,30,4,8,11,26,15,11,51,16,12,22,35,18,53,21,23,75,20,34.0,54.0,25.0,72.0,33.0,24.0,45.0,20.0,67.0,59.0,10.0,14.0,47.0,36.0,9.0,72.0,59.0,56.0,38.0,2.0,21.0,31.0,82.0,1,15,4,1,18,18,46,13,2,41,12,27,1,7,22,61,18,9,1,13,3,36,0.0,0.0,0.0,160034.0
244,244,2020-08-01,32,74,40,31,54,13,61,32,4,14,13,13,9,8,23,18,11,6,36,9,49,12,21,76,11,36.0,57.0,30.0,79.0,30.0,24.0,50.0,23.0,73.0,60.0,8.0,11.0,44.0,32.0,8.0,76.0,62.0,68.0,35.0,2.0,20.0,33.0,84.0,1,12,4,1,15,0,31,11,2,36,100,24,0,4,25,63,19,1,0,17,3,38,0.0,0.0,41019.0,145736.0
245,245,2020-08-02,35,73,30,39,57,13,60,31,3,0,21,16,7,8,29,18,11,12,46,8,47,22,23,83,12,37.0,65.0,28.0,66.0,37.0,20.0,43.0,18.0,68.0,62.0,12.0,11.0,51.0,40.0,7.0,53.0,62.0,68.0,40.0,1.0,18.0,29.0,74.0,1,11,2,1,24,0,30,12,3,54,44,23,5,5,10,62,25,8,0,13,3,32,0.0,0.0,42008.5,129153.0
246,246,2020-08-03,35,83,41,34,60,10,55,30,4,4,11,33,8,11,42,21,12,26,31,28,42,27,20,76,24,35.0,65.0,36.0,66.0,30.0,19.0,43.0,15.0,64.0,63.0,10.0,14.0,50.0,35.0,7.0,64.0,58.0,65.0,37.0,2.0,12.0,28.0,66.0,1,15,3,2,8,0,51,9,3,28,26,17,1,3,22,59,22,4,0,12,3,29,0.0,0.0,42711.0,136365.0
247,247,2020-08-04,29,75,49,28,58,13,59,28,4,20,14,32,9,12,47,19,12,26,34,28,22,17,21,72,27,37.0,54.0,28.0,66.0,38.0,20.0,44.0,17.0,64.0,64.0,10.0,12.0,49.0,33.0,9.0,64.0,61.0,70.0,42.0,1.0,9.0,27.0,68.0,1,15,5,2,4,0,52,6,3,27,18,17,2,3,4,56,12,11,0,14,3,29,0.0,0.0,42954.25,142681.0
248,248,2020-08-05,32,81,32,30,59,13,57,29,4,8,15,28,9,14,57,18,13,16,32,20,53,19,19,76,27,36.0,58.0,35.0,68.0,30.0,20.0,44.0,17.0,62.0,70.0,12.0,19.0,48.0,34.0,8.0,69.0,59.0,68.0,38.0,1.0,8.0,29.0,67.0,1,17,4,2,17,0,54,10,2,24,14,14,0,7,9,55,21,12,0,14,4,29,0.0,0.0,43063.0,159116.0
249,249,2020-08-06,31,79,32,27,64,11,50,29,5,8,22,19,8,11,44,16,13,42,44,19,21,16,23,75,29,35.0,44.0,31.0,71.0,35.0,26.0,44.0,16.0,65.0,66.0,11.0,16.0,55.0,41.0,9.0,56.0,59.0,65.0,36.0,2.0,7.0,29.0,71.0,1,17,6,2,13,18,52,11,2,24,13,20,0,6,13,52,20,10,0,13,6,29,0.0,0.0,43005.17,163789.0
250,250,2020-08-07,37,79,49,28,60,11,59,29,4,4,15,32,8,12,42,16,13,16,40,19,41,16,21,84,25,34.0,59.0,42.0,77.0,35.0,26.0,48.0,20.0,69.0,62.0,10.0,8.0,49.0,34.0,9.0,66.0,59.0,63.0,36.0,2.0,6.0,33.0,81.0,2,23,3,2,0,0,46,6,2,41,24,27,3,5,9,56,17,8,0,14,7,32,0.0,0.0,42838.43,163664.0
251,251,2020-08-08,28,78,37,37,57,11,60,29,3,0,4,16,6,16,51,16,10,12,40,10,36,13,19,78,13,33.0,54.0,38.0,73.0,24.0,24.0,50.0,22.0,71.0,61.0,9.0,10.0,45.0,39.0,9.0,69.0,64.0,63.0,37.0,2.0,6.0,33.0,82.0,1,22,6,2,20,0,33,10,2,55,18,23,1,1,10,56,12,7,0,18,6,29,0.0,0.0,42563.14,152224.0
252,252,2020-08-09,52,76,51,40,57,11,58,29,4,14,4,16,6,9,51,18,10,24,46,9,44,22,19,73,13,35.0,70.0,28.0,66.0,30.0,21.0,44.0,17.0,69.0,63.0,11.0,11.0,50.0,37.0,8.0,69.0,60.0,66.0,34.0,3.0,6.0,29.0,72.0,1,16,3,2,15,20,32,6,3,82,14,22,1,1,15,59,13,14,0,19,6,29,0.0,0.0,41978.86,145270.0
253,253,2020-08-10,41,81,38,30,62,10,60,28,3,4,11,36,5,13,49,16,11,21,37,16,29,23,22,74,32,34.0,64.0,26.0,65.0,25.0,19.0,45.0,16.0,66.0,65.0,11.0,9.0,48.0,37.0,8.0,54.0,61.0,66.0,34.0,4.0,5.0,28.0,67.0,1,16,5,2,17,35,50,6,3,51,12,18,2,6,26,52,20,24,0,16,6,25,0.0,0.0,41444.57,148852.0
254,254,2020-08-11,28,82,32,28,60,10,57,27,4,20,18,27,4,14,47,17,12,15,35,19,32,22,24,80,35,30.0,75.0,29.0,61.0,27.0,19.0,44.0,18.0,65.0,66.0,12.0,13.0,48.0,35.0,10.0,62.0,61.0,71.0,37.0,2.0,4.0,27.0,63.0,1,15,5,2,4,0,53,9,3,39,11,14,4,2,9,55,18,11,0,15,20,26,0.0,0.0,40952.14,153882.0
255,255,2020-08-12,43,85,47,33,63,8,59,28,4,12,4,44,7,14,47,17,11,10,35,20,45,18,31,84,40,29.0,71.0,19.0,64.0,33.0,20.0,44.0,18.0,65.0,68.0,12.0,17.0,47.0,38.0,9.0,61.0,59.0,70.0,36.0,2.0,5.0,27.0,74.0,1,12,3,2,4,17,53,9,0,27,11,13,3,10,17,55,24,12,0,14,16,23,0.0,0.0,40529.43,158289.0
256,256,2020-08-13,37,81,23,27,58,8,61,27,4,0,4,33,8,14,38,17,10,36,37,22,45,14,24,72,43,28.0,52.0,40.0,61.0,24.0,21.0,44.0,16.0,63.0,63.0,10.0,18.0,48.0,27.0,8.0,63.0,57.0,62.0,33.0,2.0,4.0,29.0,74.0,1,11,5,3,0,17,53,6,1,31,12,17,3,7,8,49,18,8,0,15,8,23,0.0,0.0,40081.14,158569.0
257,257,2020-08-14,28,76,62,33,55,10,60,28,3,4,11,31,6,8,42,14,10,21,36,19,37,17,23,83,35,26.0,52.0,30.0,73.0,22.0,21.0,46.0,21.0,69.0,59.0,6.0,15.0,52.0,29.0,8.0,63.0,63.0,54.0,34.0,1.0,4.0,31.0,81.0,1,9,2,3,9,0,48,6,4,36,11,15,2,4,9,51,19,13,0,16,5,26,0.0,0.0,39595.29,159621.0
258,258,2020-08-15,36,74,67,42,53,12,59,29,3,0,12,13,5,10,38,18,8,12,41,11,47,9,22,87,14,26.0,58.0,37.0,73.0,27.0,23.0,54.0,21.0,74.0,60.0,9.0,14.0,45.0,31.0,10.0,70.0,66.0,57.0,34.0,2.0,3.0,32.0,78.0,1,8,6,3,5,0,33,5,2,72,12,17,2,2,5,51,15,7,0,15,4,25,0.0,0.0,39086.71,145720.0
259,259,2020-08-16,41,79,37,38,57,10,62,28,3,0,0,19,5,8,34,18,9,6,45,11,34,16,20,72,17,30.0,61.0,20.0,69.0,30.0,23.0,46.0,18.0,68.0,66.0,15.0,18.0,49.0,37.0,8.0,61.0,60.0,66.0,35.0,1.0,4.0,27.0,69.0,1,7,3,1,10,20,35,6,2,36,12,16,0,4,5,55,12,2,0,31,4,25,0.0,0.0,38775.43,141931.0
260,260,2020-08-17,36,84,40,29,57,9,51,28,4,4,25,49,5,11,54,16,10,20,35,19,57,21,20,74,56,28.0,53.0,20.0,62.0,27.0,21.0,43.0,15.0,68.0,65.0,13.0,21.0,48.0,36.0,8.0,62.0,58.0,64.0,36.0,2.0,4.0,25.0,64.0,1,9,6,2,17,0,51,5,2,47,10,12,1,5,0,44,15,7,0,16,4,22,0.0,0.0,38416.86,147485.0
261,261,2020-08-18,30,80,31,28,59,9,57,27,4,4,7,48,8,11,39,17,10,35,34,21,44,18,20,83,52,27.0,48.0,22.0,56.0,24.0,23.0,45.0,17.0,65.0,70.0,11.0,22.0,46.0,34.0,8.0,65.0,57.0,65.0,36.0,1.0,3.0,25.0,62.0,1,9,4,3,8,17,54,8,2,27,11,15,2,5,4,56,21,7,0,17,8,22,0.0,0.0,38041.57,154941.0
262,262,2020-08-19,35,81,45,26,57,9,53,25,5,0,4,34,6,14,46,15,10,25,36,18,37,16,18,70,53,26.0,50.0,19.0,66.0,25.0,23.0,45.0,16.0,69.0,69.0,13.0,16.0,46.0,35.0,9.0,73.0,58.0,63.0,38.0,2.0,3.0,26.0,63.0,1,9,4,2,20,33,52,7,3,23,10,20,1,6,21,56,17,3,0,15,15,23,0.0,0.0,37522.29,160289.0
263,263,2020-08-20,37,83,51,30,82,9,55,27,4,4,4,43,5,12,52,16,9,30,34,19,49,17,19,73,54,26.0,56.0,29.0,60.0,32.0,24.0,44.0,17.0,67.0,64.0,10.0,21.0,48.0,37.0,8.0,60.0,58.0,65.0,39.0,2.0,2.0,26.0,64.0,1,8,5,2,21,17,55,6,2,31,11,20,0,5,0,52,16,20,1,18,9,23,0.0,0.0,37046.29,167110.0
264,264,2020-08-21,35,79,43,24,84,9,54,27,4,4,4,21,6,12,40,14,9,15,35,14,43,16,22,76,43,23.0,73.0,46.0,72.0,25.0,24.0,47.0,20.0,68.0,57.0,9.0,16.0,46.0,34.0,8.0,53.0,58.0,65.0,38.0,3.0,2.0,31.0,76.0,1,7,3,2,4,34,50,8,1,27,11,26,1,2,13,63,11,8,0,17,20,24,0.0,0.0,36407.57,159724.0
265,265,2020-08-22,32,75,51,36,64,10,55,27,3,19,17,41,5,8,28,16,8,18,40,10,45,11,23,74,16,23.0,60.0,33.0,75.0,29.0,24.0,50.0,21.0,72.0,56.0,8.0,16.0,44.0,37.0,10.0,61.0,62.0,61.0,38.0,5.0,3.0,32.0,74.0,1,7,6,2,20,0,31,5,2,73,12,19,3,6,15,60,14,6,0,15,7,25,0.0,0.0,36051.71,142494.0
266,266,2020-08-23,43,83,34,41,61,12,65,27,4,5,8,38,5,7,44,16,9,30,41,6,60,17,24,81,20,27.0,62.0,23.0,62.0,26.0,22.0,43.0,17.0,69.0,65.0,11.0,19.0,47.0,43.0,8.0,65.0,58.0,66.0,36.0,4.0,4.0,24.0,62.0,1,7,4,1,5,0,31,7,5,55,11,25,2,3,5,55,13,7,0,17,6,24,0.0,0.0,35427.57,142071.0
267,267,2020-08-24,35,86,39,32,59,9,55,25,4,8,3,44,5,12,38,16,11,10,33,18,44,21,29,76,76,26.0,55.0,23.0,58.0,32.0,23.0,43.0,17.0,69.0,67.0,11.0,23.0,46.0,42.0,8.0,66.0,59.0,63.0,37.0,4.0,3.0,26.0,57.0,1,7,5,1,20,0,56,7,1,19,11,20,4,3,4,47,16,3,0,14,5,21,0.0,0.0,34770.14,144217.0
268,268,2020-08-25,33,83,52,26,60,8,48,26,3,4,7,34,5,10,46,15,11,15,35,27,44,19,100,70,59,25.0,51.0,25.0,61.0,31.0,22.0,45.0,17.0,72.0,67.0,14.0,14.0,48.0,38.0,9.0,79.0,58.0,64.0,35.0,4.0,2.0,27.0,60.0,1,7,3,2,4,33,55,5,1,37,11,15,0,7,4,43,11,12,1,18,4,22,0.0,0.0,34178.86,148116.0
269,269,2020-08-26,31,82,88,30,62,8,53,26,4,0,14,44,4,12,48,16,10,39,32,17,50,16,49,70,56,23.0,52.0,31.0,56.0,32.0,23.0,45.0,17.0,70.0,69.0,15.0,32.0,46.0,44.0,8.0,60.0,61.0,65.0,37.0,3.0,2.0,24.0,77.0,1,7,2,2,4,0,54,5,3,19,12,21,6,5,16,51,18,8,0,25,4,22,0.0,0.0,33546.29,152846.0
270,270,2020-08-27,31,79,48,25,59,10,49,25,3,11,17,28,4,11,34,14,8,14,32,18,67,15,32,69,52,23.0,51.0,28.0,60.0,34.0,25.0,47.0,16.0,71.0,67.0,13.0,32.0,47.0,36.0,8.0,66.0,55.0,61.0,37.0,2.0,2.0,26.0,63.0,1,6,2,2,12,0,54,8,4,15,13,36,3,5,4,48,18,7,0,18,5,23,0.0,0.0,32992.57,159110.0
271,271,2020-08-28,38,78,40,25,64,6,50,24,3,4,18,35,6,10,39,16,8,36,33,14,64,13,23,65,44,24.0,50.0,30.0,73.0,34.0,24.0,51.0,22.0,70.0,58.0,8.0,17.0,46.0,32.0,8.0,65.0,58.0,54.0,32.0,2.0,2.0,30.0,69.0,1,6,3,1,8,0,49,9,1,15,12,37,1,8,4,63,18,5,0,28,6,26,0.0,0.0,32538.14,155275.0
272,272,2020-08-29,28,74,48,42,55,10,55,25,3,4,0,39,3,9,24,16,7,34,38,8,42,8,22,73,16,25.0,54.0,43.0,77.0,33.0,23.0,48.0,22.0,75.0,61.0,11.0,13.0,42.0,34.0,9.0,58.0,64.0,54.0,33.0,2.0,2.0,33.0,68.0,1,5,2,2,18,0,34,6,4,61,12,32,6,5,5,67,14,2,0,16,5,23,0.0,0.0,32058.29,133324.0
273,273,2020-08-30,32,76,36,37,57,10,54,26,3,0,29,38,5,9,39,19,7,12,39,7,67,17,24,74,18,28.0,61.0,19.0,65.0,32.0,26.0,44.0,16.0,77.0,68.0,14.0,22.0,45.0,36.0,9.0,78.0,56.0,65.0,38.0,2.0,2.0,24.0,59.0,1,5,2,1,10,20,32,10,1,49,12,27,3,4,10,52,17,3,0,15,5,25,0.0,0.0,31668.14,136981.0
274,274,2020-08-31,37,83,47,25,64,8,50,26,5,0,3,67,2,12,51,16,8,34,29,17,43,17,21,64,60,26.0,56.0,28.0,61.0,32.0,26.0,44.0,16.0,74.0,70.0,15.0,27.0,45.0,41.0,8.0,75.0,80.0,64.0,46.0,2.0,2.0,24.0,55.0,1,6,4,2,20,16,57,4,3,22,11,22,0,10,4,49,18,5,0,13,5,22,0.0,0.0,31281.0,145561.0
275,275,2020-09-01,41,82,27,27,64,8,49,27,4,15,3,41,5,12,51,17,8,24,30,19,48,13,22,70,66,27.0,60.0,24.0,66.0,34.0,26.0,42.0,18.0,79.0,69.0,14.0,28.0,45.0,39.0,9.0,72.0,88.0,66.0,37.0,1.0,2.0,25.0,55.0,1,6,3,3,4,16,59,5,1,15,15,24,2,9,8,50,13,5,0,15,6,22,0.0,0.0,30797.0,146148.0
276,276,2020-09-02,38,84,46,27,63,10,52,26,4,4,0,54,4,9,54,20,8,19,33,18,43,14,20,73,59,25.0,59.0,36.0,67.0,28.0,25.0,43.0,16.0,76.0,68.0,16.0,29.0,46.0,39.0,10.0,77.0,62.0,70.0,40.0,1.0,2.0,24.0,57.0,1,7,2,2,19,32,63,6,3,4,13,28,1,6,8,54,20,6,0,14,6,24,0.0,0.0,30404.71,152636.0
277,277,2020-09-03,33,82,45,24,64,11,52,26,6,4,10,35,3,9,43,21,7,28,33,16,44,12,24,73,57,25.0,50.0,27.0,72.0,37.0,25.0,42.0,18.0,74.0,67.0,14.0,33.0,47.0,47.0,8.0,71.0,55.0,61.0,41.0,1.0,1.0,26.0,62.0,1,6,3,2,4,0,63,7,5,22,11,27,3,15,0,55,16,7,0,13,5,25,0.0,0.0,29936.86,162095.0
278,278,2020-09-04,38,80,39,28,61,8,52,26,5,0,0,38,5,9,41,17,7,20,32,14,62,12,22,73,43,25.0,70.0,43.0,79.0,28.0,24.0,45.0,20.0,72.0,60.0,8.0,15.0,46.0,31.0,10.0,74.0,61.0,58.0,35.0,1.0,2.0,29.0,79.0,1,5,4,2,12,17,52,8,4,31,11,28,1,13,12,50,11,6,0,17,5,28,0.0,0.0,29624.86,173559.0
279,279,2020-09-05,30,79,47,32,55,9,54,27,4,5,4,32,6,9,21,18,7,12,37,9,40,7,21,82,14,25.0,70.0,46.0,79.0,30.0,25.0,46.0,22.0,75.0,57.0,10.0,16.0,45.0,36.0,9.0,63.0,57.0,57.0,33.0,1.0,1.0,31.0,88.0,1,4,2,3,10,0,36,6,6,100,12,25,1,6,0,73,14,6,0,18,5,27,0.0,0.0,29282.0,159021.0
280,280,2020-09-06,38,75,44,33,57,9,54,26,5,0,13,38,3,8,31,16,7,18,39,8,37,10,21,76,14,26.0,70.0,29.0,74.0,31.0,25.0,48.0,21.0,83.0,63.0,12.0,19.0,45.0,37.0,9.0,54.0,63.0,56.0,42.0,2.0,2.0,30.0,81.0,1,4,3,3,19,20,33,4,2,86,12,21,1,8,10,58,12,4,0,17,4,26,0.0,0.0,28882.43,141825.0
281,281,2020-09-07,37,82,61,39,64,11,57,26,4,4,8,45,3,10,36,17,7,17,40,9,53,12,22,81,18,27.0,49.0,22.0,62.0,31.0,24.0,43.0,17.0,79.0,68.0,15.0,28.0,49.0,34.0,10.0,71.0,58.0,62.0,39.0,1.0,2.0,24.0,62.0,1,5,2,2,9,0,39,3,2,61,20,22,1,9,5,55,12,3,0,15,4,27,0.0,0.0,28384.57,145320.0
282,282,2020-09-08,37,85,30,33,62,8,57,25,5,4,0,30,2,12,45,41,9,19,54,17,31,15,23,68,67,27.0,59.0,20.0,58.0,32.0,25.0,43.0,16.0,80.0,69.0,14.0,36.0,49.0,39.0,9.0,73.0,55.0,67.0,40.0,1.0,2.0,22.0,58.0,1,8,4,2,4,16,63,6,2,18,20,16,1,11,8,59,19,11,0,13,5,25,0.0,0.0,28082.86,143196.0
283,283,2020-09-09,38,89,38,23,66,9,52,26,5,15,10,28,6,10,52,42,8,19,42,15,39,16,23,77,61,25.0,49.0,25.0,61.0,27.0,27.0,41.0,16.0,78.0,69.0,19.0,38.0,49.0,44.0,10.0,62.0,56.0,68.0,45.0,1.0,2.0,23.0,51.0,1,9,5,3,0,0,67,5,2,15,16,17,1,14,12,52,20,3,0,16,5,25,0.0,0.0,27775.0,146196.0
284,284,2020-09-10,29,82,49,21,67,10,51,26,5,14,19,44,3,11,39,38,7,14,33,19,37,12,23,72,57,24.0,46.0,23.0,66.0,38.0,45.0,42.0,15.0,77.0,65.0,15.0,30.0,55.0,41.0,10.0,62.0,55.0,64.0,43.0,1.0,1.0,24.0,52.0,1,8,3,3,8,31,62,5,2,28,13,25,1,17,4,50,18,8,0,15,4,26,0.0,0.0,27461.71,153377.0
285,285,2020-09-11,35,81,32,28,68,10,50,26,6,4,0,28,2,9,53,37,7,24,32,14,33,11,20,71,46,23.0,73.0,28.0,82.0,28.0,33.0,46.0,20.0,73.0,60.0,10.0,16.0,45.0,38.0,12.0,54.0,56.0,58.0,39.0,1.0,2.0,28.0,60.0,1,7,3,3,12,16,59,7,2,26,12,19,2,11,0,58,16,8,0,14,4,26,0.0,0.0,27129.29,162215.0
286,286,2020-09-12,30,77,55,35,72,9,57,26,4,0,8,34,4,11,39,31,6,12,40,7,40,11,21,77,17,24.0,50.0,30.0,99.0,33.0,27.0,50.0,22.0,78.0,60.0,14.0,21.0,42.0,33.0,11.0,53.0,54.0,56.0,38.0,1.0,1.0,29.0,53.0,1,5,4,3,23,0,37,11,1,31,15,20,2,7,5,63,7,7,0,13,4,25,0.0,0.0,26815.29,149109.0
287,287,2020-09-13,31,76,44,26,66,8,50,27,5,0,8,30,3,9,38,27,7,11,41,7,51,11,25,78,18,28.0,59.0,20.0,71.0,31.0,29.0,45.0,18.0,84.0,66.0,18.0,39.0,46.0,44.0,10.0,67.0,54.0,68.0,40.0,1.0,1.0,24.0,50.0,1,4,0,3,5,38,37,6,1,30,14,19,2,17,5,67,12,4,0,14,4,26,0.0,0.0,26595.0,145029.0
288,288,2020-09-14,40,91,37,27,71,10,54,26,5,0,7,73,2,17,39,26,7,24,35,19,37,16,23,73,54,26.0,62.0,21.0,67.0,30.0,27.0,45.0,16.0,81.0,65.0,17.0,38.0,46.0,44.0,10.0,55.0,51.0,67.0,45.0,1.0,1.0,23.0,48.0,1,6,5,2,4,64,66,5,0,22,20,15,1,13,4,55,12,9,0,13,4,23,0.0,0.0,26393.86,148274.0
289,289,2020-09-15,33,84,45,25,71,8,54,25,6,8,3,40,3,11,39,27,8,19,31,17,48,14,23,66,53,25.0,54.0,25.0,64.0,37.0,27.0,42.0,15.0,79.0,74.0,19.0,41.0,45.0,45.0,9.0,64.0,53.0,65.0,46.0,1.0,2.0,25.0,46.0,1,7,4,3,23,48,68,4,3,22,17,20,1,19,4,47,9,6,0,13,5,23,0.0,0.0,26073.29,157722.0
