,Date,MRNA_Open,MRNA_Close,MRNA_Difference,MRNA_Volume,JNJ_Open,JNJ_Close,JNJ_Difference,JNJ_Volume,BTNX_Open,BTNX_Close,BTNX_Difference,BTNX_Volume,DJIA_Open,DJIA_Close,DJIA_Difference,DJIA_Volume,PFE_Open,PFE_Close,PFE_Difference,PFE_Volume,AZN_Open,AZN_Close,AZN_Difference,AZN_Volume, NVAX_Open , NVAX_Close ,NVAX_Difference,NVAX_Volume,Total Doses Administered,Daily Increase,Number of Flights,Current Hospitalized COVID-19 Patients,Unnamed: 0,alcoholism,anxiety,athleisure,cutting hair,depression,dry cough,eczema,fever,flu symptoms,lack of smell,lack of taste,long-term care,mask mandates,obamacare,opiods,peloton,quarantine,short-term disability,star trek,telehealth,teslas,unemployment insurance,vaping,xanax,zoom,covid symptoms,hospitals near me,baconator,helmet,aluminium,plane,age,hen,table,digital,mutation,oppose,city,athlete,prediction,tumble,stroke,diabetes,lungs,ivermectin,hydroxychloroquine,bleach,lake,toilet paper,stimulus,vaccines near me,vaccine side effects,how to get my taste back,anti-depressant,mental health,can dogs get covid,doritos locos tacos,best hikes near me,tiktok,jeff bezos net worth,what is ivermectin,what is mrna,bill gates population control,ubereats,instacart jobs,gig economy,stimmy,trump,biden,china
271,2020-12-29,107.8,114.39,-6.59,23718800,154.11,154.14,-0.03,5212000,84.45,88.28,-3.83,3300400,"30,492.07","30,335.67",156.4,"357,610,000",36.9,37.05,-0.15,23152100,50.66,49.9,0.76,17308500,117.51,120.27,-2.76,2919500,4377941.0,721091.0,143506.0,116085.0,394,32,78,36,26,52,13,71,33,11,24,29,47,3,11,38,39,8,6,35,14,53,16,25,75,11,51.0,69.0,46.0,57.0,20.0,20.0,46.0,19.0,62.0,63.0,27.0,10.0,43.0,30.0,19.0,76.0,48.0,60.0,41.0,13.0,1.0,22.0,41.0,1,71,13,36,63,20,42,34,2,45,12,18,10,23,15,56,16,9,3,12,3,24
272,2020-12-30,118.4,111.13,7.27,23965500,154.74,156.05,-1.31,5412800,90.0,83.94,6.06,2941100,"30,415.09","30,409.56",5.53,"291,890,000",37.03,36.74,0.29,24889800,50.46,50.18,0.28,14349100,122.0,118.96,3.04,2796200,5220174.0,842233.0,142838.0,116887.14,395,35,79,36,26,55,16,64,33,9,0,17,31,4,11,33,40,8,6,37,13,53,13,23,74,11,50.0,57.0,31.0,64.0,26.0,19.0,46.0,19.0,58.0,62.0,23.0,8.0,45.0,31.0,19.0,68.0,49.0,55.0,44.0,11.0,1.0,20.0,40.0,1,92,13,37,24,0,39,37,3,36,13,19,15,25,15,59,21,4,8,11,2,24
273,2020-12-31,110.55,104.47,6.08,23369900,156.53,157.38,-0.85,5099900,83.38,81.52,1.86,2607100,"30,417.64","30,606.48",-188.84,"284,470,000",36.66,36.81,-0.15,30796500,50.0,49.99,0.01,10610000,118.95,111.51,7.44,3587300,5639696.0,419522.0,116553.0,117859.86,396,38,74,59,32,49,15,58,32,9,14,33,34,4,10,25,37,8,6,37,12,34,11,24,85,11,43.0,39.0,37.0,62.0,25.0,20.0,55.0,21.0,62.0,58.0,14.0,21.0,40.0,25.0,18.0,52.0,46.0,48.0,38.0,9.0,1.0,20.0,42.0,1,57,16,31,53,0,34,35,3,36,13,17,7,16,20,62,10,7,12,10,2,28
274,2021-01-04,107.23,111.73,-4.5,22439600,157.24,156.5,0.74,11765900,85.45,85.73,-0.28,3138000,"30,627.47","30,223.89",403.58,"475,080,000",36.87,36.81,0.06,33565700,50.92,50.52,0.4,15665800,112.7,112.98,-0.28,2570500,6796717.0,656327.0,137935.0,121668.0,400,32,88,76,34,60,15,62,31,10,4,4,26,3,11,48,36,9,27,34,17,39,19,28,73,17,46.0,52.0,26.0,67.0,29.0,21.0,46.0,16.0,67.0,65.0,26.0,32.0,41.0,32.0,16.0,57.0,48.0,69.0,51.0,15.0,1.0,21.0,38.0,1,47,26,23,45,19,49,29,3,21,12,18,13,23,14,56,16,5,10,17,3,22
275,2021-01-05,113.82,109.18,4.64,15450800,156.25,158.34,-2.09,9602300,87.95,86.78,1.17,1970900,"30,204.25","30,391.60",-187.35,"350,910,000",36.72,37.19,-0.47,29909400,50.4,50.7,-0.3,13361900,112.01,116.24,-4.23,2525000,7626939.0,830222.0,138303.0,122506.0,401,42,85,40,28,63,14,63,32,10,18,23,44,2,12,49,31,7,38,32,20,43,17,25,73,21,43.0,62.0,25.0,60.0,32.0,22.0,45.0,17.0,59.0,61.0,19.0,38.0,40.0,29.0,20.0,70.0,52.0,63.0,42.0,11.0,1.0,20.0,34.0,1,51,26,31,54,19,51,35,4,8,12,21,18,35,28,46,18,4,9,17,3,23
276,2021-01-06,111.11,116.26,-5.15,21590900,157.24,159.83,-2.59,8230100,86.75,91.16,-4.41,3070800,"30,362.78","30,829.40",-466.62,"500,430,000",36.83,36.87,-0.04,34962500,50.84,50.91,-0.07,12754900,115.51,123.74,-8.23,3196300,8646730.0,1019791.0,138576.0,123306.14,402,40,76,27,28,57,12,58,29,8,9,12,14,3,12,34,27,7,54,31,17,39,11,26,73,19,40.0,52.0,32.0,69.0,23.0,20.0,41.0,14.0,60.0,64.0,19.0,100.0,39.0,35.0,18.0,46.0,54.0,62.0,45.0,10.0,1.0,20.0,35.0,1,42,20,30,62,0,46,24,4,29,11,20,9,32,5,45,23,8,8,50,9,23
277,2021-01-07,120.1,115.09,5.01,20614100,159.0,160.37,-1.37,7747200,94.0,93.69,0.31,2980500,"30,901.18","31,041.13",-139.95,"427,810,000",37.04,37.06,-0.02,27809500,50.55,50.19,0.36,13562600,124.8,128.18,-3.38,2916900,9815462.0,1168732.0,141572.0,124047.57,403,30,84,52,20,59,13,57,30,8,4,4,38,3,13,29,23,6,22,35,14,33,12,22,75,21,39.0,70.0,31.0,65.0,27.0,20.0,45.0,16.0,64.0,63.0,21.0,62.0,41.0,32.0,18.0,69.0,52.0,66.0,47.0,10.0,1.0,21.0,39.0,1,30,19,32,67,0,50,32,3,17,12,92,14,31,18,46,16,9,50,71,11,23
278,2021-01-08,116.52,112.75,3.77,12376900,160.51,160.04,0.47,8228900,98.1,100.39,-2.29,3988400,"31,069.58","31,097.97",-28.39,"381,150,000",37.16,37.13,0.03,33462400,50.59,50.86,-0.27,10996000,129.94,121.86,8.08,5389500,11050513.0,1235051.0,139866.0,124998.57,404,36,78,25,26,57,11,60,30,9,9,4,24,1,11,31,25,7,17,47,16,48,12,24,66,17,41.0,51.0,41.0,74.0,25.0,36.0,49.0,20.0,66.0,61.0,10.0,28.0,39.0,24.0,19.0,63.0,47.0,53.0,42.0,9.0,1.0,26.0,40.0,1,26,19,37,41,0,48,22,1,4,12,83,9,32,0,66,21,7,20,45,7,26
279,2021-01-11,112.75,117.26,-4.51,16650600,160.56,159.37,1.19,7066200,102.84,108.9,-6.06,4772800,"31,015.37","31,008.69",6.68,"356,540,000",37.22,37.77,-0.55,47286900,50.58,50.56,0.02,11680300,118.43,116.48,1.95,4174200,12879062.0,1069385.0,135168.0,125693.43,407,32,85,39,26,60,13,64,27,8,0,16,26,3,12,38,27,7,44,36,14,57,14,25,71,21,40.0,75.0,28.0,75.0,33.0,23.0,47.0,17.0,67.0,63.0,21.0,32.0,40.0,41.0,15.0,59.0,54.0,70.0,51.0,9.0,1.0,23.0,37.0,1,16,36,28,53,0,52,25,3,4,12,17,9,37,0,48,18,11,4,36,5,25
280,2021-01-12,117.93,124.55,-6.62,15276200,159.15,158.13,1.02,6903200,104.97,105.45,-0.48,3550800,"31,015.01","31,068.69",-53.68,"362,620,000",37.7,37.18,0.52,47831100,50.64,50.29,0.35,9628800,117.17,124.14,-6.97,2905200,14136043.0,1256981.0,139964.0,125448.14,408,30,83,43,28,64,11,63,30,8,13,12,41,2,11,52,29,7,17,36,15,57,12,27,75,24,38.0,53.0,24.0,62.0,28.0,23.0,45.0,15.0,70.0,65.0,20.0,37.0,42.0,35.0,14.0,54.0,49.0,75.0,51.0,8.0,1.0,22.0,39.0,1,16,37,37,18,0,53,33,1,17,12,19,5,40,0,43,22,6,4,33,4,25
281,2021-01-13,123.7,124.06,-0.36,14324600,158.23,157.89,0.34,6643100,103.48,102.61,0.87,1816000,"31,084.88","31,060.47",24.41,"413,250,000",37.0,36.86,0.14,31027900,50.74,50.88,-0.14,11452800,124.15,126.21,-2.06,3491500,15458227.0,1322184.0,151105.0,125016.0,409,35,87,60,30,67,13,65,30,8,0,20,24,1,8,42,28,7,23,36,16,59,11,26,77,24,38.0,62.0,21.0,63.0,33.0,22.0,47.0,17.0,67.0,66.0,20.0,37.0,43.0,35.0,15.0,56.0,48.0,72.0,57.0,9.0,1.0,21.0,39.0,1,15,45,40,51,0,53,32,3,9,12,19,9,47,5,57,18,10,3,40,4,24
282,2021-01-14,122.8,129.72,-6.92,13346700,160.45,160.65,-0.2,10030800,102.79,105.85,-3.06,1910200,"31,085.67","30,991.52",94.15,"427,810,000",36.78,36.75,0.03,30272000,51.47,51.29,0.18,11521700,127.09,129.98,-2.89,2502400,16773015.0,1314788.0,152648.0,125683.0,410,36,87,38,23,64,14,66,28,8,0,20,57,2,9,46,27,7,11,41,16,64,13,26,70,24,35.0,61.0,33.0,67.0,34.0,22.0,47.0,20.0,69.0,65.0,22.0,32.0,41.0,36.0,14.0,69.0,48.0,70.0,67.0,9.0,1.0,23.0,40.0,1,18,64,44,32,19,56,33,1,17,12,17,3,61,9,48,18,7,4,32,8,24
283,2021-01-15,129.6,129.65,-0.05,15769500,160.3,160.3,0.0,7630800,104.25,101.59,2.66,3151600,"30,926.77","30,814.26",112.51,"433,000,000",36.68,36.7,-0.02,34287800,51.29,51.34,-0.05,9524000,129.69,127.43,2.26,3312100,18028223.0,1255208.0,143574.0,125129.71,411,27,78,22,28,60,12,63,27,6,13,28,45,3,12,34,29,6,67,40,14,61,11,23,76,18,33.0,64.0,30.0,73.0,24.0,21.0,48.0,19.0,71.0,60.0,11.0,17.0,41.0,31.0,16.0,60.0,47.0,58.0,50.0,9.0,1.0,27.0,44.0,1,21,48,41,28,0,52,28,2,21,13,13,13,60,19,57,13,5,7,20,11,24
284,2021-01-19,122.1,125.01,-2.91,16528900,162.0,162.78,-0.78,9057600,101.26,104.7,-3.44,2018200,"30,887.42","30,930.52",-43.1,"386,400,000",36.76,36.73,0.03,33451300,52.52,52.57,-0.05,13568700,128.89,128.0,0.89,3920300,21209505.0,1344694.0,138651.0,121513.0,415,33,88,34,30,67,9,64,29,6,9,24,42,4,11,59,29,6,34,38,16,42,15,26,83,24,34.0,63.0,23.0,60.0,30.0,23.0,55.0,15.0,64.0,60.0,23.0,33.0,40.0,35.0,15.0,61.0,48.0,67.0,49.0,9.0,1.0,20.0,36.0,1,13,55,38,18,0,58,22,4,13,13,10,13,48,9,47,20,5,2,25,15,23
285,2021-01-20,124.51,125.14,-0.63,8001600,163.2,162.38,0.82,6839900,104.41,103.23,1.18,1615700,"31,017.54","31,188.38",-170.84,"384,980,000",36.79,36.5,0.29,35400100,52.65,52.24,0.41,13626200,129.75,125.05,4.7,3159900,22809883.0,1600378.0,142017.0,120193.71,416,38,85,21,24,64,9,63,28,6,13,12,50,3,14,37,34,5,28,33,13,38,13,23,76,23,32.0,50.0,32.0,63.0,36.0,23.0,54.0,16.0,68.0,65.0,25.0,30.0,40.0,37.0,12.0,56.0,55.0,70.0,52.0,9.0,1.0,25.0,38.0,1,13,37,36,63,19,53,17,3,4,12,13,6,52,0,53,21,5,3,64,65,26
286,2021-01-21,125.28,132.98,-7.7,20880800,161.32,161.73,-0.41,6818000,104.0,105.43,-1.43,2256300,"31,198.01","31,176.01",22,"418,780,000",36.39,36.48,-0.09,33829700,52.56,52.55,0.01,16054800,125.5,122.4,3.1,2463100,24438421.0,1628538.0,147337.0,117446.14,417,31,88,28,31,66,10,61,27,6,9,8,38,6,13,40,26,6,22,32,15,38,13,23,78,23,32.0,72.0,30.0,60.0,31.0,23.0,49.0,17.0,68.0,59.0,22.0,38.0,43.0,39.0,13.0,49.0,48.0,74.0,53.0,9.0,2.0,21.0,40.0,1,16,40,38,68,38,56,16,0,4,12,15,8,52,9,56,21,12,3,33,53,25
287,2021-01-22,132.5,131.02,1.48,10067200,162.36,163.55,-1.19,8137000,104.5,108.44,-3.94,1696300,"31,141.56","30,996.98",144.58,"436,040,000",36.32,36.55,-0.23,26271200,52.73,53.25,-0.52,13372700,123.15,126.98,-3.83,2598600,26064234.0,1625813.0,148183.0,115749.14,418,37,79,34,28,65,10,63,26,6,0,8,45,3,12,57,25,7,11,36,14,49,12,25,74,19,31.0,60.0,31.0,69.0,30.0,22.0,53.0,19.0,68.0,60.0,15.0,21.0,43.0,32.0,15.0,65.0,46.0,60.0,45.0,8.0,2.0,26.0,45.0,1,15,57,39,60,0,52,16,0,21,13,12,6,37,5,58,20,8,2,20,31,24
288,2021-01-25,138.4,147.0,-8.6,26970900,165.01,165.98,-0.97,9924400,108.0,110.61,-2.61,2882600,"30,989.85","30,960.00",29.85,"472,890,000",36.55,37.28,-0.73,31728500,53.73,54.01,-0.28,13742800,126.5,131.46,-4.96,3010900,28736057.0,1371300.0,121921.0,109951.71,421,32,93,21,30,71,13,67,25,6,9,12,35,2,12,48,26,7,33,34,14,59,17,24,76,22,32.0,67.0,21.0,59.0,28.0,22.0,47.0,14.0,69.0,62.0,25.0,36.0,43.0,40.0,14.0,52.0,56.0,75.0,49.0,9.0,2.0,20.0,43.0,1,14,60,28,36,0,60,18,4,29,14,12,9,48,5,46,20,2,2,11,15,28
289,2021-01-26,145.15,151.93,-6.78,16964700,169.7,170.48,-0.78,14205700,110.28,106.29,3.99,3863900,"30,968.55","30,937.04",31.51,"373,150,000",37.27,37.31,-0.04,27718700,54.52,54.44,0.08,11614400,131.61,127.16,4.45,2253000,30395593.0,1659536.0,128840.0,107861.71,422,31,87,22,29,70,11,65,27,7,5,19,53,2,13,36,26,6,17,36,13,46,13,28,77,25,32.0,67.0,29.0,61.0,33.0,21.0,45.0,18.0,71.0,64.0,25.0,37.0,43.0,37.0,14.0,61.0,55.0,78.0,53.0,8.0,3.0,20.0,41.0,1,14,85,31,41,0,56,20,2,13,13,14,10,46,9,52,21,6,1,11,13,24
290,2021-01-27,151.2,155.73,-4.53,20262900,169.12,167.88,1.24,14207300,105.15,105.97,-0.82,2139600,"30,893.78","30,303.17",590.61,"566,470,000",36.99,36.24,0.75,50561200,53.37,52.1,1.27,14550200,124.0,131.18,-7.18,3990100,32324490.0,1928897.0,134364.0,105797.29,423,32,90,33,26,69,10,66,26,7,18,19,62,4,12,55,24,5,28,37,17,53,12,24,76,24,30.0,66.0,30.0,58.0,37.0,22.0,44.0,17.0,68.0,61.0,28.0,32.0,40.0,35.0,14.0,70.0,48.0,72.0,53.0,9.0,3.0,20.0,40.0,1,12,47,38,45,0,59,15,0,4,13,13,9,38,14,50,14,10,4,9,11,26
291,2021-01-28,154.1,159.55,-5.45,16497400,168.2,169.16,-0.96,8944400,107.66,110.0,-2.34,2296600,"30,377.19","30,603.36",-226.17,"465,140,000",35.95,35.86,0.09,39466700,52.12,52.04,0.08,8374800,131.0,134.01,-3.01,9146600,34283414.0,1958924.0,139448.0,103841.43,424,38,88,34,27,68,8,66,26,7,9,12,26,3,27,43,25,5,5,34,14,60,13,26,73,24,28.0,66.0,23.0,59.0,34.0,21.0,44.0,17.0,68.0,60.0,27.0,33.0,43.0,37.0,19.0,61.0,53.0,72.0,52.0,9.0,3.0,21.0,42.0,1,12,45,39,27,19,59,18,3,4,13,13,13,64,9,49,15,9,2,8,11,27
292,2021-01-29,174.99,173.16,1.83,39687300,164.26,163.13,1.13,22505900,114.94,116.94,-2.0,6622800,"30,553.91","29,982.62",571.29,"536,320,000",36.88,35.9,0.98,60251900,51.73,50.6,1.13,12692500,191.05,220.94,-29.89,36661400,36195259.0,1911845.0,146372.0,101628.0,425,35,83,50,30,68,11,63,25,5,5,4,27,2,28,61,22,5,28,36,15,54,12,21,74,18,27.0,47.0,26.0,71.0,28.0,23.0,46.0,23.0,72.0,56.0,15.0,20.0,44.0,37.0,19.0,70.0,47.0,63.0,47.0,9.0,3.0,24.0,47.0,1,11,49,37,41,19,55,18,5,9,13,15,9,75,5,66,13,5,2,7,9,26
293,2021-02-01,173.03,157.48,15.55,22056500,165.31,162.71,2.6,9971400,117.85,116.1,1.75,2898200,"30,054.73","30,211.91",-157.18,"347,060,000",35.93,35.8,0.13,40395800,51.26,50.4,0.86,14590900,242.52,268.3,-25.78,13962300,39048766.0,1378368.0,121137.0,94999.43,428,40,83,28,28,69,9,66,25,6,13,8,38,5,16,62,24,5,11,36,15,49,15,27,76,21,27.0,65.0,29.0,61.0,32.0,20.0,45.0,17.0,68.0,61.0,25.0,39.0,42.0,46.0,18.0,53.0,57.0,74.0,49.0,9.0,4.0,20.0,39.0,1,12,45,23,27,0,59,11,2,13,14,10,5,51,5,44,24,5,1,6,7,23
294,2021-02-02,158.52,158.58,-0.06,14923900,163.38,161.25,2.13,11443300,115.0,114.76,0.24,1906700,"30,276.88","30,687.48",-410.6,"333,160,000",35.76,34.99,0.77,84062400,50.52,50.06,0.46,11349800,269.48,264.41,5.07,8088000,40742109.0,1693343.0,127998.0,92781.86,429,38,91,37,26,68,9,67,25,6,9,4,38,4,12,45,24,4,33,35,16,55,12,28,81,23,27.0,59.0,22.0,65.0,35.0,23.0,47.0,17.0,72.0,63.0,27.0,34.0,44.0,50.0,17.0,67.0,54.0,75.0,51.0,11.0,2.0,24.0,40.0,1,14,43,31,23,0,59,14,3,25,15,55,8,49,5,54,28,6,3,6,7,22
295,2021-02-03,156.6,165.86,-9.26,11355900,160.94,160.5,0.44,8601900,114.21,118.02,-3.81,2426900,"30,689.65","30,723.60",-33.95,"305,590,000",34.99,34.84,0.15,38524200,50.16,50.0,0.16,9069700,255.9,284.21,-28.31,7607500,42877167.0,2135058.0,145808.0,90638.43,430,33,88,38,29,71,10,70,27,6,5,0,33,4,14,68,24,5,28,34,17,41,13,28,88,24,26.0,68.0,21.0,66.0,32.0,23.0,45.0,17.0,70.0,63.0,26.0,33.0,44.0,49.0,18.0,68.0,58.0,73.0,52.0,11.0,2.0,21.0,41.0,1,15,53,37,28,19,63,17,1,4,15,73,11,48,14,54,22,6,3,6,7,23
296,2021-02-04,166.42,173.31,-6.89,10618300,161.0,161.99,-0.99,7758100,117.9,117.56,0.34,1441700,"30,737.78","31,055.86",-318.08,"338,330,000",34.81,34.89,-0.08,34284900,50.31,50.36,-0.05,7317700,283.05,280.92,2.13,5496400,45219821.0,2342654.0,151090.0,88477.43,431,30,85,47,28,72,11,66,27,7,5,4,36,4,14,66,25,5,28,33,16,42,10,27,89,24,24.0,46.0,30.0,68.0,34.0,23.0,47.0,17.0,69.0,60.0,28.0,38.0,46.0,40.0,19.0,58.0,49.0,78.0,51.0,9.0,2.0,23.0,41.0,1,15,43,39,28,0,57,12,2,9,14,30,7,65,5,54,19,7,1,6,6,24
297,2021-02-05,170.99,176.24,-5.25,8990000,164.86,164.45,0.41,9495300,117.43,117.57,-0.14,876800,"31,093.81","31,148.24",-54.43,"293,550,000",34.92,34.92,0.0,31749600,49.95,49.73,0.22,9809400,283.62,290.18,-6.56,4397900,47571875.0,2352054.0,146221.0,86526.57,432,41,86,45,32,70,9,66,26,6,5,8,40,5,12,33,27,5,40,38,15,53,10,27,75,20,24.0,53.0,36.0,72.0,28.0,23.0,51.0,22.0,70.0,59.0,16.0,14.0,43.0,37.0,20.0,57.0,50.0,60.0,47.0,7.0,1.0,23.0,45.0,1,21,41,40,47,0,53,11,2,22,14,17,8,54,5,62,16,8,2,6,7,24
298,2021-02-08,177.0,185.98,-8.98,12927400,165.03,164.92,0.11,6035300,117.61,119.5,-1.89,1922900,"31,191.20","31,385.76",-194.56,"322,250,000",34.96,34.82,0.14,31633900,50.1,50.06,0.04,8559100,295.16,319.93,-24.77,6974800,50889933.0,1576249.0,132614.0,80843.71,435,40,82,30,29,68,10,61,27,6,9,4,44,3,10,48,23,4,33,43,14,59,13,25,77,18,27.0,50.0,16.0,61.0,30.0,21.0,47.0,17.0,69.0,61.0,26.0,31.0,43.0,48.0,23.0,46.0,59.0,78.0,50.0,6.0,2.0,22.0,40.0,1,15,46,25,4,0,56,11,3,21,14,17,9,43,5,53,18,11,2,7,5,20
299,2021-02-09,186.21,179.52,6.69,8403100,165.2,166.27,-1.07,5544200,119.97,117.53,2.44,1099200,"31,359.88","31,375.83",-15.95,"308,210,000",34.8,34.97,-0.17,30170200,50.16,50.41,-0.25,8058100,324.5,315.87,8.63,4122700,52861216.0,1971283.0,129433.0,78963.43,436,42,88,29,24,73,8,67,28,8,5,8,40,5,12,51,24,4,6,32,16,54,12,23,89,24,24.0,54.0,30.0,62.0,32.0,21.0,47.0,16.0,68.0,65.0,23.0,29.0,43.0,41.0,19.0,48.0,57.0,82.0,51.0,7.0,2.0,21.0,40.0,1,16,59,31,28,20,63,16,2,18,14,14,5,47,10,67,28,7,4,9,5,22
300,2021-02-10,182.74,179.34,3.4,7067500,167.89,166.81,1.08,5921300,119.06,119.35,-0.29,1397500,"31,428.02","31,437.80",-9.78,"326,450,000",35.0,34.74,0.26,29039900,50.78,49.97,0.81,9656600,315.18,298.36,16.82,3646500,55161995.0,2300779.0,138101.0,76935.14,437,34,92,41,31,74,10,66,26,6,13,4,51,3,12,38,22,5,28,35,17,52,10,24,88,30,22.0,55.0,25.0,59.0,30.0,24.0,45.0,17.0,65.0,60.0,26.0,32.0,44.0,44.0,20.0,49.0,54.0,74.0,50.0,6.0,2.0,21.0,41.0,1,14,56,39,28,19,63,8,4,22,14,9,7,59,14,57,14,9,2,10,4,22
301,2021-02-11,178.29,183.44,-5.15,5464100,167.0,166.06,0.94,4871300,119.0,118.03,0.97,1352800,"31,466.49","31,430.70",35.79,"280,320,000",34.8,34.43,0.37,30885200,50.34,50.09,0.25,13276000,304.7,298.26,6.44,1816500,57564796.0,2402801.0,131937.0,74892.86,438,32,85,22,26,73,12,61,25,6,0,8,45,4,11,63,22,6,28,34,15,48,9,24,79,27,21.0,54.0,23.0,61.0,24.0,22.0,43.0,16.0,67.0,63.0,23.0,25.0,43.0,49.0,21.0,54.0,55.0,69.0,43.0,6.0,1.0,20.0,43.0,1,13,57,39,18,0,62,15,5,4,15,11,5,56,0,66,13,8,3,9,4,24
302,2021-02-12,184.89,183.74,1.15,5705500,164.4,166.58,-2.18,4413100,118.49,117.56,0.93,1028600,"31,420.80","31,458.40",-37.6,"263,090,000",34.44,34.72,-0.28,25578600,50.93,51.69,-0.76,11856400,295.0,289.76,5.24,2327100,60146200.0,2581404.0,129580.0,72839.14,439,39,78,58,24,66,8,65,25,5,0,0,49,5,11,55,21,6,18,34,13,76,11,24,72,19,18.0,50.0,25.0,68.0,26.0,22.0,48.0,21.0,71.0,57.0,12.0,15.0,46.0,33.0,24.0,56.0,49.0,62.0,45.0,5.0,1.0,22.0,44.0,1,13,58,40,14,39,52,11,5,9,14,14,9,45,14,63,12,5,2,9,5,25
303,2021-02-16,182.41,178.53,3.88,6917500,166.58,165.07,1.51,5656100,117.0,114.38,2.62,1517500,"31,472.08","31,522.75",-50.67,"329,210,000",34.85,34.69,0.16,28730300,51.02,50.89,0.13,8823300,290.5,262.7,27.8,4452100,65004179.0,1619163.0,117876.0,64140.57,443,43,84,33,29,69,7,74,24,4,5,12,46,5,22,65,25,4,47,34,15,49,13,22,67,19,18.0,65.0,26.0,61.0,22.0,22.0,45.0,19.0,60.0,61.0,23.0,23.0,51.0,41.0,18.0,42.0,53.0,69.0,42.0,4.0,1.0,20.0,42.0,1,12,45,27,19,0,58,9,3,9,14,10,7,38,5,67,14,9,1,7,4,21
304,2021-02-17,174.28,176.76,-2.48,6554600,164.97,165.66,-0.69,6676700,113.11,113.56,-0.45,1331900,"31,485.61","31,613.02",-127.41,"343,510,000",34.57,34.89,-0.32,26389400,51.05,51.45,-0.4,9514000,249.2,273.98,-24.78,2764400,66966690.0,1962511.0,141512.0,62664.43,444,100,83,38,22,69,8,68,24,6,0,8,52,3,15,54,23,4,23,32,16,55,14,24,68,20,19.0,59.0,17.0,53.0,24.0,23.0,48.0,16.0,63.0,59.0,21.0,26.0,49.0,45.0,18.0,60.0,57.0,69.0,46.0,5.0,1.0,22.0,41.0,1,12,49,29,61,19,61,8,2,9,13,15,2,55,29,47,12,10,1,8,7,22
305,2021-02-18,171.59,169.57,2.02,5124100,164.96,165.74,-0.78,5189100,108.0,112.65,-4.65,1604800,"31,558.60","31,493.34",65.26,"325,990,000",34.78,34.56,0.22,24052500,51.49,51.5,-0.01,9762100,271.99,265.29,6.7,2110000,68821325.0,1854635.0,131775.0,61013.57,445,87,82,51,28,73,7,72,25,5,9,4,52,3,13,48,23,4,11,31,14,50,11,24,74,21,17.0,50.0,21.0,65.0,26.0,23.0,49.0,17.0,66.0,61.0,24.0,25.0,45.0,34.0,18.0,61.0,49.0,71.0,47.0,3.0,1.0,21.0,43.0,1,12,44,30,5,19,60,11,1,4,14,14,3,44,29,57,27,8,1,6,6,23
306,2021-02-19,173.54,174.74,-1.2,6413600,165.6,162.98,2.62,8190900,113.1,115.69,-2.59,1381500,"31,504.13","31,494.32",9.81,"353,070,000",34.66,34.44,0.22,28145300,51.13,50.59,0.54,6895600,284.0,277.88,6.12,3452300,70786221.0,1964896.0,139089.0,59490.0,446,49,80,48,24,68,8,66,24,5,9,24,31,3,13,59,21,4,34,34,12,73,9,25,81,18,18.0,55.0,24.0,74.0,27.0,34.0,49.0,22.0,71.0,56.0,14.0,15.0,46.0,34.0,23.0,59.0,53.0,68.0,46.0,4.0,1.0,28.0,53.0,1,12,54,32,9,20,52,10,1,9,14,15,3,57,0,66,14,14,1,5,6,25
307,2021-02-22,167.8,159.37,8.43,11152700,161.87,161.87,0.0,6447100,117.45,114.6,2.85,1578000,"31,381.12","31,521.69",-140.57,"387,210,000",34.33,34.26,0.07,34322500,50.67,50.57,0.1,10776000,268.0,245.09,22.91,3480900,74143702.0,1459177.0,141073.0,55908.57,449,42,94,43,23,76,8,76,24,6,0,8,41,5,12,56,24,5,33,31,15,45,13,25,78,18,19.0,62.0,19.0,67.0,28.0,26.0,49.0,15.0,67.0,62.0,26.0,35.0,44.0,52.0,17.0,52.0,60.0,75.0,49.0,4.0,1.0,21.0,44.0,1,13,36,26,23,19,69,9,3,25,15,12,5,45,18,49,18,5,1,5,4,21
308,2021-02-23,151.25,150.17,1.08,15509200,161.48,160.44,1.04,7042800,110.78,111.97,-1.19,2088700,"31,501.89","31,537.35",-35.46,"460,410,000",34.0,33.91,0.09,37624200,50.7,49.31,1.39,14535900,232.0,243.23,-11.23,3246900,76078144.0,1934442.0,157214.0,54556.57,450,41,100,23,24,76,9,74,25,5,9,12,43,7,13,43,26,5,40,31,16,51,9,24,68,22,19.0,68.0,18.0,62.0,33.0,25.0,48.0,16.0,69.0,64.0,28.0,29.0,44.0,47.0,15.0,68.0,58.0,78.0,49.0,4.0,1.0,21.0,42.0,1,15,42,30,9,0,62,7,2,22,14,12,7,51,0,53,13,7,1,5,4,22
309,2021-02-24,150.41,144.79,5.62,9757200,162.4,162.59,-0.19,10286100,110.51,114.17,-3.66,1405100,"31,499.75","31,961.86",-462.11,"410,150,000",33.87,33.75,0.12,30686100,49.66,50.1,-0.44,12218600,243.9,239.94,3.96,1668400,78601361.0,2523217.0,166192.0,52958.86,451,48,92,66,27,74,9,72,25,6,18,8,30,5,12,55,23,4,28,30,16,64,12,28,81,22,19.0,63.0,19.0,60.0,29.0,26.0,46.0,16.0,66.0,62.0,27.0,31.0,46.0,45.0,16.0,61.0,57.0,76.0,49.0,4.0,1.0,22.0,43.0,1,14,51,33,28,58,62,10,4,26,14,9,3,55,19,62,13,9,2,4,5,21
