Date,MRNA_Open,MRNA_Close,MRNA_Difference,MRNA_Volume,JNJ_Open,JNJ_Close,JNJ_Difference,JNJ_Volume,BTNX_Open,BTNX_Close,BTNX_Difference,BTNX_Volume,DJIA_Open,DJIA_Close,DJIA_Difference,DJIA_Volume,PFE_Open,PFE_Close,PFE_Difference,PFE_Volume,AZN_Open,AZN_Close,AZN_Difference,AZN_Volume, NVAX_Open , NVAX_Close ,NVAX_Difference,NVAX_Volume
4/27/2020,51.53,48.05,3.48,13744400,154.81,154.29,0.52,8924000,48.89,49.4,-0.51,1183300,"23,866.15","24,133.78",-267.63,"389,390,000",35.66,36.37,-0.7,23394057,51.61,51.48,0.13,2105000,20.2,21.01,-0.81,5280400
4/28/2020,50.4,47.88,2.52,13067200,151.25,151.39,-0.14,8558700,48.6,45.83,2.77,1511200,"24,357.17","24,101.55",255.62,"400,250,000",37.05,35.97,1.08,35666728,52.32,50.97,1.35,5767500,21.4,20.55,0.85,3983000
4/29/2020,46.6,46.37,0.23,11762000,151.38,150.24,1.14,9285200,48,49.25,-1.25,1766400,"24,490.37","24,633.86",-143.49,"455,290,000",36.49,36.17,0.32,26518535,52.02,50.72,1.3,3786000,20.02,18.41,1.61,6512300
4/30/2020,46.78,45.99,0.79,7741900,148.46,150.04,-1.58,14829600,49.21,47.48,1.73,1034100,"24,585.57","24,345.72",239.85,"487,840,000",36.05,36.39,-0.34,29450973,53.97,52.28,1.69,5863600,18.85,18.13,0.72,4548900
5/1/2020,48.71,47.93,0.78,21701300,149.62,148.29,1.33,7309000,46,45.11,0.89,874600,"24,120.78","23,723.69",397.09,"418,160,000",35.91,35.71,0.2,22679867,52.03,51.86,0.17,3206400,17.8,17.33,0.47,4761400
5/4/2020,48.05,50.5,-2.45,10460500,148.77,148.27,0.5,7198400,45.2,45.78,-0.58,784900,"23,581.55","23,749.76",-168.21,"355,360,000",35.67,35.69,-0.02,19893512,52.22,52.35,-0.13,2852900,17,18.06,-1.06,3736700
5/5/2020,50.48,49.34,1.14,11160200,149,149.5,-0.5,6562300,48.41,50,-1.59,2604800,"23,958.88","23,883.09",75.79,"369,710,000",36.82,36.54,0.28,24123952,52.63,53.47,-0.84,4579300,18.25,17.78,0.47,2948300
5/6/2020,48.45,48.95,-0.5,6692300,150,148.08,1.92,6191600,50.14,47.78,2.36,889400,"23,978.88","23,664.64",314.24,"377,450,000",36.97,36.54,0.44,24047432,54.06,54.04,0.02,6604600,17.72,17.14,0.58,2481000
5/7/2020,55.78,53.19,2.59,30942700,149.37,147.59,1.78,5570500,49.26,49.32,-0.06,815300,"23,837.21","23,875.89",-38.68,"369,890,000",36.44,35.07,1.38,33546080,53.49,52.74,0.75,2626600,17.31,18.15,-0.84,3392200
5/8/2020,53.06,59.25,-6.19,24083200,148.92,148.7,0.22,4712100,49.16,49.24,-0.08,696100,"24,107.82","24,331.32",-223.5,"335,760,000",35.34,35.31,0.03,19893618,53.1,53.29,-0.19,1657700,18.2,18.73,-0.53,3062000
5/11/2020,59.6,66.9,-7.3,34852000,148.45,149.11,-0.66,5887500,49.61,49.98,-0.37,1887400,"24,256.45","24,221.99",34.46,"352,400,000",35.34,36.15,-0.81,25620421,53.03,53.95,-0.92,3095300,19.81,24.5,-4.69,24642100
5/12/2020,65.99,62.35,3.64,25934500,150.1,147.14,2.96,7039200,50.4,49.33,1.07,1910200,"24,292.84","23,764.78",528.06,"359,480,000",36.17,35.45,0.72,19335314,54.43,54.11,0.32,2221500,39.02,39.82,-0.8,74649600
5/13/2020,63.8,65.18,-1.38,22126000,146.08,147.13,-1.05,6970500,50.5,48.49,2.01,1468800,"23,702.16","23,247.97",454.19,"469,950,000",35.4,35.15,0.25,24596882,54.82,55.31,-0.49,3431200,39.32,40.67,-1.35,24237100
5/14/2020,64.79,64.56,0.23,12198200,145.39,147.64,-2.25,6871400,48.56,48.66,-0.1,1099100,"23,049.06","23,625.34",-576.28,"472,700,000",34.91,35.98,-1.06,22362507,53.99,53.5,0.49,4998300,39.23,38.3,0.93,7832800
5/15/2020,63.79,66.69,-2.9,16341900,147.87,150.44,-2.57,10340400,48.51,49.49,-0.98,793800,"23,454.83","23,685.42",-230.59,"491,510,000",36.02,35.83,0.19,25460002,52.58,53.41,-0.83,3716800,38.18,43.63,-5.45,21892500
5/18/2020,86.14,80,6.14,80813300,152.49,150.52,1.97,7388400,54.74,60.17,-5.43,5013900,"24,059.98","24,597.37",-537.39,"484,190,000",36.38,36.12,0.26,22635177,53.64,53.45,0.19,4924100,49.28,56.96,-7.68,24580300
5/19/2020,78.07,71.67,6.4,64932300,150.1,149.02,1.08,6107300,57,50.59,6.41,3612100,"24,577.48","24,206.86",370.62,"374,100,000",35.91,35.75,0.16,19476234,53.39,53.57,-0.18,3271200,58.25,53.9,4.35,12579400
5/20/2020,70.01,73.47,-3.46,53655300,149.75,147.68,2.07,5713400,53.21,53.04,0.17,1979300,"24,455.94","24,575.90",-119.96,"366,510,000",36.01,35.7,0.3,17504200,54.33,53.78,0.55,4038000,54.01,52.81,1.2,8180300
5/21/2020,73.05,67.05,6,35318000,148.5,146.71,1.79,6487300,54.1,51.9,2.2,1094300,"24,564.27","24,474.12",90.15,"346,770,000",35.65,35.35,0.29,17652181,56.95,55.28,1.67,20428200,52.75,50.07,2.68,5479500
5/22/2020,69.93,69,0.93,28912700,144.57,144.37,0.2,6140900,52.15,51.03,1.12,941600,"24,461.98","24,465.16",-3.18,"255,660,000",35.21,35.58,-0.37,15781226,54.71,55.22,-0.51,6031200,48.5,46.11,2.39,6083300
5/26/2020,66.4,57.71,8.69,40332600,146.19,144.56,1.63,7072300,52.4,50.88,1.52,1511100,"24,781.84","24,995.11",-213.27,"424,380,000",35.72,35.57,0.15,23260094,54.52,53.11,1.41,5626600,54.35,48.17,6.18,22045300
5/27/2020,51.2,52.18,-0.98,59514700,144.32,144.89,-0.57,7950000,49.53,47.59,1.94,1810200,"25,298.63","25,548.27",-249.64,"411,230,000",35.49,35.49,0,25904158,51.95,52.47,-0.52,7010200,48.2,45.47,2.73,10439500
5/28/2020,53.5,55.54,-2.04,32258900,146.02,146.97,-0.95,6189600,48.34,46.87,1.47,1107900,"25,697.36","25,400.64",296.72,"377,800,000",35.9,36.22,-0.32,22521767,53.62,53.5,0.12,4445800,46.1,44.84,1.26,4955100
5/29/2020,57.45,61.5,-4.05,38070400,147.96,148.75,-0.79,8504000,48.19,49.53,-1.34,760600,"25,324.15","25,383.11",-58.96,"527,620,000",36.31,36.23,0.08,48333067,55.28,54.6,0.68,7585700,44.72,46.04,-1.32,4108400
6/1/2020,62.76,62.18,0.58,21257500,147.29,147.19,0.1,6141800,50,52.3,-2.3,1275800,"25,342.99","25,475.02",-132.03,"338,310,000",33.68,33.64,0.04,76884979,54.32,55.16,-0.84,5759800,46.17,52.82,-6.65,9686800
6/2/2020,58.7,59.87,-1.17,21701100,147.06,148.25,-1.19,6078300,51.98,52.38,-0.4,688500,"25,582.52","25,742.65",-160.13,"352,610,000",33.71,34.31,-0.6,42690900,54.49,54.72,-0.23,4279400,52.74,49.64,3.1,6538800
6/3/2020,57.51,59.89,-2.38,20811500,148.52,148.65,-0.13,6339500,51.85,51.16,0.69,1379900,"25,906.88","26,269.89",-363.01,"398,790,000",34.43,34.31,0.12,38751996,54.55,55,-0.45,5464200,48.9,44.25,4.65,16950300
6/4/2020,61.61,60.59,1.02,13504000,146.8,146.73,0.07,8170500,50.45,50,0.45,623300,"26,226.49","26,281.82",-55.33,"372,190,000",33.88,34.17,-0.28,27013388,54.59,53.87,0.72,4483700,44,44.66,-0.66,5713100
6/5/2020,58.49,58.19,0.3,14677900,147.69,147.3,0.39,9725400,49.8,49.18,0.62,768700,"26,836.80","27,110.98",-274.18,"542,310,000",34.38,34.15,0.24,36705655,54.34,53.85,0.49,6092400,49.46,46.3,3.16,8077200
6/8/2020,58.3,59.1,-0.8,11249300,145.88,146.77,-0.89,7555600,49.22,48.78,0.44,1142400,"27,232.93","27,572.44",-339.51,"430,200,000",33.97,34.72,-0.75,30194149,52.81,52.58,0.23,9762600,44.58,44.79,-0.21,4812700
6/9/2020,58.55,58.23,0.32,7600200,148.25,145.96,2.29,8247200,47.8,47.79,0.01,970100,"27,447.37","27,272.30",175.07,"381,430,000",34.63,34.35,0.28,21675088,52.8,52.73,0.07,4782300,44.05,45.93,-1.88,3875400
6/10/2020,58.8,60.07,-1.27,11074400,146.6,147.8,-1.2,10137100,47.8,47.41,0.39,913100,"27,251.89","26,989.99",261.9,"448,930,000",34.5,34.08,0.42,29557217,53.86,53.64,0.22,4582600,46.17,44.96,1.21,2308700
6/11/2020,62.95,60.2,2.75,32085200,148.58,140.87,7.71,11913300,49,48.6,0.4,1324800,"26,282.51","25,128.17","1,154.34","647,780,000",33.78,31.59,2.18,63166642,53.77,51.57,2.2,4787000,43.28,44.43,-1.15,4089100
6/12/2020,62.36,62,0.35,14742900,142.84,142.15,0.69,8687400,49.37,48.58,0.79,858800,"25,659.42","25,605.54",53.88,"514,440,000",32.33,32.02,0.31,37902472,52.18,51.47,0.71,5630300,45.55,45.57,-0.02,3297800
6/15/2020,65.9,66.57,-0.67,19339300,141,141.25,-0.25,8649600,48.72,50.85,-2.13,1087500,"25,270.39","25,763.16",-492.77,"461,230,000",31.59,31.65,-0.06,36247482,52.44,52.64,-0.2,5711800,45.94,51.07,-5.13,8694400
6/16/2020,66.31,64.34,1.97,16537800,144.09,144.46,-0.37,7579100,51,49.9,1.1,901100,"26,326.68","26,289.98",36.7,"489,500,000",31.87,31.69,0.18,55616945,54.18,53.58,0.6,5535500,51.18,52.15,-0.97,5026200
6/17/2020,63.6,63.31,0.29,13616000,144.9,144.02,0.88,5100100,49.75,50.85,-1.1,723000,"26,330.52","26,119.61",210.91,"328,830,000",31.87,31.84,0.03,27509822,54.12,53.9,0.22,4919100,52.03,55.41,-3.38,9350000
6/18/2020,63.03,64.95,-1.92,10914400,142.52,143.41,-0.89,4797400,49.86,50.94,-1.08,691500,"26,016.45","26,080.10",-63.65,"328,390,000",31.57,31.54,0.03,32278855,52.64,52.66,-0.02,3796100,55.25,59.27,-4.02,5654100
6/19/2020,64.99,66.35,-1.36,16076700,145.79,143.83,1.96,12206900,50.9,51.36,-0.46,735800,"26,213.10","25,871.46",341.64,"669,390,000",31.96,31.71,0.26,43986266,52.5,53.02,-0.52,6807200,63.28,64.75,-1.47,11569300
6/22/2020,65.92,64.75,1.17,13586400,143.47,143.39,0.08,5285600,51.95,57.45,-5.5,2678200,"25,865.08","26,024.96",-159.88,"351,780,000",31.62,31.41,0.21,23332503,53.37,53.42,-0.05,3375400,67.6,65.95,1.65,8431300
6/23/2020,64.1,62.94,1.16,12361300,143.74,142.86,0.88,5921600,55.62,52.75,2.87,2142200,"26,159.39","26,156.10",3.29,"389,980,000",31.5,31.09,0.41,37690408,53.17,54.25,-1.08,10772000,62.94,69.66,-6.72,6138100
6/24/2020,63.23,64.84,-1.61,14377100,141.49,139.82,1.67,8211200,53,54.73,-1.73,1344500,"25,992.96","25,445.94",547.02,"450,120,000",31.03,30.54,0.49,30817695,52.92,52.13,0.79,6418600,70.05,77.5,-7.45,10960400
6/25/2020,67,62,5,26905700,140.57,139.67,0.9,7421200,54.51,59.71,-5.2,2406400,"25,365.22","25,745.60",-380.38,"384,560,000",30.46,30.66,-0.2,27418651,52.49,53.01,-0.52,4948300,81.31,83.54,-2.23,10743500
6/26/2020,60.71,61.28,-0.57,13866300,139.53,137.81,1.72,12849700,56.63,62.13,-5.5,2830700,"25,641.69","25,015.55",626.14,"640,860,000",30.6,30.4,0.2,42153992,53.08,52.7,0.38,6234700,79.73,77.39,2.34,13522400
6/29/2020,61.82,62.08,-0.26,8074200,138.74,139.04,-0.3,5309800,65.68,65.8,-0.12,4011400,"25,152.45","25,595.80",-443.35,"378,070,000",30.8,30.97,-0.17,23956261,53.37,52.91,0.46,4526200,81.48,83.61,-2.13,8693300
6/30/2020,62.18,64.21,-2.03,11955200,139.4,140.63,-1.23,7738300,66.16,66.74,-0.58,1979100,"25,512.43","25,812.88",-300.45,"410,780,000",30.86,31.02,-0.16,25451676,52.28,52.89,-0.61,4621900,85,83.35,1.65,7782200
7/1/2020,63,61.59,1.41,17916500,140.69,140.38,0.31,6174800,77.7,64.14,13.56,9879300,"25,879.38","25,734.97",144.41,"373,180,000",32.77,32.01,0.76,73503009,52.83,53.32,-0.49,5462000,79.47,79.7,-0.23,6612100
7/2/2020,60,58.57,1.43,26544400,141.25,140.97,0.28,5152200,68.25,63.27,4.98,3926500,"25,936.45","25,827.36",109.09,"349,130,000",32.85,32.74,0.1,45270881,53.63,53.8,-0.17,4591300,77.47,81.64,-4.17,5210900
7/6/2020,58.55,59.15,-0.6,9977300,142.17,142.98,-0.81,6156400,65.59,65.51,0.08,1649400,"25,996.08","26,287.03",-290.95,"340,690,000",33.16,32.74,0.42,27150935,53.85,54.1,-0.25,5180900,80.15,79.44,0.71,3832000
7/7/2020,58.8,61.09,-2.29,8904300,141.39,142.85,-1.46,5622600,64,69.34,-5.34,2264400,"26,172.01","25,890.18",281.83,"346,820,000",32.31,32.29,0.02,25148018,53.5,53.47,0.03,3747500,104,104.56,-0.56,26477900
7/8/2020,60.79,61.58,-0.79,7590900,142.87,143.27,-0.4,6257400,67.21,67.56,-0.35,1449600,"25,950.06","26,067.28",-117.22,"337,300,000",32.27,32.02,0.25,24256545,53.71,54.19,-0.48,6247800,103.85,98.3,5.55,7898700
7/9/2020,62.09,64.96,-2.87,20646100,142.76,142.49,0.27,5738600,66.61,65.61,1,1186700,"26,094.92","25,706.09",388.83,"387,610,000",32,31.75,0.26,20363702,54.5,53.97,0.53,4203000,98.32,96.3,2.02,4348600
7/10/2020,64.65,62.61,2.04,7407500,142.75,142.37,0.38,4282400,67,70.36,-3.36,2874300,"25,690.35","26,075.30",-384.95,"338,170,000",31.94,32.1,-0.16,24459019,54.31,53.76,0.55,5414500,94,94.36,-0.36,3072200
7/13/2020,63.89,71.78,-7.89,56617300,143.61,145.21,-1.6,6951900,78.47,77.78,0.69,8529600,"26,225.07","26,085.80",139.27,"425,320,000",32.95,33.41,-0.46,56569129,53.93,53.24,0.69,5639800,95.33,104.32,-8.99,8636400
7/14/2020,74,75.04,-1.04,38708800,145.32,147.92,-2.6,7447100,82.57,83.88,-1.31,4748700,"26,044.17","26,642.59",-598.42,"401,640,000",33.56,33.43,0.13,32854129,53.5,53.98,-0.48,7199600,107.21,109.97,-2.76,5390800
7/15/2020,87.52,80.22,7.3,90756100,149.73,148.26,1.47,8512800,86.08,78,8.08,3908700,"27,009.81","26,870.10",139.71,"384,900,000",34.15,33.89,0.26,26294454,56.32,58,-1.68,19902500,110.31,111.15,-0.84,5250900
7/16/2020,80.16,81.81,-1.65,27277400,148.68,149.25,-0.57,9304700,80.5,75.87,4.63,2847900,"26,746.57","26,734.71",11.86,"287,330,000",33.78,33.78,0,18421812,56.96,57.43,-0.47,12358700,109.4,120.29,-10.89,6940400
7/17/2020,83.35,94.85,-11.5,103509200,150,149.35,0.65,7441100,76.54,85.25,-8.71,5053500,"26,774.62","26,671.95",102.67,"296,460,000",34.02,34.39,-0.37,23347365,57.65,61.1,-3.45,24319500,128.89,140.49,-11.6,15200800
7/20/2020,87.86,82.68,5.18,78391300,150.23,149.6,0.63,6191500,91.75,88.2,3.55,7790800,"26,660.29","26,680.87",-20.58,"309,390,000",35.57,34.63,0.94,36815693,62.69,58.68,4.01,56346600,149.49,138.23,11.26,12934500
7/21/2020,80.91,80.86,0.05,26157900,149.6,149.74,-0.14,5575900,92,91.6,0.4,6025500,"26,833.14","26,840.40",-7.26,"364,930,000",35.05,34.81,0.24,23588520,59.65,58.07,1.58,15351500,140.51,140.69,-0.18,8857900
7/22/2020,79.61,83.22,-3.61,27274000,149.93,150.01,-0.08,5910200,99.19,104.17,-4.98,13817800,"26,824.56","27,005.84",-181.28,"404,340,000",36.27,36.58,-0.31,90705554,57.38,56.98,0.4,9562100,136,146.45,-10.45,6143100
7/23/2020,82.05,75.33,6.72,29288100,150.21,149.61,0.6,6566300,97.51,88.51,9,15899700,"26,955.97","26,652.33",303.64,"419,800,000",37.22,36.44,0.78,59639536,56.75,55.17,1.58,8658900,144.69,139.59,5.1,5923200
7/24/2020,69.05,73.21,-4.16,27797500,150.5,148.12,2.38,5405900,86.3,84.17,2.13,7109700,"26,533.41","26,469.89",63.52,"494,170,000",36.08,35.73,0.35,33870501,55.31,55.8,-0.49,7748000,133.2,133.93,-0.73,4819300
7/27/2020,80.63,79.91,0.72,44710700,147.37,147.18,0.19,5675200,87.44,86.53,0.91,5129200,"26,447.67","26,584.77",-137.1,"400,930,000",35.45,35.62,-0.17,27640307,56.16,56.58,-0.42,5660200,134.02,139.6,-5.58,5035600
7/28/2020,81,81.49,-0.49,32946900,147.4,146.83,0.57,4842200,89,85.38,3.62,5108600,"26,529.45","26,379.28",150.17,"361,090,000",36.57,37.02,-0.46,56393954,56.88,56.32,0.56,4979100,139.43,148.6,-9.17,5907800
7/29/2020,81.98,79.51,2.47,24453900,146.39,146.54,-0.15,4489100,85.54,82.5,3.04,3846300,"26,388.44","26,539.57",-151.13,"347,580,000",37.29,37.25,0.04,37033660,57.05,56.64,0.41,5038900,152.5,145.36,7.14,5638600
7/30/2020,78,77.63,0.37,13102000,147.44,146.84,0.6,5922500,79.05,84.16,-5.11,3302800,"26,367.42","26,313.65",53.77,"351,540,000",36.32,36.76,-0.44,32273796,57.12,57.89,-0.77,8215100,140.5,146.62,-6.12,5410600
7/31/2020,78.2,74.1,4.1,14210400,146.66,145.76,0.9,8259600,86,82.11,3.89,2640500,"26,409.33","26,428.32",-18.99,"488,050,000",36.32,36.51,-0.19,28472124,57.82,55.78,2.04,6838100,147.61,143.1,4.51,4229000
8/3/2020,74.98,77.98,-3,13382300,146.39,147.35,-0.96,4078700,82.99,85.47,-2.48,2431700,"26,542.32","26,664.40",-122.08,"439,380,000",36.63,36.39,0.25,31036400,56.68,56.82,-0.14,4799700,145.28,155.87,-10.59,6762900
8/4/2020,78.19,78.46,-0.27,10126500,146.99,147.22,-0.23,4162200,84.44,83.17,1.27,2410300,"26,664.61","26,828.47",-163.86,"346,350,000",36.35,36.42,-0.08,29448549,56.08,56.08,0,4121300,156.5,157.17,-0.67,11517400
8/5/2020,77.49,75.8,1.69,19831900,149.1,148.4,0.7,5467500,82.82,81.3,1.52,4084400,"26,924.78","27,201.52",-276.74,"366,000,000",36.5,36.48,0.02,24292697,56.43,55.95,0.48,3247400,182,173.49,8.51,17846900
8/6/2020,75.79,73.76,2.03,11691500,148.4,147.55,0.85,4837900,79.29,77.08,2.21,3175200,"27,170.82","27,386.98",-216.16,"322,460,000",36.78,36.31,0.47,20922111,56.09,56.21,-0.12,3532100,178,167.5,10.5,7882700
8/7/2020,74.38,74.1,0.28,8771400,147.51,148.6,-1.09,3635100,77.09,77,0.09,3038200,"27,321.68","27,433.48",-111.8,"321,170,000",36.34,36.48,-0.14,23097251,55.78,55.41,0.37,3849200,168.63,170.29,-1.66,6540200
8/10/2020,74.27,72.01,2.26,8678300,148.86,148.03,0.83,4096600,77,73.95,3.05,2830600,"27,488.21","27,791.44",-303.23,"360,340,000",36.57,36.42,0.15,19964552,55.7,55.38,0.32,2937300,175.46,178.51,-3.05,7607000
8/11/2020,69.52,68.97,0.55,18118700,149.14,146.97,2.17,6388400,69,68.45,0.55,4032200,"27,961.64","27,686.91",274.73,"428,220,000",36.58,35.85,0.73,21326847,55.72,55.18,0.54,3948900,169.77,149.48,20.29,15226000
8/12/2020,75.67,69.52,6.15,50362100,147.54,149.66,-2.12,5257300,70.89,69.11,1.78,3252000,"27,860.24","27,976.84",-116.6,"340,210,000",35.89,36.37,-0.47,19957595,56.3,56.74,-0.44,5462700,148.06,124.42,23.64,17627200
8/13/2020,69.09,67.83,1.26,15055900,148.54,148,0.54,5155500,68.25,71,-2.75,2390900,"27,922.51","27,896.72",25.79,"360,160,000",36.12,36.21,-0.09,15340021,56.35,55.8,0.55,3490600,126.16,133.28,-7.12,10776300
8/14/2020,68.06,69.15,-1.09,12799600,147.61,148.24,-0.63,4240200,70.93,68.64,2.29,1862400,"27,828.93","27,931.02",-102.09,"275,540,000",36.06,36.11,-0.05,12901276,55.47,55.19,0.28,2893300,144,146.51,-2.51,13721100
8/17/2020,69.14,69.76,-0.62,8749100,148.32,148.99,-0.67,4306900,69.09,70.26,-1.17,1948000,"27,970.05","27,844.91",125.14,"286,860,000",36.09,36.39,-0.29,17494187,55.94,56.46,-0.52,2997600,149,155.53,-6.53,5690500
8/18/2020,68.28,67.03,1.25,11329200,149.26,150.09,-0.83,4322600,69.69,67.88,1.81,1905100,"27,853.48","27,778.07",75.41,"276,170,000",36.48,36.39,0.09,10846398,56.83,56.33,0.5,4174800,152.68,146.23,6.45,7441000
8/19/2020,66.74,68,-1.26,8558800,149.58,150.39,-0.81,7816300,67.42,65.6,1.82,2326600,"27,811.26","27,692.88",118.38,"311,460,000",36.51,36.3,0.21,15690055,57.14,56.23,0.91,3322100,141.58,147.06,-5.48,5328700
8/20/2020,67.79,67.81,-0.02,6346700,149.75,151.42,-1.67,4874700,66.08,66.27,-0.19,2932600,"27,622.68","27,739.73",-117.05,"304,550,000",36.22,36.74,-0.51,21957455,56.28,56.49,-0.21,2527500,142.93,143.13,-0.2,3727400
8/21/2020,67.5,66.45,1.05,6935600,151.78,152.76,-0.98,6722800,71.77,73.02,-1.25,6290400,"27,758.13","27,930.33",-172.2,"372,720,000",36.92,36.89,0.03,25467170,55.49,55.71,-0.22,3419200,142.38,137.62,4.76,5660900
8/24/2020,67.15,64.88,2.27,13143200,152.74,152.15,0.59,5387900,76.99,70.85,6.14,3393900,"28,077.58","28,308.46",-230.88,"383,880,000",37.02,36.85,0.17,25011947,57.5,56.76,0.74,7379000,131.56,119.26,12.3,8483700
8/25/2020,64.32,66.25,-1.93,7798500,152.78,152.06,0.72,3863500,70.07,70.49,-0.42,1576200,"28,347.42","28,248.44",98.98,"338,420,000",36.54,36.44,0.09,26221201,57.17,57.01,0.16,3399700,108.01,113.11,-5.1,13008400
8/26/2020,67.62,70.5,-2.88,28768100,151.86,152.3,-0.44,8008300,70,67.9,2.1,1711400,"28,257.88","28,331.92",-74.04,"327,070,000",36.23,36.1,0.13,24083689,56.93,57,-0.07,2802400,107,114.62,-7.62,6988800
8/27/2020,69.98,68.03,1.95,9262600,152.42,152.98,-0.56,5575400,68.2,65.59,2.61,1980500,"28,384.07","28,492.27",-108.2,"404,340,000",36.02,35.92,0.09,22156556,57,56.11,0.89,4195100,115.3,107.35,7.95,4827000
8/28/2020,68.04,67.49,0.55,6368200,152.74,153.64,-0.9,5395700,65.04,64,1.04,1760000,"28,601.29","28,653.87",-52.58,"369,740,000",35.93,35.97,-0.04,32830519,56.19,55.69,0.5,3251900,108.1,107.74,0.36,3217200
8/31/2020,67.14,64.89,2.25,15271800,153,153.41,-0.41,6362700,62.82,61.25,1.57,2217200,"28,643.66","28,430.05",213.61,"517,320,000",35.9,35.85,0.05,30032465,55.8,56,-0.2,3262600,115.5,110.34,5.16,6236200
9/1/2020,63.54,63.32,0.22,8183600,153.87,151.52,2.35,6307700,58.71,57.81,0.9,3569600,"28,439.61","28,645.66",-206.05,"423,410,000",35.85,34.99,0.86,36145560,55.85,55.38,0.47,3943100,108.22,105.08,3.14,4817800
9/2/2020,62.84,64.72,-1.88,9874600,150.79,153.83,-3.04,6881900,56.01,61.99,-5.98,3892800,"28,736.79","29,100.50",-363.71,"539,510,000",34.89,35.29,-0.41,29068688,55.47,55.9,-0.43,3614200,99.56,102.9,-3.34,6355200
9/3/2020,65.65,64.84,0.81,14307300,154.83,149.55,5.28,8672800,63.45,59.28,4.17,2586000,"29,090.70","28,292.73",797.97,"650,080,000",35.46,34.54,0.92,35956788,55.35,54.16,1.19,5122000,112.81,102.98,9.83,7538300
9/4/2020,64.99,62.6,2.39,11653300,150.17,148.59,1.58,7200100,59.28,58.57,0.71,1985500,"28,341.05","28,133.31",207.74,"694,640,000",34.62,34.5,0.12,26872257,53.79,53.58,0.21,4610000,100.94,92.93,8.01,7674000
9/8/2020,57.75,54.34,3.41,17706200,150.25,147.26,2.99,8756800,60.16,59.83,0.33,2887800,"27,925.23","27,500.89",424.34,"580,860,000",34.66,34.09,0.57,26736818,54.14,54.71,-0.57,6735600,86.4,85.31,1.09,5625700
9/9/2020,56.03,56.9,-0.87,9355400,148.15,149.7,-1.55,6960700,63,62.32,0.68,3406900,"27,711.71","27,940.47",-228.76,"460,590,000",34.43,34.33,0.1,27490533,53.83,53.64,0.19,11416300,88.21,90.84,-2.63,3780500
9/10/2020,57.04,57.56,-0.52,7985300,149.25,146.91,2.34,6191800,62,61.2,0.8,1751800,"28,022.51","27,534.58",487.93,"442,850,000",34.35,33.82,0.52,21650741,54.16,53.07,1.09,4407100,92.83,92.86,-0.03,4656600
9/11/2020,58.49,59.34,-0.85,4821900,147.05,147.78,-0.73,3934700,61.45,65.13,-3.68,2515200,"27,613.86","27,665.64",-51.78,"435,330,000",33.91,34.22,-0.31,24109301,53.99,53.73,0.26,4627700,94,95.45,-1.45,5303400
9/14/2020,60.15,63.67,-3.52,8930800,148.12,148.35,-0.23,4375800,67.5,67.48,0.02,3373600,"27,718.74","27,993.33",-274.59,"380,750,000",34.5,35.11,-0.62,29565543,54.23,54.02,0.21,4960000,96.38,105.8,-9.42,7979000
9/15/2020,65.03,66.88,-1.85,9101200,149.45,148.89,0.56,3658800,70,66.92,3.08,3168300,"28,139.76","27,995.60",144.16,"414,520,000",35.28,35.07,0.22,22003726,55.53,55.28,0.25,4300900,110,110.34,-0.34,6779500
9/16/2020,67.64,68.84,-1.2,11345200,149.39,148.4,0.99,4323000,65.51,66.04,-0.53,2231500,"28,031.69","28,032.38",-0.69,"416,650,000",35.37,34.9,0.47,22208412,55.72,55.13,0.59,3948500,108.09,120.13,-12.04,10805500
9/17/2020,68.5,67.89,0.61,13275200,148.04,147.17,0.87,5461400,66.82,66.78,0.04,2860000,"27,834.18","27,901.98",-67.8,"437,230,000",34.9,34.93,-0.04,17894390,55.74,55.94,-0.2,3991900,119,115.51,3.49,5531300
9/18/2020,68.28,69.87,-1.59,13206200,146.51,149.18,-2.67,12174000,68.01,67,1.01,2608900,"27,864.87","27,657.42",207.45,"698,710,000",34.9,34.75,0.14,31694623,56.76,56.45,0.31,2931700,114.94,108.36,6.58,5820800
9/21/2020,68.6,69.26,-0.66,8223000,147.58,145.1,2.48,7574500,65.56,66.12,-0.56,2118700,"27,484.71","27,147.70",337.01,"523,660,000",34.51,34.17,0.33,26608968,55.09,55.91,-0.82,6792700,102.5,110.15,-7.65,3241200
9/22/2020,67.5,68.72,-1.22,6303600,144.69,144.21,0.48,5295900,65.38,67.05,-1.67,1572300,"27,170.34","27,288.18",-117.84,"420,720,000",33.98,34.39,-0.42,22727297,55.29,55.44,-0.15,3878600,109.75,111.63,-1.88,2407200
9/23/2020,67.86,67.16,0.7,6919400,147.48,144.44,3.04,8784400,67.25,63.83,3.42,1678000,"27,413.60","26,763.13",650.47,"459,470,000",34.48,34.16,0.32,23102521,56.22,55.66,0.56,2922900,110.94,101.57,9.37,3216800
9/24/2020,65.5,65.17,0.33,5565200,144.56,144.67,-0.11,5614800,62.62,62.83,-0.21,2863400,"26,716.09","26,815.44",-99.35,"447,810,000",34.11,33.93,0.18,20859925,54.94,54.17,0.77,4123700,98.43,102.44,-4.01,3337200
