Date,MRNA_Open,MRNA_Close,MRNA_Difference,MRNA_Volume,JNJ_Open,JNJ_Close,JNJ_Difference,JNJ_Volume,BTNX_Open,BTNX_Close,BTNX_Difference,BTNX_Volume,DJIA_Open,DJIA_Close,DJIA_Difference,DJIA_Volume,PFE_Open,PFE_Close,PFE_Difference,PFE_Volume,AZN_Open,AZN_Close,AZN_Difference,AZN_Volume, NVAX_Open , NVAX_Close ,NVAX_Difference,NVAX_Volume
9/25/2020,65.89,69.47,-3.58,9190600,144,145.66,-1.66,5531200,61.27,66.69,-5.42,1670500,"26,694.51","27,173.96",-479.45,"388,900,000",33.72,34.2,-0.48,14365598,54.2,55.51,-1.31,4954900,107.48,113.56,-6.08,8336900
9/28/2020,69.59,70.55,-0.96,7337400,146.73,147.11,-0.38,5843200,66.99,66.5,0.49,1750000,"27,362.14","27,584.06",-221.92,"401,860,000",34.31,34.53,-0.22,15044269,55.07,54.75,0.32,2741400,116.9,111.18,5.72,6169800
9/29/2020,70.46,70.52,-0.06,6027600,147.6,147.06,0.54,6768600,66.6,66.86,-0.26,847600,"27,560.24","27,452.66",107.58,"303,820,000",34.56,34.32,0.25,13512491,54.71,55.11,-0.4,4177500,107.79,107.95,-0.16,3212000
9/30/2020,72.51,70.75,1.76,15690700,147.45,148.88,-1.43,8487700,67.4,69.23,-1.83,1746800,"27,514.64","27,781.70",-267.06,"452,550,000",34.41,34.82,-0.41,22629275,55.02,54.8,0.22,3001400,107,108.35,-1.35,4848700
10/1/2020,69.57,70.03,-0.46,6839000,149.31,147.32,1.99,6457800,70,72.71,-2.71,2371700,"27,940.63","27,816.90",123.73,"373,450,000",35.02,34.51,0.51,22520396,55.2,54.3,0.9,4728200,109.22,104.9,4.32,3704500
10/2/2020,67.9,68.81,-0.91,8004900,146.21,146.24,-0.03,5485600,71.85,73.7,-1.85,2327800,"27,536.39","27,682.81",-146.42,"392,770,000",34.21,34.52,-0.3,21461759,54.42,54.22,0.2,5699100,101.7,103.6,-1.9,2731800
10/5/2020,69.64,71.95,-2.31,6518100,147,148.23,-1.23,4992800,75.7,80.7,-5,3750600,"27,825.42","28,148.64",-323.22,"318,210,000",34.66,34.87,-0.21,19400029,54.46,54.49,-0.03,6704300,105.13,110.17,-5.04,3210200
10/6/2020,72,71.04,0.96,7285500,148.28,146.26,2.02,5118200,86.84,85.59,1.25,5702100,"28,214.24","27,772.76",441.48,"435,030,000",35.1,34.32,0.79,25233392,54.15,53.71,0.44,3695000,109.2,107.41,1.79,2492000
10/7/2020,71.23,72.37,-1.14,4190600,146.49,147.88,-1.39,5603100,83.32,86.23,-2.91,2354700,"27,971.36","28,303.46",-332.1,"328,750,000",34.4,34.6,-0.2,22160034,53.81,53.53,0.28,3518700,108.3,110,-1.7,1862600
10/8/2020,73.5,72.93,0.57,4023800,148.5,148.89,-0.39,4413500,85.83,87.95,-2.12,1826000,"28,348.86","28,425.51",-76.65,"314,750,000",34.72,35,-0.28,17857395,53.68,54.09,-0.41,2351300,110.95,111.02,-0.07,2352600
10/9/2020,73.42,73,0.42,4774000,149.65,150.97,-1.32,5054100,88.98,89.04,-0.06,1462500,"28,533.61","28,586.90",-53.29,"324,050,000",34.94,34.91,0.04,23667465,54.39,54.72,-0.33,2092000,112.3,111.22,1.08,2421500
10/12/2020,73.61,75.31,-1.7,7590800,151.6,151.84,-0.24,7273200,91,88.74,2.26,2573100,"28,671.12","28,837.52",-166.4,"493,680,000",34.82,34.93,-0.11,19413837,55.19,55.27,-0.08,2783500,111.25,110.22,1.03,1788200
10/13/2020,75.93,78.29,-2.36,13669200,149,148.36,0.64,11057600,90.08,93,-2.92,2527500,"28,764.95","28,679.81",85.14,"526,110,000",34.79,35.01,-0.22,21543233,54.77,54.48,0.29,2949800,111.41,117.28,-5.87,4425900
10/14/2020,80.01,76.56,3.45,6634600,148.82,148.1,0.72,7706400,95.42,86.86,8.56,4180000,"28,731.30","28,514.00",217.3,"370,800,000",35.11,34.97,0.14,22120298,54,53.19,0.81,4656600,119.23,111.76,7.47,2443000
10/15/2020,75.48,75.58,-0.1,5009100,147.48,147.19,0.29,5978600,85.65,90.38,-4.73,2029700,"28,323.40","28,494.20",-170.8,"328,940,000",34.75,34.68,0.08,16089205,52.45,52.55,-0.1,3038700,110.27,111.42,-1.15,2297400
10/16/2020,76.06,73.94,2.12,4693600,147.6,148.1,-0.5,6097000,93.6,94.09,-0.49,2792500,"28,570.72","28,606.31",-35.59,"356,140,000",35.17,36.01,-0.83,42993503,53,53.03,-0.03,2665500,111.68,107.04,4.64,2118300
10/19/2020,73.97,70.96,3.01,6931300,148.53,144.32,4.21,7250800,96.23,93.92,2.31,2800200,"28,633.55","28,195.42",438.13,"358,700,000",36.45,35.86,0.59,31931352,53.23,52.44,0.79,3143700,107.8,102.05,5.75,2708300
10/20/2020,72.07,71.31,0.76,5441300,144.66,144.55,0.11,5325400,93.92,94.35,-0.43,1872100,"28,245.85","28,308.79",-62.94,"350,220,000",35.93,35.57,0.36,22384852,52.68,52.19,0.49,4919100,102.7,98.36,4.34,4039200
10/21/2020,71.57,68.37,3.2,4614800,144.12,143.93,0.19,5221300,92.75,87.72,5.03,3384600,"28,270.66","28,210.82",59.84,"299,420,000",35.44,35.18,0.26,18984859,52.14,51.57,0.57,8219800,97.03,91.16,5.87,3398700
10/22/2020,68.5,70.84,-2.34,5212100,144.16,145.08,-0.92,5279700,88.99,86.36,2.63,2205900,"28,197.42","28,363.66",-166.24,"330,320,000",35.18,35.51,-0.33,19243616,52.01,51.96,0.05,3751000,90.6,93.59,-2.99,2571800
10/23/2020,72.3,70.53,1.77,3735100,145.88,145.24,0.64,4154400,89.61,88.69,0.92,2079700,"28,409.65","28,335.57",74.08,"347,300,000",35.99,36.22,-0.24,30557884,52.17,52,0.17,5576900,92.84,93.13,-0.29,3107000
10/26/2020,70.36,70.24,0.12,3872800,144.43,143.97,0.46,6929500,88.22,82.93,5.29,2879900,"28,185.82","27,685.38",500.44,"404,150,000",35.93,35.98,-0.05,33783124,52.87,53.07,-0.2,6022000,91.03,87.38,3.65,2767700
10/27/2020,70.45,70.67,-0.22,3812900,143.74,143.15,0.59,4890100,83,83.95,-0.95,2222100,"27,651.18","27,463.19",187.99,"366,400,000",35.14,35.51,-0.37,36851529,53.31,52.48,0.83,3702300,87.44,89.59,-2.15,2900800
10/28/2020,68.95,65.74,3.21,6044000,141.43,138.36,3.07,8426100,79.89,77.54,2.35,2566100,"27,102.14","26,519.95",582.19,"496,150,000",34.91,33.63,1.28,33857537,51.89,50.98,0.91,5263200,87.53,81.33,6.2,3414800
10/29/2020,68.35,71.28,-2.93,13776400,138,137.19,0.81,7205400,81.49,84.81,-3.32,2512000,"26,480.98","26,659.11",-178.13,"419,770,000",33.66,33.47,0.19,27545341,51.04,51.07,-0.03,3534000,82.94,87.63,-4.69,2815900
10/30/2020,70.8,67.47,3.33,7070500,136.68,137.11,-0.43,7364100,87.01,85.36,1.65,2253000,"26,572.27","26,501.60",70.67,"504,820,000",33.43,33.66,-0.23,25631067,50.92,50.16,0.76,4761600,86.23,80.71,5.52,3007300
11/2/2020,68.02,67.11,0.91,4650300,138.98,138.69,0.29,7088000,87.9,87.1,0.8,2139900,"26,691.28","26,925.05",-233.77,"379,990,000",34.09,34.37,-0.28,21430666,50.47,50.62,-0.15,5368800,82.27,82.4,-0.13,1855200
11/3/2020,66.75,69.08,-2.33,4366900,140.02,138.5,1.52,6363000,84.91,87.22,-2.31,1082600,"27,138.69","27,480.03",-341.34,"350,980,000",34.56,34.34,0.23,21636617,51.46,51.7,-0.24,4156800,82.25,83.64,-1.39,1818000
11/4/2020,68.97,69.81,-0.84,5442100,139.49,139.4,0.09,10263500,86.51,90.69,-4.18,1701500,"27,512.83","27,847.66",-334.83,"447,860,000",35.16,35.42,-0.26,40870536,53.95,55.04,-1.09,7385800,84.1,87.27,-3.17,2272300
11/5/2020,71.09,71.48,-0.39,4449900,140.55,139.76,0.79,8016200,91.33,92,-0.67,1459800,"28,083.37","28,390.18",-306.81,"390,140,000",35.34,34.53,0.82,33926995,56.06,55.16,0.9,6660900,89.2,93.11,-3.91,2233100
11/6/2020,71.42,72.45,-1.03,5841000,140.4,142.25,-1.85,5942500,92,92,0,861300,"28,399.13","28,323.40",75.73,"326,710,000",34.53,34.54,-0.01,23870676,55.69,55.52,0.17,3686300,92.4,89.86,2.54,1893100
11/9/2020,77.75,77.74,0.01,20266800,148.43,146.08,2.35,12351600,114.02,104.8,9.22,14614900,"29,467.90","29,157.97",309.93,"673,310,000",39.72,37.19,2.52,230153864,54.77,54.05,0.72,4381300,94.53,90.31,4.22,6586500
11/10/2020,80,76.05,3.95,10499400,147.25,148.28,-1.03,7386500,110,112.76,-2.76,8029100,"29,254.17","29,420.92",-166.75,"526,980,000",38.38,36.7,1.68,80091668,56.64,56.57,0.07,5835800,85.3,78.74,6.56,6854400
11/11/2020,77.05,82.44,-5.39,18576500,149.17,147.8,1.37,6382400,112,109.45,2.55,3274100,"29,524.35","29,397.63",126.72,"376,700,000",36.89,36.53,0.36,58980997,57.54,58.02,-0.48,4069700,80.1,85.01,-4.91,3986000
11/12/2020,85.18,87.81,-2.63,21700100,147.61,148.3,-0.69,4710300,106.81,101.63,5.18,3596500,"29,231.91","29,080.17",151.74,"369,320,000",36.32,35.63,0.69,46767877,56.81,56.84,-0.03,2902900,85.77,90.87,-5.1,4953400
11/13/2020,86.62,89.39,-2.77,14121100,149.09,149.9,-0.81,5893500,104.12,106,-1.88,2997500,"29,203.90","29,479.81",-275.91,"348,810,000",35.93,36.64,-0.71,40175634,56.87,57.38,-0.51,2900500,93.19,96.6,-3.41,3731700
11/16/2020,100.31,97.95,2.36,70853100,150.92,150.85,0.07,6266400,96.64,91.52,5.12,11171600,"29,672.36","29,950.44",-278.08,"418,290,000",35.92,35.42,0.5,75530167,56.49,56.29,0.2,5190500,95.7,90.65,5.05,6852900
11/17/2020,97.23,93.15,4.08,26172000,150,149.35,0.65,7297700,89,86.93,2.07,4057400,"29,800.15","29,783.35",16.8,"372,380,000",36.49,36.04,0.45,46984500,55.11,54.96,0.15,6451500,89.95,92.89,-2.94,2920100
11/18/2020,93.87,88.89,4.98,21823500,148.87,147.37,1.5,6661000,90.8,90.44,0.36,5772600,"29,875.40","29,438.42",436.98,"382,850,000",36.93,36.32,0.61,63442700,55.33,53.99,1.34,4732300,92.3,89.91,2.39,2525200
11/19/2020,90,92.77,-2.77,16002000,147.3,147.14,0.16,7987700,91.6,94.93,-3.33,3400100,"29,370.92","29,483.23",-112.31,"331,330,000",36.6,36.19,0.41,43261800,54.25,54.03,0.22,6768200,89,86.4,2.6,3249900
11/20/2020,95,97.61,-2.61,15306300,147.05,146.36,0.69,6354900,100,104.07,-4.07,6776800,"29,437.57","29,263.48",174.09,"305,350,000",36.7,36.7,0,60633800,54.88,55.3,-0.42,4306000,86.61,86.55,0.06,2557300
11/23/2020,100.77,101.03,-0.26,16359600,146.01,143.87,2.14,7318300,109.73,106.5,3.23,5194200,"29,332.82","29,591.27",-258.45,"387,200,000",37.03,36.52,0.51,43673100,54.52,54.7,-0.18,13670600,88.99,93.98,-4.99,6548300
11/24/2020,98.4,98.56,-0.16,12515300,144,143.87,0.13,11034800,100.92,101.87,-0.95,3864000,"29,746.11","30,046.24",-300.13,"432,760,000",36.13,36.6,-0.47,42485300,54,53.57,0.43,8341400,95.26,95.33,-0.07,3099200
11/25/2020,99.03,109.18,-10.15,25850700,144.06,143.68,0.38,7594600,100,104.96,-4.96,3007400,"30,058.87","29,872.47",186.4,"323,030,000",36.53,36.53,0,26955800,52.34,52.6,-0.26,11660900,95.32,102.6,-7.28,3794700
11/27/2020,115.12,127.03,-11.91,43438500,144.5,144,0.5,3059000,106.44,109.99,-3.55,3874600,"29,911.33","29,910.37",0.96,"177,040,000",36.78,37.23,-0.45,25277000,51.58,52.61,-1.03,14783200,108.1,125.69,-17.59,11777400
11/30/2020,144,152.74,-8.74,73203100,144.23,144.68,-0.45,15663200,113.64,124.24,-10.6,9934800,"29,854.51","29,638.64",215.87,"551,350,000",37.95,38.31,-0.36,65425900,53.3,52.94,0.36,14725200,119.26,139.5,-20.24,16386900
12/1/2020,177.66,141.01,36.65,125130400,146.29,147.45,-1.16,9738200,124.5,114.01,10.49,9619800,"29,797.50","29,823.92",-26.42,"429,510,000",39.4,39.41,-0.01,72499700,53.06,52.98,0.08,13301100,150,123.47,26.53,12337000
12/2/2020,138.63,143,-4.37,51217300,147.85,148.14,-0.29,7745500,120.85,121.09,-0.24,7164700,"29,695.09","29,883.79",-188.7,"385,280,000",40.47,40.8,-0.33,84347500,52.89,53.39,-0.5,4953700,121.01,125.48,-4.47,3969300
12/3/2020,143.5,157.26,-13.76,38656500,148.04,149,-0.96,7310500,119.85,118.68,1.17,4264600,"29,920.83","29,969.52",-48.69,"405,680,000",40.98,40.09,0.89,68570100,52.87,52.78,0.09,7917100,124.98,129.16,-4.18,3234300
12/4/2020,157.59,152.52,5.07,27704800,149.79,150.27,-0.48,6747100,117.84,120,-2.16,3142600,"29,989.56","30,218.26",-228.7,"356,590,000",39.89,40.34,-0.45,35368100,53.55,53.74,-0.19,4685400,129.37,126.25,3.12,2181800
12/7/2020,155.03,159.52,-4.49,31409800,149.35,148.97,0.38,6634700,121,125.7,-4.7,4925300,"30,233.03","30,069.79",163.24,"365,810,000",40.66,41.25,-0.59,48253700,54.38,54.26,0.12,6582900,126.9,123.12,3.78,3270700
12/8/2020,165.75,169.86,-4.11,27738700,150,151.55,-1.55,8339800,127,128.11,-1.11,4597500,"29,997.95","30,173.88",-175.93,"311,190,000",41.4,42.56,-1.16,87039300,53.67,54.72,-1.05,6707600,124.6,120.12,4.48,3744200
12/9/2020,170.2,156.59,13.61,40951700,152.83,153.1,-0.27,8440100,128.99,122.81,6.18,5265200,"30,229.81","30,068.81",161,"380,520,000",43.07,41.85,1.22,86118500,54.96,54.04,0.92,7952400,123.62,115.22,8.4,5561800
12/10/2020,151.13,155.69,-4.56,22060000,152.82,152.25,0.57,7392900,123.82,129.54,-5.72,5381300,"30,032.55","29,999.26",33.29,"325,550,000",41.82,41.73,0.09,57749200,53.86,53.89,-0.03,7566800,110.33,115.09,-4.76,2473300
12/11/2020,159.7,156.93,2.77,22069900,151.53,152.95,-1.42,5977400,130.1,127.3,2.8,4303700,"29,988.21","30,046.37",-58.16,"393,870,000",41.97,41.12,0.85,60737000,53.63,54.27,-0.64,3870000,118.75,124.88,-6.13,6060800
12/14/2020,163.4,155.07,8.33,22467700,153.25,149.07,4.18,8547300,126.63,108.27,18.36,10907900,"30,123.91","29,861.55",262.36,"371,980,000",41.62,39.21,2.41,94809700,50.67,50.03,0.64,54898600,130.11,129.7,0.41,4690300
12/15/2020,157,147.22,9.78,36451300,150,150.57,-0.57,7612600,114.21,111.2,3.01,5711800,"29,919.09","30,199.31",-280.22,"417,770,000",39.06,38.71,0.35,65712800,50.61,50.83,-0.22,22247400,130.83,126.22,4.61,2721700
12/16/2020,137.75,137.03,0.72,28476300,150.2,149.67,0.53,8486100,112.22,105.78,6.44,4802600,"30,191.38","30,154.54",36.84,"344,590,000",38.18,37.84,0.34,56515300,51.8,50.93,0.87,19333500,121.72,120.88,0.84,4096600
12/17/2020,137.92,144,-6.08,32404500,150.09,153.62,-3.53,9920300,102.64,106.43,-3.79,3487800,"30,216.00","30,303.37",-87.37,"345,530,000",37.83,38.03,-0.2,52036400,51.26,50.79,0.47,13957200,124.48,131.75,-7.27,5070800
12/18/2020,141.51,140.23,1.28,33157800,153.65,154.51,-0.86,17137200,106.46,104.24,2.22,3108200,"30,314.26","30,179.05",135.21,"782,070,000",37.99,37.68,0.31,60259200,50.92,50.21,0.71,25875200,130.97,124.85,6.12,4237400
12/21/2020,140.84,138.3,2.54,23921000,152.01,153.02,-1.01,7893400,107.51,106.46,1.05,2611000,"30,159.00","30,216.45",-57.45,"437,480,000",37.28,37.38,-0.1,40891800,49.48,49.68,-0.2,13007200,125.47,124.06,1.41,2763300
12/22/2020,139,125.88,13.12,36035800,152.4,152.72,-0.32,4699500,107.07,100.56,6.51,5021000,"30,200.20","30,015.51",184.69,"388,810,000",37.21,36.74,0.47,33634400,49.27,48.73,0.54,14221900,123.92,115.37,8.55,6363600
12/23/2020,120.05,130.34,-10.29,41905000,152.8,151.94,0.86,4607300,97.12,100.06,-2.94,3414000,"30,046.73","30,129.83",-83.1,"274,050,000",37.01,37.44,-0.43,36182000,49.11,48.77,0.34,11311000,111.88,127.65,-15.77,6681400
12/24/2020,125.94,123.39,2.55,12720600,151.85,152.47,-0.62,2114900,98.5,96.96,1.54,1039100,"30,155.92","30,199.87",-43.95,"145,570,000",37.4,37.27,0.13,14790100,48.9,48.52,0.38,4931700,127.52,129.34,-1.82,3690600
12/28/2020,120.04,111.4,8.64,31088200,153.32,153.19,0.13,3855500,95,88.11,6.89,4698900,"30,283.23","30,403.97",-120.74,"302,490,000",37.36,36.82,0.54,26993700,50.23,49.38,0.85,15481900,129.25,116.85,12.4,4840500
12/29/2020,107.8,114.39,-6.59,23718800,154.11,154.14,-0.03,5212000,84.45,88.28,-3.83,3300400,"30,492.07","30,335.67",156.4,"357,610,000",36.9,37.05,-0.15,23152100,50.66,49.9,0.76,17308500,117.51,120.27,-2.76,2919500
12/30/2020,118.4,111.13,7.27,23965500,154.74,156.05,-1.31,5412800,90,83.94,6.06,2941100,"30,415.09","30,409.56",5.53,"291,890,000",37.03,36.74,0.29,24889800,50.46,50.18,0.28,14349100,122,118.96,3.04,2796200
12/31/2020,110.55,104.47,6.08,23369900,156.53,157.38,-0.85,5099900,83.38,81.52,1.86,2607100,"30,417.64","30,606.48",-188.84,"284,470,000",36.66,36.81,-0.15,30796500,50,49.99,0.01,10610000,118.95,111.51,7.44,3587300
1/4/2021,107.23,111.73,-4.5,22439600,157.24,156.5,0.74,11765900,85.45,85.73,-0.28,3138000,"30,627.47","30,223.89",403.58,"475,080,000",36.87,36.81,0.06,33565700,50.92,50.52,0.4,15665800,112.7,112.98,-0.28,2570500
1/5/2021,113.82,109.18,4.64,15450800,156.25,158.34,-2.09,9602300,87.95,86.78,1.17,1970900,"30,204.25","30,391.60",-187.35,"350,910,000",36.72,37.19,-0.47,29909400,50.4,50.7,-0.3,13361900,112.01,116.24,-4.23,2525000
1/6/2021,111.11,116.26,-5.15,21590900,157.24,159.83,-2.59,8230100,86.75,91.16,-4.41,3070800,"30,362.78","30,829.40",-466.62,"500,430,000",36.83,36.87,-0.04,34962500,50.84,50.91,-0.07,12754900,115.51,123.74,-8.23,3196300
1/7/2021,120.1,115.09,5.01,20614100,159,160.37,-1.37,7747200,94,93.69,0.31,2980500,"30,901.18","31,041.13",-139.95,"427,810,000",37.04,37.06,-0.02,27809500,50.55,50.19,0.36,13562600,124.8,128.18,-3.38,2916900
1/8/2021,116.52,112.75,3.77,12376900,160.51,160.04,0.47,8228900,98.1,100.39,-2.29,3988400,"31,069.58","31,097.97",-28.39,"381,150,000",37.16,37.13,0.03,33462400,50.59,50.86,-0.27,10996000,129.94,121.86,8.08,5389500
1/11/2021,112.75,117.26,-4.51,16650600,160.56,159.37,1.19,7066200,102.84,108.9,-6.06,4772800,"31,015.37","31,008.69",6.68,"356,540,000",37.22,37.77,-0.55,47286900,50.58,50.56,0.02,11680300,118.43,116.48,1.95,4174200
1/12/2021,117.93,124.55,-6.62,15276200,159.15,158.13,1.02,6903200,104.97,105.45,-0.48,3550800,"31,015.01","31,068.69",-53.68,"362,620,000",37.7,37.18,0.52,47831100,50.64,50.29,0.35,9628800,117.17,124.14,-6.97,2905200
1/13/2021,123.7,124.06,-0.36,14324600,158.23,157.89,0.34,6643100,103.48,102.61,0.87,1816000,"31,084.88","31,060.47",24.41,"413,250,000",37,36.86,0.14,31027900,50.74,50.88,-0.14,11452800,124.15,126.21,-2.06,3491500
1/14/2021,122.8,129.72,-6.92,13346700,160.45,160.65,-0.2,10030800,102.79,105.85,-3.06,1910200,"31,085.67","30,991.52",94.15,"427,810,000",36.78,36.75,0.03,30272000,51.47,51.29,0.18,11521700,127.09,129.98,-2.89,2502400
1/15/2021,129.6,129.65,-0.05,15769500,160.3,160.3,0,7630800,104.25,101.59,2.66,3151600,"30,926.77","30,814.26",112.51,"433,000,000",36.68,36.7,-0.02,34287800,51.29,51.34,-0.05,9524000,129.69,127.43,2.26,3312100
1/19/2021,122.1,125.01,-2.91,16528900,162,162.78,-0.78,9057600,101.26,104.7,-3.44,2018200,"30,887.42","30,930.52",-43.1,"386,400,000",36.76,36.73,0.03,33451300,52.52,52.57,-0.05,13568700,128.89,128,0.89,3920300
1/20/2021,124.51,125.14,-0.63,8001600,163.2,162.38,0.82,6839900,104.41,103.23,1.18,1615700,"31,017.54","31,188.38",-170.84,"384,980,000",36.79,36.5,0.29,35400100,52.65,52.24,0.41,13626200,129.75,125.05,4.7,3159900
1/21/2021,125.28,132.98,-7.7,20880800,161.32,161.73,-0.41,6818000,104,105.43,-1.43,2256300,"31,198.01","31,176.01",22,"418,780,000",36.39,36.48,-0.09,33829700,52.56,52.55,0.01,16054800,125.5,122.4,3.1,2463100
1/22/2021,132.5,131.02,1.48,10067200,162.36,163.55,-1.19,8137000,104.5,108.44,-3.94,1696300,"31,141.56","30,996.98",144.58,"436,040,000",36.32,36.55,-0.23,26271200,52.73,53.25,-0.52,13372700,123.15,126.98,-3.83,2598600
1/25/2021,138.4,147,-8.6,26970900,165.01,165.98,-0.97,9924400,108,110.61,-2.61,2882600,"30,989.85","30,960.00",29.85,"472,890,000",36.55,37.28,-0.73,31728500,53.73,54.01,-0.28,13742800,126.5,131.46,-4.96,3010900
1/26/2021,145.15,151.93,-6.78,16964700,169.7,170.48,-0.78,14205700,110.28,106.29,3.99,3863900,"30,968.55","30,937.04",31.51,"373,150,000",37.27,37.31,-0.04,27718700,54.52,54.44,0.08,11614400,131.61,127.16,4.45,2253000
1/27/2021,151.2,155.73,-4.53,20262900,169.12,167.88,1.24,14207300,105.15,105.97,-0.82,2139600,"30,893.78","30,303.17",590.61,"566,470,000",36.99,36.24,0.75,50561200,53.37,52.1,1.27,14550200,124,131.18,-7.18,3990100
1/28/2021,154.1,159.55,-5.45,16497400,168.2,169.16,-0.96,8944400,107.66,110,-2.34,2296600,"30,377.19","30,603.36",-226.17,"465,140,000",35.95,35.86,0.09,39466700,52.12,52.04,0.08,8374800,131,134.01,-3.01,9146600
1/29/2021,174.99,173.16,1.83,39687300,164.26,163.13,1.13,22505900,114.94,116.94,-2,6622800,"30,553.91","29,982.62",571.29,"536,320,000",36.88,35.9,0.98,60251900,51.73,50.6,1.13,12692500,191.05,220.94,-29.89,36661400
2/1/2021,173.03,157.48,15.55,22056500,165.31,162.71,2.6,9971400,117.85,116.1,1.75,2898200,"30,054.73","30,211.91",-157.18,"347,060,000",35.93,35.8,0.13,40395800,51.26,50.4,0.86,14590900,242.52,268.3,-25.78,13962300
2/2/2021,158.52,158.58,-0.06,14923900,163.38,161.25,2.13,11443300,115,114.76,0.24,1906700,"30,276.88","30,687.48",-410.6,"333,160,000",35.76,34.99,0.77,84062400,50.52,50.06,0.46,11349800,269.48,264.41,5.07,8088000
2/3/2021,156.6,165.86,-9.26,11355900,160.94,160.5,0.44,8601900,114.21,118.02,-3.81,2426900,"30,689.65","30,723.60",-33.95,"305,590,000",34.99,34.84,0.15,38524200,50.16,50,0.16,9069700,255.9,284.21,-28.31,7607500
2/4/2021,166.42,173.31,-6.89,10618300,161,161.99,-0.99,7758100,117.9,117.56,0.34,1441700,"30,737.78","31,055.86",-318.08,"338,330,000",34.81,34.89,-0.08,34284900,50.31,50.36,-0.05,7317700,283.05,280.92,2.13,5496400
2/5/2021,170.99,176.24,-5.25,8990000,164.86,164.45,0.41,9495300,117.43,117.57,-0.14,876800,"31,093.81","31,148.24",-54.43,"293,550,000",34.92,34.92,0,31749600,49.95,49.73,0.22,9809400,283.62,290.18,-6.56,4397900
2/8/2021,177,185.98,-8.98,12927400,165.03,164.92,0.11,6035300,117.61,119.5,-1.89,1922900,"31,191.20","31,385.76",-194.56,"322,250,000",34.96,34.82,0.14,31633900,50.1,50.06,0.04,8559100,295.16,319.93,-24.77,6974800
2/9/2021,186.21,179.52,6.69,8403100,165.2,166.27,-1.07,5544200,119.97,117.53,2.44,1099200,"31,359.88","31,375.83",-15.95,"308,210,000",34.8,34.97,-0.17,30170200,50.16,50.41,-0.25,8058100,324.5,315.87,8.63,4122700
2/10/2021,182.74,179.34,3.4,7067500,167.89,166.81,1.08,5921300,119.06,119.35,-0.29,1397500,"31,428.02","31,437.80",-9.78,"326,450,000",35,34.74,0.26,29039900,50.78,49.97,0.81,9656600,315.18,298.36,16.82,3646500
2/11/2021,178.29,183.44,-5.15,5464100,167,166.06,0.94,4871300,119,118.03,0.97,1352800,"31,466.49","31,430.70",35.79,"280,320,000",34.8,34.43,0.37,30885200,50.34,50.09,0.25,13276000,304.7,298.26,6.44,1816500
2/12/2021,184.89,183.74,1.15,5705500,164.4,166.58,-2.18,4413100,118.49,117.56,0.93,1028600,"31,420.80","31,458.40",-37.6,"263,090,000",34.44,34.72,-0.28,25578600,50.93,51.69,-0.76,11856400,295,289.76,5.24,2327100
2/16/2021,182.41,178.53,3.88,6917500,166.58,165.07,1.51,5656100,117,114.38,2.62,1517500,"31,472.08","31,522.75",-50.67,"329,210,000",34.85,34.69,0.16,28730300,51.02,50.89,0.13,8823300,290.5,262.7,27.8,4452100
2/17/2021,174.28,176.76,-2.48,6554600,164.97,165.66,-0.69,6676700,113.11,113.56,-0.45,1331900,"31,485.61","31,613.02",-127.41,"343,510,000",34.57,34.89,-0.32,26389400,51.05,51.45,-0.4,9514000,249.2,273.98,-24.78,2764400
2/18/2021,171.59,169.57,2.02,5124100,164.96,165.74,-0.78,5189100,108,112.65,-4.65,1604800,"31,558.60","31,493.34",65.26,"325,990,000",34.78,34.56,0.22,24052500,51.49,51.5,-0.01,9762100,271.99,265.29,6.7,2110000
2/19/2021,173.54,174.74,-1.2,6413600,165.6,162.98,2.62,8190900,113.1,115.69,-2.59,1381500,"31,504.13","31,494.32",9.81,"353,070,000",34.66,34.44,0.22,28145300,51.13,50.59,0.54,6895600,284,277.88,6.12,3452300
2/22/2021,167.8,159.37,8.43,11152700,161.87,161.87,0,6447100,117.45,114.6,2.85,1578000,"31,381.12","31,521.69",-140.57,"387,210,000",34.33,34.26,0.07,34322500,50.67,50.57,0.1,10776000,268,245.09,22.91,3480900
2/23/2021,151.25,150.17,1.08,15509200,161.48,160.44,1.04,7042800,110.78,111.97,-1.19,2088700,"31,501.89","31,537.35",-35.46,"460,410,000",34,33.91,0.09,37624200,50.7,49.31,1.39,14535900,232,243.23,-11.23,3246900
2/24/2021,150.41,144.79,5.62,9757200,162.4,162.59,-0.19,10286100,110.51,114.17,-3.66,1405100,"31,499.75","31,961.86",-462.11,"410,150,000",33.87,33.75,0.12,30686100,49.66,50.1,-0.44,12218600,243.9,239.94,3.96,1668400
2/25/2021,150.78,148.38,2.4,15172100,163.13,162.76,0.37,9719700,114.87,112.33,2.54,1129800,"31,955.94","31,402.01",553.93,"454,110,000",33.82,33.82,0,37506100,49.85,48.91,0.94,12795900,239.99,221.5,18.49,2467400
2/26/2021,157.98,154.81,3.17,13445200,162,158.46,3.54,14417500,113.9,109.03,4.87,1028600,"31,401.29","30,932.37",468.92,"532,250,000",33.84,33.49,0.35,41462800,48.85,48.38,0.47,8551200,225.5,231.23,-5.73,2025600
