date,covid symptoms,hospitals near me,baconator,helmet,aluminium,plane,age,hen,table,digital,mutation,oppose,city,athlete,prediction,tumble,stroke,diabetes,lungs,ivermectin,hydroxychloroquine,bleach,lake
2020-04-28,25.0,46.0,16.0,64.0,32.0,21.0,45.0,22.0,74.0,63.0,27.0,37.0,41.0,37.0,6.0,77.0,71.0,63.0,53.0,2.0,5.0,49.0,40.0
2020-04-29,21.0,44.0,26.0,60.0,30.0,19.0,46.0,19.0,71.0,63.0,27.0,35.0,39.0,34.0,6.0,63.0,65.0,66.0,54.0,2.0,5.0,44.0,40.0
2020-04-30,19.0,38.0,26.0,69.0,26.0,19.0,49.0,20.0,72.0,63.0,29.0,35.0,41.0,40.0,6.0,64.0,61.0,64.0,52.0,1.0,5.0,44.0,41.0
2020-05-01,18.0,39.0,36.0,65.0,31.0,19.0,48.0,22.0,70.0,63.0,32.0,37.0,41.0,33.0,5.0,77.0,57.0,63.0,52.0,2.0,3.0,39.0,47.0
2020-05-02,17.0,48.0,34.0,76.0,30.0,19.0,52.0,27.0,74.0,60.0,21.0,20.0,40.0,36.0,5.0,78.0,65.0,59.0,47.0,1.0,4.0,46.0,54.0
2020-05-03,18.0,44.0,29.0,85.0,28.0,19.0,53.0,29.0,79.0,60.0,18.0,19.0,39.0,33.0,5.0,58.0,65.0,60.0,44.0,1.0,3.0,47.0,56.0
2020-05-04,18.0,49.0,35.0,75.0,34.0,19.0,45.0,22.0,76.0,63.0,26.0,38.0,43.0,39.0,5.0,73.0,64.0,66.0,53.0,1.0,3.0,37.0,47.0
2020-05-05,18.0,37.0,34.0,67.0,32.0,20.0,44.0,22.0,71.0,63.0,46.0,42.0,42.0,36.0,6.0,62.0,59.0,66.0,53.0,1.0,5.0,38.0,44.0
2020-05-06,19.0,42.0,32.0,65.0,33.0,23.0,48.0,20.0,69.0,64.0,50.0,40.0,42.0,35.0,5.0,53.0,58.0,64.0,49.0,2.0,7.0,38.0,42.0
2020-05-07,18.0,47.0,25.0,70.0,26.0,22.0,45.0,22.0,70.0,63.0,42.0,31.0,41.0,39.0,5.0,69.0,58.0,64.0,50.0,2.0,7.0,36.0,43.0
2020-05-08,18.0,33.0,19.0,71.0,35.0,21.0,44.0,19.0,69.0,65.0,32.0,33.0,43.0,37.0,5.0,69.0,56.0,60.0,51.0,1.0,5.0,34.0,45.0
2020-05-09,18.0,46.0,31.0,69.0,32.0,20.0,48.0,25.0,69.0,63.0,18.0,26.0,40.0,36.0,5.0,63.0,59.0,53.0,43.0,1.0,4.0,39.0,53.0
2020-05-10,18.0,45.0,28.0,74.0,31.0,21.0,50.0,30.0,72.0,62.0,20.0,13.0,37.0,34.0,5.0,59.0,57.0,53.0,41.0,1.0,3.0,38.0,51.0
2020-05-11,22.0,46.0,19.0,64.0,33.0,20.0,49.0,21.0,71.0,64.0,27.0,37.0,44.0,31.0,5.0,72.0,60.0,62.0,47.0,1.0,3.0,35.0,49.0
2020-05-12,20.0,56.0,19.0,67.0,32.0,23.0,46.0,21.0,70.0,61.0,26.0,45.0,44.0,37.0,5.0,71.0,57.0,62.0,51.0,2.0,4.0,35.0,47.0
2020-05-13,20.0,50.0,20.0,65.0,35.0,22.0,46.0,22.0,73.0,62.0,24.0,35.0,44.0,33.0,5.0,69.0,54.0,61.0,46.0,1.0,5.0,35.0,47.0
2020-05-14,19.0,47.0,15.0,66.0,29.0,21.0,46.0,21.0,73.0,64.0,24.0,29.0,44.0,37.0,5.0,70.0,56.0,63.0,49.0,2.0,6.0,36.0,49.0
2020-05-15,18.0,52.0,22.0,67.0,27.0,23.0,46.0,19.0,72.0,63.0,22.0,35.0,47.0,37.0,5.0,57.0,59.0,60.0,44.0,2.0,6.0,35.0,53.0
2020-05-16,18.0,43.0,19.0,79.0,31.0,21.0,49.0,23.0,74.0,58.0,12.0,25.0,43.0,31.0,5.0,61.0,59.0,52.0,39.0,2.0,5.0,40.0,62.0
2020-05-17,18.0,50.0,24.0,84.0,29.0,21.0,50.0,25.0,80.0,60.0,12.0,18.0,40.0,31.0,5.0,55.0,58.0,52.0,38.0,2.0,5.0,41.0,62.0
2020-05-18,20.0,49.0,26.0,75.0,32.0,21.0,46.0,19.0,75.0,63.0,26.0,26.0,48.0,37.0,5.0,58.0,74.0,62.0,44.0,2.0,31.0,35.0,58.0
2020-05-19,19.0,45.0,23.0,74.0,28.0,21.0,45.0,20.0,75.0,64.0,20.0,30.0,46.0,35.0,5.0,74.0,89.0,63.0,42.0,2.0,64.0,34.0,56.0
2020-05-20,19.0,46.0,25.0,71.0,31.0,21.0,44.0,21.0,73.0,64.0,22.0,33.0,47.0,34.0,5.0,65.0,70.0,64.0,44.0,2.0,26.0,34.0,58.0
2020-05-21,18.0,44.0,20.0,74.0,39.0,21.0,43.0,20.0,72.0,62.0,22.0,29.0,45.0,37.0,6.0,49.0,60.0,65.0,44.0,2.0,14.0,34.0,59.0
2020-05-22,16.0,66.0,27.0,73.0,31.0,29.0,44.0,19.0,72.0,62.0,18.0,25.0,47.0,32.0,5.0,68.0,60.0,64.0,40.0,1.0,13.0,33.0,64.0
2020-05-23,17.0,60.0,28.0,83.0,34.0,27.0,45.0,21.0,76.0,56.0,12.0,16.0,45.0,34.0,5.0,65.0,65.0,57.0,43.0,3.0,10.0,37.0,75.0
2020-05-24,16.0,59.0,27.0,80.0,31.0,23.0,48.0,24.0,83.0,59.0,10.0,14.0,45.0,25.0,5.0,56.0,66.0,53.0,35.0,3.0,7.0,39.0,84.0
2020-05-25,18.0,46.0,28.0,86.0,37.0,24.0,49.0,23.0,78.0,57.0,11.0,14.0,45.0,32.0,5.0,61.0,66.0,56.0,37.0,2.0,7.0,38.0,84.0
2020-05-26,19.0,52.0,14.0,72.0,34.0,20.0,46.0,20.0,73.0,62.0,17.0,26.0,48.0,32.0,5.0,70.0,65.0,65.0,39.0,1.0,6.0,34.0,73.0
2020-05-27,18.0,52.0,18.0,67.0,28.0,19.0,43.0,18.0,72.0,62.0,18.0,20.0,46.0,33.0,5.0,61.0,68.0,65.0,41.0,1.0,5.0,33.0,64.0
2020-05-28,19.0,53.0,19.0,63.0,36.0,20.0,44.0,17.0,68.0,64.0,16.0,19.0,46.0,35.0,4.0,51.0,67.0,64.0,41.0,1.0,5.0,32.0,63.0
2020-05-29,18.0,40.0,20.0,66.0,33.0,19.0,43.0,17.0,70.0,59.0,14.0,19.0,48.0,35.0,5.0,69.0,62.0,65.0,37.0,2.0,4.0,32.0,62.0
2020-05-30,18.0,44.0,17.0,77.0,29.0,20.0,44.0,21.0,66.0,53.0,10.0,9.0,48.0,37.0,5.0,62.0,60.0,58.0,34.0,1.0,3.0,35.0,74.0
2020-05-31,16.0,44.0,26.0,77.0,35.0,18.0,43.0,23.0,69.0,51.0,9.0,22.0,54.0,31.0,5.0,69.0,62.0,54.0,34.0,1.0,2.0,34.0,75.0
2020-06-01,18.0,38.0,19.0,66.0,30.0,18.0,39.0,21.0,63.0,55.0,16.0,20.0,56.0,34.0,6.0,54.0,57.0,62.0,31.0,1.0,2.0,27.0,63.0
2020-06-02,16.0,54.0,18.0,68.0,30.0,18.0,37.0,19.0,63.0,58.0,15.0,28.0,53.0,30.0,7.0,57.0,57.0,59.0,36.0,1.0,2.0,28.0,61.0
2020-06-03,16.0,41.0,32.0,65.0,28.0,18.0,41.0,17.0,64.0,57.0,15.0,23.0,52.0,36.0,7.0,59.0,63.0,64.0,37.0,1.0,3.0,30.0,61.0
2020-06-04,16.0,50.0,24.0,68.0,28.0,18.0,40.0,17.0,65.0,59.0,16.0,17.0,51.0,34.0,7.0,52.0,63.0,60.0,40.0,1.0,5.0,29.0,62.0
2020-06-05,17.0,53.0,31.0,67.0,29.0,19.0,41.0,20.0,66.0,58.0,14.0,24.0,51.0,33.0,6.0,67.0,59.0,60.0,33.0,1.0,5.0,29.0,68.0
2020-06-06,16.0,44.0,36.0,80.0,34.0,20.0,43.0,22.0,68.0,53.0,12.0,16.0,48.0,30.0,6.0,74.0,60.0,55.0,35.0,1.0,5.0,36.0,79.0
2020-06-07,16.0,55.0,28.0,78.0,46.0,21.0,48.0,22.0,77.0,59.0,10.0,18.0,47.0,29.0,7.0,77.0,68.0,59.0,33.0,2.0,3.0,36.0,87.0
2020-06-08,17.0,53.0,25.0,66.0,33.0,20.0,42.0,17.0,69.0,61.0,15.0,23.0,52.0,33.0,5.0,60.0,65.0,67.0,36.0,1.0,2.0,29.0,71.0
2020-06-09,18.0,51.0,32.0,71.0,33.0,19.0,44.0,19.0,65.0,59.0,15.0,21.0,50.0,33.0,6.0,62.0,65.0,69.0,39.0,2.0,2.0,30.0,67.0
2020-06-10,17.0,50.0,38.0,69.0,32.0,19.0,43.0,19.0,69.0,61.0,16.0,33.0,50.0,32.0,6.0,52.0,62.0,68.0,35.0,2.0,2.0,31.0,66.0
2020-06-11,17.0,50.0,46.0,66.0,32.0,20.0,41.0,17.0,68.0,67.0,14.0,24.0,51.0,37.0,6.0,70.0,63.0,65.0,38.0,2.0,2.0,31.0,66.0
2020-06-12,18.0,58.0,52.0,69.0,31.0,19.0,42.0,19.0,66.0,64.0,14.0,27.0,51.0,39.0,5.0,59.0,57.0,62.0,43.0,1.0,2.0,27.0,74.0
2020-06-13,18.0,59.0,52.0,79.0,31.0,20.0,47.0,20.0,70.0,61.0,14.0,15.0,50.0,41.0,5.0,63.0,61.0,60.0,38.0,1.0,2.0,34.0,86.0
2020-06-14,19.0,54.0,44.0,81.0,40.0,21.0,50.0,21.0,76.0,57.0,12.0,9.0,47.0,34.0,5.0,63.0,72.0,58.0,40.0,1.0,2.0,33.0,87.0
2020-06-15,25.0,50.0,26.0,67.0,30.0,20.0,45.0,18.0,69.0,61.0,16.0,18.0,49.0,34.0,5.0,69.0,68.0,66.0,40.0,1.0,5.0,31.0,72.0
2020-06-16,26.0,63.0,33.0,68.0,32.0,19.0,42.0,19.0,67.0,61.0,15.0,18.0,51.0,35.0,5.0,60.0,60.0,68.0,38.0,2.0,6.0,36.0,71.0
2020-06-17,28.0,61.0,28.0,72.0,38.0,20.0,44.0,19.0,69.0,62.0,14.0,19.0,52.0,35.0,5.0,54.0,62.0,70.0,38.0,2.0,3.0,32.0,71.0
2020-06-18,28.0,75.0,43.0,72.0,29.0,20.0,44.0,20.0,70.0,69.0,13.0,20.0,51.0,35.0,5.0,50.0,62.0,74.0,37.0,1.0,3.0,32.0,71.0
2020-06-19,25.0,55.0,31.0,72.0,32.0,20.0,44.0,20.0,68.0,59.0,14.0,18.0,51.0,35.0,5.0,60.0,58.0,66.0,36.0,2.0,2.0,31.0,74.0
2020-06-20,23.0,51.0,43.0,77.0,30.0,21.0,46.0,21.0,72.0,59.0,10.0,14.0,49.0,33.0,5.0,58.0,63.0,57.0,34.0,1.0,2.0,34.0,84.0
2020-06-21,23.0,58.0,45.0,81.0,35.0,22.0,50.0,23.0,71.0,57.0,10.0,22.0,46.0,37.0,5.0,55.0,62.0,61.0,32.0,2.0,2.0,33.0,84.0
2020-06-22,30.0,55.0,33.0,68.0,33.0,21.0,45.0,18.0,70.0,60.0,16.0,17.0,52.0,37.0,5.0,54.0,64.0,68.0,39.0,2.0,2.0,31.0,77.0
2020-06-23,34.0,62.0,35.0,71.0,38.0,21.0,43.0,19.0,71.0,60.0,15.0,17.0,54.0,39.0,5.0,51.0,63.0,71.0,38.0,1.0,2.0,33.0,72.0
2020-06-24,35.0,61.0,30.0,67.0,28.0,20.0,42.0,17.0,71.0,62.0,16.0,17.0,51.0,52.0,5.0,59.0,63.0,68.0,38.0,2.0,2.0,31.0,71.0
2020-06-25,38.0,63.0,51.0,63.0,38.0,21.0,43.0,16.0,72.0,66.0,15.0,21.0,52.0,62.0,6.0,47.0,59.0,68.0,41.0,2.0,2.0,29.0,71.0
2020-06-26,42.0,62.0,42.0,66.0,23.0,19.0,45.0,17.0,68.0,61.0,15.0,17.0,53.0,62.0,5.0,43.0,61.0,70.0,42.0,1.0,2.0,33.0,78.0
2020-06-27,43.0,63.0,50.0,78.0,35.0,22.0,47.0,22.0,73.0,57.0,10.0,11.0,50.0,71.0,7.0,56.0,65.0,56.0,38.0,2.0,2.0,32.0,83.0
2020-06-28,43.0,59.0,42.0,74.0,30.0,22.0,49.0,22.0,80.0,57.0,11.0,11.0,48.0,72.0,6.0,62.0,64.0,62.0,36.0,2.0,2.0,36.0,86.0
2020-06-29,49.0,64.0,22.0,69.0,31.0,19.0,44.0,16.0,71.0,61.0,16.0,19.0,51.0,60.0,5.0,44.0,60.0,69.0,40.0,2.0,2.0,29.0,80.0
2020-06-30,48.0,51.0,33.0,65.0,33.0,19.0,42.0,17.0,67.0,63.0,20.0,17.0,51.0,64.0,6.0,71.0,66.0,67.0,42.0,2.0,2.0,28.0,75.0
2020-07-01,47.0,61.0,37.0,63.0,32.0,19.0,43.0,18.0,70.0,60.0,14.0,16.0,54.0,52.0,5.0,57.0,60.0,67.0,42.0,2.0,2.0,28.0,74.0
2020-07-02,47.0,74.0,37.0,65.0,29.0,20.0,41.0,16.0,69.0,62.0,14.0,17.0,54.0,51.0,6.0,54.0,62.0,66.0,42.0,2.0,3.0,29.0,82.0
2020-07-03,47.0,57.0,27.0,72.0,26.0,21.0,43.0,19.0,70.0,58.0,25.0,12.0,52.0,45.0,5.0,60.0,66.0,61.0,40.0,2.0,12.0,30.0,84.0
2020-07-04,46.0,57.0,25.0,75.0,32.0,24.0,48.0,21.0,72.0,52.0,17.0,16.0,52.0,33.0,5.0,60.0,69.0,58.0,39.0,2.0,14.0,34.0,97.0
2020-07-05,45.0,58.0,25.0,74.0,42.0,24.0,50.0,22.0,75.0,58.0,15.0,19.0,49.0,36.0,6.0,55.0,72.0,60.0,39.0,2.0,7.0,30.0,100.0
2020-07-06,53.0,66.0,29.0,66.0,29.0,26.0,44.0,17.0,73.0,58.0,16.0,14.0,51.0,52.0,7.0,46.0,100.0,68.0,40.0,2.0,6.0,28.0,82.0
2020-07-07,54.0,65.0,20.0,69.0,35.0,23.0,43.0,18.0,70.0,62.0,14.0,13.0,51.0,55.0,6.0,56.0,77.0,72.0,42.0,2.0,8.0,30.0,76.0
2020-07-08,54.0,64.0,25.0,67.0,27.0,23.0,44.0,17.0,72.0,62.0,14.0,23.0,51.0,47.0,7.0,60.0,66.0,69.0,42.0,2.0,6.0,31.0,73.0
2020-07-09,50.0,68.0,100.0,66.0,32.0,21.0,42.0,18.0,72.0,61.0,16.0,16.0,50.0,46.0,7.0,59.0,67.0,72.0,42.0,2.0,4.0,29.0,83.0
2020-07-10,47.0,66.0,57.0,68.0,32.0,21.0,42.0,19.0,78.0,59.0,16.0,18.0,53.0,33.0,6.0,57.0,65.0,72.0,40.0,2.0,4.0,30.0,83.0
2020-07-11,45.0,70.0,27.0,73.0,31.0,20.0,49.0,22.0,100.0,58.0,11.0,8.0,48.0,42.0,8.0,61.0,68.0,58.0,41.0,2.0,5.0,32.0,92.0
2020-07-12,46.0,56.0,34.0,76.0,32.0,22.0,50.0,21.0,91.0,56.0,13.0,12.0,45.0,37.0,7.0,54.0,67.0,62.0,39.0,2.0,3.0,33.0,92.0
2020-07-13,53.0,81.0,26.0,70.0,35.0,20.0,44.0,16.0,81.0,59.0,15.0,14.0,50.0,57.0,7.0,63.0,67.0,67.0,41.0,2.0,3.0,30.0,87.0
2020-07-14,50.0,62.0,22.0,66.0,30.0,19.0,43.0,15.0,74.0,62.0,15.0,18.0,50.0,34.0,7.0,59.0,61.0,66.0,40.0,2.0,3.0,30.0,77.0
2020-07-15,46.0,65.0,33.0,66.0,34.0,18.0,44.0,16.0,75.0,62.0,14.0,17.0,51.0,35.0,10.0,48.0,60.0,71.0,42.0,2.0,3.0,28.0,73.0
2020-07-16,45.0,74.0,25.0,66.0,30.0,19.0,43.0,18.0,72.0,63.0,14.0,22.0,48.0,37.0,10.0,48.0,63.0,73.0,40.0,2.0,3.0,28.0,71.0
2020-07-17,40.0,64.0,31.0,69.0,33.0,20.0,44.0,18.0,71.0,63.0,12.0,17.0,50.0,37.0,11.0,54.0,62.0,67.0,44.0,2.0,3.0,30.0,75.0
2020-07-18,40.0,56.0,44.0,75.0,33.0,23.0,48.0,19.0,73.0,58.0,10.0,9.0,50.0,32.0,6.0,54.0,68.0,59.0,42.0,2.0,2.0,35.0,91.0
2020-07-19,37.0,71.0,40.0,73.0,25.0,22.0,49.0,22.0,81.0,57.0,10.0,12.0,47.0,34.0,9.0,72.0,76.0,55.0,43.0,1.0,2.0,34.0,92.0
2020-07-20,38.0,78.0,23.0,67.0,30.0,20.0,46.0,17.0,74.0,62.0,12.0,16.0,51.0,32.0,7.0,72.0,73.0,73.0,44.0,2.0,2.0,29.0,79.0
2020-07-21,36.0,68.0,29.0,63.0,43.0,19.0,44.0,16.0,72.0,62.0,12.0,18.0,50.0,35.0,7.0,68.0,70.0,73.0,42.0,2.0,3.0,29.0,73.0
2020-07-22,36.0,59.0,27.0,69.0,31.0,20.0,45.0,17.0,74.0,65.0,15.0,19.0,50.0,37.0,7.0,60.0,65.0,75.0,45.0,2.0,4.0,30.0,71.0
2020-07-23,35.0,71.0,41.0,70.0,26.0,19.0,46.0,18.0,71.0,63.0,14.0,17.0,49.0,37.0,8.0,45.0,65.0,74.0,38.0,2.0,3.0,29.0,71.0
2020-07-24,34.0,63.0,32.0,69.0,37.0,19.0,46.0,16.0,68.0,61.0,14.0,12.0,51.0,33.0,10.0,58.0,62.0,71.0,39.0,2.0,3.0,28.0,72.0
2020-07-25,34.0,75.0,30.0,74.0,31.0,22.0,51.0,24.0,69.0,56.0,10.0,11.0,49.0,32.0,10.0,59.0,64.0,61.0,44.0,1.0,2.0,34.0,87.0
2020-07-26,36.0,65.0,37.0,73.0,30.0,26.0,52.0,22.0,85.0,58.0,11.0,12.0,49.0,35.0,11.0,48.0,70.0,59.0,37.0,1.0,2.0,34.0,91.0
2020-07-27,38.0,74.0,28.0,65.0,32.0,21.0,47.0,19.0,68.0,61.0,12.0,21.0,51.0,34.0,7.0,62.0,65.0,66.0,41.0,1.0,8.0,30.0,79.0
2020-07-28,37.0,59.0,17.0,64.0,33.0,20.0,44.0,17.0,66.0,65.0,11.0,12.0,48.0,35.0,7.0,62.0,66.0,71.0,40.0,3.0,100.0,30.0,72.0
2020-07-29,39.0,69.0,26.0,68.0,26.0,20.0,44.0,15.0,67.0,63.0,13.0,12.0,48.0,39.0,7.0,51.0,62.0,72.0,37.0,2.0,87.0,30.0,75.0
2020-07-30,37.0,57.0,30.0,63.0,26.0,19.0,45.0,17.0,64.0,64.0,13.0,16.0,47.0,37.0,7.0,52.0,65.0,67.0,38.0,2.0,48.0,30.0,68.0
2020-07-31,35.0,51.0,35.0,62.0,35.0,21.0,45.0,17.0,65.0,62.0,12.0,16.0,48.0,33.0,7.0,49.0,58.0,68.0,44.0,2.0,31.0,29.0,74.0
2020-08-01,34.0,54.0,25.0,72.0,33.0,24.0,45.0,20.0,67.0,59.0,10.0,14.0,47.0,36.0,9.0,72.0,59.0,56.0,38.0,2.0,21.0,31.0,82.0
2020-08-02,36.0,57.0,30.0,79.0,30.0,24.0,50.0,23.0,73.0,60.0,8.0,11.0,44.0,32.0,8.0,76.0,62.0,68.0,35.0,2.0,20.0,33.0,84.0
2020-08-03,37.0,65.0,28.0,66.0,37.0,20.0,43.0,18.0,68.0,62.0,12.0,11.0,51.0,40.0,7.0,53.0,62.0,68.0,40.0,1.0,18.0,29.0,74.0
2020-08-04,35.0,65.0,36.0,66.0,30.0,19.0,43.0,15.0,64.0,63.0,10.0,14.0,50.0,35.0,7.0,64.0,58.0,65.0,37.0,2.0,12.0,28.0,66.0
2020-08-05,37.0,54.0,28.0,66.0,38.0,20.0,44.0,17.0,64.0,64.0,10.0,12.0,49.0,33.0,9.0,64.0,61.0,70.0,42.0,1.0,9.0,27.0,68.0
2020-08-06,36.0,58.0,35.0,68.0,30.0,20.0,44.0,17.0,62.0,70.0,12.0,19.0,48.0,34.0,8.0,69.0,59.0,68.0,38.0,1.0,8.0,29.0,67.0
2020-08-07,35.0,44.0,31.0,71.0,35.0,26.0,44.0,16.0,65.0,66.0,11.0,16.0,55.0,41.0,9.0,56.0,59.0,65.0,36.0,2.0,7.0,29.0,71.0
2020-08-08,34.0,59.0,42.0,77.0,35.0,26.0,48.0,20.0,69.0,62.0,10.0,8.0,49.0,34.0,9.0,66.0,59.0,63.0,36.0,2.0,6.0,33.0,81.0
2020-08-09,33.0,54.0,38.0,73.0,24.0,24.0,50.0,22.0,71.0,61.0,9.0,10.0,45.0,39.0,9.0,69.0,64.0,63.0,37.0,2.0,6.0,33.0,82.0
2020-08-10,35.0,70.0,28.0,66.0,30.0,21.0,44.0,17.0,69.0,63.0,11.0,11.0,50.0,37.0,8.0,69.0,60.0,66.0,34.0,3.0,6.0,29.0,72.0
2020-08-11,34.0,64.0,26.0,65.0,25.0,19.0,45.0,16.0,66.0,65.0,11.0,9.0,48.0,37.0,8.0,54.0,61.0,66.0,34.0,4.0,5.0,28.0,67.0
2020-08-12,30.0,75.0,29.0,61.0,27.0,19.0,44.0,18.0,65.0,66.0,12.0,13.0,48.0,35.0,10.0,62.0,61.0,71.0,37.0,2.0,4.0,27.0,63.0
2020-08-13,29.0,71.0,19.0,64.0,33.0,20.0,44.0,18.0,65.0,68.0,12.0,17.0,47.0,38.0,9.0,61.0,59.0,70.0,36.0,2.0,5.0,27.0,74.0
2020-08-14,28.0,52.0,40.0,61.0,24.0,21.0,44.0,16.0,63.0,63.0,10.0,18.0,48.0,27.0,8.0,63.0,57.0,62.0,33.0,2.0,4.0,29.0,74.0
2020-08-15,26.0,52.0,30.0,73.0,22.0,21.0,46.0,21.0,69.0,59.0,6.0,15.0,52.0,29.0,8.0,63.0,63.0,54.0,34.0,1.0,4.0,31.0,81.0
2020-08-16,26.0,58.0,37.0,73.0,27.0,23.0,54.0,21.0,74.0,60.0,9.0,14.0,45.0,31.0,10.0,70.0,66.0,57.0,34.0,2.0,3.0,32.0,78.0
2020-08-17,30.0,61.0,20.0,69.0,30.0,23.0,46.0,18.0,68.0,66.0,15.0,18.0,49.0,37.0,8.0,61.0,60.0,66.0,35.0,1.0,4.0,27.0,69.0
2020-08-18,28.0,53.0,20.0,62.0,27.0,21.0,43.0,15.0,68.0,65.0,13.0,21.0,48.0,36.0,8.0,62.0,58.0,64.0,36.0,2.0,4.0,25.0,64.0
2020-08-19,27.0,48.0,22.0,56.0,24.0,23.0,45.0,17.0,65.0,70.0,11.0,22.0,46.0,34.0,8.0,65.0,57.0,65.0,36.0,1.0,3.0,25.0,62.0
2020-08-20,26.0,50.0,19.0,66.0,25.0,23.0,45.0,16.0,69.0,69.0,13.0,16.0,46.0,35.0,9.0,73.0,58.0,63.0,38.0,2.0,3.0,26.0,63.0
2020-08-21,26.0,56.0,29.0,60.0,32.0,24.0,44.0,17.0,67.0,64.0,10.0,21.0,48.0,37.0,8.0,60.0,58.0,65.0,39.0,2.0,2.0,26.0,64.0
2020-08-22,23.0,73.0,46.0,72.0,25.0,24.0,47.0,20.0,68.0,57.0,9.0,16.0,46.0,34.0,8.0,53.0,58.0,65.0,38.0,3.0,2.0,31.0,76.0
2020-08-23,23.0,60.0,33.0,75.0,29.0,24.0,50.0,21.0,72.0,56.0,8.0,16.0,44.0,37.0,10.0,61.0,62.0,61.0,38.0,5.0,3.0,32.0,74.0
2020-08-24,27.0,62.0,23.0,62.0,26.0,22.0,43.0,17.0,69.0,65.0,11.0,19.0,47.0,43.0,8.0,65.0,58.0,66.0,36.0,4.0,4.0,24.0,62.0
2020-08-25,26.0,55.0,23.0,58.0,32.0,23.0,43.0,17.0,69.0,67.0,11.0,23.0,46.0,42.0,8.0,66.0,59.0,63.0,37.0,4.0,3.0,26.0,57.0
2020-08-26,25.0,51.0,25.0,61.0,31.0,22.0,45.0,17.0,72.0,67.0,14.0,14.0,48.0,38.0,9.0,79.0,58.0,64.0,35.0,4.0,2.0,27.0,60.0
2020-08-27,23.0,52.0,31.0,56.0,32.0,23.0,45.0,17.0,70.0,69.0,15.0,32.0,46.0,44.0,8.0,60.0,61.0,65.0,37.0,3.0,2.0,24.0,77.0
2020-08-28,23.0,51.0,28.0,60.0,34.0,25.0,47.0,16.0,71.0,67.0,13.0,32.0,47.0,36.0,8.0,66.0,55.0,61.0,37.0,2.0,2.0,26.0,63.0
2020-08-29,24.0,50.0,30.0,73.0,34.0,24.0,51.0,22.0,70.0,58.0,8.0,17.0,46.0,32.0,8.0,65.0,58.0,54.0,32.0,2.0,2.0,30.0,69.0
2020-08-30,25.0,54.0,43.0,77.0,33.0,23.0,48.0,22.0,75.0,61.0,11.0,13.0,42.0,34.0,9.0,58.0,64.0,54.0,33.0,2.0,2.0,33.0,68.0
2020-08-31,28.0,61.0,19.0,65.0,32.0,26.0,44.0,16.0,77.0,68.0,14.0,22.0,45.0,36.0,9.0,78.0,56.0,65.0,38.0,2.0,2.0,24.0,59.0
2020-09-01,26.0,56.0,28.0,61.0,32.0,26.0,44.0,16.0,74.0,70.0,15.0,27.0,45.0,41.0,8.0,75.0,80.0,64.0,46.0,2.0,2.0,24.0,55.0
2020-09-02,27.0,60.0,24.0,66.0,34.0,26.0,42.0,18.0,79.0,69.0,14.0,28.0,45.0,39.0,9.0,72.0,88.0,66.0,37.0,1.0,2.0,25.0,55.0
2020-09-03,25.0,59.0,36.0,67.0,28.0,25.0,43.0,16.0,76.0,68.0,16.0,29.0,46.0,39.0,10.0,77.0,62.0,70.0,40.0,1.0,2.0,24.0,57.0
2020-09-04,25.0,50.0,27.0,72.0,37.0,25.0,42.0,18.0,74.0,67.0,14.0,33.0,47.0,47.0,8.0,71.0,55.0,61.0,41.0,1.0,1.0,26.0,62.0
2020-09-05,25.0,70.0,43.0,79.0,28.0,24.0,45.0,20.0,72.0,60.0,8.0,15.0,46.0,31.0,10.0,74.0,61.0,58.0,35.0,1.0,2.0,29.0,79.0
2020-09-06,25.0,70.0,46.0,79.0,30.0,25.0,46.0,22.0,75.0,57.0,10.0,16.0,45.0,36.0,9.0,63.0,57.0,57.0,33.0,1.0,1.0,31.0,88.0
2020-09-07,26.0,70.0,29.0,74.0,31.0,25.0,48.0,21.0,83.0,63.0,12.0,19.0,45.0,37.0,9.0,54.0,63.0,56.0,42.0,2.0,2.0,30.0,81.0
2020-09-08,27.0,49.0,22.0,62.0,31.0,24.0,43.0,17.0,79.0,68.0,15.0,28.0,49.0,34.0,10.0,71.0,58.0,62.0,39.0,1.0,2.0,24.0,62.0
2020-09-09,27.0,59.0,20.0,58.0,32.0,25.0,43.0,16.0,80.0,69.0,14.0,36.0,49.0,39.0,9.0,73.0,55.0,67.0,40.0,1.0,2.0,22.0,58.0
2020-09-10,25.0,49.0,25.0,61.0,27.0,27.0,41.0,16.0,78.0,69.0,19.0,38.0,49.0,44.0,10.0,62.0,56.0,68.0,45.0,1.0,2.0,23.0,51.0
2020-09-11,24.0,46.0,23.0,66.0,38.0,45.0,42.0,15.0,77.0,65.0,15.0,30.0,55.0,41.0,10.0,62.0,55.0,64.0,43.0,1.0,1.0,24.0,52.0
2020-09-12,23.0,73.0,28.0,82.0,28.0,33.0,46.0,20.0,73.0,60.0,10.0,16.0,45.0,38.0,12.0,54.0,56.0,58.0,39.0,1.0,2.0,28.0,60.0
2020-09-13,24.0,50.0,30.0,99.0,33.0,27.0,50.0,22.0,78.0,60.0,14.0,21.0,42.0,33.0,11.0,53.0,54.0,56.0,38.0,1.0,1.0,29.0,53.0
2020-09-14,28.0,59.0,20.0,71.0,31.0,29.0,45.0,18.0,84.0,66.0,18.0,39.0,46.0,44.0,10.0,67.0,54.0,68.0,40.0,1.0,1.0,24.0,50.0
