date,alcoholism,anxiety,athleisure,cutting hair,depression,dry cough,eczema,fever,flu symptoms,lack of smell,lack of taste,long-term care,mask mandates,obamacare,opiods,peloton,quarantine,short-term disability,star trek,telehealth,teslas,unemployment insurance,vaping,xanax,zoom
2020-08-01,32.0,74.0,40.0,31.0,54.0,13.0,61.0,32.0,4.0,14.0,13.0,13.0,9.0,8.0,23.0,18.0,11.0,6.0,36.0,9.0,49.0,12.0,21.0,76.0,11.0
2020-08-02,35.0,73.0,30.0,39.0,57.0,13.0,60.0,31.0,3.0,0.0,21.0,16.0,7.0,8.0,29.0,18.0,11.0,12.0,46.0,8.0,47.0,22.0,23.0,83.0,12.0
2020-08-03,35.0,83.0,41.0,34.0,60.0,10.0,55.0,30.0,4.0,4.0,11.0,33.0,8.0,11.0,42.0,21.0,12.0,26.0,31.0,28.0,42.0,27.0,20.0,76.0,24.0
2020-08-04,29.0,75.0,49.0,28.0,58.0,13.0,59.0,28.0,4.0,20.0,14.0,32.0,9.0,12.0,47.0,19.0,12.0,26.0,34.0,28.0,22.0,17.0,21.0,72.0,27.0
2020-08-05,32.0,81.0,32.0,30.0,59.0,13.0,57.0,29.0,4.0,8.0,15.0,28.0,9.0,14.0,57.0,18.0,13.0,16.0,32.0,20.0,53.0,19.0,19.0,76.0,27.0
2020-08-06,31.0,79.0,32.0,27.0,64.0,11.0,50.0,29.0,5.0,8.0,22.0,19.0,8.0,11.0,44.0,16.0,13.0,42.0,44.0,19.0,21.0,16.0,23.0,75.0,29.0
2020-08-07,37.0,79.0,49.0,28.0,60.0,11.0,59.0,29.0,4.0,4.0,15.0,32.0,8.0,12.0,42.0,16.0,13.0,16.0,40.0,19.0,41.0,16.0,21.0,84.0,25.0
2020-08-08,28.0,78.0,37.0,37.0,57.0,11.0,60.0,29.0,3.0,0.0,4.0,16.0,6.0,16.0,51.0,16.0,10.0,12.0,40.0,10.0,36.0,13.0,19.0,78.0,13.0
2020-08-09,52.0,76.0,51.0,40.0,57.0,11.0,58.0,29.0,4.0,14.0,4.0,16.0,6.0,9.0,51.0,18.0,10.0,24.0,46.0,9.0,44.0,22.0,19.0,73.0,13.0
2020-08-10,41.0,81.0,38.0,30.0,62.0,10.0,60.0,28.0,3.0,4.0,11.0,36.0,5.0,13.0,49.0,16.0,11.0,21.0,37.0,16.0,29.0,23.0,22.0,74.0,32.0
2020-08-11,28.0,82.0,32.0,28.0,60.0,10.0,57.0,27.0,4.0,20.0,18.0,27.0,4.0,14.0,47.0,17.0,12.0,15.0,35.0,19.0,32.0,22.0,24.0,80.0,35.0
2020-08-12,43.0,85.0,47.0,33.0,63.0,8.0,59.0,28.0,4.0,12.0,4.0,44.0,7.0,14.0,47.0,17.0,11.0,10.0,35.0,20.0,45.0,18.0,31.0,84.0,40.0
2020-08-13,37.0,81.0,23.0,27.0,58.0,8.0,61.0,27.0,4.0,0.0,4.0,33.0,8.0,14.0,38.0,17.0,10.0,36.0,37.0,22.0,45.0,14.0,24.0,72.0,43.0
2020-08-14,28.0,76.0,62.0,33.0,55.0,10.0,60.0,28.0,3.0,4.0,11.0,31.0,6.0,8.0,42.0,14.0,10.0,21.0,36.0,19.0,37.0,17.0,23.0,83.0,35.0
2020-08-15,36.0,74.0,67.0,42.0,53.0,12.0,59.0,29.0,3.0,0.0,12.0,13.0,5.0,10.0,38.0,18.0,8.0,12.0,41.0,11.0,47.0,9.0,22.0,87.0,14.0
2020-08-16,41.0,79.0,37.0,38.0,57.0,10.0,62.0,28.0,3.0,0.0,0.0,19.0,5.0,8.0,34.0,18.0,9.0,6.0,45.0,11.0,34.0,16.0,20.0,72.0,17.0
2020-08-17,36.0,84.0,40.0,29.0,57.0,9.0,51.0,28.0,4.0,4.0,25.0,49.0,5.0,11.0,54.0,16.0,10.0,20.0,35.0,19.0,57.0,21.0,20.0,74.0,56.0
2020-08-18,30.0,80.0,31.0,28.0,59.0,9.0,57.0,27.0,4.0,4.0,7.0,48.0,8.0,11.0,39.0,17.0,10.0,35.0,34.0,21.0,44.0,18.0,20.0,83.0,52.0
2020-08-19,35.0,81.0,45.0,26.0,57.0,9.0,53.0,25.0,5.0,0.0,4.0,34.0,6.0,14.0,46.0,15.0,10.0,25.0,36.0,18.0,37.0,16.0,18.0,70.0,53.0
2020-08-20,37.0,83.0,51.0,30.0,82.0,9.0,55.0,27.0,4.0,4.0,4.0,43.0,5.0,12.0,52.0,16.0,9.0,30.0,34.0,19.0,49.0,17.0,19.0,73.0,54.0
2020-08-21,35.0,79.0,43.0,24.0,84.0,9.0,54.0,27.0,4.0,4.0,4.0,21.0,6.0,12.0,40.0,14.0,9.0,15.0,35.0,14.0,43.0,16.0,22.0,76.0,43.0
2020-08-22,32.0,75.0,51.0,36.0,64.0,10.0,55.0,27.0,3.0,19.0,17.0,41.0,5.0,8.0,28.0,16.0,8.0,18.0,40.0,10.0,45.0,11.0,23.0,74.0,16.0
2020-08-23,43.0,83.0,34.0,41.0,61.0,12.0,65.0,27.0,4.0,5.0,8.0,38.0,5.0,7.0,44.0,16.0,9.0,30.0,41.0,6.0,60.0,17.0,24.0,81.0,20.0
2020-08-24,35.0,86.0,39.0,32.0,59.0,9.0,55.0,25.0,4.0,8.0,3.0,44.0,5.0,12.0,38.0,16.0,11.0,10.0,33.0,18.0,44.0,21.0,29.0,76.0,76.0
2020-08-25,33.0,83.0,52.0,26.0,60.0,8.0,48.0,26.0,3.0,4.0,7.0,34.0,5.0,10.0,46.0,15.0,11.0,15.0,35.0,27.0,44.0,19.0,100.0,70.0,59.0
2020-08-26,31.0,82.0,88.0,30.0,62.0,8.0,53.0,26.0,4.0,0.0,14.0,44.0,4.0,12.0,48.0,16.0,10.0,39.0,32.0,17.0,50.0,16.0,49.0,70.0,56.0
2020-08-27,31.0,79.0,48.0,25.0,59.0,10.0,49.0,25.0,3.0,11.0,17.0,28.0,4.0,11.0,34.0,14.0,8.0,14.0,32.0,18.0,67.0,15.0,32.0,69.0,52.0
2020-08-28,38.0,78.0,40.0,25.0,64.0,6.0,50.0,24.0,3.0,4.0,18.0,35.0,6.0,10.0,39.0,16.0,8.0,36.0,33.0,14.0,64.0,13.0,23.0,65.0,44.0
2020-08-29,28.0,74.0,48.0,42.0,55.0,10.0,55.0,25.0,3.0,4.0,0.0,39.0,3.0,9.0,24.0,16.0,7.0,34.0,38.0,8.0,42.0,8.0,22.0,73.0,16.0
2020-08-30,32.0,76.0,36.0,37.0,57.0,10.0,54.0,26.0,3.0,0.0,29.0,38.0,5.0,9.0,39.0,19.0,7.0,12.0,39.0,7.0,67.0,17.0,24.0,74.0,18.0
2020-08-31,37.0,83.0,47.0,25.0,64.0,8.0,50.0,26.0,5.0,0.0,3.0,67.0,2.0,12.0,51.0,16.0,8.0,34.0,29.0,17.0,43.0,17.0,21.0,64.0,60.0
2020-09-01,41.0,82.0,27.0,27.0,64.0,8.0,49.0,27.0,4.0,15.0,3.0,41.0,5.0,12.0,51.0,17.0,8.0,24.0,30.0,19.0,48.0,13.0,22.0,70.0,66.0
2020-09-02,38.0,84.0,46.0,27.0,63.0,10.0,52.0,26.0,4.0,4.0,0.0,54.0,4.0,9.0,54.0,20.0,8.0,19.0,33.0,18.0,43.0,14.0,20.0,73.0,59.0
2020-09-03,33.0,82.0,45.0,24.0,64.0,11.0,52.0,26.0,6.0,4.0,10.0,35.0,3.0,9.0,43.0,21.0,7.0,28.0,33.0,16.0,44.0,12.0,24.0,73.0,57.0
2020-09-04,38.0,80.0,39.0,28.0,61.0,8.0,52.0,26.0,5.0,0.0,0.0,38.0,5.0,9.0,41.0,17.0,7.0,20.0,32.0,14.0,62.0,12.0,22.0,73.0,43.0
2020-09-05,30.0,79.0,47.0,32.0,55.0,9.0,54.0,27.0,4.0,5.0,4.0,32.0,6.0,9.0,21.0,18.0,7.0,12.0,37.0,9.0,40.0,7.0,21.0,82.0,14.0
2020-09-06,38.0,75.0,44.0,33.0,57.0,9.0,54.0,26.0,5.0,0.0,13.0,38.0,3.0,8.0,31.0,16.0,7.0,18.0,39.0,8.0,37.0,10.0,21.0,76.0,14.0
2020-09-07,37.0,82.0,61.0,39.0,64.0,11.0,57.0,26.0,4.0,4.0,8.0,45.0,3.0,10.0,36.0,17.0,7.0,17.0,40.0,9.0,53.0,12.0,22.0,81.0,18.0
2020-09-08,37.0,85.0,30.0,33.0,62.0,8.0,57.0,25.0,5.0,4.0,0.0,30.0,2.0,12.0,45.0,41.0,9.0,19.0,54.0,17.0,31.0,15.0,23.0,68.0,67.0
2020-09-09,38.0,89.0,38.0,23.0,66.0,9.0,52.0,26.0,5.0,15.0,10.0,28.0,6.0,10.0,52.0,42.0,8.0,19.0,42.0,15.0,39.0,16.0,23.0,77.0,61.0
2020-09-10,29.0,82.0,49.0,21.0,67.0,10.0,51.0,26.0,5.0,14.0,19.0,44.0,3.0,11.0,39.0,38.0,7.0,14.0,33.0,19.0,37.0,12.0,23.0,72.0,57.0
2020-09-11,35.0,81.0,32.0,28.0,68.0,10.0,50.0,26.0,6.0,4.0,0.0,28.0,2.0,9.0,53.0,37.0,7.0,24.0,32.0,14.0,33.0,11.0,20.0,71.0,46.0
2020-09-12,30.0,77.0,55.0,35.0,72.0,9.0,57.0,26.0,4.0,0.0,8.0,34.0,4.0,11.0,39.0,31.0,6.0,12.0,40.0,7.0,40.0,11.0,21.0,77.0,17.0
2020-09-13,31.0,76.0,44.0,26.0,66.0,8.0,50.0,27.0,5.0,0.0,8.0,30.0,3.0,9.0,38.0,27.0,7.0,11.0,41.0,7.0,51.0,11.0,25.0,78.0,18.0
2020-09-14,40.0,91.0,37.0,27.0,71.0,10.0,54.0,26.0,5.0,0.0,7.0,73.0,2.0,17.0,39.0,26.0,7.0,24.0,35.0,19.0,37.0,16.0,23.0,73.0,54.0
2020-09-15,33.0,84.0,45.0,25.0,71.0,8.0,54.0,25.0,6.0,8.0,3.0,40.0,3.0,11.0,39.0,27.0,8.0,19.0,31.0,17.0,48.0,14.0,23.0,66.0,53.0
2020-09-16,35.0,85.0,51.0,24.0,69.0,7.0,54.0,26.0,7.0,8.0,14.0,58.0,5.0,13.0,59.0,23.0,7.0,19.0,31.0,15.0,36.0,11.0,21.0,70.0,54.0
2020-09-17,38.0,84.0,47.0,22.0,73.0,9.0,57.0,26.0,5.0,7.0,7.0,69.0,4.0,17.0,46.0,20.0,7.0,14.0,32.0,17.0,28.0,10.0,21.0,68.0,51.0
2020-09-18,32.0,79.0,40.0,29.0,74.0,9.0,55.0,26.0,6.0,0.0,0.0,39.0,4.0,12.0,57.0,19.0,6.0,15.0,31.0,13.0,35.0,11.0,20.0,79.0,44.0
2020-09-19,35.0,71.0,33.0,25.0,52.0,8.0,57.0,25.0,6.0,5.0,8.0,28.0,5.0,18.0,27.0,20.0,6.0,18.0,38.0,8.0,34.0,7.0,21.0,72.0,15.0
2020-09-20,30.0,73.0,39.0,36.0,60.0,9.0,53.0,26.0,5.0,0.0,4.0,34.0,3.0,16.0,37.0,20.0,6.0,17.0,41.0,8.0,50.0,12.0,23.0,87.0,14.0
2020-09-21,41.0,83.0,45.0,23.0,77.0,9.0,56.0,27.0,6.0,15.0,24.0,28.0,4.0,20.0,58.0,21.0,7.0,19.0,33.0,16.0,48.0,14.0,23.0,70.0,45.0
2020-09-22,39.0,83.0,49.0,28.0,69.0,9.0,57.0,27.0,7.0,7.0,13.0,62.0,5.0,27.0,41.0,24.0,8.0,23.0,31.0,16.0,55.0,13.0,21.0,72.0,46.0
2020-09-23,36.0,85.0,30.0,29.0,73.0,11.0,58.0,27.0,7.0,4.0,3.0,31.0,4.0,21.0,56.0,23.0,8.0,14.0,29.0,16.0,62.0,13.0,23.0,75.0,47.0
2020-09-24,40.0,81.0,42.0,23.0,72.0,8.0,54.0,27.0,6.0,4.0,0.0,47.0,4.0,19.0,61.0,20.0,7.0,14.0,34.0,18.0,55.0,11.0,24.0,69.0,46.0
2020-09-25,37.0,82.0,45.0,27.0,64.0,12.0,60.0,26.0,5.0,4.0,8.0,42.0,4.0,19.0,60.0,18.0,7.0,16.0,42.0,14.0,44.0,10.0,25.0,83.0,33.0
2020-09-26,37.0,81.0,66.0,36.0,55.0,10.0,53.0,26.0,6.0,5.0,13.0,43.0,7.0,19.0,57.0,19.0,6.0,6.0,40.0,8.0,67.0,9.0,21.0,75.0,13.0
2020-09-27,38.0,76.0,75.0,33.0,58.0,10.0,53.0,25.0,7.0,10.0,4.0,22.0,6.0,33.0,47.0,20.0,6.0,6.0,38.0,7.0,47.0,13.0,22.0,77.0,13.0
2020-09-28,33.0,90.0,52.0,26.0,67.0,11.0,51.0,27.0,8.0,8.0,11.0,57.0,4.0,23.0,62.0,20.0,7.0,21.0,32.0,14.0,44.0,14.0,25.0,76.0,31.0
2020-09-29,43.0,89.0,40.0,24.0,71.0,11.0,53.0,27.0,8.0,0.0,7.0,33.0,3.0,21.0,49.0,22.0,8.0,26.0,30.0,17.0,60.0,13.0,23.0,71.0,38.0
2020-09-30,35.0,81.0,47.0,23.0,68.0,9.0,52.0,25.0,8.0,4.0,4.0,38.0,4.0,58.0,69.0,17.0,6.0,5.0,29.0,17.0,45.0,12.0,21.0,73.0,36.0
2020-10-01,43.0,84.0,60.0,26.0,69.0,8.0,48.0,24.0,8.0,12.0,11.0,50.0,7.0,25.0,54.0,16.0,6.0,26.0,33.0,16.0,48.0,12.0,25.0,75.0,35.0
2020-10-02,40.0,76.0,29.0,24.0,63.0,8.0,55.0,30.0,10.0,4.0,11.0,50.0,5.0,21.0,38.0,16.0,9.0,21.0,36.0,12.0,41.0,9.0,24.0,66.0,30.0
2020-10-03,26.0,68.0,62.0,29.0,51.0,13.0,48.0,32.0,11.0,0.0,22.0,23.0,4.0,16.0,54.0,18.0,6.0,12.0,38.0,7.0,44.0,6.0,19.0,76.0,13.0
2020-10-04,39.0,76.0,34.0,30.0,58.0,10.0,53.0,31.0,9.0,0.0,4.0,42.0,5.0,15.0,45.0,18.0,6.0,6.0,38.0,8.0,41.0,13.0,23.0,72.0,12.0
2020-10-05,39.0,86.0,66.0,26.0,75.0,9.0,60.0,31.0,11.0,8.0,15.0,36.0,5.0,19.0,66.0,18.0,8.0,21.0,30.0,17.0,37.0,15.0,21.0,65.0,33.0
2020-10-06,46.0,86.0,46.0,28.0,74.0,11.0,53.0,30.0,10.0,8.0,4.0,46.0,7.0,22.0,46.0,18.0,8.0,20.0,31.0,13.0,47.0,12.0,22.0,77.0,35.0
2020-10-07,32.0,90.0,15.0,24.0,71.0,14.0,57.0,31.0,11.0,4.0,7.0,64.0,3.0,19.0,52.0,19.0,8.0,42.0,34.0,16.0,50.0,12.0,23.0,73.0,36.0
2020-10-08,43.0,82.0,46.0,24.0,66.0,12.0,59.0,28.0,12.0,12.0,14.0,41.0,5.0,31.0,55.0,16.0,7.0,5.0,32.0,17.0,47.0,9.0,23.0,75.0,35.0
2020-10-09,39.0,81.0,53.0,30.0,63.0,11.0,57.0,28.0,11.0,0.0,13.0,57.0,6.0,21.0,73.0,17.0,6.0,30.0,43.0,11.0,38.0,11.0,22.0,89.0,22.0
2020-10-10,29.0,69.0,54.0,38.0,57.0,10.0,58.0,27.0,9.0,11.0,9.0,38.0,3.0,16.0,39.0,17.0,6.0,26.0,43.0,9.0,53.0,5.0,20.0,75.0,11.0
2020-10-11,33.0,78.0,47.0,32.0,65.0,9.0,58.0,27.0,8.0,10.0,14.0,34.0,2.0,18.0,48.0,18.0,6.0,20.0,46.0,9.0,66.0,12.0,19.0,81.0,11.0
2020-10-12,34.0,86.0,61.0,31.0,70.0,10.0,58.0,26.0,9.0,14.0,12.0,80.0,5.0,41.0,46.0,20.0,6.0,6.0,37.0,14.0,29.0,12.0,23.0,76.0,19.0
2020-10-13,48.0,86.0,26.0,25.0,72.0,12.0,57.0,27.0,9.0,9.0,8.0,53.0,5.0,42.0,47.0,19.0,7.0,18.0,34.0,11.0,45.0,13.0,25.0,71.0,25.0
2020-10-14,37.0,84.0,46.0,26.0,69.0,11.0,51.0,30.0,9.0,0.0,4.0,44.0,3.0,40.0,43.0,19.0,7.0,24.0,38.0,13.0,37.0,11.0,23.0,86.0,26.0
2020-10-15,36.0,85.0,39.0,22.0,69.0,11.0,54.0,28.0,9.0,14.0,20.0,40.0,3.0,30.0,41.0,18.0,7.0,29.0,43.0,15.0,36.0,10.0,22.0,81.0,25.0
2020-10-16,42.0,77.0,54.0,22.0,63.0,10.0,50.0,25.0,7.0,5.0,17.0,54.0,6.0,23.0,48.0,21.0,7.0,0.0,54.0,12.0,63.0,10.0,21.0,75.0,21.0
2020-10-17,46.0,69.0,33.0,32.0,53.0,10.0,57.0,27.0,9.0,5.0,14.0,71.0,6.0,21.0,40.0,22.0,6.0,7.0,57.0,6.0,48.0,6.0,20.0,77.0,11.0
2020-10-18,36.0,75.0,47.0,30.0,62.0,10.0,56.0,26.0,8.0,11.0,14.0,28.0,7.0,17.0,37.0,22.0,6.0,0.0,49.0,9.0,45.0,9.0,20.0,70.0,11.0
2020-10-19,35.0,90.0,33.0,26.0,76.0,11.0,62.0,27.0,9.0,9.0,13.0,56.0,3.0,21.0,74.0,20.0,8.0,24.0,39.0,16.0,37.0,15.0,26.0,79.0,25.0
2020-10-20,36.0,88.0,53.0,22.0,73.0,12.0,55.0,29.0,10.0,10.0,17.0,57.0,5.0,22.0,35.0,21.0,9.0,18.0,39.0,15.0,58.0,11.0,28.0,78.0,39.0
2020-10-21,33.0,88.0,47.0,22.0,78.0,13.0,59.0,28.0,10.0,0.0,13.0,50.0,4.0,22.0,65.0,21.0,8.0,24.0,36.0,17.0,32.0,12.0,23.0,89.0,33.0
2020-10-22,37.0,85.0,56.0,28.0,72.0,12.0,61.0,27.0,9.0,0.0,0.0,47.0,3.0,24.0,62.0,19.0,7.0,35.0,39.0,14.0,42.0,11.0,22.0,89.0,27.0
2020-10-23,41.0,80.0,31.0,27.0,67.0,9.0,56.0,26.0,9.0,19.0,9.0,49.0,4.0,57.0,60.0,17.0,6.0,30.0,37.0,15.0,36.0,8.0,20.0,79.0,21.0
2020-10-24,37.0,69.0,30.0,32.0,56.0,10.0,46.0,26.0,7.0,5.0,0.0,46.0,5.0,20.0,40.0,20.0,6.0,7.0,41.0,6.0,56.0,5.0,21.0,78.0,12.0
2020-10-25,29.0,75.0,36.0,30.0,61.0,12.0,48.0,26.0,8.0,5.0,9.0,31.0,5.0,18.0,39.0,20.0,6.0,7.0,42.0,10.0,41.0,12.0,25.0,80.0,13.0
2020-10-26,41.0,84.0,19.0,20.0,68.0,12.0,51.0,26.0,9.0,5.0,12.0,34.0,5.0,29.0,60.0,19.0,7.0,11.0,34.0,14.0,64.0,14.0,26.0,78.0,23.0
2020-10-27,43.0,84.0,46.0,19.0,70.0,11.0,60.0,27.0,10.0,0.0,0.0,73.0,4.0,44.0,33.0,21.0,8.0,47.0,35.0,14.0,34.0,11.0,19.0,83.0,25.0
2020-10-28,48.0,81.0,62.0,18.0,70.0,11.0,58.0,27.0,8.0,0.0,8.0,56.0,4.0,27.0,63.0,20.0,8.0,18.0,33.0,16.0,28.0,9.0,23.0,81.0,26.0
2020-10-29,45.0,83.0,45.0,20.0,68.0,12.0,57.0,30.0,9.0,9.0,17.0,34.0,6.0,21.0,51.0,18.0,8.0,29.0,38.0,17.0,33.0,9.0,25.0,66.0,25.0
2020-10-30,37.0,77.0,24.0,20.0,63.0,11.0,56.0,27.0,9.0,10.0,17.0,35.0,5.0,17.0,26.0,19.0,7.0,36.0,44.0,12.0,28.0,9.0,22.0,78.0,22.0
2020-10-31,25.0,70.0,42.0,34.0,53.0,14.0,55.0,27.0,7.0,16.0,29.0,44.0,5.0,19.0,38.0,19.0,7.0,7.0,46.0,8.0,38.0,4.0,23.0,79.0,11.0
2020-11-01,35.0,72.0,49.0,33.0,60.0,11.0,54.0,28.0,8.0,6.0,19.0,36.0,4.0,24.0,46.0,20.0,7.0,20.0,46.0,6.0,38.0,11.0,21.0,81.0,11.0
2020-11-02,34.0,95.0,52.0,38.0,76.0,12.0,58.0,28.0,10.0,9.0,33.0,38.0,4.0,36.0,68.0,20.0,8.0,35.0,77.0,15.0,37.0,13.0,24.0,73.0,22.0
2020-11-03,34.0,84.0,38.0,31.0,65.0,13.0,65.0,28.0,9.0,0.0,12.0,39.0,7.0,31.0,52.0,16.0,6.0,57.0,34.0,14.0,27.0,9.0,22.0,81.0,19.0
2020-11-04,23.0,54.0,12.0,16.0,43.0,8.0,41.0,18.0,5.0,18.0,8.0,54.0,3.0,22.0,30.0,10.0,4.0,19.0,19.0,11.0,9.0,6.0,14.0,63.0,14.0
2020-11-05,27.0,60.0,21.0,14.0,51.0,9.0,47.0,22.0,8.0,0.0,18.0,22.0,4.0,23.0,43.0,13.0,4.0,21.0,26.0,12.0,27.0,7.0,16.0,53.0,17.0
2020-11-06,41.0,62.0,13.0,17.0,56.0,11.0,54.0,25.0,7.0,4.0,17.0,28.0,3.0,24.0,40.0,14.0,5.0,24.0,31.0,11.0,29.0,5.0,19.0,71.0,14.0
2020-11-07,25.0,57.0,34.0,23.0,49.0,10.0,43.0,25.0,6.0,18.0,20.0,26.0,4.0,24.0,33.0,14.0,5.0,17.0,35.0,8.0,33.0,4.0,15.0,70.0,9.0
2020-11-08,35.0,68.0,51.0,33.0,57.0,13.0,47.0,27.0,8.0,10.0,26.0,32.0,4.0,29.0,29.0,17.0,6.0,6.0,38.0,11.0,28.0,8.0,21.0,67.0,11.0
2020-11-09,35.0,83.0,25.0,31.0,74.0,14.0,57.0,30.0,9.0,18.0,16.0,51.0,8.0,33.0,39.0,24.0,7.0,39.0,33.0,17.0,32.0,10.0,23.0,83.0,21.0
2020-11-10,46.0,82.0,22.0,21.0,72.0,12.0,58.0,31.0,10.0,18.0,16.0,48.0,7.0,100.0,65.0,26.0,8.0,34.0,32.0,15.0,23.0,11.0,25.0,83.0,25.0
2020-11-11,39.0,83.0,25.0,21.0,69.0,13.0,54.0,32.0,11.0,27.0,24.0,30.0,7.0,63.0,58.0,23.0,8.0,38.0,39.0,13.0,34.0,9.0,23.0,75.0,21.0
2020-11-12,37.0,81.0,37.0,21.0,74.0,13.0,56.0,29.0,10.0,4.0,12.0,32.0,13.0,36.0,50.0,22.0,8.0,11.0,36.0,17.0,38.0,7.0,25.0,72.0,27.0
2020-11-13,45.0,80.0,44.0,30.0,67.0,11.0,54.0,29.0,8.0,14.0,12.0,46.0,10.0,32.0,43.0,20.0,10.0,11.0,49.0,18.0,35.0,7.0,23.0,74.0,22.0
2020-11-14,40.0,74.0,43.0,33.0,59.0,11.0,55.0,30.0,10.0,11.0,4.0,18.0,10.0,22.0,38.0,21.0,9.0,20.0,46.0,6.0,32.0,7.0,27.0,79.0,12.0
2020-11-15,42.0,76.0,50.0,28.0,60.0,13.0,54.0,30.0,10.0,26.0,23.0,27.0,13.0,18.0,41.0,26.0,9.0,6.0,46.0,9.0,44.0,10.0,24.0,78.0,12.0
2020-11-16,49.0,89.0,51.0,22.0,81.0,13.0,58.0,31.0,11.0,9.0,33.0,61.0,10.0,23.0,38.0,23.0,11.0,28.0,36.0,17.0,35.0,13.0,24.0,77.0,24.0
2020-11-17,47.0,87.0,50.0,26.0,78.0,14.0,62.0,32.0,11.0,9.0,12.0,42.0,11.0,20.0,48.0,23.0,11.0,22.0,35.0,18.0,37.0,13.0,26.0,78.0,27.0
2020-11-18,48.0,87.0,29.0,21.0,75.0,15.0,62.0,34.0,12.0,14.0,13.0,44.0,13.0,22.0,53.0,24.0,10.0,18.0,33.0,20.0,31.0,10.0,24.0,86.0,28.0
2020-11-19,40.0,82.0,41.0,29.0,70.0,16.0,65.0,31.0,9.0,5.0,16.0,49.0,13.0,19.0,56.0,20.0,9.0,17.0,34.0,20.0,33.0,9.0,27.0,81.0,27.0
2020-11-20,34.0,79.0,53.0,30.0,70.0,13.0,60.0,32.0,10.0,14.0,13.0,38.0,6.0,19.0,43.0,22.0,9.0,24.0,42.0,15.0,32.0,7.0,23.0,78.0,23.0
2020-11-21,35.0,71.0,51.0,31.0,57.0,16.0,66.0,31.0,10.0,11.0,23.0,28.0,7.0,14.0,43.0,23.0,8.0,20.0,41.0,9.0,43.0,5.0,21.0,88.0,13.0
2020-11-22,23.0,69.0,39.0,35.0,55.0,13.0,57.0,31.0,10.0,10.0,9.0,30.0,7.0,11.0,55.0,26.0,8.0,13.0,48.0,10.0,28.0,12.0,21.0,73.0,12.0
2020-11-23,40.0,82.0,36.0,26.0,65.0,16.0,55.0,31.0,12.0,33.0,25.0,47.0,5.0,17.0,47.0,23.0,9.0,11.0,35.0,14.0,39.0,14.0,23.0,80.0,21.0
2020-11-24,34.0,81.0,76.0,24.0,67.0,15.0,60.0,32.0,10.0,14.0,21.0,48.0,8.0,18.0,40.0,24.0,9.0,12.0,35.0,16.0,41.0,10.0,25.0,76.0,21.0
2020-11-25,38.0,78.0,61.0,32.0,58.0,15.0,58.0,32.0,8.0,10.0,22.0,32.0,9.0,15.0,29.0,22.0,11.0,18.0,33.0,11.0,48.0,8.0,22.0,66.0,15.0
2020-11-26,33.0,55.0,49.0,24.0,48.0,13.0,45.0,29.0,8.0,15.0,13.0,30.0,5.0,8.0,24.0,25.0,8.0,0.0,45.0,6.0,46.0,5.0,20.0,74.0,18.0
2020-11-27,32.0,60.0,78.0,26.0,48.0,15.0,51.0,28.0,8.0,10.0,13.0,30.0,5.0,10.0,30.0,31.0,8.0,6.0,47.0,8.0,47.0,6.0,21.0,65.0,11.0
2020-11-28,32.0,69.0,86.0,29.0,52.0,14.0,55.0,28.0,8.0,5.0,9.0,33.0,3.0,13.0,32.0,28.0,8.0,0.0,42.0,9.0,38.0,5.0,21.0,74.0,10.0
2020-11-29,35.0,70.0,55.0,40.0,58.0,14.0,58.0,28.0,9.0,5.0,9.0,33.0,4.0,14.0,35.0,26.0,9.0,18.0,41.0,10.0,39.0,8.0,19.0,78.0,11.0
2020-11-30,45.0,84.0,54.0,28.0,68.0,15.0,57.0,29.0,10.0,4.0,16.0,61.0,3.0,20.0,43.0,26.0,10.0,5.0,32.0,15.0,28.0,14.0,23.0,72.0,23.0
2020-12-01,39.0,82.0,47.0,30.0,73.0,14.0,58.0,30.0,11.0,14.0,28.0,68.0,4.0,20.0,35.0,25.0,10.0,17.0,32.0,17.0,36.0,10.0,27.0,68.0,26.0
2020-12-02,40.0,80.0,44.0,31.0,69.0,14.0,58.0,31.0,11.0,9.0,16.0,54.0,4.0,22.0,39.0,23.0,15.0,17.0,35.0,15.0,28.0,11.0,24.0,70.0,26.0
2020-12-03,33.0,84.0,40.0,32.0,73.0,13.0,66.0,29.0,11.0,22.0,12.0,36.0,5.0,21.0,47.0,23.0,12.0,34.0,32.0,20.0,32.0,9.0,26.0,70.0,26.0
2020-12-04,38.0,80.0,70.0,38.0,74.0,15.0,66.0,29.0,9.0,9.0,28.0,43.0,11.0,17.0,50.0,22.0,10.0,0.0,40.0,15.0,24.0,10.0,25.0,77.0,24.0
2020-12-05,33.0,73.0,46.0,32.0,57.0,12.0,63.0,29.0,10.0,10.0,18.0,43.0,3.0,14.0,51.0,25.0,8.0,13.0,43.0,11.0,55.0,5.0,23.0,71.0,13.0
2020-12-06,43.0,73.0,59.0,35.0,58.0,14.0,58.0,29.0,9.0,15.0,26.0,49.0,7.0,14.0,39.0,25.0,8.0,12.0,40.0,8.0,41.0,9.0,24.0,71.0,12.0
2020-12-07,45.0,84.0,62.0,32.0,80.0,13.0,65.0,30.0,12.0,18.0,28.0,51.0,7.0,22.0,67.0,21.0,10.0,45.0,35.0,18.0,20.0,12.0,24.0,73.0,24.0
