date,alcoholism,anxiety,athleisure,cutting hair,depression,dry cough,eczema,fever,flu symptoms,lack of smell,lack of taste,long-term care,mask mandates,obamacare,opiods,peloton,quarantine,short-term disability,star trek,telehealth,teslas,unemployment insurance,vaping,xanax,zoom
2020-03-25,35.0,80.0,61.0,44.0,78.0,73.0,55.0,81.0,29.0,47.0,38.0,37.0,0.0,12.0,44.0,26.0,38.0,15.0,43.0,77.0,11.0,84.0,35.0,86.0,82.0
2020-03-26,33.0,79.0,50.0,39.0,84.0,72.0,57.0,74.0,29.0,35.0,35.0,37.0,0.0,12.0,41.0,24.0,35.0,10.0,49.0,71.0,28.0,100.0,28.0,85.0,84.0
2020-03-27,34.0,78.0,34.0,51.0,76.0,68.0,56.0,68.0,25.0,48.0,43.0,47.0,0.0,13.0,60.0,22.0,35.0,23.0,57.0,58.0,15.0,88.0,31.0,85.0,81.0
2020-03-28,35.0,73.0,48.0,62.0,63.0,71.0,57.0,65.0,21.0,63.0,45.0,15.0,0.0,12.0,44.0,30.0,47.0,5.0,63.0,29.0,22.0,65.0,27.0,87.0,58.0
2020-03-29,37.0,79.0,52.0,61.0,72.0,59.0,66.0,64.0,20.0,43.0,35.0,35.0,0.0,10.0,29.0,30.0,44.0,11.0,63.0,27.0,18.0,64.0,32.0,85.0,63.0
2020-03-30,33.0,81.0,21.0,53.0,81.0,59.0,50.0,60.0,18.0,33.0,16.0,44.0,0.0,10.0,42.0,27.0,44.0,18.0,44.0,64.0,26.0,90.0,31.0,75.0,94.0
2020-03-31,39.0,83.0,31.0,48.0,84.0,55.0,52.0,60.0,20.0,26.0,42.0,37.0,0.0,12.0,48.0,28.0,34.0,28.0,47.0,65.0,25.0,81.0,28.0,81.0,94.0
2020-04-01,41.0,80.0,31.0,52.0,81.0,54.0,55.0,59.0,18.0,22.0,66.0,34.0,0.0,17.0,46.0,24.0,36.0,23.0,47.0,61.0,12.0,79.0,25.0,87.0,100.0
2020-04-02,28.0,78.0,42.0,57.0,92.0,52.0,55.0,58.0,16.0,22.0,26.0,34.0,0.0,20.0,33.0,25.0,33.0,18.0,40.0,53.0,16.0,81.0,31.0,79.0,96.0
2020-04-03,36.0,76.0,61.0,64.0,91.0,50.0,55.0,53.0,15.0,22.0,36.0,35.0,1.0,20.0,43.0,27.0,33.0,9.0,44.0,51.0,26.0,67.0,28.0,85.0,95.0
2020-04-04,35.0,76.0,59.0,84.0,81.0,49.0,65.0,55.0,16.0,13.0,100.0,50.0,0.0,11.0,39.0,30.0,33.0,11.0,51.0,24.0,21.0,43.0,28.0,90.0,65.0
2020-04-05,36.0,74.0,46.0,90.0,81.0,45.0,64.0,55.0,16.0,21.0,27.0,37.0,1.0,12.0,27.0,28.0,31.0,27.0,53.0,25.0,15.0,49.0,25.0,87.0,62.0
2020-04-06,39.0,75.0,60.0,70.0,88.0,57.0,59.0,50.0,14.0,36.0,65.0,77.0,0.0,10.0,43.0,25.0,28.0,9.0,43.0,52.0,19.0,61.0,24.0,76.0,84.0
2020-04-07,40.0,79.0,40.0,60.0,86.0,41.0,57.0,50.0,14.0,22.0,50.0,53.0,1.0,13.0,37.0,23.0,26.0,9.0,41.0,56.0,20.0,59.0,25.0,86.0,85.0
2020-04-08,31.0,73.0,40.0,72.0,83.0,39.0,59.0,49.0,12.0,22.0,46.0,20.0,1.0,11.0,46.0,23.0,27.0,28.0,41.0,50.0,26.0,59.0,25.0,79.0,80.0
2020-04-09,39.0,76.0,38.0,78.0,88.0,33.0,60.0,47.0,10.0,7.0,13.0,51.0,1.0,12.0,48.0,23.0,26.0,10.0,47.0,49.0,34.0,58.0,25.0,82.0,77.0
2020-04-10,46.0,72.0,27.0,71.0,79.0,31.0,64.0,44.0,9.0,23.0,48.0,37.0,0.0,9.0,68.0,23.0,26.0,20.0,51.0,37.0,18.0,57.0,27.0,88.0,64.0
2020-04-11,39.0,71.0,51.0,100.0,71.0,34.0,62.0,44.0,10.0,8.0,19.0,31.0,1.0,12.0,54.0,26.0,27.0,16.0,48.0,18.0,29.0,40.0,26.0,89.0,50.0
2020-04-12,35.0,65.0,27.0,93.0,70.0,28.0,66.0,44.0,8.0,4.0,46.0,37.0,1.0,7.0,43.0,24.0,26.0,11.0,51.0,17.0,18.0,40.0,24.0,78.0,62.0
2020-04-13,37.0,75.0,39.0,69.0,82.0,25.0,60.0,41.0,9.0,18.0,23.0,42.0,1.0,9.0,38.0,24.0,29.0,14.0,40.0,46.0,5.0,69.0,23.0,79.0,62.0
2020-04-14,46.0,76.0,39.0,74.0,88.0,27.0,60.0,41.0,9.0,22.0,26.0,52.0,1.0,8.0,58.0,26.0,30.0,9.0,40.0,53.0,22.0,58.0,26.0,77.0,71.0
2020-04-15,39.0,65.0,48.0,84.0,86.0,22.0,55.0,37.0,8.0,14.0,22.0,38.0,2.0,12.0,40.0,26.0,29.0,9.0,40.0,49.0,25.0,53.0,23.0,78.0,70.0
2020-04-16,39.0,74.0,30.0,77.0,92.0,21.0,61.0,38.0,7.0,11.0,10.0,31.0,2.0,9.0,38.0,26.0,32.0,9.0,36.0,42.0,26.0,55.0,23.0,86.0,71.0
2020-04-17,39.0,73.0,56.0,80.0,80.0,23.0,60.0,36.0,8.0,18.0,19.0,34.0,0.0,11.0,47.0,24.0,30.0,9.0,40.0,38.0,29.0,51.0,25.0,86.0,65.0
2020-04-18,46.0,69.0,38.0,94.0,68.0,22.0,71.0,38.0,7.0,16.0,29.0,28.0,1.0,8.0,47.0,31.0,30.0,0.0,52.0,17.0,25.0,35.0,20.0,84.0,46.0
2020-04-19,47.0,70.0,74.0,92.0,75.0,20.0,70.0,36.0,8.0,13.0,22.0,31.0,0.0,10.0,34.0,28.0,28.0,5.0,53.0,19.0,18.0,46.0,23.0,83.0,43.0
2020-04-20,40.0,76.0,66.0,77.0,81.0,20.0,66.0,35.0,7.0,7.0,13.0,43.0,0.0,10.0,58.0,23.0,30.0,22.0,34.0,39.0,24.0,58.0,24.0,81.0,60.0
2020-04-21,45.0,78.0,54.0,73.0,89.0,19.0,64.0,37.0,6.0,4.0,10.0,73.0,0.0,9.0,67.0,26.0,28.0,23.0,37.0,41.0,22.0,56.0,26.0,82.0,63.0
2020-04-22,51.0,76.0,47.0,75.0,86.0,19.0,69.0,36.0,8.0,18.0,23.0,72.0,0.0,9.0,61.0,25.0,28.0,9.0,34.0,37.0,26.0,53.0,27.0,87.0,65.0
2020-04-23,46.0,74.0,43.0,73.0,88.0,20.0,60.0,35.0,9.0,7.0,13.0,31.0,1.0,8.0,53.0,24.0,27.0,36.0,35.0,34.0,23.0,47.0,27.0,82.0,65.0
2020-04-24,41.0,74.0,30.0,71.0,80.0,16.0,67.0,33.0,7.0,11.0,6.0,47.0,2.0,11.0,51.0,22.0,24.0,22.0,37.0,29.0,18.0,43.0,23.0,71.0,58.0
2020-04-25,36.0,67.0,64.0,94.0,72.0,20.0,64.0,36.0,6.0,12.0,22.0,36.0,0.0,7.0,39.0,25.0,24.0,10.0,45.0,15.0,17.0,29.0,21.0,80.0,38.0
2020-04-26,42.0,77.0,41.0,94.0,73.0,18.0,67.0,33.0,7.0,12.0,11.0,34.0,1.0,6.0,32.0,28.0,25.0,10.0,42.0,16.0,26.0,41.0,24.0,86.0,39.0
2020-04-27,40.0,79.0,60.0,76.0,89.0,18.0,68.0,33.0,7.0,22.0,23.0,69.0,0.0,12.0,49.0,24.0,25.0,18.0,35.0,33.0,26.0,55.0,26.0,85.0,54.0
2020-04-28,58.0,79.0,44.0,68.0,87.0,18.0,60.0,33.0,7.0,25.0,19.0,57.0,0.0,13.0,30.0,23.0,24.0,14.0,35.0,37.0,27.0,52.0,26.0,80.0,57.0
2020-04-29,40.0,77.0,46.0,64.0,83.0,16.0,60.0,32.0,6.0,11.0,28.0,62.0,1.0,12.0,69.0,23.0,22.0,45.0,34.0,34.0,34.0,44.0,25.0,80.0,59.0
2020-04-30,46.0,76.0,91.0,64.0,88.0,16.0,59.0,31.0,7.0,7.0,9.0,54.0,2.0,9.0,57.0,27.0,23.0,13.0,37.0,37.0,31.0,43.0,26.0,89.0,57.0
2020-05-01,31.0,73.0,60.0,60.0,77.0,12.0,60.0,29.0,6.0,7.0,10.0,64.0,1.0,9.0,56.0,25.0,23.0,19.0,41.0,29.0,41.0,39.0,26.0,78.0,50.0
2020-05-02,40.0,71.0,63.0,78.0,68.0,14.0,63.0,28.0,4.0,4.0,11.0,26.0,0.0,8.0,47.0,23.0,20.0,0.0,41.0,13.0,26.0,30.0,21.0,90.0,32.0
2020-05-03,49.0,74.0,59.0,92.0,69.0,17.0,71.0,31.0,5.0,13.0,12.0,29.0,0.0,8.0,48.0,23.0,20.0,5.0,43.0,16.0,29.0,38.0,21.0,86.0,32.0
2020-05-04,42.0,78.0,41.0,67.0,79.0,15.0,63.0,30.0,6.0,4.0,13.0,34.0,0.0,7.0,59.0,21.0,18.0,9.0,43.0,32.0,27.0,46.0,24.0,81.0,45.0
2020-05-05,45.0,76.0,38.0,62.0,76.0,14.0,58.0,29.0,5.0,3.0,12.0,45.0,0.0,10.0,49.0,22.0,18.0,34.0,39.0,32.0,33.0,44.0,23.0,74.0,49.0
2020-05-06,38.0,79.0,34.0,73.0,82.0,15.0,62.0,29.0,5.0,7.0,13.0,71.0,0.0,13.0,57.0,29.0,18.0,27.0,32.0,27.0,20.0,37.0,24.0,86.0,51.0
2020-05-07,45.0,74.0,31.0,58.0,82.0,12.0,63.0,29.0,5.0,11.0,13.0,47.0,0.0,17.0,53.0,28.0,17.0,4.0,33.0,29.0,20.0,32.0,22.0,76.0,50.0
2020-05-08,41.0,69.0,49.0,60.0,90.0,15.0,63.0,28.0,5.0,0.0,6.0,46.0,0.0,10.0,44.0,22.0,17.0,13.0,34.0,24.0,30.0,36.0,22.0,76.0,44.0
2020-05-09,47.0,68.0,60.0,78.0,77.0,13.0,74.0,26.0,5.0,8.0,11.0,34.0,0.0,9.0,48.0,24.0,18.0,10.0,39.0,11.0,41.0,22.0,19.0,77.0,28.0
2020-05-10,36.0,65.0,56.0,65.0,69.0,9.0,64.0,30.0,5.0,0.0,0.0,18.0,0.0,8.0,34.0,23.0,20.0,5.0,42.0,10.0,37.0,35.0,24.0,82.0,30.0
2020-05-11,47.0,76.0,45.0,57.0,85.0,14.0,66.0,30.0,6.0,11.0,20.0,65.0,0.0,10.0,39.0,22.0,17.0,19.0,36.0,30.0,46.0,43.0,23.0,76.0,45.0
2020-05-12,39.0,75.0,52.0,59.0,81.0,13.0,66.0,29.0,4.0,0.0,3.0,22.0,0.0,10.0,52.0,22.0,17.0,14.0,35.0,29.0,36.0,40.0,25.0,84.0,47.0
2020-05-13,44.0,75.0,49.0,68.0,82.0,13.0,65.0,30.0,6.0,7.0,16.0,49.0,0.0,11.0,56.0,22.0,17.0,14.0,42.0,27.0,29.0,38.0,23.0,79.0,49.0
2020-05-14,47.0,76.0,39.0,54.0,81.0,12.0,66.0,28.0,5.0,0.0,10.0,30.0,0.0,11.0,81.0,20.0,16.0,14.0,30.0,30.0,23.0,30.0,21.0,80.0,49.0
2020-05-15,35.0,70.0,53.0,64.0,75.0,8.0,68.0,29.0,4.0,4.0,7.0,43.0,0.0,12.0,36.0,20.0,17.0,24.0,46.0,21.0,29.0,32.0,23.0,85.0,40.0
2020-05-16,38.0,69.0,55.0,75.0,64.0,10.0,71.0,27.0,4.0,4.0,19.0,41.0,0.0,8.0,70.0,22.0,16.0,5.0,59.0,12.0,40.0,23.0,17.0,84.0,25.0
2020-05-17,33.0,68.0,54.0,84.0,68.0,10.0,63.0,27.0,5.0,4.0,4.0,26.0,0.0,10.0,39.0,24.0,16.0,5.0,51.0,11.0,42.0,33.0,22.0,80.0,32.0
2020-05-18,43.0,77.0,42.0,58.0,77.0,12.0,58.0,30.0,4.0,11.0,13.0,43.0,0.0,9.0,35.0,23.0,16.0,9.0,40.0,27.0,42.0,39.0,23.0,81.0,40.0
2020-05-19,39.0,82.0,39.0,62.0,71.0,10.0,59.0,29.0,5.0,7.0,13.0,53.0,0.0,9.0,47.0,22.0,15.0,14.0,36.0,26.0,30.0,35.0,24.0,77.0,42.0
2020-05-20,31.0,78.0,58.0,55.0,68.0,9.0,58.0,28.0,5.0,11.0,3.0,43.0,1.0,9.0,30.0,21.0,14.0,19.0,41.0,26.0,51.0,32.0,23.0,84.0,42.0
2020-05-21,39.0,72.0,54.0,61.0,71.0,9.0,59.0,27.0,5.0,8.0,14.0,49.0,0.0,9.0,55.0,17.0,14.0,14.0,34.0,25.0,34.0,30.0,21.0,80.0,41.0
2020-05-22,37.0,73.0,46.0,57.0,65.0,12.0,62.0,27.0,5.0,4.0,7.0,36.0,0.0,7.0,53.0,17.0,13.0,9.0,36.0,21.0,34.0,26.0,20.0,85.0,33.0
2020-05-23,37.0,70.0,49.0,75.0,56.0,12.0,60.0,26.0,4.0,9.0,8.0,11.0,0.0,7.0,40.0,19.0,13.0,33.0,40.0,10.0,21.0,18.0,19.0,85.0,20.0
2020-05-24,36.0,70.0,38.0,65.0,62.0,11.0,64.0,27.0,4.0,5.0,16.0,34.0,0.0,7.0,46.0,18.0,13.0,0.0,52.0,10.0,20.0,28.0,20.0,76.0,17.0
2020-05-25,34.0,69.0,22.0,70.0,63.0,8.0,66.0,27.0,4.0,4.0,8.0,29.0,0.0,8.0,29.0,19.0,12.0,22.0,41.0,12.0,26.0,28.0,21.0,81.0,14.0
2020-05-26,35.0,78.0,36.0,56.0,65.0,10.0,63.0,28.0,5.0,8.0,0.0,36.0,1.0,9.0,40.0,20.0,13.0,10.0,37.0,25.0,32.0,36.0,20.0,79.0,34.0
2020-05-27,43.0,77.0,40.0,54.0,66.0,10.0,66.0,26.0,4.0,7.0,7.0,28.0,1.0,11.0,36.0,20.0,12.0,14.0,43.0,26.0,37.0,34.0,22.0,78.0,37.0
2020-05-28,40.0,78.0,60.0,57.0,60.0,10.0,60.0,27.0,4.0,4.0,3.0,35.0,1.0,9.0,44.0,19.0,12.0,4.0,34.0,27.0,37.0,28.0,21.0,82.0,36.0
2020-05-29,38.0,70.0,52.0,44.0,58.0,9.0,56.0,25.0,4.0,8.0,17.0,34.0,1.0,9.0,38.0,17.0,11.0,10.0,36.0,26.0,30.0,27.0,20.0,74.0,32.0
2020-05-30,32.0,66.0,52.0,57.0,55.0,9.0,62.0,25.0,4.0,4.0,4.0,24.0,0.0,6.0,44.0,22.0,10.0,5.0,41.0,10.0,34.0,18.0,18.0,77.0,18.0
2020-05-31,38.0,66.0,35.0,56.0,50.0,10.0,55.0,24.0,5.0,4.0,8.0,33.0,0.0,5.0,45.0,21.0,10.0,6.0,42.0,14.0,47.0,25.0,18.0,81.0,18.0
2020-06-01,36.0,72.0,25.0,45.0,57.0,8.0,66.0,24.0,3.0,0.0,3.0,39.0,0.0,7.0,37.0,17.0,10.0,14.0,34.0,20.0,34.0,32.0,19.0,73.0,33.0
2020-06-02,27.0,70.0,52.0,44.0,61.0,9.0,62.0,26.0,3.0,0.0,10.0,28.0,1.0,9.0,44.0,15.0,9.0,14.0,28.0,21.0,21.0,27.0,19.0,70.0,36.0
2020-06-03,26.0,68.0,38.0,39.0,57.0,9.0,61.0,24.0,3.0,4.0,6.0,37.0,0.0,11.0,40.0,15.0,9.0,18.0,31.0,22.0,36.0,26.0,20.0,80.0,34.0
2020-06-04,32.0,72.0,92.0,41.0,59.0,8.0,64.0,24.0,4.0,0.0,10.0,36.0,0.0,8.0,44.0,14.0,9.0,18.0,31.0,22.0,33.0,22.0,18.0,79.0,33.0
2020-06-05,28.0,71.0,42.0,49.0,57.0,8.0,63.0,25.0,3.0,4.0,3.0,37.0,0.0,7.0,44.0,16.0,8.0,9.0,32.0,19.0,27.0,24.0,16.0,74.0,27.0
2020-06-06,30.0,68.0,25.0,50.0,53.0,8.0,61.0,23.0,3.0,4.0,0.0,15.0,0.0,7.0,37.0,14.0,8.0,5.0,35.0,10.0,43.0,15.0,17.0,77.0,14.0
2020-06-07,36.0,71.0,45.0,62.0,60.0,8.0,64.0,23.0,4.0,4.0,4.0,33.0,1.0,9.0,30.0,16.0,8.0,6.0,41.0,9.0,29.0,28.0,22.0,72.0,15.0
2020-06-08,35.0,76.0,38.0,46.0,57.0,8.0,63.0,26.0,4.0,4.0,6.0,31.0,0.0,7.0,45.0,14.0,9.0,9.0,32.0,23.0,42.0,30.0,19.0,68.0,27.0
2020-06-09,37.0,77.0,49.0,36.0,63.0,8.0,66.0,26.0,5.0,0.0,10.0,32.0,0.0,11.0,38.0,14.0,9.0,37.0,32.0,21.0,65.0,27.0,20.0,76.0,28.0
2020-06-10,34.0,73.0,57.0,41.0,60.0,9.0,63.0,29.0,4.0,4.0,0.0,34.0,0.0,7.0,42.0,15.0,8.0,14.0,32.0,23.0,46.0,25.0,18.0,84.0,30.0
2020-06-11,31.0,79.0,38.0,49.0,56.0,7.0,66.0,26.0,4.0,0.0,0.0,28.0,0.0,9.0,51.0,14.0,9.0,34.0,34.0,25.0,43.0,22.0,22.0,73.0,29.0
2020-06-12,42.0,76.0,23.0,42.0,55.0,9.0,61.0,25.0,4.0,12.0,14.0,37.0,0.0,8.0,54.0,14.0,8.0,0.0,33.0,18.0,45.0,21.0,23.0,80.0,24.0
2020-06-13,31.0,65.0,49.0,51.0,52.0,9.0,63.0,26.0,3.0,4.0,0.0,18.0,1.0,9.0,43.0,16.0,8.0,17.0,42.0,8.0,41.0,12.0,19.0,79.0,13.0
2020-06-14,44.0,75.0,49.0,45.0,61.0,9.0,67.0,27.0,5.0,4.0,24.0,28.0,0.0,8.0,35.0,15.0,7.0,6.0,42.0,9.0,54.0,24.0,21.0,79.0,13.0
2020-06-15,43.0,82.0,30.0,36.0,58.0,10.0,67.0,28.0,4.0,8.0,10.0,24.0,0.0,12.0,30.0,16.0,7.0,15.0,32.0,35.0,43.0,29.0,19.0,73.0,25.0
2020-06-16,40.0,81.0,54.0,38.0,58.0,9.0,67.0,27.0,4.0,15.0,3.0,57.0,0.0,9.0,40.0,17.0,7.0,24.0,41.0,24.0,34.0,27.0,17.0,81.0,25.0
2020-06-17,49.0,80.0,28.0,45.0,58.0,10.0,60.0,29.0,4.0,4.0,7.0,40.0,1.0,8.0,49.0,15.0,8.0,15.0,37.0,19.0,39.0,21.0,23.0,81.0,26.0
2020-06-18,33.0,83.0,39.0,36.0,59.0,11.0,64.0,31.0,6.0,4.0,7.0,35.0,2.0,10.0,41.0,15.0,8.0,20.0,33.0,25.0,27.0,22.0,24.0,81.0,24.0
2020-06-19,39.0,77.0,40.0,39.0,59.0,11.0,58.0,29.0,4.0,8.0,7.0,33.0,5.0,9.0,50.0,14.0,8.0,21.0,33.0,17.0,43.0,21.0,22.0,88.0,18.0
2020-06-20,36.0,73.0,55.0,44.0,54.0,12.0,56.0,30.0,5.0,9.0,4.0,25.0,2.0,8.0,36.0,16.0,7.0,12.0,40.0,9.0,51.0,10.0,19.0,83.0,12.0
2020-06-21,41.0,76.0,53.0,39.0,59.0,12.0,64.0,30.0,4.0,9.0,4.0,47.0,1.0,8.0,41.0,15.0,7.0,0.0,43.0,7.0,57.0,23.0,22.0,81.0,11.0
2020-06-22,43.0,88.0,28.0,36.0,61.0,13.0,65.0,32.0,5.0,12.0,21.0,48.0,1.0,9.0,38.0,17.0,7.0,25.0,40.0,20.0,41.0,30.0,21.0,79.0,22.0
2020-06-23,44.0,85.0,48.0,31.0,61.0,13.0,62.0,33.0,5.0,0.0,14.0,35.0,1.0,8.0,44.0,16.0,8.0,20.0,32.0,23.0,30.0,25.0,20.0,83.0,24.0
2020-06-24,30.0,83.0,31.0,36.0,58.0,10.0,62.0,32.0,5.0,8.0,7.0,34.0,3.0,12.0,26.0,16.0,17.0,15.0,36.0,21.0,32.0,23.0,24.0,84.0,24.0
2020-06-25,35.0,82.0,51.0,32.0,60.0,12.0,67.0,34.0,6.0,16.0,14.0,29.0,6.0,13.0,46.0,16.0,17.0,15.0,35.0,23.0,42.0,19.0,20.0,84.0,24.0
2020-06-26,36.0,79.0,39.0,40.0,59.0,15.0,59.0,35.0,4.0,8.0,15.0,22.0,5.0,62.0,41.0,16.0,14.0,21.0,32.0,20.0,33.0,16.0,18.0,81.0,19.0
2020-06-27,31.0,76.0,33.0,46.0,54.0,13.0,69.0,34.0,5.0,9.0,24.0,31.0,5.0,38.0,37.0,16.0,11.0,23.0,41.0,9.0,39.0,12.0,19.0,80.0,12.0
2020-06-28,33.0,83.0,35.0,42.0,64.0,13.0,61.0,35.0,4.0,4.0,12.0,21.0,4.0,19.0,40.0,17.0,11.0,0.0,41.0,10.0,42.0,25.0,21.0,77.0,12.0
2020-06-29,34.0,85.0,40.0,41.0,59.0,14.0,61.0,34.0,5.0,12.0,36.0,43.0,3.0,18.0,39.0,16.0,12.0,41.0,33.0,23.0,43.0,28.0,22.0,81.0,21.0
2020-06-30,28.0,82.0,32.0,32.0,60.0,15.0,63.0,34.0,8.0,12.0,22.0,33.0,3.0,17.0,36.0,17.0,15.0,5.0,33.0,21.0,49.0,27.0,21.0,77.0,22.0
2020-07-01,30.0,82.0,37.0,35.0,58.0,10.0,61.0,37.0,8.0,16.0,29.0,32.0,7.0,16.0,43.0,17.0,15.0,31.0,38.0,22.0,37.0,24.0,20.0,81.0,21.0
2020-07-02,32.0,77.0,35.0,39.0,57.0,12.0,57.0,34.0,6.0,16.0,14.0,38.0,7.0,17.0,43.0,16.0,13.0,31.0,34.0,21.0,36.0,17.0,19.0,77.0,18.0
2020-07-03,31.0,76.0,31.0,38.0,50.0,14.0,59.0,33.0,5.0,17.0,0.0,21.0,9.0,10.0,27.0,16.0,15.0,5.0,40.0,11.0,43.0,15.0,21.0,83.0,11.0
2020-07-04,28.0,81.0,42.0,47.0,55.0,12.0,61.0,36.0,4.0,5.0,9.0,26.0,6.0,9.0,33.0,14.0,13.0,6.0,43.0,10.0,40.0,11.0,20.0,96.0,9.0
2020-07-05,34.0,87.0,49.0,42.0,57.0,10.0,66.0,34.0,4.0,5.0,22.0,33.0,3.0,12.0,20.0,13.0,12.0,6.0,48.0,9.0,46.0,22.0,20.0,94.0,11.0
2020-07-06,42.0,84.0,48.0,35.0,59.0,11.0,64.0,34.0,4.0,8.0,11.0,40.0,5.0,10.0,50.0,16.0,13.0,15.0,36.0,18.0,37.0,29.0,22.0,79.0,20.0
2020-07-07,39.0,83.0,26.0,36.0,62.0,14.0,66.0,38.0,6.0,28.0,18.0,54.0,8.0,11.0,46.0,16.0,14.0,5.0,32.0,24.0,33.0,20.0,23.0,73.0,23.0
2020-07-08,37.0,88.0,38.0,37.0,59.0,13.0,64.0,38.0,6.0,0.0,25.0,38.0,8.0,19.0,35.0,19.0,15.0,31.0,33.0,26.0,35.0,22.0,21.0,78.0,25.0
2020-07-09,33.0,80.0,49.0,34.0,60.0,14.0,55.0,36.0,5.0,0.0,14.0,44.0,8.0,15.0,36.0,17.0,13.0,15.0,33.0,22.0,36.0,19.0,21.0,80.0,23.0
2020-07-10,40.0,79.0,24.0,39.0,59.0,13.0,59.0,36.0,5.0,0.0,11.0,37.0,9.0,12.0,37.0,18.0,11.0,5.0,33.0,19.0,55.0,18.0,21.0,76.0,19.0
2020-07-11,33.0,77.0,46.0,42.0,53.0,12.0,64.0,34.0,5.0,9.0,20.0,31.0,7.0,10.0,31.0,17.0,11.0,0.0,41.0,12.0,43.0,14.0,19.0,80.0,12.0
2020-07-12,34.0,77.0,60.0,46.0,60.0,13.0,65.0,36.0,5.0,14.0,16.0,28.0,10.0,7.0,33.0,18.0,11.0,18.0,41.0,10.0,66.0,24.0,18.0,79.0,12.0
2020-07-13,41.0,88.0,38.0,28.0,59.0,16.0,58.0,36.0,4.0,8.0,11.0,41.0,7.0,13.0,43.0,18.0,14.0,36.0,35.0,20.0,51.0,25.0,21.0,75.0,22.0
2020-07-14,31.0,83.0,31.0,29.0,55.0,12.0,58.0,34.0,5.0,8.0,4.0,41.0,5.0,15.0,36.0,18.0,16.0,20.0,35.0,22.0,30.0,22.0,22.0,81.0,24.0
2020-07-15,26.0,79.0,38.0,30.0,58.0,13.0,58.0,35.0,5.0,8.0,29.0,49.0,10.0,12.0,58.0,18.0,15.0,15.0,41.0,21.0,42.0,22.0,23.0,80.0,24.0
2020-07-16,33.0,80.0,44.0,32.0,63.0,13.0,59.0,36.0,5.0,16.0,14.0,44.0,23.0,10.0,39.0,18.0,12.0,26.0,37.0,21.0,49.0,20.0,20.0,77.0,24.0
2020-07-17,29.0,75.0,27.0,32.0,56.0,12.0,61.0,35.0,4.0,8.0,8.0,40.0,21.0,11.0,51.0,18.0,12.0,22.0,39.0,18.0,61.0,20.0,19.0,81.0,20.0
2020-07-18,34.0,77.0,21.0,43.0,57.0,12.0,60.0,34.0,5.0,0.0,21.0,13.0,14.0,8.0,34.0,18.0,11.0,0.0,38.0,11.0,63.0,13.0,24.0,91.0,12.0
2020-07-19,34.0,77.0,50.0,45.0,59.0,12.0,61.0,34.0,4.0,0.0,4.0,22.0,9.0,8.0,38.0,19.0,11.0,0.0,41.0,10.0,70.0,23.0,19.0,86.0,12.0
2020-07-20,33.0,87.0,45.0,39.0,60.0,13.0,59.0,36.0,4.0,8.0,11.0,51.0,18.0,12.0,54.0,19.0,12.0,32.0,33.0,22.0,50.0,31.0,23.0,85.0,22.0
2020-07-21,43.0,84.0,26.0,32.0,63.0,15.0,62.0,33.0,5.0,0.0,15.0,36.0,9.0,10.0,36.0,19.0,15.0,26.0,30.0,20.0,45.0,25.0,22.0,80.0,24.0
2020-07-22,39.0,82.0,39.0,34.0,68.0,12.0,62.0,34.0,4.0,4.0,15.0,45.0,23.0,12.0,41.0,21.0,16.0,16.0,35.0,23.0,56.0,22.0,24.0,82.0,25.0
2020-07-23,37.0,81.0,29.0,35.0,69.0,15.0,53.0,34.0,4.0,8.0,11.0,25.0,23.0,11.0,51.0,21.0,13.0,10.0,33.0,21.0,58.0,23.0,21.0,78.0,23.0
2020-07-24,32.0,82.0,54.0,35.0,64.0,13.0,61.0,31.0,4.0,8.0,11.0,37.0,13.0,11.0,39.0,18.0,13.0,11.0,37.0,19.0,50.0,21.0,22.0,81.0,18.0
2020-07-25,45.0,73.0,45.0,41.0,55.0,13.0,58.0,33.0,4.0,5.0,0.0,26.0,8.0,13.0,39.0,19.0,12.0,6.0,42.0,7.0,50.0,15.0,24.0,86.0,12.0
2020-07-26,24.0,77.0,24.0,41.0,58.0,12.0,65.0,32.0,4.0,5.0,13.0,29.0,11.0,11.0,43.0,18.0,12.0,0.0,43.0,9.0,54.0,23.0,22.0,83.0,12.0
2020-07-27,37.0,82.0,26.0,39.0,64.0,11.0,59.0,31.0,4.0,4.0,7.0,31.0,9.0,10.0,28.0,21.0,14.0,37.0,35.0,19.0,55.0,29.0,19.0,85.0,22.0
2020-07-28,43.0,86.0,30.0,31.0,62.0,12.0,61.0,31.0,4.0,0.0,7.0,36.0,9.0,10.0,52.0,18.0,16.0,26.0,32.0,22.0,39.0,24.0,18.0,81.0,24.0
2020-07-29,50.0,81.0,48.0,27.0,64.0,12.0,56.0,35.0,4.0,0.0,7.0,34.0,9.0,11.0,43.0,18.0,14.0,21.0,34.0,22.0,46.0,21.0,19.0,86.0,25.0
2020-07-30,38.0,78.0,49.0,35.0,63.0,12.0,56.0,31.0,4.0,8.0,11.0,41.0,13.0,10.0,59.0,17.0,12.0,21.0,31.0,21.0,42.0,20.0,22.0,76.0,24.0
2020-07-31,32.0,78.0,46.0,31.0,59.0,12.0,59.0,30.0,4.0,8.0,11.0,26.0,15.0,11.0,51.0,16.0,12.0,22.0,35.0,18.0,53.0,21.0,23.0,75.0,20.0
