,Date,MRNA_Open,MRNA_Close,MRNA_Difference,MRNA_Volume,JNJ_Open,JNJ_Close,JNJ_Difference,JNJ_Volume,BTNX_Open,BTNX_Close,BTNX_Difference,BTNX_Volume,DJIA_Open,DJIA_Close,DJIA_Difference,DJIA_Volume,PFE_Open,PFE_Close,PFE_Difference,PFE_Volume,Total Doses Administered,Daily Increase,Current Hospitalized COVID-19 Patients,Number of Flights
112,2020-05-13,63.8,65.18,-1.38,22126000,146.08,147.13,-1.05,6970500,50.5,48.49,2.01,1468800,"23,702.16","23,247.97",454.19,"469,950,000",35.4,35.15,0.25,24596882,0.0,0.0,0.0,94702.0
113,2020-05-14,64.79,64.56,0.23,12198200,145.39,147.64,-2.25,6871400,48.56,48.66,-0.1,1099100,"23,049.06","23,625.34",-576.28,"472,700,000",34.91,35.98,-1.06,22362507,0.0,0.0,0.0,94368.0
114,2020-05-15,63.79,66.69,-2.9,16341900,147.87,150.44,-2.57,10340400,48.51,49.49,-0.98,793800,"23,454.83","23,685.42",-230.59,"491,510,000",36.02,35.83,0.19,25460002,0.0,0.0,0.0,94840.0
115,2020-05-18,86.14,80.0,6.14,80813300,152.49,150.52,1.97,7388400,54.74,60.17,-5.43,5013900,"24,059.98","24,597.37",-537.39,"484,190,000",36.38,36.12,0.26,22635177,0.0,0.0,0.0,89296.0
116,2020-05-19,78.07,71.67,6.4,64932300,150.1,149.02,1.08,6107300,57.0,50.59,6.41,3612100,"24,577.48","24,206.86",370.62,"374,100,000",35.91,35.75,0.16,19476234,0.0,0.0,0.0,98601.0
117,2020-05-20,70.01,73.47,-3.46,53655300,149.75,147.68,2.07,5713400,53.21,53.04,0.17,1979300,"24,455.94","24,575.90",-119.96,"366,510,000",36.01,35.7,0.3,17504200,0.0,0.0,0.0,110349.0
118,2020-05-21,73.05,67.05,6.0,35318000,148.5,146.71,1.79,6487300,54.1,51.9,2.2,1094300,"24,564.27","24,474.12",90.15,"346,770,000",35.65,35.35,0.29,17652181,0.0,0.0,0.0,121065.0
119,2020-05-22,69.93,69.0,0.93,28912700,144.57,144.37,0.2,6140900,52.15,51.03,1.12,941600,"24,461.98","24,465.16",-3.18,"255,660,000",35.21,35.58,-0.37,15781226,0.0,0.0,0.0,107821.0
120,2020-05-26,66.4,57.71,8.69,40332600,146.19,144.56,1.63,7072300,52.4,50.88,1.52,1511100,"24,781.84","24,995.11",-213.27,"424,380,000",35.72,35.57,0.15,23260094,0.0,0.0,0.0,99868.0
121,2020-05-27,51.2,52.18,-0.98,59514700,144.32,144.89,-0.57,7950000,49.53,47.59,1.94,1810200,"25,298.63","25,548.27",-249.64,"411,230,000",35.49,35.49,0.0,25904158,0.0,0.0,0.0,111860.0
122,2020-05-28,53.5,55.54,-2.04,32258900,146.02,146.97,-0.95,6189600,48.34,46.87,1.47,1107900,"25,697.36","25,400.64",296.72,"377,800,000",35.9,36.22,-0.32,22521767,0.0,0.0,0.0,107189.0
123,2020-05-29,57.45,61.5,-4.05,38070400,147.96,148.75,-0.79,8504000,48.19,49.53,-1.34,760600,"25,324.15","25,383.11",-58.96,"527,620,000",36.31,36.23,0.08,48333067,0.0,0.0,0.0,112233.0
124,2020-06-01,62.76,62.18,0.58,21257500,147.29,147.19,0.1,6141800,50.0,52.3,-2.3,1275800,"25,342.99","25,475.02",-132.03,"338,310,000",33.68,33.64,0.04,76884979,0.0,0.0,0.0,117797.0
125,2020-06-02,58.7,59.87,-1.17,21701100,147.06,148.25,-1.19,6078300,51.98,52.38,-0.4,688500,"25,582.52","25,742.65",-160.13,"352,610,000",33.71,34.31,-0.6,42690900,0.0,0.0,0.0,118835.0
126,2020-06-03,57.51,59.89,-2.38,20811500,148.52,148.65,-0.13,6339500,51.85,51.16,0.69,1379900,"25,906.88","26,269.89",-363.01,"398,790,000",34.43,34.31,0.12,38751996,0.0,0.0,0.0,116320.0
127,2020-06-04,61.61,60.59,1.02,13504000,146.8,146.73,0.07,8170500,50.45,50.0,0.45,623300,"26,226.49","26,281.82",-55.33,"372,190,000",33.88,34.17,-0.28,27013388,0.0,0.0,0.0,112990.0
128,2020-06-05,58.49,58.19,0.3,14677900,147.69,147.3,0.39,9725400,49.8,49.18,0.62,768700,"26,836.80","27,110.98",-274.18,"542,310,000",34.38,34.15,0.24,36705655,0.0,0.0,0.0,111025.0
129,2020-06-08,58.3,59.1,-0.8,11249300,145.88,146.77,-0.89,7555600,49.22,48.78,0.44,1142400,"27,232.93","27,572.44",-339.51,"430,200,000",33.97,34.72,-0.75,30194149,0.0,0.0,0.0,106809.0
130,2020-06-09,58.55,58.23,0.32,7600200,148.25,145.96,2.29,8247200,47.8,47.79,0.01,970100,"27,447.37","27,272.30",175.07,"381,430,000",34.63,34.35,0.28,21675088,0.0,0.0,0.0,109757.0
131,2020-06-10,58.8,60.07,-1.27,11074400,146.6,147.8,-1.2,10137100,47.8,47.41,0.39,913100,"27,251.89","26,989.99",261.9,"448,930,000",34.5,34.08,0.42,29557217,0.0,0.0,0.0,115051.0
132,2020-06-11,62.95,60.2,2.75,32085200,148.58,140.87,7.71,11913300,49.0,48.6,0.4,1324800,"26,282.51","25,128.17","1,154.34","647,780,000",33.78,31.59,2.18,63166642,0.0,0.0,0.0,123965.0
133,2020-06-12,62.36,62.0,0.35,14742900,142.84,142.15,0.69,8687400,49.37,48.58,0.79,858800,"25,659.42","25,605.54",53.88,"514,440,000",32.33,32.02,0.31,37902472,0.0,0.0,0.0,135545.0
134,2020-06-15,65.9,66.57,-0.67,19339300,141.0,141.25,-0.25,8649600,48.72,50.85,-2.13,1087500,"25,270.39","25,763.16",-492.77,"461,230,000",31.59,31.65,-0.06,36247482,0.0,0.0,0.0,118914.0
135,2020-06-16,66.31,64.34,1.97,16537800,144.09,144.46,-0.37,7579100,51.0,49.9,1.1,901100,"26,326.68","26,289.98",36.7,"489,500,000",31.87,31.69,0.18,55616945,0.0,0.0,0.0,122942.0
136,2020-06-17,63.6,63.31,0.29,13616000,144.9,144.02,0.88,5100100,49.75,50.85,-1.1,723000,"26,330.52","26,119.61",210.91,"328,830,000",31.87,31.84,0.03,27509822,0.0,0.0,0.0,128775.0
137,2020-06-18,63.03,64.95,-1.92,10914400,142.52,143.41,-0.89,4797400,49.86,50.94,-1.08,691500,"26,016.45","26,080.10",-63.65,"328,390,000",31.57,31.54,0.03,32278855,0.0,0.0,0.0,128959.0
138,2020-06-19,64.99,66.35,-1.36,16076700,145.79,143.83,1.96,12206900,50.9,51.36,-0.46,735800,"26,213.10","25,871.46",341.64,"669,390,000",31.96,31.71,0.26,43986266,0.0,0.0,0.0,128228.0
139,2020-06-22,65.92,64.75,1.17,13586400,143.47,143.39,0.08,5285600,51.95,57.45,-5.5,2678200,"25,865.08","26,024.96",-159.88,"351,780,000",31.62,31.41,0.21,23332503,0.0,0.0,0.0,121175.0
140,2020-06-23,64.1,62.94,1.16,12361300,143.74,142.86,0.88,5921600,55.62,52.75,2.87,2142200,"26,159.39","26,156.10",3.29,"389,980,000",31.5,31.09,0.41,37690408,0.0,0.0,0.0,128606.0
141,2020-06-24,63.23,64.84,-1.61,14377100,141.49,139.82,1.67,8211200,53.0,54.73,-1.73,1344500,"25,992.96","25,445.94",547.02,"450,120,000",31.03,30.54,0.49,30817695,0.0,0.0,0.0,138845.0
142,2020-06-25,67.0,62.0,5.0,26905700,140.57,139.67,0.9,7421200,54.51,59.71,-5.2,2406400,"25,365.22","25,745.60",-380.38,"384,560,000",30.46,30.66,-0.2,27418651,0.0,0.0,0.0,139183.0
143,2020-06-26,60.71,61.28,-0.57,13866300,139.53,137.81,1.72,12849700,56.63,62.13,-5.5,2830700,"25,641.69","25,015.55",626.14,"640,860,000",30.6,30.4,0.2,42153992,0.0,0.0,0.0,135951.0
144,2020-06-29,61.82,62.08,-0.26,8074200,138.74,139.04,-0.3,5309800,65.68,65.8,-0.12,4011400,"25,152.45","25,595.80",-443.35,"378,070,000",30.8,30.97,-0.17,23956261,0.0,0.0,0.0,116337.0
145,2020-06-30,62.18,64.21,-2.03,11955200,139.4,140.63,-1.23,7738300,66.16,66.74,-0.58,1979100,"25,512.43","25,812.88",-300.45,"410,780,000",30.86,31.02,-0.16,25451676,0.0,0.0,0.0,125957.0
146,2020-07-01,63.0,61.59,1.41,17916500,140.69,140.38,0.31,6174800,77.7,64.14,13.56,9879300,"25,879.38","25,734.97",144.41,"373,180,000",32.77,32.01,0.76,73503009,0.0,0.0,0.0,133384.0
147,2020-07-02,60.0,58.57,1.43,26544400,141.25,140.97,0.28,5152200,68.25,63.27,4.98,3926500,"25,936.45","25,827.36",109.09,"349,130,000",32.85,32.74,0.1,45270881,0.0,0.0,0.0,142950.0
148,2020-07-06,58.55,59.15,-0.6,9977300,142.17,142.98,-0.81,6156400,65.59,65.51,0.08,1649400,"25,996.08","26,287.03",-290.95,"340,690,000",33.16,32.74,0.42,27150935,0.0,0.0,0.0,127813.0
149,2020-07-07,58.8,61.09,-2.29,8904300,141.39,142.85,-1.46,5622600,64.0,69.34,-5.34,2264400,"26,172.01","25,890.18",281.83,"346,820,000",32.31,32.29,0.02,25148018,0.0,0.0,0.0,136786.0
150,2020-07-08,60.79,61.58,-0.79,7590900,142.87,143.27,-0.4,6257400,67.21,67.56,-0.35,1449600,"25,950.06","26,067.28",-117.22,"337,300,000",32.27,32.02,0.25,24256545,0.0,0.0,0.0,139012.0
151,2020-07-09,62.09,64.96,-2.87,20646100,142.76,142.49,0.27,5738600,66.61,65.61,1.0,1186700,"26,094.92","25,706.09",388.83,"387,610,000",32.0,31.75,0.26,20363702,0.0,0.0,0.0,147323.0
152,2020-07-10,64.65,62.61,2.04,7407500,142.75,142.37,0.38,4282400,67.0,70.36,-3.36,2874300,"25,690.35","26,075.30",-384.95,"338,170,000",31.94,32.1,-0.16,24459019,0.0,0.0,0.0,146182.0
153,2020-07-13,63.89,71.78,-7.89,56617300,143.61,145.21,-1.6,6951900,78.47,77.78,0.69,8529600,"26,225.07","26,085.80",139.27,"425,320,000",32.95,33.41,-0.46,56569129,0.0,0.0,0.0,147301.0
154,2020-07-14,74.0,75.04,-1.04,38708800,145.32,147.92,-2.6,7447100,82.57,83.88,-1.31,4748700,"26,044.17","26,642.59",-598.42,"401,640,000",33.56,33.43,0.13,32854129,0.0,0.0,0.0,147427.0
155,2020-07-15,87.52,80.22,7.3,90756100,149.73,148.26,1.47,8512800,86.08,78.0,8.08,3908700,"27,009.81","26,870.10",139.71,"384,900,000",34.15,33.89,0.26,26294454,0.0,0.0,0.0,149426.0
156,2020-07-16,80.16,81.81,-1.65,27277400,148.68,149.25,-0.57,9304700,80.5,75.87,4.63,2847900,"26,746.57","26,734.71",11.86,"287,330,000",33.78,33.78,0.0,18421812,0.0,0.0,0.0,148395.0
157,2020-07-17,83.35,94.85,-11.5,103509200,150.0,149.35,0.65,7441100,76.54,85.25,-8.71,5053500,"26,774.62","26,671.95",102.67,"296,460,000",34.02,34.39,-0.37,23347365,0.0,0.0,0.0,155093.0
158,2020-07-20,87.86,82.68,5.18,78391300,150.23,149.6,0.63,6191500,91.75,88.2,3.55,7790800,"26,660.29","26,680.87",-20.58,"309,390,000",35.57,34.63,0.94,36815693,0.0,0.0,0.0,145643.0
159,2020-07-21,80.91,80.86,0.05,26157900,149.6,149.74,-0.14,5575900,92.0,91.6,0.4,6025500,"26,833.14","26,840.40",-7.26,"364,930,000",35.05,34.81,0.24,23588520,0.0,0.0,0.0,146312.0
160,2020-07-22,79.61,83.22,-3.61,27274000,149.93,150.01,-0.08,5910200,99.19,104.17,-4.98,13817800,"26,824.56","27,005.84",-181.28,"404,340,000",36.27,36.58,-0.31,90705554,0.0,0.0,0.0,146449.0
161,2020-07-23,82.05,75.33,6.72,29288100,150.21,149.61,0.6,6566300,97.51,88.51,9.0,15899700,"26,955.97","26,652.33",303.64,"419,800,000",37.22,36.44,0.78,59639536,0.0,0.0,0.0,149118.0
162,2020-07-24,69.05,73.21,-4.16,27797500,150.5,148.12,2.38,5405900,86.3,84.17,2.13,7109700,"26,533.41","26,469.89",63.52,"494,170,000",36.08,35.73,0.35,33870501,0.0,0.0,0.0,151744.0
163,2020-07-27,80.63,79.91,0.72,44710700,147.37,147.18,0.19,5675200,87.44,86.53,0.91,5129200,"26,447.67","26,584.77",-137.1,"400,930,000",35.45,35.62,-0.17,27640307,0.0,0.0,0.0,137884.0
164,2020-07-28,81.0,81.49,-0.49,32946900,147.4,146.83,0.57,4842200,89.0,85.38,3.62,5108600,"26,529.45","26,379.28",150.17,"361,090,000",36.57,37.02,-0.46,56393954,0.0,0.0,0.0,140805.0
165,2020-07-29,81.98,79.51,2.47,24453900,146.39,146.54,-0.15,4489100,85.54,82.5,3.04,3846300,"26,388.44","26,539.57",-151.13,"347,580,000",37.29,37.25,0.04,37033660,0.0,0.0,0.0,135541.0
166,2020-07-30,78.0,77.63,0.37,13102000,147.44,146.84,0.6,5922500,79.05,84.16,-5.11,3302800,"26,367.42","26,313.65",53.77,"351,540,000",36.32,36.76,-0.44,32273796,0.0,0.0,0.0,152409.0
167,2020-07-31,78.2,74.1,4.1,14210400,146.66,145.76,0.9,8259600,86.0,82.11,3.89,2640500,"26,409.33","26,428.32",-18.99,"488,050,000",36.32,36.51,-0.19,28472124,0.0,0.0,0.0,160034.0
168,2020-08-03,74.98,77.98,-3.0,13382300,146.39,147.35,-0.96,4078700,82.99,85.47,-2.48,2431700,"26,542.32","26,664.40",-122.08,"439,380,000",36.63,36.39,0.25,31036400,0.0,0.0,42711.0,136365.0
169,2020-08-04,78.19,78.46,-0.27,10126500,146.99,147.22,-0.23,4162200,84.44,83.17,1.27,2410300,"26,664.61","26,828.47",-163.86,"346,350,000",36.35,36.42,-0.08,29448549,0.0,0.0,42954.25,142681.0
170,2020-08-05,77.49,75.8,1.69,19831900,149.1,148.4,0.7,5467500,82.82,81.3,1.52,4084400,"26,924.78","27,201.52",-276.74,"366,000,000",36.5,36.48,0.02,24292697,0.0,0.0,43063.0,159116.0
171,2020-08-06,75.79,73.76,2.03,11691500,148.4,147.55,0.85,4837900,79.29,77.08,2.21,3175200,"27,170.82","27,386.98",-216.16,"322,460,000",36.78,36.31,0.47,20922111,0.0,0.0,43005.17,163789.0
172,2020-08-07,74.38,74.1,0.28,8771400,147.51,148.6,-1.09,3635100,77.09,77.0,0.09,3038200,"27,321.68","27,433.48",-111.8,"321,170,000",36.34,36.48,-0.14,23097251,0.0,0.0,42838.43,163664.0
173,2020-08-10,74.27,72.01,2.26,8678300,148.86,148.03,0.83,4096600,77.0,73.95,3.05,2830600,"27,488.21","27,791.44",-303.23,"360,340,000",36.57,36.42,0.15,19964552,0.0,0.0,41444.57,148852.0
174,2020-08-11,69.52,68.97,0.55,18118700,149.14,146.97,2.17,6388400,69.0,68.45,0.55,4032200,"27,961.64","27,686.91",274.73,"428,220,000",36.58,35.85,0.73,21326847,0.0,0.0,40952.14,153882.0
175,2020-08-12,75.67,69.52,6.15,50362100,147.54,149.66,-2.12,5257300,70.89,69.11,1.78,3252000,"27,860.24","27,976.84",-116.6,"340,210,000",35.89,36.37,-0.47,19957595,0.0,0.0,40529.43,158289.0
176,2020-08-13,69.09,67.83,1.26,15055900,148.54,148.0,0.54,5155500,68.25,71.0,-2.75,2390900,"27,922.51","27,896.72",25.79,"360,160,000",36.12,36.21,-0.09,15340021,0.0,0.0,40081.14,158569.0
177,2020-08-14,68.06,69.15,-1.09,12799600,147.61,148.24,-0.63,4240200,70.93,68.64,2.29,1862400,"27,828.93","27,931.02",-102.09,"275,540,000",36.06,36.11,-0.05,12901276,0.0,0.0,39595.29,159621.0
178,2020-08-17,69.14,69.76,-0.62,8749100,148.32,148.99,-0.67,4306900,69.09,70.26,-1.17,1948000,"27,970.05","27,844.91",125.14,"286,860,000",36.09,36.39,-0.29,17494187,0.0,0.0,38416.86,147485.0
179,2020-08-18,68.28,67.03,1.25,11329200,149.26,150.09,-0.83,4322600,69.69,67.88,1.81,1905100,"27,853.48","27,778.07",75.41,"276,170,000",36.48,36.39,0.09,10846398,0.0,0.0,38041.57,154941.0
180,2020-08-19,66.74,68.0,-1.26,8558800,149.58,150.39,-0.81,7816300,67.42,65.6,1.82,2326600,"27,811.26","27,692.88",118.38,"311,460,000",36.51,36.3,0.21,15690055,0.0,0.0,37522.29,160289.0
181,2020-08-20,67.79,67.81,-0.02,6346700,149.75,151.42,-1.67,4874700,66.08,66.27,-0.19,2932600,"27,622.68","27,739.73",-117.05,"304,550,000",36.22,36.74,-0.51,21957455,0.0,0.0,37046.29,167110.0
182,2020-08-21,67.5,66.45,1.05,6935600,151.78,152.76,-0.98,6722800,71.77,73.02,-1.25,6290400,"27,758.13","27,930.33",-172.2,"372,720,000",36.92,36.89,0.03,25467170,0.0,0.0,36407.57,159724.0
183,2020-08-24,67.15,64.88,2.27,13143200,152.74,152.15,0.59,5387900,76.99,70.85,6.14,3393900,"28,077.58","28,308.46",-230.88,"383,880,000",37.02,36.85,0.17,25011947,0.0,0.0,34770.14,144217.0
184,2020-08-25,64.32,66.25,-1.93,7798500,152.78,152.06,0.72,3863500,70.07,70.49,-0.42,1576200,"28,347.42","28,248.44",98.98,"338,420,000",36.54,36.44,0.09,26221201,0.0,0.0,34178.86,148116.0
185,2020-08-26,67.62,70.5,-2.88,28768100,151.86,152.3,-0.44,8008300,70.0,67.9,2.1,1711400,"28,257.88","28,331.92",-74.04,"327,070,000",36.23,36.1,0.13,24083689,0.0,0.0,33546.29,152846.0
186,2020-08-27,69.98,68.03,1.95,9262600,152.42,152.98,-0.56,5575400,68.2,65.59,2.61,1980500,"28,384.07","28,492.27",-108.2,"404,340,000",36.02,35.92,0.09,22156556,0.0,0.0,32992.57,159110.0
187,2020-08-28,68.04,67.49,0.55,6368200,152.74,153.64,-0.9,5395700,65.04,64.0,1.04,1760000,"28,601.29","28,653.87",-52.58,"369,740,000",35.93,35.97,-0.04,32830519,0.0,0.0,32538.14,155275.0
188,2020-08-31,67.14,64.89,2.25,15271800,153.0,153.41,-0.41,6362700,62.82,61.25,1.57,2217200,"28,643.66","28,430.05",213.61,"517,320,000",35.9,35.85,0.05,30032465,0.0,0.0,31281.0,145561.0
189,2020-09-01,63.54,63.32,0.22,8183600,153.87,151.52,2.35,6307700,58.71,57.81,0.9,3569600,"28,439.61","28,645.66",-206.05,"423,410,000",35.85,34.99,0.86,36145560,0.0,0.0,30797.0,146148.0
190,2020-09-02,62.84,64.72,-1.88,9874600,150.79,153.83,-3.04,6881900,56.01,61.99,-5.98,3892800,"28,736.79","29,100.50",-363.71,"539,510,000",34.89,35.29,-0.41,29068688,0.0,0.0,30404.71,152636.0
191,2020-09-03,65.65,64.84,0.81,14307300,154.83,149.55,5.28,8672800,63.45,59.28,4.17,2586000,"29,090.70","28,292.73",797.97,"650,080,000",35.46,34.54,0.92,35956788,0.0,0.0,29936.86,162095.0
192,2020-09-04,64.99,62.6,2.39,11653300,150.17,148.59,1.58,7200100,59.28,58.57,0.71,1985500,"28,341.05","28,133.31",207.74,"694,640,000",34.62,34.5,0.12,26872257,0.0,0.0,29624.86,173559.0
193,2020-09-08,57.75,54.34,3.41,17706200,150.25,147.26,2.99,8756800,60.16,59.83,0.33,2887800,"27,925.23","27,500.89",424.34,"580,860,000",34.66,34.09,0.57,26736818,0.0,0.0,28082.86,143196.0
194,2020-09-09,56.03,56.9,-0.87,9355400,148.15,149.7,-1.55,6960700,63.0,62.32,0.68,3406900,"27,711.71","27,940.47",-228.76,"460,590,000",34.43,34.33,0.1,27490533,0.0,0.0,27775.0,146196.0
195,2020-09-10,57.04,57.56,-0.52,7985300,149.25,146.91,2.34,6191800,62.0,61.2,0.8,1751800,"28,022.51","27,534.58",487.93,"442,850,000",34.35,33.82,0.52,21650741,0.0,0.0,27461.71,153377.0
196,2020-09-11,58.49,59.34,-0.85,4821900,147.05,147.78,-0.73,3934700,61.45,65.13,-3.68,2515200,"27,613.86","27,665.64",-51.78,"435,330,000",33.91,34.22,-0.31,24109301,0.0,0.0,27129.29,162215.0
197,2020-09-14,60.15,63.67,-3.52,8930800,148.12,148.35,-0.23,4375800,67.5,67.48,0.02,3373600,"27,718.74","27,993.33",-274.59,"380,750,000",34.5,35.11,-0.62,29565543,0.0,0.0,26393.86,148274.0
198,2020-09-15,65.03,66.88,-1.85,9101200,149.45,148.89,0.56,3658800,70.0,66.92,3.08,3168300,"28,139.76","27,995.60",144.16,"414,520,000",35.28,35.07,0.22,22003726,0.0,0.0,26073.29,157722.0
199,2020-09-16,67.64,68.84,-1.2,11345200,149.39,148.4,0.99,4323000,65.51,66.04,-0.53,2231500,"28,031.69","28,032.38",-0.69,"416,650,000",35.37,34.9,0.47,22208412,0.0,0.0,25740.71,156758.0
200,2020-09-17,68.5,67.89,0.61,13275200,148.04,147.17,0.87,5461400,66.82,66.78,0.04,2860000,"27,834.18","27,901.98",-67.8,"437,230,000",34.9,34.93,-0.04,17894390,0.0,0.0,25454.86,155895.0
201,2020-09-18,68.28,69.87,-1.59,13206200,146.51,149.18,-2.67,12174000,68.01,67.0,1.01,2608900,"27,864.87","27,657.42",207.45,"698,710,000",34.9,34.75,0.14,31694623,0.0,0.0,25224.71,164247.0
202,2020-09-21,68.6,69.26,-0.66,8223000,147.58,145.1,2.48,7574500,65.56,66.12,-0.56,2118700,"27,484.71","27,147.70",337.01,"523,660,000",34.51,34.17,0.33,26608968,0.0,0.0,24796.57,148551.0
203,2020-09-22,67.5,68.72,-1.22,6303600,144.69,144.21,0.48,5295900,65.38,67.05,-1.67,1572300,"27,170.34","27,288.18",-117.84,"420,720,000",33.98,34.39,-0.42,22727297,0.0,0.0,24710.71,154255.0
204,2020-09-23,67.86,67.16,0.7,6919400,147.48,144.44,3.04,8784400,67.25,63.83,3.42,1678000,"27,413.60","26,763.13",650.47,"459,470,000",34.48,34.16,0.32,23102521,0.0,0.0,24731.71,157382.0
205,2020-09-24,65.5,65.17,0.33,5565200,144.56,144.67,-0.11,5614800,62.62,62.83,-0.21,2863400,"26,716.09","26,815.44",-99.35,"447,810,000",34.11,33.93,0.18,20859925,0.0,0.0,24792.14,156616.0
206,2020-09-25,65.89,69.47,-3.58,9190600,144.0,145.66,-1.66,5531200,61.27,66.69,-5.42,1670500,"26,694.51","27,173.96",-479.45,"388,900,000",33.72,34.2,-0.48,14365598,0.0,0.0,24856.43,153321.0
207,2020-09-28,69.59,70.55,-0.96,7337400,146.73,147.11,-0.38,5843200,66.99,66.5,0.49,1750000,"27,362.14","27,584.06",-221.92,"401,860,000",34.31,34.53,-0.22,15044269,0.0,0.0,25269.29,130931.0
208,2020-09-29,70.46,70.52,-0.06,6027600,147.6,147.06,0.54,6768600,66.6,66.86,-0.26,847600,"27,560.24","27,452.66",107.58,"303,820,000",34.56,34.32,0.25,13512491,0.0,0.0,25478.86,130882.0
209,2020-09-30,72.51,70.75,1.76,15690700,147.45,148.88,-1.43,8487700,67.4,69.23,-1.83,1746800,"27,514.64","27,781.70",-267.06,"452,550,000",34.41,34.82,-0.41,22629275,0.0,0.0,25647.43,155109.0
210,2020-10-01,69.57,70.03,-0.46,6839000,149.31,147.32,1.99,6457800,70.0,72.71,-2.71,2371700,"27,940.63","27,816.90",123.73,"373,450,000",35.02,34.51,0.51,22520396,0.0,0.0,25805.0,163100.0
211,2020-10-02,67.9,68.81,-0.91,8004900,146.21,146.24,-0.03,5485600,71.85,73.7,-1.85,2327800,"27,536.39","27,682.81",-146.42,"392,770,000",34.21,34.52,-0.3,21461759,0.0,0.0,25961.14,159331.0
212,2020-10-05,69.64,71.95,-2.31,6518100,147.0,148.23,-1.23,4992800,75.7,80.7,-5.0,3750600,"27,825.42","28,148.64",-323.22,"318,210,000",34.66,34.87,-0.21,19400029,0.0,0.0,26529.29,142464.0
213,2020-10-06,72.0,71.04,0.96,7285500,148.28,146.26,2.02,5118200,86.84,85.59,1.25,5702100,"28,214.24","27,772.76",441.48,"435,030,000",35.1,34.32,0.79,25233392,0.0,0.0,26854.71,150356.0
214,2020-10-07,71.23,72.37,-1.14,4190600,146.49,147.88,-1.39,5603100,83.32,86.23,-2.91,2354700,"27,971.36","28,303.46",-332.1,"328,750,000",34.4,34.6,-0.2,22160034,0.0,0.0,27251.29,152426.0
215,2020-10-08,73.5,72.93,0.57,4023800,148.5,148.89,-0.39,4413500,85.83,87.95,-2.12,1826000,"28,348.86","28,425.51",-76.65,"314,750,000",34.72,35.0,-0.28,17857395,0.0,0.0,27695.43,161245.0
216,2020-10-09,73.42,73.0,0.42,4774000,149.65,150.97,-1.32,5054100,88.98,89.04,-0.06,1462500,"28,533.61","28,586.90",-53.29,"324,050,000",34.94,34.91,0.04,23667465,0.0,0.0,28265.71,163785.0
217,2020-10-12,73.61,75.31,-1.7,7590800,151.6,151.84,-0.24,7273200,91.0,88.74,2.26,2573100,"28,671.12","28,837.52",-166.4,"493,680,000",34.82,34.93,-0.11,19413837,0.0,0.0,29958.43,132649.0
218,2020-10-13,75.93,78.29,-2.36,13669200,149.0,148.36,0.64,11057600,90.08,93.0,-2.92,2527500,"28,764.95","28,679.81",85.14,"526,110,000",34.79,35.01,-0.22,21543233,0.0,0.0,30507.0,146771.0
219,2020-10-14,80.01,76.56,3.45,6634600,148.82,148.1,0.72,7706400,95.42,86.86,8.56,4180000,"28,731.30","28,514.00",217.3,"370,800,000",35.11,34.97,0.14,22120298,0.0,0.0,31020.86,157357.0
220,2020-10-15,75.48,75.58,-0.1,5009100,147.48,147.19,0.29,5978600,85.65,90.38,-4.73,2029700,"28,323.40","28,494.20",-170.8,"328,940,000",34.75,34.68,0.08,16089205,0.0,0.0,31553.0,156068.0
221,2020-10-16,76.06,73.94,2.12,4693600,147.6,148.1,-0.5,6097000,93.6,94.09,-0.49,2792500,"28,570.72","28,606.31",-35.59,"356,140,000",35.17,36.01,-0.83,42993503,0.0,0.0,31997.86,157148.0
222,2020-10-19,73.97,70.96,3.01,6931300,148.53,144.32,4.21,7250800,96.23,93.92,2.31,2800200,"28,633.55","28,195.42",438.13,"358,700,000",36.45,35.86,0.59,31931352,0.0,0.0,33319.29,138651.0
223,2020-10-20,72.07,71.31,0.76,5441300,144.66,144.55,0.11,5325400,93.92,94.35,-0.43,1872100,"28,245.85","28,308.79",-62.94,"350,220,000",35.93,35.57,0.36,22384852,0.0,0.0,33855.71,138166.0
224,2020-10-21,71.57,68.37,3.2,4614800,144.12,143.93,0.19,5221300,92.75,87.72,5.03,3384600,"28,270.66","28,210.82",59.84,"299,420,000",35.44,35.18,0.26,18984859,0.0,0.0,34468.14,139069.0
225,2020-10-22,68.5,70.84,-2.34,5212100,144.16,145.08,-0.92,5279700,88.99,86.36,2.63,2205900,"28,197.42","28,363.66",-166.24,"330,320,000",35.18,35.51,-0.33,19243616,0.0,0.0,35151.0,151846.0
226,2020-10-23,72.3,70.53,1.77,3735100,145.88,145.24,0.64,4154400,89.61,88.69,0.92,2079700,"28,409.65","28,335.57",74.08,"347,300,000",35.99,36.22,-0.24,30557884,0.0,0.0,35823.14,141878.0
227,2020-10-26,70.36,70.24,0.12,3872800,144.43,143.97,0.46,6929500,88.22,82.93,5.29,2879900,"28,185.82","27,685.38",500.44,"404,150,000",35.93,35.98,-0.05,33783124,0.0,0.0,38176.43,124271.0
228,2020-10-27,70.45,70.67,-0.22,3812900,143.74,143.15,0.59,4890100,83.0,83.95,-0.95,2222100,"27,651.18","27,463.19",187.99,"366,400,000",35.14,35.51,-0.37,36851529,0.0,0.0,38873.0,136318.0
229,2020-10-28,68.95,65.74,3.21,6044000,141.43,138.36,3.07,8426100,79.89,77.54,2.35,2566100,"27,102.14","26,519.95",582.19,"496,150,000",34.91,33.63,1.28,33857537,0.0,0.0,39581.0,142076.0
