Date,MRNA_Open,MRNA_Close,MRNA_Difference,MRNA_Volume,JNJ_Open,JNJ_Close,JNJ_Difference,JNJ_Volume,BTNX_Open,BTNX_Close,BTNX_Difference,BTNX_Volume,DJIA_Open,DJIA_Close,DJIA_Difference,DJIA_Volume,PFE_Open,PFE_Close,PFE_Difference,PFE_Volume,alcoholism,anxiety,athleisure,cutting hair,depression,dry cough,eczema,fever,flu symptoms,lack of smell,lack of taste,long-term care,mask mandates,obamacare,opiods,peloton,quarantine,short-term disability,star trek,telehealth,teslas,unemployment insurance,vaping,xanax,zoom,covid symptoms,hospitals near me,baconator,helmet,aluminium,plane,age,hen,table,digital,mutation,oppose,city,athlete,prediction,tumble,stroke,diabetes,lungs,ivermectin,hydroxychloroquine,bleach,lake
6/15/20,65.9,66.57,-0.67,19339300,141,141.25,-0.25,8649600,48.72,50.85,-2.13,1087500,"25,270.39","25,763.16",-492.77,"461,230,000",31.59,31.65,-0.06,36247482,43,82,30,36,58,10,67,28,4,8,10,24,0,12,30,16,7,15,32,35,43,29,19,73,25,26,63,33,68,32,19,42,19,67,61,15,18,51,35,5,60,60,68,38,2,6,36,71
6/16/20,66.31,64.34,1.97,16537800,144.09,144.46,-0.37,7579100,51,49.9,1.1,901100,"26,326.68","26,289.98",36.7,"489,500,000",31.87,31.69,0.18,55616945,40,81,54,38,58,9,67,27,4,15,3,57,0,9,40,17,7,24,41,24,34,27,17,81,25,28,61,28,72,38,20,44,19,69,62,14,19,52,35,5,54,62,70,38,2,3,32,71
6/17/20,63.6,63.31,0.29,13616000,144.9,144.02,0.88,5100100,49.75,50.85,-1.1,723000,"26,330.52","26,119.61",210.91,"328,830,000",31.87,31.84,0.03,27509822,49,80,28,45,58,10,60,29,4,4,7,40,1,8,49,15,8,15,37,19,39,21,23,81,26,28,75,43,72,29,20,44,20,70,69,13,20,51,35,5,50,62,74,37,1,3,32,71
6/18/20,63.03,64.95,-1.92,10914400,142.52,143.41,-0.89,4797400,49.86,50.94,-1.08,691500,"26,016.45","26,080.10",-63.65,"328,390,000",31.57,31.54,0.03,32278855,33,83,39,36,59,11,64,31,6,4,7,35,2,10,41,15,8,20,33,25,27,22,24,81,24,25,55,31,72,32,20,44,20,68,59,14,18,51,35,5,60,58,66,36,2,2,31,74
6/19/20,64.99,66.35,-1.36,16076700,145.79,143.83,1.96,12206900,50.9,51.36,-0.46,735800,"26,213.10","25,871.46",341.64,"669,390,000",31.96,31.71,0.26,43986266,39,77,40,39,59,11,58,29,4,8,7,33,5,9,50,14,8,21,33,17,43,21,22,88,18,23,51,43,77,30,21,46,21,72,59,10,14,49,33,5,58,63,57,34,1,2,34,84
6/22/20,65.92,64.75,1.17,13586400,143.47,143.39,0.08,5285600,51.95,57.45,-5.5,2678200,"25,865.08","26,024.96",-159.88,"351,780,000",31.62,31.41,0.21,23332503,43,88,28,36,61,13,65,32,5,12,21,48,1,9,38,17,7,25,40,20,41,30,21,79,22,34,62,35,71,38,21,43,19,71,60,15,17,54,39,5,51,63,71,38,1,2,33,72
6/23/20,64.1,62.94,1.16,12361300,143.74,142.86,0.88,5921600,55.62,52.75,2.87,2142200,"26,159.39","26,156.10",3.29,"389,980,000",31.5,31.09,0.41,37690408,44,85,48,31,61,13,62,33,5,0,14,35,1,8,44,16,8,20,32,23,30,25,20,83,24,35,61,30,67,28,20,42,17,71,62,16,17,51,52,5,59,63,68,38,2,2,31,71
6/24/20,63.23,64.84,-1.61,14377100,141.49,139.82,1.67,8211200,53,54.73,-1.73,1344500,"25,992.96","25,445.94",547.02,"450,120,000",31.03,30.54,0.49,30817695,30,83,31,36,58,10,62,32,5,8,7,34,3,12,26,16,17,15,36,21,32,23,24,84,24,38,63,51,63,38,21,43,16,72,66,15,21,52,62,6,47,59,68,41,2,2,29,71
6/25/20,67,62,5,26905700,140.57,139.67,0.9,7421200,54.51,59.71,-5.2,2406400,"25,365.22","25,745.60",-380.38,"384,560,000",30.46,30.66,-0.2,27418651,35,82,51,32,60,12,67,34,6,16,14,29,6,13,46,16,17,15,35,23,42,19,20,84,24,42,62,42,66,23,19,45,17,68,61,15,17,53,62,5,43,61,70,42,1,2,33,78
6/26/20,60.71,61.28,-0.57,13866300,139.53,137.81,1.72,12849700,56.63,62.13,-5.5,2830700,"25,641.69","25,015.55",626.14,"640,860,000",30.6,30.4,0.2,42153992,36,79,39,40,59,15,59,35,4,8,15,22,5,62,41,16,14,21,32,20,33,16,18,81,19,43,63,50,78,35,22,47,22,73,57,10,11,50,71,7,56,65,56,38,2,2,32,83
6/29/20,61.82,62.08,-0.26,8074200,138.74,139.04,-0.3,5309800,65.68,65.8,-0.12,4011400,"25,152.45","25,595.80",-443.35,"378,070,000",30.8,30.97,-0.17,23956261,34,85,40,41,59,14,61,34,5,12,36,43,3,18,39,16,12,41,33,23,43,28,22,81,21,48,51,33,65,33,19,42,17,67,63,20,17,51,64,6,71,66,67,42,2,2,28,75
6/30/20,62.18,64.21,-2.03,11955200,139.4,140.63,-1.23,7738300,66.16,66.74,-0.58,1979100,"25,512.43","25,812.88",-300.45,"410,780,000",30.86,31.02,-0.16,25451676,28,82,32,32,60,15,63,34,8,12,22,33,3,17,36,17,15,5,33,21,49,27,21,77,22,47,61,37,63,32,19,43,18,70,60,14,16,54,52,5,57,60,67,42,2,2,28,74
7/1/20,63,61.59,1.41,17916500,140.69,140.38,0.31,6174800,77.7,64.14,13.56,9879300,"25,879.38","25,734.97",144.41,"373,180,000",32.77,32.01,0.76,73503009,30,82,37,35,58,10,61,37,8,16,29,32,7,16,43,17,15,31,38,22,37,24,20,81,21,47,74,37,65,29,20,41,16,69,62,14,17,54,51,6,54,62,66,42,2,3,29,82
7/2/20,60,58.57,1.43,26544400,141.25,140.97,0.28,5152200,68.25,63.27,4.98,3926500,"25,936.45","25,827.36",109.09,"349,130,000",32.85,32.74,0.1,45270881,32,77,35,39,57,12,57,34,6,16,14,38,7,17,43,16,13,31,34,21,36,17,19,77,18,47,57,27,72,26,21,43,19,70,58,25,12,52,45,5,60,66,61,40,2,12,30,84
7/6/20,58.55,59.15,-0.6,9977300,142.17,142.98,-0.81,6156400,65.59,65.51,0.08,1649400,"25,996.08","26,287.03",-290.95,"340,690,000",33.16,32.74,0.42,27150935,42,84,48,35,59,11,64,34,4,8,11,40,5,10,50,16,13,15,36,18,37,29,22,79,20,54,65,20,69,35,23,43,18,70,62,14,13,51,55,6,56,77,72,42,2,8,30,76
7/7/20,58.8,61.09,-2.29,8904300,141.39,142.85,-1.46,5622600,64,69.34,-5.34,2264400,"26,172.01","25,890.18",281.83,"346,820,000",32.31,32.29,0.02,25148018,39,83,26,36,62,14,66,38,6,28,18,54,8,11,46,16,14,5,32,24,33,20,23,73,23,54,64,25,67,27,23,44,17,72,62,14,23,51,47,7,60,66,69,42,2,6,31,73
7/8/20,60.79,61.58,-0.79,7590900,142.87,143.27,-0.4,6257400,67.21,67.56,-0.35,1449600,"25,950.06","26,067.28",-117.22,"337,300,000",32.27,32.02,0.25,24256545,37,88,38,37,59,13,64,38,6,0,25,38,8,19,35,19,15,31,33,26,35,22,21,78,25,50,68,100,66,32,21,42,18,72,61,16,16,50,46,7,59,67,72,42,2,4,29,83
7/9/20,62.09,64.96,-2.87,20646100,142.76,142.49,0.27,5738600,66.61,65.61,1,1186700,"26,094.92","25,706.09",388.83,"387,610,000",32,31.75,0.26,20363702,33,80,49,34,60,14,55,36,5,0,14,44,8,15,36,17,13,15,33,22,36,19,21,80,23,47,66,57,68,32,21,42,19,78,59,16,18,53,33,6,57,65,72,40,2,4,30,83
7/10/20,64.65,62.61,2.04,7407500,142.75,142.37,0.38,4282400,67,70.36,-3.36,2874300,"25,690.35","26,075.30",-384.95,"338,170,000",31.94,32.1,-0.16,24459019,40,79,24,39,59,13,59,36,5,0,11,37,9,12,37,18,11,5,33,19,55,18,21,76,19,45,70,27,73,31,20,49,22,100,58,11,8,48,42,8,61,68,58,41,2,5,32,92
7/13/20,63.89,71.78,-7.89,56617300,143.61,145.21,-1.6,6951900,78.47,77.78,0.69,8529600,"26,225.07","26,085.80",139.27,"425,320,000",32.95,33.41,-0.46,56569129,41,88,38,28,59,16,58,36,4,8,11,41,7,13,43,18,14,36,35,20,51,25,21,75,22,50,62,22,66,30,19,43,15,74,62,15,18,50,34,7,59,61,66,40,2,3,30,77
7/14/20,74,75.04,-1.04,38708800,145.32,147.92,-2.6,7447100,82.57,83.88,-1.31,4748700,"26,044.17","26,642.59",-598.42,"401,640,000",33.56,33.43,0.13,32854129,31,83,31,29,55,12,58,34,5,8,4,41,5,15,36,18,16,20,35,22,30,22,22,81,24,46,65,33,66,34,18,44,16,75,62,14,17,51,35,10,48,60,71,42,2,3,28,73
7/15/20,87.52,80.22,7.3,90756100,149.73,148.26,1.47,8512800,86.08,78,8.08,3908700,"27,009.81","26,870.10",139.71,"384,900,000",34.15,33.89,0.26,26294454,26,79,38,30,58,13,58,35,5,8,29,49,10,12,58,18,15,15,41,21,42,22,23,80,24,45,74,25,66,30,19,43,18,72,63,14,22,48,37,10,48,63,73,40,2,3,28,71
7/16/20,80.16,81.81,-1.65,27277400,148.68,149.25,-0.57,9304700,80.5,75.87,4.63,2847900,"26,746.57","26,734.71",11.86,"287,330,000",33.78,33.78,0,18421812,33,80,44,32,63,13,59,36,5,16,14,44,23,10,39,18,12,26,37,21,49,20,20,77,24,40,64,31,69,33,20,44,18,71,63,12,17,50,37,11,54,62,67,44,2,3,30,75
7/17/20,83.35,94.85,-11.5,103509200,150,149.35,0.65,7441100,76.54,85.25,-8.71,5053500,"26,774.62","26,671.95",102.67,"296,460,000",34.02,34.39,-0.37,23347365,29,75,27,32,56,12,61,35,4,8,8,40,21,11,51,18,12,22,39,18,61,20,19,81,20,40,56,44,75,33,23,48,19,73,58,10,9,50,32,6,54,68,59,42,2,2,35,91
7/20/20,87.86,82.68,5.18,78391300,150.23,149.6,0.63,6191500,91.75,88.2,3.55,7790800,"26,660.29","26,680.87",-20.58,"309,390,000",35.57,34.63,0.94,36815693,33,87,45,39,60,13,59,36,4,8,11,51,18,12,54,19,12,32,33,22,50,31,23,85,22,36,68,29,63,43,19,44,16,72,62,12,18,50,35,7,68,70,73,42,2,3,29,73
7/21/20,80.91,80.86,0.05,26157900,149.6,149.74,-0.14,5575900,92,91.6,0.4,6025500,"26,833.14","26,840.40",-7.26,"364,930,000",35.05,34.81,0.24,23588520,43,84,26,32,63,15,62,33,5,0,15,36,9,10,36,19,15,26,30,20,45,25,22,80,24,36,59,27,69,31,20,45,17,74,65,15,19,50,37,7,60,65,75,45,2,4,30,71
7/22/20,79.61,83.22,-3.61,27274000,149.93,150.01,-0.08,5910200,99.19,104.17,-4.98,13817800,"26,824.56","27,005.84",-181.28,"404,340,000",36.27,36.58,-0.31,90705554,39,82,39,34,68,12,62,34,4,4,15,45,23,12,41,21,16,16,35,23,56,22,24,82,25,35,71,41,70,26,19,46,18,71,63,14,17,49,37,8,45,65,74,38,2,3,29,71
7/23/20,82.05,75.33,6.72,29288100,150.21,149.61,0.6,6566300,97.51,88.51,9,15899700,"26,955.97","26,652.33",303.64,"419,800,000",37.22,36.44,0.78,59639536,37,81,29,35,69,15,53,34,4,8,11,25,23,11,51,21,13,10,33,21,58,23,21,78,23,34,63,32,69,37,19,46,16,68,61,14,12,51,33,10,58,62,71,39,2,3,28,72
7/24/20,69.05,73.21,-4.16,27797500,150.5,148.12,2.38,5405900,86.3,84.17,2.13,7109700,"26,533.41","26,469.89",63.52,"494,170,000",36.08,35.73,0.35,33870501,32,82,54,35,64,13,61,31,4,8,11,37,13,11,39,18,13,11,37,19,50,21,22,81,18,34,75,30,74,31,22,51,24,69,56,10,11,49,32,10,59,64,61,44,1,2,34,87
7/27/20,80.63,79.91,0.72,44710700,147.37,147.18,0.19,5675200,87.44,86.53,0.91,5129200,"26,447.67","26,584.77",-137.1,"400,930,000",35.45,35.62,-0.17,27640307,37,82,26,39,64,11,59,31,4,4,7,31,9,10,28,21,14,37,35,19,55,29,19,85,22,37,59,17,64,33,20,44,17,66,65,11,12,48,35,7,62,66,71,40,3,100,30,72
7/28/20,81,81.49,-0.49,32946900,147.4,146.83,0.57,4842200,89,85.38,3.62,5108600,"26,529.45","26,379.28",150.17,"361,090,000",36.57,37.02,-0.46,56393954,43,86,30,31,62,12,61,31,4,0,7,36,9,10,52,18,16,26,32,22,39,24,18,81,24,39,69,26,68,26,20,44,15,67,63,13,12,48,39,7,51,62,72,37,2,87,30,75
7/29/20,81.98,79.51,2.47,24453900,146.39,146.54,-0.15,4489100,85.54,82.5,3.04,3846300,"26,388.44","26,539.57",-151.13,"347,580,000",37.29,37.25,0.04,37033660,50,81,48,27,64,12,56,35,4,0,7,34,9,11,43,18,14,21,34,22,46,21,19,86,25,37,57,30,63,26,19,45,17,64,64,13,16,47,37,7,52,65,67,38,2,48,30,68
7/30/20,78,77.63,0.37,13102000,147.44,146.84,0.6,5922500,79.05,84.16,-5.11,3302800,"26,367.42","26,313.65",53.77,"351,540,000",36.32,36.76,-0.44,32273796,38,78,49,35,63,12,56,31,4,8,11,41,13,10,59,17,12,21,31,21,42,20,22,76,24,35,51,35,62,35,21,45,17,65,62,12,16,48,33,7,49,58,68,44,2,31,29,74
7/31/20,78.2,74.1,4.1,14210400,146.66,145.76,0.9,8259600,86,82.11,3.89,2640500,"26,409.33","26,428.32",-18.99,"488,050,000",36.32,36.51,-0.19,28472124,32,78,46,31,59,12,59,30,4,8,11,26,15,11,51,16,12,22,35,18,53,21,23,75,20,34,54,25,72,33,24,45,20,67,59,10,14,47,36,9,72,59,56,38,2,21,31,82
8/3/20,74.98,77.98,-3,13382300,146.39,147.35,-0.96,4078700,82.99,85.47,-2.48,2431700,"26,542.32","26,664.40",-122.08,"439,380,000",36.63,36.39,0.25,31036400,35,83,41,34,60,10,55,30,4,4,11,33,8,11,42,21,12,26,31,28,42,27,20,76,24,35,65,36,66,30,19,43,15,64,63,10,14,50,35,7,64,58,65,37,2,12,28,66
8/4/20,78.19,78.46,-0.27,10126500,146.99,147.22,-0.23,4162200,84.44,83.17,1.27,2410300,"26,664.61","26,828.47",-163.86,"346,350,000",36.35,36.42,-0.08,29448549,29,75,49,28,58,13,59,28,4,20,14,32,9,12,47,19,12,26,34,28,22,17,21,72,27,37,54,28,66,38,20,44,17,64,64,10,12,49,33,9,64,61,70,42,1,9,27,68
8/5/20,77.49,75.8,1.69,19831900,149.1,148.4,0.7,5467500,82.82,81.3,1.52,4084400,"26,924.78","27,201.52",-276.74,"366,000,000",36.5,36.48,0.02,24292697,32,81,32,30,59,13,57,29,4,8,15,28,9,14,57,18,13,16,32,20,53,19,19,76,27,36,58,35,68,30,20,44,17,62,70,12,19,48,34,8,69,59,68,38,1,8,29,67
8/6/20,75.79,73.76,2.03,11691500,148.4,147.55,0.85,4837900,79.29,77.08,2.21,3175200,"27,170.82","27,386.98",-216.16,"322,460,000",36.78,36.31,0.47,20922111,31,79,32,27,64,11,50,29,5,8,22,19,8,11,44,16,13,42,44,19,21,16,23,75,29,35,44,31,71,35,26,44,16,65,66,11,16,55,41,9,56,59,65,36,2,7,29,71
8/7/20,74.38,74.1,0.28,8771400,147.51,148.6,-1.09,3635100,77.09,77,0.09,3038200,"27,321.68","27,433.48",-111.8,"321,170,000",36.34,36.48,-0.14,23097251,37,79,49,28,60,11,59,29,4,4,15,32,8,12,42,16,13,16,40,19,41,16,21,84,25,34,59,42,77,35,26,48,20,69,62,10,8,49,34,9,66,59,63,36,2,6,33,81
8/10/20,74.27,72.01,2.26,8678300,148.86,148.03,0.83,4096600,77,73.95,3.05,2830600,"27,488.21","27,791.44",-303.23,"360,340,000",36.57,36.42,0.15,19964552,41,81,38,30,62,10,60,28,3,4,11,36,5,13,49,16,11,21,37,16,29,23,22,74,32,34,64,26,65,25,19,45,16,66,65,11,9,48,37,8,54,61,66,34,4,5,28,67
8/11/20,69.52,68.97,0.55,18118700,149.14,146.97,2.17,6388400,69,68.45,0.55,4032200,"27,961.64","27,686.91",274.73,"428,220,000",36.58,35.85,0.73,21326847,28,82,32,28,60,10,57,27,4,20,18,27,4,14,47,17,12,15,35,19,32,22,24,80,35,30,75,29,61,27,19,44,18,65,66,12,13,48,35,10,62,61,71,37,2,4,27,63
8/12/20,75.67,69.52,6.15,50362100,147.54,149.66,-2.12,5257300,70.89,69.11,1.78,3252000,"27,860.24","27,976.84",-116.6,"340,210,000",35.89,36.37,-0.47,19957595,43,85,47,33,63,8,59,28,4,12,4,44,7,14,47,17,11,10,35,20,45,18,31,84,40,29,71,19,64,33,20,44,18,65,68,12,17,47,38,9,61,59,70,36,2,5,27,74
8/13/20,69.09,67.83,1.26,15055900,148.54,148,0.54,5155500,68.25,71,-2.75,2390900,"27,922.51","27,896.72",25.79,"360,160,000",36.12,36.21,-0.09,15340021,37,81,23,27,58,8,61,27,4,0,4,33,8,14,38,17,10,36,37,22,45,14,24,72,43,28,52,40,61,24,21,44,16,63,63,10,18,48,27,8,63,57,62,33,2,4,29,74
8/14/20,68.06,69.15,-1.09,12799600,147.61,148.24,-0.63,4240200,70.93,68.64,2.29,1862400,"27,828.93","27,931.02",-102.09,"275,540,000",36.06,36.11,-0.05,12901276,28,76,62,33,55,10,60,28,3,4,11,31,6,8,42,14,10,21,36,19,37,17,23,83,35,26,52,30,73,22,21,46,21,69,59,6,15,52,29,8,63,63,54,34,1,4,31,81
8/17/20,69.14,69.76,-0.62,8749100,148.32,148.99,-0.67,4306900,69.09,70.26,-1.17,1948000,"27,970.05","27,844.91",125.14,"286,860,000",36.09,36.39,-0.29,17494187,36,84,40,29,57,9,51,28,4,4,25,49,5,11,54,16,10,20,35,19,57,21,20,74,56,28,53,20,62,27,21,43,15,68,65,13,21,48,36,8,62,58,64,36,2,4,25,64
8/18/20,68.28,67.03,1.25,11329200,149.26,150.09,-0.83,4322600,69.69,67.88,1.81,1905100,"27,853.48","27,778.07",75.41,"276,170,000",36.48,36.39,0.09,10846398,30,80,31,28,59,9,57,27,4,4,7,48,8,11,39,17,10,35,34,21,44,18,20,83,52,27,48,22,56,24,23,45,17,65,70,11,22,46,34,8,65,57,65,36,1,3,25,62
8/19/20,66.74,68,-1.26,8558800,149.58,150.39,-0.81,7816300,67.42,65.6,1.82,2326600,"27,811.26","27,692.88",118.38,"311,460,000",36.51,36.3,0.21,15690055,35,81,45,26,57,9,53,25,5,0,4,34,6,14,46,15,10,25,36,18,37,16,18,70,53,26,50,19,66,25,23,45,16,69,69,13,16,46,35,9,73,58,63,38,2,3,26,63
8/20/20,67.79,67.81,-0.02,6346700,149.75,151.42,-1.67,4874700,66.08,66.27,-0.19,2932600,"27,622.68","27,739.73",-117.05,"304,550,000",36.22,36.74,-0.51,21957455,37,83,51,30,82,9,55,27,4,4,4,43,5,12,52,16,9,30,34,19,49,17,19,73,54,26,56,29,60,32,24,44,17,67,64,10,21,48,37,8,60,58,65,39,2,2,26,64
8/21/20,67.5,66.45,1.05,6935600,151.78,152.76,-0.98,6722800,71.77,73.02,-1.25,6290400,"27,758.13","27,930.33",-172.2,"372,720,000",36.92,36.89,0.03,25467170,35,79,43,24,84,9,54,27,4,4,4,21,6,12,40,14,9,15,35,14,43,16,22,76,43,23,73,46,72,25,24,47,20,68,57,9,16,46,34,8,53,58,65,38,3,2,31,76
8/24/20,67.15,64.88,2.27,13143200,152.74,152.15,0.59,5387900,76.99,70.85,6.14,3393900,"28,077.58","28,308.46",-230.88,"383,880,000",37.02,36.85,0.17,25011947,35,86,39,32,59,9,55,25,4,8,3,44,5,12,38,16,11,10,33,18,44,21,29,76,76,26,55,23,58,32,23,43,17,69,67,11,23,46,42,8,66,59,63,37,4,3,26,57
8/25/20,64.32,66.25,-1.93,7798500,152.78,152.06,0.72,3863500,70.07,70.49,-0.42,1576200,"28,347.42","28,248.44",98.98,"338,420,000",36.54,36.44,0.09,26221201,33,83,52,26,60,8,48,26,3,4,7,34,5,10,46,15,11,15,35,27,44,19,100,70,59,25,51,25,61,31,22,45,17,72,67,14,14,48,38,9,79,58,64,35,4,2,27,60
8/26/20,67.62,70.5,-2.88,28768100,151.86,152.3,-0.44,8008300,70,67.9,2.1,1711400,"28,257.88","28,331.92",-74.04,"327,070,000",36.23,36.1,0.13,24083689,31,82,88,30,62,8,53,26,4,0,14,44,4,12,48,16,10,39,32,17,50,16,49,70,56,23,52,31,56,32,23,45,17,70,69,15,32,46,44,8,60,61,65,37,3,2,24,77
8/27/20,69.98,68.03,1.95,9262600,152.42,152.98,-0.56,5575400,68.2,65.59,2.61,1980500,"28,384.07","28,492.27",-108.2,"404,340,000",36.02,35.92,0.09,22156556,31,79,48,25,59,10,49,25,3,11,17,28,4,11,34,14,8,14,32,18,67,15,32,69,52,23,51,28,60,34,25,47,16,71,67,13,32,47,36,8,66,55,61,37,2,2,26,63
8/28/20,68.04,67.49,0.55,6368200,152.74,153.64,-0.9,5395700,65.04,64,1.04,1760000,"28,601.29","28,653.87",-52.58,"369,740,000",35.93,35.97,-0.04,32830519,38,78,40,25,64,6,50,24,3,4,18,35,6,10,39,16,8,36,33,14,64,13,23,65,44,24,50,30,73,34,24,51,22,70,58,8,17,46,32,8,65,58,54,32,2,2,30,69
8/31/20,67.14,64.89,2.25,15271800,153,153.41,-0.41,6362700,62.82,61.25,1.57,2217200,"28,643.66","28,430.05",213.61,"517,320,000",35.9,35.85,0.05,30032465,37,83,47,25,64,8,50,26,5,0,3,67,2,12,51,16,8,34,29,17,43,17,21,64,60,26,56,28,61,32,26,44,16,74,70,15,27,45,41,8,75,80,64,46,2,2,24,55
9/1/20,63.54,63.32,0.22,8183600,153.87,151.52,2.35,6307700,58.71,57.81,0.9,3569600,"28,439.61","28,645.66",-206.05,"423,410,000",35.85,34.99,0.86,36145560,41,82,27,27,64,8,49,27,4,15,3,41,5,12,51,17,8,24,30,19,48,13,22,70,66,27,60,24,66,34,26,42,18,79,69,14,28,45,39,9,72,88,66,37,1,2,25,55
9/2/20,62.84,64.72,-1.88,9874600,150.79,153.83,-3.04,6881900,56.01,61.99,-5.98,3892800,"28,736.79","29,100.50",-363.71,"539,510,000",34.89,35.29,-0.41,29068688,38,84,46,27,63,10,52,26,4,4,0,54,4,9,54,20,8,19,33,18,43,14,20,73,59,25,59,36,67,28,25,43,16,76,68,16,29,46,39,10,77,62,70,40,1,2,24,57
9/3/20,65.65,64.84,0.81,14307300,154.83,149.55,5.28,8672800,63.45,59.28,4.17,2586000,"29,090.70","28,292.73",797.97,"650,080,000",35.46,34.54,0.92,35956788,33,82,45,24,64,11,52,26,6,4,10,35,3,9,43,21,7,28,33,16,44,12,24,73,57,25,50,27,72,37,25,42,18,74,67,14,33,47,47,8,71,55,61,41,1,1,26,62
9/4/20,64.99,62.6,2.39,11653300,150.17,148.59,1.58,7200100,59.28,58.57,0.71,1985500,"28,341.05","28,133.31",207.74,"694,640,000",34.62,34.5,0.12,26872257,38,80,39,28,61,8,52,26,5,0,0,38,5,9,41,17,7,20,32,14,62,12,22,73,43,25,70,43,79,28,24,45,20,72,60,8,15,46,31,10,74,61,58,35,1,2,29,79
9/8/20,57.75,54.34,3.41,17706200,150.25,147.26,2.99,8756800,60.16,59.83,0.33,2887800,"27,925.23","27,500.89",424.34,"580,860,000",34.66,34.09,0.57,26736818,37,85,30,33,62,8,57,25,5,4,0,30,2,12,45,41,9,19,54,17,31,15,23,68,67,27,59,20,58,32,25,43,16,80,69,14,36,49,39,9,73,55,67,40,1,2,22,58
9/9/20,56.03,56.9,-0.87,9355400,148.15,149.7,-1.55,6960700,63,62.32,0.68,3406900,"27,711.71","27,940.47",-228.76,"460,590,000",34.43,34.33,0.1,27490533,38,89,38,23,66,9,52,26,5,15,10,28,6,10,52,42,8,19,42,15,39,16,23,77,61,25,49,25,61,27,27,41,16,78,69,19,38,49,44,10,62,56,68,45,1,2,23,51
9/10/20,57.04,57.56,-0.52,7985300,149.25,146.91,2.34,6191800,62,61.2,0.8,1751800,"28,022.51","27,534.58",487.93,"442,850,000",34.35,33.82,0.52,21650741,29,82,49,21,67,10,51,26,5,14,19,44,3,11,39,38,7,14,33,19,37,12,23,72,57,24,46,23,66,38,45,42,15,77,65,15,30,55,41,10,62,55,64,43,1,1,24,52
9/11/20,58.49,59.34,-0.85,4821900,147.05,147.78,-0.73,3934700,61.45,65.13,-3.68,2515200,"27,613.86","27,665.64",-51.78,"435,330,000",33.91,34.22,-0.31,24109301,35,81,32,28,68,10,50,26,6,4,0,28,2,9,53,37,7,24,32,14,33,11,20,71,46,23,73,28,82,28,33,46,20,73,60,10,16,45,38,12,54,56,58,39,1,2,28,60
9/14/20,60.15,63.67,-3.52,8930800,148.12,148.35,-0.23,4375800,67.5,67.48,0.02,3373600,"27,718.74","27,993.33",-274.59,"380,750,000",34.5,35.11,-0.62,29565543,40,91,37,27,71,10,54,26,5,0,7,73,2,17,39,26,7,24,35,19,37,16,23,73,54,26,62,21,67,30,27,45,16,81,65,17,38,46,44,10,55,51,67,45,1,1,23,48
9/15/20,65.03,66.88,-1.85,9101200,149.45,148.89,0.56,3658800,70,66.92,3.08,3168300,"28,139.76","27,995.60",144.16,"414,520,000",35.28,35.07,0.22,22003726,33,84,45,25,71,8,54,25,6,8,3,40,3,11,39,27,8,19,31,17,48,14,23,66,53,25,54,25,64,37,27,42,15,79,74,19,41,45,45,9,64,53,65,46,1,2,25,46
9/16/20,67.64,68.84,-1.2,11345200,149.39,148.4,0.99,4323000,65.51,66.04,-0.53,2231500,"28,031.69","28,032.38",-0.69,"416,650,000",35.37,34.9,0.47,22208412,35,85,51,24,69,7,54,26,7,8,14,58,5,13,59,23,7,19,31,15,36,11,21,70,54,24,56,18,64,36,26,43,15,78,94,18,40,43,42,12,73,58,68,42,1,2,24,44
9/17/20,68.5,67.89,0.61,13275200,148.04,147.17,0.87,5461400,66.82,66.78,0.04,2860000,"27,834.18","27,901.98",-67.8,"437,230,000",34.9,34.93,-0.04,17894390,38,84,47,22,73,9,57,26,5,7,7,69,4,17,46,20,7,14,32,17,28,10,21,68,51,23,48,30,64,33,26,44,19,86,70,21,43,45,34,10,77,54,64,41,1,1,24,47
9/18/20,68.28,69.87,-1.59,13206200,146.51,149.18,-2.67,12174000,68.01,67,1.01,2608900,"27,864.87","27,657.42",207.45,"698,710,000",34.9,34.75,0.14,31694623,32,79,40,29,74,9,55,26,6,0,0,39,4,12,57,19,6,15,31,13,35,11,20,79,44,23,59,29,71,26,24,49,24,77,62,9,38,44,28,13,69,56,59,34,1,1,29,53
9/21/20,68.6,69.26,-0.66,8223000,147.58,145.1,2.48,7574500,65.56,66.12,-0.56,2118700,"27,484.71","27,147.70",337.01,"523,660,000",34.51,34.17,0.33,26608968,41,83,45,23,77,9,56,27,6,15,24,28,4,20,58,21,7,19,33,16,48,14,23,70,45,27,52,18,70,30,24,43,19,83,65,20,53,45,37,9,69,56,68,42,1,1,21,44
9/22/20,67.5,68.72,-1.22,6303600,144.69,144.21,0.48,5295900,65.38,67.05,-1.67,1572300,"27,170.34","27,288.18",-117.84,"420,720,000",33.98,34.39,-0.42,22727297,39,83,49,28,69,9,57,27,7,7,13,62,5,27,41,24,8,23,31,16,55,13,21,72,46,27,49,27,63,37,25,44,17,83,67,20,48,46,42,10,59,58,67,46,1,1,23,45
9/23/20,67.86,67.16,0.7,6919400,147.48,144.44,3.04,8784400,67.25,63.83,3.42,1678000,"27,413.60","26,763.13",650.47,"459,470,000",34.48,34.16,0.32,23102521,36,85,30,29,73,11,58,27,7,4,3,31,4,21,56,23,8,14,29,16,62,13,23,75,47,25,60,31,61,28,26,44,17,85,68,25,43,45,40,11,66,54,71,48,1,1,23,44
