Date,alcoholism,anxiety,athleisure,cutting hair,depression,dry cough,eczema,fever,flu symptoms,lack of smell,lack of taste,long-term care,mask mandates,obamacare,opiods,peloton,quarantine,short-term disability,star trek,telehealth,teslas,unemployment insurance,vaping,xanax,zoom,covid symptoms,hospitals near me,baconator,helmet,aluminium,plane,age,hen,table,digital,mutation,oppose,city,athlete,prediction,tumble,stroke,diabetes,lungs,ivermectin,hydroxychloroquine,bleach,lake
2020-12-25,33,54,28,19,44,13,43,26,8,17,55,11,1,5,25,24,6,0,44,4,36,4,16,65,19,46,54,38,80,28,23,47,27,69,75,12,4,40,29,17,61,44,46,40,9,1,22,39
2020-12-26,28,70,34,30,50,13,62,29,9,22,28,22,3,6,38,33,6,27,40,9,49,6,22,64,11,47,69,40,79,21,23,49,21,73,65,13,10,42,31,14,60,44,53,40,8,1,23,39
2020-12-27,29,72,62,32,55,12,71,30,9,10,26,17,3,4,22,36,7,6,39,7,45,11,23,76,10,51,69,38,65,23,20,45,17,62,63,17,9,46,32,13,50,44,57,41,9,1,21,43
2020-12-28,38,81,23,23,54,14,66,32,11,9,12,19,3,12,37,37,8,24,37,12,49,17,26,72,11,52,72,42,70,27,20,45,20,64,64,20,15,44,28,17,61,49,63,45,11,1,25,42
2020-12-29,32,78,36,26,52,13,71,33,11,24,29,47,3,11,38,39,8,6,35,14,53,16,25,75,11,51,69,46,57,20,20,46,19,62,63,27,10,43,30,19,76,48,60,41,13,1,22,41
2020-12-30,35,79,36,26,55,16,64,33,9,0,17,31,4,11,33,40,8,6,37,13,53,13,23,74,11,50,57,31,64,26,19,46,19,58,62,23,8,45,31,19,68,49,55,44,11,1,20,40
2020-12-31,38,74,59,32,49,15,58,32,9,14,33,34,4,10,25,37,8,6,37,12,34,11,24,85,11,43,39,37,62,25,20,55,21,62,58,14,21,40,25,18,52,46,48,38,9,1,20,42
2021-01-01,32,64,46,32,44,11,52,28,8,5,18,13,2,7,33,42,6,26,45,7,61,6,23,69,11,46,61,46,90,26,23,50,21,77,62,13,30,41,28,22,71,46,53,43,9,1,26,44
2021-01-02,28,80,52,50,53,14,61,32,9,10,22,30,1,9,44,46,7,6,52,9,43,9,26,73,9,45,65,43,82,27,26,53,21,78,64,12,33,43,26,19,59,51,55,45,11,1,26,41
2021-01-03,35,84,58,38,53,12,62,33,9,29,22,26,2,7,39,46,7,18,44,6,47,16,22,74,11,47,74,27,75,28,22,45,15,67,61,19,33,44,30,16,57,44,63,41,12,1,24,39
2021-01-04,32,88,76,34,60,15,62,31,10,4,4,26,3,11,48,36,9,27,34,17,39,19,28,73,17,46,52,26,67,29,21,46,16,67,65,26,32,41,32,16,57,48,69,51,15,1,21,38
2021-01-05,42,85,40,28,63,14,63,32,10,18,23,44,2,12,49,31,7,38,32,20,43,17,25,73,21,43,62,25,60,32,22,45,17,59,61,19,38,40,29,20,70,52,63,42,11,1,20,34
2021-01-06,40,76,27,28,57,12,58,29,8,9,12,14,3,12,34,27,7,54,31,17,39,11,26,73,19,40,52,32,69,23,20,41,14,60,64,19,100,39,35,18,46,54,62,45,10,1,20,35
2021-01-07,30,84,52,20,59,13,57,30,8,4,4,38,3,13,29,23,6,22,35,14,33,12,22,75,21,39,70,31,65,27,20,45,16,64,63,21,62,41,32,18,69,52,66,47,10,1,21,39
2021-01-08,36,78,25,26,57,11,60,30,9,9,4,24,1,11,31,25,7,17,47,16,48,12,24,66,17,41,51,41,74,25,36,49,20,66,61,10,28,39,24,19,63,47,53,42,9,1,26,40
2021-01-09,29,77,30,30,48,12,62,28,8,15,0,16,2,8,43,30,6,0,46,9,47,8,22,81,11,37,52,50,79,30,37,51,20,71,58,11,16,39,29,17,43,46,54,41,8,1,23,40
2021-01-10,30,69,40,32,53,12,68,29,7,19,8,6,2,7,40,31,6,18,46,7,56,12,20,65,11,38,74,35,70,30,28,49,14,66,60,16,33,42,30,16,75,53,62,46,7,1,21,38
2021-01-11,32,85,39,26,60,13,64,27,8,0,16,26,3,12,38,27,7,44,36,14,57,14,25,71,21,40,75,28,75,33,23,47,17,67,63,21,32,40,41,15,59,54,70,51,9,1,23,37
2021-01-12,30,83,43,28,64,11,63,30,8,13,12,41,2,11,52,29,7,17,36,15,57,12,27,75,24,38,53,24,62,28,23,45,15,70,65,20,37,42,35,14,54,49,75,51,8,1,22,39
2021-01-13,35,87,60,30,67,13,65,30,8,0,20,24,1,8,42,28,7,23,36,16,59,11,26,77,24,38,62,21,63,33,22,47,17,67,66,20,37,43,35,15,56,48,72,57,9,1,21,39
2021-01-14,36,87,38,23,64,14,66,28,8,0,20,57,2,9,46,27,7,11,41,16,64,13,26,70,24,35,61,33,67,34,22,47,20,69,65,22,32,41,36,14,69,48,70,67,9,1,23,40
2021-01-15,27,78,22,28,60,12,63,27,6,13,28,45,3,12,34,29,6,67,40,14,61,11,23,76,18,33,64,30,73,24,21,48,19,71,60,11,17,41,31,16,60,47,58,50,9,1,27,44
2021-01-16,29,70,61,40,51,12,65,28,6,5,9,26,3,7,24,31,5,6,47,8,59,8,21,75,11,34,57,41,85,27,22,53,23,78,58,11,11,50,33,16,61,47,59,49,9,1,27,41
2021-01-17,29,72,47,34,51,11,64,26,6,10,25,29,1,7,38,32,5,18,46,8,67,13,21,67,11,36,58,22,81,35,21,53,18,71,61,15,18,44,31,12,65,49,67,51,10,1,25,44
2021-01-18,34,82,36,36,61,10,64,29,7,0,4,31,5,7,43,28,6,24,38,10,52,14,23,75,12,37,71,25,59,34,21,47,17,71,64,23,37,43,33,14,53,55,75,51,9,1,22,41
2021-01-19,33,88,34,30,67,9,64,29,6,9,24,42,4,11,59,29,6,34,38,16,42,15,26,83,24,34,63,23,60,30,23,55,15,64,60,23,33,40,35,15,61,48,67,49,9,1,20,36
2021-01-20,38,85,21,24,64,9,63,28,6,13,12,50,3,14,37,34,5,28,33,13,38,13,23,76,23,32,50,32,63,36,23,54,16,68,65,25,30,40,37,12,56,55,70,52,9,1,25,38
2021-01-21,31,88,28,31,66,10,61,27,6,9,8,38,6,13,40,26,6,22,32,15,38,13,23,78,23,32,72,30,60,31,23,49,17,68,59,22,38,43,39,13,49,48,74,53,9,2,21,40
2021-01-22,37,79,34,28,65,10,63,26,6,0,8,45,3,12,57,25,7,11,36,14,49,12,25,74,19,31,60,31,69,30,22,53,19,68,60,15,21,43,32,15,65,46,60,45,8,2,26,45
2021-01-23,27,72,48,37,53,11,68,26,6,25,13,23,3,10,48,32,6,43,54,7,68,8,24,76,11,30,46,30,78,27,23,57,21,72,58,12,25,44,42,14,59,49,59,45,8,2,28,42
2021-01-24,32,79,61,35,56,10,68,26,5,15,9,39,1,8,39,31,5,24,42,8,81,13,25,67,11,33,59,23,69,37,22,49,16,70,59,24,49,59,40,14,65,48,75,46,8,2,23,42
2021-01-25,32,93,21,30,71,13,67,25,6,9,12,35,2,12,48,26,7,33,34,14,59,17,24,76,22,32,67,21,59,28,22,47,14,69,62,25,36,43,40,14,52,56,75,49,9,2,20,43
2021-01-26,31,87,22,29,70,11,65,27,7,5,19,53,2,13,36,26,6,17,36,13,46,13,28,77,25,32,67,29,61,33,21,45,18,71,64,25,37,43,37,14,61,55,78,53,8,3,20,41
2021-01-27,32,90,33,26,69,10,66,26,7,18,19,62,4,12,55,24,5,28,37,17,53,12,24,76,24,30,66,30,58,37,22,44,17,68,61,28,32,40,35,14,70,48,72,53,9,3,20,40
2021-01-28,38,88,34,27,68,8,66,26,7,9,12,26,3,27,43,25,5,5,34,14,60,13,26,73,24,28,66,23,59,34,21,44,17,68,60,27,33,43,37,19,61,53,72,52,9,3,21,42
2021-01-29,35,83,50,30,68,11,63,25,5,5,4,27,2,28,61,22,5,28,36,15,54,12,21,74,18,27,47,26,71,28,23,46,23,72,56,15,20,44,37,19,70,47,63,47,9,3,24,47
2021-01-30,46,80,49,42,57,8,66,28,5,0,4,37,3,14,44,30,4,19,40,8,77,10,20,77,12,26,62,42,75,37,23,53,21,76,57,15,15,40,34,19,77,51,59,44,7,4,26,44
2021-01-31,28,79,66,31,60,9,62,26,7,10,13,34,3,12,35,30,4,6,45,7,55,12,25,81,12,27,50,18,63,38,21,46,17,68,59,23,33,44,35,17,63,53,68,49,8,4,21,42
2021-02-01,40,83,28,28,69,9,66,25,6,13,8,38,5,16,62,24,5,11,36,15,49,15,27,76,21,27,65,29,61,32,20,45,17,68,61,25,39,42,46,18,53,57,74,49,9,4,20,39
2021-02-02,38,91,37,26,68,9,67,25,6,9,4,38,4,12,45,24,4,33,35,16,55,12,28,81,23,27,59,22,65,35,23,47,17,72,63,27,34,44,50,17,67,54,75,51,11,2,24,40
2021-02-03,33,88,38,29,71,10,70,27,6,5,0,33,4,14,68,24,5,28,34,17,41,13,28,88,24,26,68,21,66,32,23,45,17,70,63,26,33,44,49,18,68,58,73,52,11,2,21,41
2021-02-04,30,85,47,28,72,11,66,27,7,5,4,36,4,14,66,25,5,28,33,16,42,10,27,89,24,24,46,30,68,34,23,47,17,69,60,28,38,46,40,19,58,49,78,51,9,2,23,41
2021-02-05,41,86,45,32,70,9,66,26,6,5,8,40,5,12,33,27,5,40,38,15,53,10,27,75,20,24,53,36,72,28,23,51,22,70,59,16,14,43,37,20,57,50,60,47,7,1,23,45
2021-02-06,28,81,28,35,56,11,66,28,6,5,9,53,5,11,42,26,4,25,52,6,47,8,22,81,12,22,45,17,80,36,22,57,19,71,58,12,15,48,43,22,74,49,57,43,7,1,26,39
2021-02-07,34,70,34,34,57,9,66,30,5,24,25,23,6,8,47,26,4,0,42,7,61,12,21,71,11,24,57,18,68,46,22,66,15,63,58,24,24,54,61,18,64,47,100,43,7,1,20,39
2021-02-08,40,82,30,29,68,10,61,27,6,9,4,44,3,10,48,23,4,33,43,14,59,13,25,77,18,27,50,16,61,30,21,47,17,69,61,26,31,43,48,23,46,59,78,50,6,2,22,40
2021-02-09,42,88,29,24,73,8,67,28,8,5,8,40,5,12,51,24,4,6,32,16,54,12,23,89,24,24,54,30,62,32,21,47,16,68,65,23,29,43,41,19,48,57,82,51,7,2,21,40
2021-02-10,34,92,41,31,74,10,66,26,6,13,4,51,3,12,38,22,5,28,35,17,52,10,24,88,30,22,55,25,59,30,24,45,17,65,60,26,32,44,44,20,49,54,74,50,6,2,21,41
2021-02-11,32,85,22,26,73,12,61,25,6,0,8,45,4,11,63,22,6,28,34,15,48,9,24,79,27,21,54,23,61,24,22,43,16,67,63,23,25,43,49,21,54,55,69,43,6,1,20,43
2021-02-12,39,78,58,24,66,8,65,25,5,0,0,49,5,11,55,21,6,18,34,13,76,11,24,72,19,18,50,25,68,26,22,48,21,71,57,12,15,46,33,24,56,49,62,45,5,1,22,44
2021-02-13,38,68,24,34,54,9,66,25,5,0,4,30,6,11,26,26,4,13,37,7,46,6,22,79,12,19,51,23,74,24,20,50,23,72,57,10,16,41,38,21,59,46,59,45,5,1,22,42
2021-02-14,27,73,31,32,56,8,63,22,5,5,4,26,3,10,30,25,4,19,39,8,51,11,19,78,11,19,58,36,58,33,20,49,19,65,57,15,12,46,35,17,57,48,68,44,4,1,21,42
2021-02-15,44,84,37,30,66,8,67,24,4,14,25,67,7,26,32,25,4,24,38,12,61,11,22,59,13,20,63,27,54,26,21,47,16,63,55,24,17,46,41,17,55,53,70,42,4,1,19,43
2021-02-16,43,84,33,29,69,7,74,24,4,5,12,46,5,22,65,25,4,47,34,15,49,13,22,67,19,18,65,26,61,22,22,45,19,60,61,23,23,51,41,18,42,53,69,42,4,1,20,42
2021-02-17,100,83,38,22,69,8,68,24,6,0,8,52,3,15,54,23,4,23,32,16,55,14,24,68,20,19,59,17,53,24,23,48,16,63,59,21,26,49,45,18,60,57,69,46,5,1,22,41
2021-02-18,87,82,51,28,73,7,72,25,5,9,4,52,3,13,48,23,4,11,31,14,50,11,24,74,21,17,50,21,65,26,23,49,17,66,61,24,25,45,34,18,61,49,71,47,3,1,21,43
2021-02-19,49,80,48,24,68,8,66,24,5,9,24,31,3,13,59,21,4,34,34,12,73,9,25,81,18,18,55,24,74,27,34,49,22,71,56,14,15,46,34,23,59,53,68,46,4,1,28,53
2021-02-20,44,80,18,34,60,9,71,25,5,0,13,31,3,10,50,27,4,7,41,10,57,7,23,85,12,18,67,28,78,29,42,52,21,75,56,14,15,44,37,20,61,53,62,42,4,1,25,52
2021-02-21,41,84,57,30,61,9,72,25,6,10,18,31,3,9,55,29,4,32,42,8,64,9,24,80,11,19,75,20,63,31,33,49,16,71,59,25,32,45,43,16,69,56,76,49,4,1,23,47
2021-02-22,42,94,43,23,76,8,76,24,6,0,8,41,5,12,56,24,5,33,31,15,45,13,25,78,18,19,62,19,67,28,26,49,15,67,62,26,35,44,52,17,52,60,75,49,4,1,21,44
2021-02-23,41,100,23,24,76,9,74,25,5,9,12,43,7,13,43,26,5,40,31,16,51,9,24,68,22,19,68,18,62,33,25,48,16,69,64,28,29,44,47,15,68,58,78,49,4,1,21,42
2021-02-24,48,92,66,27,74,9,72,25,6,18,8,30,5,12,55,23,4,28,30,16,64,12,28,81,22,19,63,19,60,29,26,46,16,66,62,27,31,46,45,16,61,57,76,49,4,1,22,43
2021-02-25,39,92,63,32,76,9,65,25,5,5,8,52,5,10,62,21,4,17,33,14,50,9,25,75,23,18,54,25,57,37,25,45,19,68,59,21,32,46,46,14,63,55,70,47,6,1,21,43
2021-02-26,30,84,19,32,71,9,65,23,5,5,4,40,5,13,44,20,4,23,35,14,41,10,24,79,18,18,49,27,72,26,24,49,21,72,55,12,25,46,33,15,59,51,64,45,4,1,24,49
2021-02-27,22,75,18,36,53,9,60,25,4,5,9,37,3,11,34,25,4,32,38,9,60,7,23,77,12,18,68,37,72,29,24,51,22,73,56,13,15,41,42,16,61,59,61,41,3,1,25,46
2021-02-28,35,80,42,31,60,9,60,25,4,5,9,41,7,9,46,27,4,13,40,9,59,11,26,78,11,19,66,20,64,29,24,50,17,71,60,24,32,46,49,13,66,57,74,46,3,1,22,44
2021-03-01,41,93,32,26,73,8,62,24,5,9,12,45,8,10,62,24,5,34,34,14,36,15,24,75,20,18,68,18,54,32,23,47,16,70,64,29,36,47,48,15,73,59,78,49,4,1,20,45
2021-03-02,43,91,35,24,76,6,70,24,5,5,8,52,36,11,54,24,5,11,33,14,56,13,29,83,22,18,56,23,66,26,24,44,17,69,63,28,36,44,48,15,69,57,80,45,5,1,19,44
2021-03-03,38,88,41,27,67,7,70,25,6,9,12,51,66,13,57,21,4,28,31,16,55,9,26,70,21,18,58,12,66,31,24,44,19,70,62,27,51,46,46,16,64,58,76,49,3,1,21,44
2021-03-04,36,89,45,22,72,9,68,24,5,0,0,64,53,12,50,20,4,23,33,14,41,10,29,72,21,17,62,22,61,30,25,43,19,66,60,24,46,46,37,14,67,59,73,48,4,1,21,46
2021-03-05,36,83,39,26,67,6,71,23,4,5,4,59,42,13,35,21,4,24,36,14,61,10,24,76,17,16,62,18,73,28,24,48,20,73,54,14,23,47,36,15,74,50,67,38,4,1,25,51
2021-03-06,31,75,43,38,55,8,71,23,4,10,0,41,29,11,23,27,4,7,42,9,50,8,26,66,11,18,45,15,76,26,25,51,23,78,55,13,22,44,33,16,79,54,68,39,4,1,25,49
2021-03-07,24,75,39,34,57,9,67,25,4,10,9,31,38,9,64,29,4,13,41,6,57,13,23,77,11,20,53,23,68,32,23,49,19,72,59,21,39,46,38,15,41,50,77,45,4,1,21,45
2021-03-08,36,87,48,25,71,9,71,23,6,5,4,46,32,11,43,20,4,29,34,13,55,13,28,70,16,19,55,17,55,27,22,45,18,68,58,24,44,43,42,15,68,56,75,47,4,1,21,45
2021-03-09,38,90,32,20,72,7,71,26,5,5,4,42,23,12,52,22,4,17,33,13,52,12,29,77,19,19,56,17,61,29,23,43,18,69,59,23,33,47,32,16,56,54,80,47,4,1,21,43
2021-03-10,40,83,49,29,69,9,66,25,5,9,8,62,23,16,49,20,4,11,29,14,44,13,26,67,18,18,69,13,64,31,23,43,15,66,62,24,35,44,39,15,61,60,75,48,3,1,20,45
2021-03-11,46,89,51,24,75,11,66,26,4,9,0,37,19,22,38,20,4,46,30,16,50,10,25,86,20,18,50,34,67,32,24,42,19,68,62,27,35,46,33,17,55,56,71,43,3,1,21,47
2021-03-12,31,86,61,24,65,8,59,24,5,9,16,43,10,14,43,19,4,40,31,11,48,10,25,79,15,15,64,35,71,25,23,46,19,70,58,11,15,46,31,18,81,52,63,34,5,1,23,51
2021-03-13,31,74,48,33,51,9,61,25,4,0,8,39,11,11,37,23,4,18,36,7,68,8,24,69,10,15,35,21,73,30,25,47,20,77,56,12,12,43,31,18,58,56,63,35,3,1,24,48
2021-03-14,35,73,54,36,56,7,57,27,4,0,13,29,10,12,43,25,4,18,39,7,67,12,23,76,10,17,60,15,58,26,23,44,17,67,55,22,23,44,35,16,60,57,71,43,3,1,20,44
2021-03-15,34,78,39,28,69,8,52,22,5,11,7,50,12,13,33,20,4,24,31,12,44,13,25,68,15,17,57,22,61,31,31,43,18,67,57,25,26,47,36,18,56,57,75,43,3,1,22,45
2021-03-16,32,86,54,24,68,9,58,22,5,4,7,46,9,15,53,21,4,14,31,13,35,12,26,73,16,18,56,26,63,34,29,41,17,66,62,22,32,46,34,18,63,60,73,43,3,1,20,45
2021-03-17,40,82,64,28,64,8,59,24,6,0,8,47,6,11,51,20,4,22,36,15,41,11,22,71,16,19,50,16,62,25,26,41,16,66,64,21,31,47,39,20,80,58,70,42,4,1,22,43
2021-03-18,32,85,27,33,66,10,59,25,5,0,8,38,5,9,39,31,4,11,36,15,57,9,24,72,17,17,53,18,64,27,28,42,20,66,60,22,26,47,33,24,58,55,72,43,3,1,22,47
2021-03-19,27,79,38,28,64,8,58,24,4,0,4,36,7,9,46,35,4,23,30,12,49,10,37,73,13,16,73,25,75,24,30,45,22,70,54,11,9,49,31,23,82,49,59,39,4,1,23,51
2021-03-20,37,68,42,32,48,7,59,26,4,0,13,40,5,7,26,27,3,19,32,5,63,6,29,75,9,18,52,25,73,25,26,47,22,78,54,10,12,44,36,22,65,52,61,35,3,1,24,52
2021-03-21,29,74,42,34,56,10,62,25,5,15,13,13,7,9,31,27,4,13,32,8,64,11,23,77,10,21,75,21,67,36,26,44,20,73,60,22,34,48,41,19,62,60,73,52,3,1,22,49
2021-03-22,41,89,35,24,68,7,69,25,4,18,12,75,7,15,54,23,4,40,31,12,43,14,26,70,15,21,49,22,64,31,23,41,21,73,60,22,35,46,40,13,68,56,74,47,4,1,22,46
2021-03-23,37,90,22,28,68,10,66,25,5,0,4,42,6,15,56,20,4,28,30,16,50,14,28,70,17,21,53,26,69,33,23,41,18,66,63,22,47,46,38,14,50,56,75,45,3,1,21,46
2021-03-24,37,88,58,26,69,9,57,25,5,4,8,52,11,16,46,21,4,16,31,14,40,11,25,72,17,20,53,22,64,26,26,43,17,67,61,24,37,47,38,15,67,58,73,43,4,1,21,47
2021-03-25,43,86,28,28,70,10,63,26,5,22,8,45,9,12,52,24,4,17,30,15,44,11,30,89,17,19,68,27,65,27,25,42,19,67,59,26,26,47,36,14,67,59,70,49,3,1,20,50
2021-03-26,42,80,32,30,67,9,59,26,5,0,4,46,7,9,41,19,4,29,28,12,47,10,26,83,13,18,56,33,74,32,24,44,22,66,50,11,11,48,37,19,46,55,56,37,3,1,23,54
2021-03-27,35,75,47,37,49,11,52,28,5,10,4,31,5,8,39,20,4,7,39,6,78,5,23,68,10,18,52,25,73,27,25,48,25,71,50,10,18,45,31,19,58,59,60,40,3,1,25,51
2021-03-28,36,74,57,28,56,8,60,27,5,5,9,20,7,9,60,21,4,26,38,8,65,11,24,67,10,20,55,22,68,32,24,43,17,67,58,23,32,49,39,16,69,61,69,45,5,1,22,51
2021-03-29,33,87,51,28,64,11,62,25,5,4,0,34,11,11,55,20,4,11,29,14,44,13,25,74,13,22,63,27,62,28,24,43,18,64,58,25,34,48,34,15,74,57,74,45,5,1,20,49
2021-03-30,37,87,42,30,66,9,62,27,6,5,8,55,13,11,67,19,4,18,26,15,58,15,28,78,15,20,52,23,62,30,26,43,21,65,63,20,26,47,37,14,58,56,72,43,5,1,22,49
2021-03-31,40,80,37,28,66,9,64,27,5,9,8,76,12,11,76,18,4,33,26,15,61,10,24,74,14,20,57,23,66,26,28,41,21,63,57,22,28,47,35,15,60,58,70,41,5,1,22,50
2021-04-01,40,81,26,28,64,9,59,27,5,14,4,46,9,13,44,18,4,18,29,16,44,10,25,78,13,20,58,34,66,35,26,44,24,65,55,16,22,50,32,14,55,51,68,38,5,1,23,52
2021-04-02,32,73,27,35,52,10,62,29,6,5,0,45,11,11,60,18,4,18,31,12,69,8,25,78,11,19,46,32,71,25,25,46,26,68,54,9,19,46,33,17,51,52,56,35,7,1,24,53
2021-04-03,34,70,44,36,48,10,68,28,5,5,9,24,10,6,48,19,3,0,35,6,99,6,30,68,8,19,58,13,73,26,25,50,33,68,45,11,17,44,36,15,70,60,58,30,6,0,24,52
2021-04-04,33,70,60,26,53,10,71,28,4,5,5,44,10,7,22,18,3,7,33,6,50,11,28,66,7,22,83,16,67,27,26,45,18,66,55,19,24,50,38,17,53,60,74,47,7,1,23,53
2021-04-05,34,89,56,26,68,10,69,28,5,0,4,57,9,10,58,18,4,18,35,13,52,14,29,75,13,22,57,29,60,30,26,43,18,67,58,24,28,51,44,18,54,59,76,47,7,1,21,51
2021-04-06,36,84,47,25,65,9,69,30,5,13,0,57,9,10,40,18,4,11,38,13,51,11,27,75,14,23,74,15,62,34,24,43,18,66,61,23,32,48,43,15,58,59,78,45,7,1,22,51
2021-04-07,35,86,38,28,64,10,60,32,5,4,4,63,13,13,68,18,4,5,31,17,41,11,27,78,15,22,52,21,63,35,23,41,16,65,61,24,30,47,39,15,46,60,76,46,7,1,21,50
2021-04-08,32,88,50,28,66,11,60,33,5,4,12,36,7,13,50,19,4,22,30,15,43,9,27,72,15,19,56,18,64,28,23,51,18,64,54,23,35,47,43,14,53,61,69,45,6,1,22,50
2021-04-09,34,77,53,22,64,10,58,30,5,4,4,77,5,8,45,16,3,17,29,14,44,10,30,79,12,19,49,26,69,31,23,51,22,73,54,12,13,48,36,17,86,61,60,40,6,1,24,56
2021-04-10,32,71,39,34,47,11,59,30,5,0,4,30,5,9,34,19,3,6,33,10,66,8,23,72,9,19,59,25,76,33,24,50,24,79,55,13,15,46,39,17,74,62,58,40,5,0,24,54
2021-04-11,30,80,56,33,57,13,64,29,5,5,13,34,7,6,33,20,4,13,35,8,70,11,28,72,9,22,74,24,65,45,25,48,18,72,61,24,34,49,41,15,58,60,73,48,5,1,24,52
2021-04-12,42,93,44,24,72,9,58,26,5,13,8,42,7,10,40,18,4,28,31,14,55,12,25,84,15,24,58,24,63,31,23,45,18,68,61,25,35,47,41,19,57,63,74,48,6,1,21,48
2021-04-13,49,90,38,29,72,11,58,30,7,9,16,39,6,11,58,17,4,28,32,13,57,11,28,73,16,21,60,17,60,40,23,41,19,67,64,27,36,49,42,24,63,61,75,51,6,1,22,47
2021-04-14,34,89,44,25,67,11,63,30,5,13,8,48,5,13,49,18,4,28,29,18,56,9,30,72,16,22,61,15,63,50,25,41,17,67,64,23,43,47,35,23,63,60,72,44,5,1,21,47
2021-04-15,38,86,44,27,69,9,60,29,6,0,0,60,6,12,59,17,3,28,29,13,53,10,29,78,15,18,76,20,66,38,25,42,21,66,58,22,20,47,37,30,61,60,70,45,5,1,22,50
2021-04-16,38,82,32,23,63,9,58,29,5,5,4,46,9,8,40,18,3,11,27,14,56,8,24,73,13,18,46,26,75,74,26,47,26,72,55,12,17,50,35,26,84,56,61,38,5,1,25,56
2021-04-17,35,74,14,34,52,11,64,29,4,5,4,34,8,6,46,26,3,0,32,7,55,5,23,74,9,18,44,26,71,31,32,49,25,76,54,11,16,44,32,21,70,55,60,43,5,1,25,53
2021-04-18,43,75,72,34,56,12,60,29,5,0,14,44,7,4,34,34,3,13,36,7,62,9,22,78,9,20,68,20,60,42,29,42,20,72,57,22,35,47,40,20,58,60,73,48,5,1,20,51
2021-04-19,38,92,34,24,71,10,59,28,4,9,12,57,9,9,46,38,3,28,32,13,53,11,28,69,14,19,74,22,59,56,25,42,18,69,61,24,30,47,34,21,56,64,72,50,5,1,21,48
2021-04-20,41,90,37,22,69,11,56,29,5,4,4,41,5,9,71,25,3,39,33,15,54,12,29,75,15,18,46,29,60,46,24,40,20,69,61,24,26,46,40,19,63,63,79,45,4,1,20,47
2021-04-21,32,92,44,26,68,9,63,28,5,0,4,57,6,6,56,21,3,45,31,17,61,9,27,71,15,19,55,27,62,55,26,41,18,70,64,29,36,46,38,19,69,63,76,52,5,1,22,51
2021-04-22,43,89,36,32,72,9,62,30,5,5,16,46,7,11,53,18,3,18,29,16,67,10,27,73,15,18,57,19,63,43,25,40,21,67,84,26,30,48,43,18,77,58,70,47,6,1,21,50
2021-04-23,37,80,39,29,66,11,55,30,5,9,12,66,6,9,56,18,3,41,29,14,52,6,25,77,13,17,51,27,70,44,25,43,26,72,69,12,10,47,31,18,66,52,59,39,6,1,23,54
2021-04-24,43,73,43,34,48,10,52,29,5,0,9,51,7,8,39,17,3,26,33,7,58,6,22,80,9,18,73,12,75,47,26,47,29,80,59,16,13,46,34,15,50,61,61,41,7,1,25,57
2021-04-25,42,74,32,30,60,10,58,29,5,10,14,31,9,8,56,20,3,0,36,9,67,10,24,74,9,19,57,12,62,43,26,43,20,72,62,25,35,49,44,16,62,63,72,49,6,1,21,53
2021-04-26,51,91,45,28,72,10,63,27,6,9,4,55,9,13,60,16,3,23,29,16,64,12,29,71,14,19,62,12,62,59,27,41,19,72,61,23,38,49,43,18,74,63,73,50,6,1,21,50
2021-04-27,37,88,23,27,72,13,64,30,5,0,4,65,16,12,56,18,3,24,29,13,60,9,26,62,15,18,60,12,63,26,28,41,18,69,65,25,37,53,42,18,67,59,77,49,5,1,22,50
2021-04-28,38,89,28,24,68,11,62,30,5,4,16,73,13,10,40,16,3,17,26,15,43,10,28,73,15,18,63,17,64,67,25,41,20,72,63,26,35,47,35,17,63,61,73,47,5,1,20,49
2021-04-29,40,83,50,24,64,11,58,31,5,0,8,51,12,11,47,16,3,22,28,12,43,9,28,68,14,15,62,16,55,67,25,40,18,68,59,24,32,47,38,17,64,55,68,43,5,1,21,51
2021-04-30,38,77,34,27,61,11,58,27,5,9,8,41,7,9,45,17,3,11,24,11,53,7,26,72,12,16,48,15,69,57,24,43,24,70,55,14,14,47,33,20,58,56,60,38,5,1,24,60
2021-05-01,30,70,18,32,50,9,55,27,4,5,4,10,9,7,50,18,3,7,32,7,55,5,21,70,8,15,62,30,63,31,26,44,26,74,57,14,15,47,38,19,80,63,59,35,5,0,24,58
2021-05-02,27,71,54,34,56,9,62,29,4,16,0,31,6,8,23,18,2,13,37,5,60,9,22,73,8,16,53,18,61,47,26,43,20,73,63,23,33,51,42,24,59,64,69,42,4,1,22,54
2021-05-03,40,89,38,24,69,10,59,27,5,0,24,55,13,9,50,17,3,5,28,14,63,10,29,72,13,14,60,14,60,47,26,43,18,67,61,24,34,54,39,27,62,61,71,47,5,1,22,49
2021-05-04,42,88,49,31,64,11,58,26,4,0,4,38,11,11,58,18,3,11,28,13,60,9,28,74,14,16,69,9,63,49,26,41,20,67,63,20,36,49,41,33,54,56,76,44,5,1,20,49
2021-05-05,38,81,43,28,66,12,55,29,5,4,4,59,9,8,51,65,3,34,30,15,51,9,22,66,13,14,75,18,63,48,25,40,20,67,61,25,29,48,37,32,72,61,72,47,5,1,22,50
2021-05-06,42,87,54,25,66,9,50,28,4,4,8,27,9,10,48,53,3,23,29,15,66,9,28,76,14,14,55,32,57,37,26,41,21,67,64,22,31,50,42,28,55,57,72,46,5,1,22,54
