Date,alcoholism,anxiety,athleisure,cutting hair,depression,dry cough,eczema,fever,flu symptoms,lack of smell,lack of taste,long-term care,mask mandates,obamacare,opiods,peloton,quarantine,short-term disability,star trek,telehealth,teslas,unemployment insurance,vaping,xanax,zoom,covid symptoms,hospitals near me,baconator,helmet,aluminium,plane,age,hen,table,digital,mutation,oppose,city,athlete,prediction,tumble,stroke,diabetes,lungs,ivermectin,hydroxychloroquine,bleach,lake
2020-04-03,36,76,61,64,91,50,55,53,15,22,36,35,1,20,43,27,33,9,44,51,26,67,28,85,95,41,55,15,68,27,19,49,27,61,73,18,17,36,28,8,62,46,56,85,28,26,66,36
2020-04-04,35,76,59,84,81,49,65,55,16,13,100,50,0,11,39,30,33,11,51,24,21,43,28,90,65,39,41,38,66,33,19,55,26,61,70,15,18,34,30,7,69,52,57,83,32,31,62,36
2020-04-05,36,74,46,90,81,45,64,55,16,21,27,37,1,12,27,28,31,27,53,25,15,49,25,87,62,37,51,21,56,28,17,48,19,61,64,28,35,37,41,8,71,50,63,86,19,44,51,33
2020-04-06,39,75,60,70,88,57,59,50,14,36,65,77,0,10,43,25,28,9,43,52,19,61,24,76,84,35,65,20,58,32,18,45,21,62,65,25,36,37,35,7,69,54,63,98,12,48,49,35
2020-04-07,40,79,40,60,86,41,57,50,14,22,50,53,1,13,37,23,26,9,41,56,20,59,25,86,85,31,62,20,59,27,18,45,21,64,64,26,40,38,31,7,54,52,70,85,8,38,49,34
2020-04-08,31,73,40,72,83,39,59,49,12,22,46,20,1,11,46,23,27,28,41,50,26,59,25,79,80,29,65,21,62,26,19,46,24,64,64,26,34,39,36,7,74,52,64,82,8,26,46,33
2020-04-09,39,76,38,78,88,33,60,47,10,7,13,51,1,12,48,23,26,10,47,49,34,58,25,82,77,29,34,22,57,26,18,44,25,58,64,20,22,38,32,7,80,53,62,70,5,18,47,35
2020-04-10,46,72,27,71,79,31,64,44,9,23,48,37,0,9,68,23,26,20,51,37,18,57,27,88,64,27,33,24,66,25,17,48,27,59,60,14,15,35,34,7,65,51,56,62,4,14,51,37
2020-04-11,39,71,51,100,71,34,62,44,10,8,19,31,1,12,54,26,27,16,48,18,29,40,26,89,50,26,37,8,68,31,18,50,40,61,56,14,14,32,31,7,51,53,50,59,4,12,42,34
2020-04-12,35,65,27,93,70,28,66,44,8,4,46,37,1,7,43,24,26,11,51,17,18,40,24,78,62,26,39,16,57,29,18,45,19,66,62,24,34,39,35,6,70,52,64,66,3,13,40,33
2020-04-13,37,75,39,69,82,25,60,41,9,18,23,42,1,9,38,24,29,14,40,46,5,69,23,79,62,26,50,20,58,28,17,45,21,66,63,28,42,39,35,6,74,56,63,64,7,13,43,33
2020-04-14,46,76,39,74,88,27,60,41,9,22,26,52,1,8,58,26,30,9,40,53,22,58,26,77,71,23,49,21,61,25,18,43,19,66,61,30,39,38,35,5,76,50,62,62,5,10,41,33
2020-04-15,39,65,48,84,86,22,55,37,8,14,22,38,2,12,40,26,29,9,40,49,25,53,23,78,70,24,37,16,61,28,22,44,22,69,62,30,41,37,37,5,66,53,69,63,4,9,43,34
2020-04-16,39,74,30,77,92,21,61,38,7,11,10,31,2,9,38,26,32,9,36,42,26,55,23,86,71,23,44,20,65,29,19,45,20,70,65,26,43,38,34,6,64,50,61,58,4,8,42,35
2020-04-17,39,73,56,80,80,23,60,36,8,18,19,34,0,11,47,24,30,9,40,38,29,51,25,86,65,23,53,32,73,35,18,48,27,70,63,14,19,35,29,5,80,53,55,55,3,7,47,39
2020-04-18,46,69,38,94,68,22,71,38,7,16,29,28,1,8,47,31,30,0,52,17,25,35,20,84,46,21,45,16,75,27,20,54,27,75,61,14,24,36,34,6,74,55,61,55,2,5,47,40
2020-04-19,47,70,74,92,75,20,70,36,8,13,22,31,0,10,34,28,28,5,53,19,18,46,23,83,43,21,55,11,69,30,18,45,21,71,62,29,43,39,37,6,72,53,62,55,2,6,37,36
2020-04-20,40,76,66,77,81,20,66,35,7,7,13,43,0,10,58,23,30,22,34,39,24,58,24,81,60,21,45,29,66,31,19,46,22,69,63,31,35,39,40,6,68,55,65,57,2,9,40,36
2020-04-21,45,78,54,73,89,19,64,37,6,4,10,73,0,9,67,26,28,23,37,41,22,56,26,82,63,22,51,14,59,27,19,46,22,70,65,32,32,38,32,6,74,56,68,57,3,15,40,36
2020-04-22,51,76,47,75,86,19,69,36,8,18,23,72,0,9,61,25,28,9,34,37,26,53,27,87,65,24,46,22,64,34,18,45,19,72,62,30,39,39,49,7,68,73,65,63,2,12,39,36
2020-04-23,46,74,43,73,88,20,60,35,9,7,13,31,1,8,53,24,27,36,35,34,23,47,27,82,65,20,36,18,70,32,17,44,21,67,61,26,28,38,40,8,65,58,65,78,2,13,100,36
2020-04-24,41,74,30,71,80,16,67,33,7,11,6,47,2,11,51,22,24,22,37,29,18,43,23,71,58,19,35,34,76,31,16,48,24,67,58,15,24,36,32,8,77,87,56,58,2,11,94,43
2020-04-25,36,67,64,94,72,20,64,36,6,12,22,36,0,7,39,25,24,10,45,15,17,29,21,80,38,22,44,32,74,36,18,52,28,76,58,16,21,33,32,5,66,83,61,51,2,6,72,44
2020-04-26,42,77,41,94,73,18,67,33,7,12,11,34,1,6,32,28,25,10,42,16,26,41,24,86,39,26,36,20,64,31,18,46,21,75,62,28,35,40,36,6,62,70,65,55,2,5,53,40
2020-04-27,40,79,60,76,89,18,68,33,7,22,23,69,0,12,49,24,25,18,35,33,26,55,26,85,54,25,46,16,64,32,21,45,22,74,63,27,37,41,37,6,77,71,63,53,2,5,49,40
2020-04-28,58,79,44,68,87,18,60,33,7,25,19,57,0,13,30,23,24,14,35,37,27,52,26,80,57,21,44,26,60,30,19,46,19,71,63,27,35,39,34,6,63,65,66,54,2,5,44,40
2020-04-29,40,77,46,64,83,16,60,32,6,11,28,62,1,12,69,23,22,45,34,34,34,44,25,80,59,19,38,26,69,26,19,49,20,72,63,29,35,41,40,6,64,61,64,52,1,5,44,41
2020-04-30,46,76,91,64,88,16,59,31,7,7,9,54,2,9,57,27,23,13,37,37,31,43,26,89,57,18,39,36,65,31,19,48,22,70,63,32,37,41,33,5,77,57,63,52,2,3,39,47
2020-05-01,31,73,60,60,77,12,60,29,6,7,10,64,1,9,56,25,23,19,41,29,41,39,26,78,50,17,48,34,76,30,19,52,27,74,60,21,20,40,36,5,78,65,59,47,1,4,46,54
2020-05-02,40,71,63,78,68,14,63,28,4,4,11,26,0,8,47,23,20,0,41,13,26,30,21,90,32,18,44,29,85,28,19,53,29,79,60,18,19,39,33,5,58,65,60,44,1,3,47,56
2020-05-03,49,74,59,92,69,17,71,31,5,13,12,29,0,8,48,23,20,5,43,16,29,38,21,86,32,18,49,35,75,34,19,45,22,76,63,26,38,43,39,5,73,64,66,53,1,3,37,47
2020-05-04,42,78,41,67,79,15,63,30,6,4,13,34,0,7,59,21,18,9,43,32,27,46,24,81,45,18,37,34,67,32,20,44,22,71,63,46,42,42,36,6,62,59,66,53,1,5,38,44
2020-05-05,45,76,38,62,76,14,58,29,5,3,12,45,0,10,49,22,18,34,39,32,33,44,23,74,49,19,42,32,65,33,23,48,20,69,64,50,40,42,35,5,53,58,64,49,2,7,38,42
2020-05-06,38,79,34,73,82,15,62,29,5,7,13,71,0,13,57,29,18,27,32,27,20,37,24,86,51,18,47,25,70,26,22,45,22,70,63,42,31,41,39,5,69,58,64,50,2,7,36,43
2020-05-07,45,74,31,58,82,12,63,29,5,11,13,47,0,17,53,28,17,4,33,29,20,32,22,76,50,18,33,19,71,35,21,44,19,69,65,32,33,43,37,5,69,56,60,51,1,5,34,45
2020-05-08,41,69,49,60,90,15,63,28,5,0,6,46,0,10,44,22,17,13,34,24,30,36,22,76,44,18,46,31,69,32,20,48,25,69,63,18,26,40,36,5,63,59,53,43,1,4,39,53
2020-05-09,47,68,60,78,77,13,74,26,5,8,11,34,0,9,48,24,18,10,39,11,41,22,19,77,28,18,45,28,74,31,21,50,30,72,62,20,13,37,34,5,59,57,53,41,1,3,38,51
2020-05-10,36,65,56,65,69,9,64,30,5,0,0,18,0,8,34,23,20,5,42,10,37,35,24,82,30,22,46,19,64,33,20,49,21,71,64,27,37,44,31,5,72,60,62,47,1,3,35,49
2020-05-11,47,76,45,57,85,14,66,30,6,11,20,65,0,10,39,22,17,19,36,30,46,43,23,76,45,20,56,19,67,32,23,46,21,70,61,26,45,44,37,5,71,57,62,51,2,4,35,47
2020-05-12,39,75,52,59,81,13,66,29,4,0,3,22,0,10,52,22,17,14,35,29,36,40,25,84,47,20,50,20,65,35,22,46,22,73,62,24,35,44,33,5,69,54,61,46,1,5,35,47
2020-05-13,44,75,49,68,82,13,65,30,6,7,16,49,0,11,56,22,17,14,42,27,29,38,23,79,49,19,47,15,66,29,21,46,21,73,64,24,29,44,37,5,70,56,63,49,2,6,36,49
2020-05-14,47,76,39,54,81,12,66,28,5,0,10,30,0,11,81,20,16,14,30,30,23,30,21,80,49,18,52,22,67,27,23,46,19,72,63,22,35,47,37,5,57,59,60,44,2,6,35,53
2020-05-15,35,70,53,64,75,8,68,29,4,4,7,43,0,12,36,20,17,24,46,21,29,32,23,85,40,18,43,19,79,31,21,49,23,74,58,12,25,43,31,5,61,59,52,39,2,5,40,62
2020-05-16,38,69,55,75,64,10,71,27,4,4,19,41,0,8,70,22,16,5,59,12,40,23,17,84,25,18,50,24,84,29,21,50,25,80,60,12,18,40,31,5,55,58,52,38,2,5,41,62
2020-05-17,33,68,54,84,68,10,63,27,5,4,4,26,0,10,39,24,16,5,51,11,42,33,22,80,32,20,49,26,75,32,21,46,19,75,63,26,26,48,37,5,58,74,62,44,2,31,35,58
2020-05-18,43,77,42,58,77,12,58,30,4,11,13,43,0,9,35,23,16,9,40,27,42,39,23,81,40,19,45,23,74,28,21,45,20,75,64,20,30,46,35,5,74,89,63,42,2,64,34,56
2020-05-19,39,82,39,62,71,10,59,29,5,7,13,53,0,9,47,22,15,14,36,26,30,35,24,77,42,19,46,25,71,31,21,44,21,73,64,22,33,47,34,5,65,70,64,44,2,26,34,58
2020-05-20,31,78,58,55,68,9,58,28,5,11,3,43,1,9,30,21,14,19,41,26,51,32,23,84,42,18,44,20,74,39,21,43,20,72,62,22,29,45,37,6,49,60,65,44,2,14,34,59
2020-05-21,39,72,54,61,71,9,59,27,5,8,14,49,0,9,55,17,14,14,34,25,34,30,21,80,41,16,66,27,73,31,29,44,19,72,62,18,25,47,32,5,68,60,64,40,1,13,33,64
2020-05-22,37,73,46,57,65,12,62,27,5,4,7,36,0,7,53,17,13,9,36,21,34,26,20,85,33,17,60,28,83,34,27,45,21,76,56,12,16,45,34,5,65,65,57,43,3,10,37,75
2020-05-23,37,70,49,75,56,12,60,26,4,9,8,11,0,7,40,19,13,33,40,10,21,18,19,85,20,16,59,27,80,31,23,48,24,83,59,10,14,45,25,5,56,66,53,35,3,7,39,84
2020-05-24,36,70,38,65,62,11,64,27,4,5,16,34,0,7,46,18,13,0,52,10,20,28,20,76,17,18,46,28,86,37,24,49,23,78,57,11,14,45,32,5,61,66,56,37,2,7,38,84
2020-05-25,34,69,22,70,63,8,66,27,4,4,8,29,0,8,29,19,12,22,41,12,26,28,21,81,14,19,52,14,72,34,20,46,20,73,62,17,26,48,32,5,70,65,65,39,1,6,34,73
2020-05-26,35,78,36,56,65,10,63,28,5,8,0,36,1,9,40,20,13,10,37,25,32,36,20,79,34,18,52,18,67,28,19,43,18,72,62,18,20,46,33,5,61,68,65,41,1,5,33,64
2020-05-27,43,77,40,54,66,10,66,26,4,7,7,28,1,11,36,20,12,14,43,26,37,34,22,78,37,19,53,19,63,36,20,44,17,68,64,16,19,46,35,4,51,67,64,41,1,5,32,63
2020-05-28,40,78,60,57,60,10,60,27,4,4,3,35,1,9,44,19,12,4,34,27,37,28,21,82,36,18,40,20,66,33,19,43,17,70,59,14,19,48,35,5,69,62,65,37,2,4,32,62
2020-05-29,38,70,52,44,58,9,56,25,4,8,17,34,1,9,38,17,11,10,36,26,30,27,20,74,32,18,44,17,77,29,20,44,21,66,53,10,9,48,37,5,62,60,58,34,1,3,35,74
2020-05-30,32,66,52,57,55,9,62,25,4,4,4,24,0,6,44,22,10,5,41,10,34,18,18,77,18,16,44,26,77,35,18,43,23,69,51,9,22,54,31,5,69,62,54,34,1,2,34,75
2020-05-31,38,66,35,56,50,10,55,24,5,4,8,33,0,5,45,21,10,6,42,14,47,25,18,81,18,18,38,19,66,30,18,39,21,63,55,16,20,56,34,6,54,57,62,31,1,2,27,63
2020-06-01,36,72,25,45,57,8,66,24,3,0,3,39,0,7,37,17,10,14,34,20,34,32,19,73,33,16,54,18,68,30,18,37,19,63,58,15,28,53,30,7,57,57,59,36,1,2,28,61
2020-06-02,27,70,52,44,61,9,62,26,3,0,10,28,1,9,44,15,9,14,28,21,21,27,19,70,36,16,41,32,65,28,18,41,17,64,57,15,23,52,36,7,59,63,64,37,1,3,30,61
2020-06-03,26,68,38,39,57,9,61,24,3,4,6,37,0,11,40,15,9,18,31,22,36,26,20,80,34,16,50,24,68,28,18,40,17,65,59,16,17,51,34,7,52,63,60,40,1,5,29,62
2020-06-04,32,72,92,41,59,8,64,24,4,0,10,36,0,8,44,14,9,18,31,22,33,22,18,79,33,17,53,31,67,29,19,41,20,66,58,14,24,51,33,6,67,59,60,33,1,5,29,68
2020-06-05,28,71,42,49,57,8,63,25,3,4,3,37,0,7,44,16,8,9,32,19,27,24,16,74,27,16,44,36,80,34,20,43,22,68,53,12,16,48,30,6,74,60,55,35,1,5,36,79
2020-06-06,30,68,25,50,53,8,61,23,3,4,0,15,0,7,37,14,8,5,35,10,43,15,17,77,14,16,55,28,78,46,21,48,22,77,59,10,18,47,29,7,77,68,59,33,2,3,36,87
2020-06-07,36,71,45,62,60,8,64,23,4,4,4,33,1,9,30,16,8,6,41,9,29,28,22,72,15,17,53,25,66,33,20,42,17,69,61,15,23,52,33,5,60,65,67,36,1,2,29,71
2020-06-08,35,76,38,46,57,8,63,26,4,4,6,31,0,7,45,14,9,9,32,23,42,30,19,68,27,18,51,32,71,33,19,44,19,65,59,15,21,50,33,6,62,65,69,39,2,2,30,67
2020-06-09,37,77,49,36,63,8,66,26,5,0,10,32,0,11,38,14,9,37,32,21,65,27,20,76,28,17,50,38,69,32,19,43,19,69,61,16,33,50,32,6,52,62,68,35,2,2,31,66
2020-06-10,34,73,57,41,60,9,63,29,4,4,0,34,0,7,42,15,8,14,32,23,46,25,18,84,30,17,50,46,66,32,20,41,17,68,67,14,24,51,37,6,70,63,65,38,2,2,31,66
2020-06-11,31,79,38,49,56,7,66,26,4,0,0,28,0,9,51,14,9,34,34,25,43,22,22,73,29,18,58,52,69,31,19,42,19,66,64,14,27,51,39,5,59,57,62,43,1,2,27,74
2020-06-12,42,76,23,42,55,9,61,25,4,12,14,37,0,8,54,14,8,0,33,18,45,21,23,80,24,18,59,52,79,31,20,47,20,70,61,14,15,50,41,5,63,61,60,38,1,2,34,86
2020-06-13,31,65,49,51,52,9,63,26,3,4,0,18,1,9,43,16,8,17,42,8,41,12,19,79,13,19,54,44,81,40,21,50,21,76,57,12,9,47,34,5,63,72,58,40,1,2,33,87
2020-06-14,44,75,49,45,61,9,67,27,5,4,24,28,0,8,35,15,7,6,42,9,54,24,21,79,13,25,50,26,67,30,20,45,18,69,61,16,18,49,34,5,69,68,66,40,1,5,31,72
2020-06-15,43,82,30,36,58,10,67,28,4,8,10,24,0,12,30,16,7,15,32,35,43,29,19,73,25,26,63,33,68,32,19,42,19,67,61,15,18,51,35,5,60,60,68,38,2,6,36,71
2020-06-16,40,81,54,38,58,9,67,27,4,15,3,57,0,9,40,17,7,24,41,24,34,27,17,81,25,28,61,28,72,38,20,44,19,69,62,14,19,52,35,5,54,62,70,38,2,3,32,71
2020-06-17,49,80,28,45,58,10,60,29,4,4,7,40,1,8,49,15,8,15,37,19,39,21,23,81,26,28,75,43,72,29,20,44,20,70,69,13,20,51,35,5,50,62,74,37,1,3,32,71
2020-06-18,33,83,39,36,59,11,64,31,6,4,7,35,2,10,41,15,8,20,33,25,27,22,24,81,24,25,55,31,72,32,20,44,20,68,59,14,18,51,35,5,60,58,66,36,2,2,31,74
2020-06-19,39,77,40,39,59,11,58,29,4,8,7,33,5,9,50,14,8,21,33,17,43,21,22,88,18,23,51,43,77,30,21,46,21,72,59,10,14,49,33,5,58,63,57,34,1,2,34,84
2020-06-20,36,73,55,44,54,12,56,30,5,9,4,25,2,8,36,16,7,12,40,9,51,10,19,83,12,23,58,45,81,35,22,50,23,71,57,10,22,46,37,5,55,62,61,32,2,2,33,84
2020-06-21,41,76,53,39,59,12,64,30,4,9,4,47,1,8,41,15,7,0,43,7,57,23,22,81,11,30,55,33,68,33,21,45,18,70,60,16,17,52,37,5,54,64,68,39,2,2,31,77
2020-06-22,43,88,28,36,61,13,65,32,5,12,21,48,1,9,38,17,7,25,40,20,41,30,21,79,22,34,62,35,71,38,21,43,19,71,60,15,17,54,39,5,51,63,71,38,1,2,33,72
2020-06-23,44,85,48,31,61,13,62,33,5,0,14,35,1,8,44,16,8,20,32,23,30,25,20,83,24,35,61,30,67,28,20,42,17,71,62,16,17,51,52,5,59,63,68,38,2,2,31,71
2020-06-24,30,83,31,36,58,10,62,32,5,8,7,34,3,12,26,16,17,15,36,21,32,23,24,84,24,38,63,51,63,38,21,43,16,72,66,15,21,52,62,6,47,59,68,41,2,2,29,71
2020-06-25,35,82,51,32,60,12,67,34,6,16,14,29,6,13,46,16,17,15,35,23,42,19,20,84,24,42,62,42,66,23,19,45,17,68,61,15,17,53,62,5,43,61,70,42,1,2,33,78
2020-06-26,36,79,39,40,59,15,59,35,4,8,15,22,5,62,41,16,14,21,32,20,33,16,18,81,19,43,63,50,78,35,22,47,22,73,57,10,11,50,71,7,56,65,56,38,2,2,32,83
2020-06-27,31,76,33,46,54,13,69,34,5,9,24,31,5,38,37,16,11,23,41,9,39,12,19,80,12,43,59,42,74,30,22,49,22,80,57,11,11,48,72,6,62,64,62,36,2,2,36,86
2020-06-28,33,83,35,42,64,13,61,35,4,4,12,21,4,19,40,17,11,0,41,10,42,25,21,77,12,49,64,22,69,31,19,44,16,71,61,16,19,51,60,5,44,60,69,40,2,2,29,80
2020-06-29,34,85,40,41,59,14,61,34,5,12,36,43,3,18,39,16,12,41,33,23,43,28,22,81,21,48,51,33,65,33,19,42,17,67,63,20,17,51,64,6,71,66,67,42,2,2,28,75
2020-06-30,28,82,32,32,60,15,63,34,8,12,22,33,3,17,36,17,15,5,33,21,49,27,21,77,22,47,61,37,63,32,19,43,18,70,60,14,16,54,52,5,57,60,67,42,2,2,28,74
2020-07-01,30,82,37,35,58,10,61,37,8,16,29,32,7,16,43,17,15,31,38,22,37,24,20,81,21,47,74,37,65,29,20,41,16,69,62,14,17,54,51,6,54,62,66,42,2,3,29,82
2020-07-02,32,77,35,39,57,12,57,34,6,16,14,38,7,17,43,16,13,31,34,21,36,17,19,77,18,47,57,27,72,26,21,43,19,70,58,25,12,52,45,5,60,66,61,40,2,12,30,84
2020-07-03,31,76,31,38,50,14,59,33,5,17,0,21,9,10,27,16,15,5,40,11,43,15,21,83,11,46,57,25,75,32,24,48,21,72,52,17,16,52,33,5,60,69,58,39,2,14,34,97
2020-07-04,28,81,42,47,55,12,61,36,4,5,9,26,6,9,33,14,13,6,43,10,40,11,20,96,9,45,58,25,74,42,24,50,22,75,58,15,19,49,36,6,55,72,60,39,2,7,30,100
2020-07-05,34,87,49,42,57,10,66,34,4,5,22,33,3,12,20,13,12,6,48,9,46,22,20,94,11,53,66,29,66,29,26,44,17,73,58,16,14,51,52,7,46,100,68,40,2,6,28,82
2020-07-06,42,84,48,35,59,11,64,34,4,8,11,40,5,10,50,16,13,15,36,18,37,29,22,79,20,54,65,20,69,35,23,43,18,70,62,14,13,51,55,6,56,77,72,42,2,8,30,76
2020-07-07,39,83,26,36,62,14,66,38,6,28,18,54,8,11,46,16,14,5,32,24,33,20,23,73,23,54,64,25,67,27,23,44,17,72,62,14,23,51,47,7,60,66,69,42,2,6,31,73
2020-07-08,37,88,38,37,59,13,64,38,6,0,25,38,8,19,35,19,15,31,33,26,35,22,21,78,25,50,68,100,66,32,21,42,18,72,61,16,16,50,46,7,59,67,72,42,2,4,29,83
2020-07-09,33,80,49,34,60,14,55,36,5,0,14,44,8,15,36,17,13,15,33,22,36,19,21,80,23,47,66,57,68,32,21,42,19,78,59,16,18,53,33,6,57,65,72,40,2,4,30,83
2020-07-10,40,79,24,39,59,13,59,36,5,0,11,37,9,12,37,18,11,5,33,19,55,18,21,76,19,45,70,27,73,31,20,49,22,100,58,11,8,48,42,8,61,68,58,41,2,5,32,92
2020-07-11,33,77,46,42,53,12,64,34,5,9,20,31,7,10,31,17,11,0,41,12,43,14,19,80,12,46,56,34,76,32,22,50,21,91,56,13,12,45,37,7,54,67,62,39,2,3,33,92
2020-07-12,34,77,60,46,60,13,65,36,5,14,16,28,10,7,33,18,11,18,41,10,66,24,18,79,12,53,81,26,70,35,20,44,16,81,59,15,14,50,57,7,63,67,67,41,2,3,30,87
2020-07-13,41,88,38,28,59,16,58,36,4,8,11,41,7,13,43,18,14,36,35,20,51,25,21,75,22,50,62,22,66,30,19,43,15,74,62,15,18,50,34,7,59,61,66,40,2,3,30,77
2020-07-14,31,83,31,29,55,12,58,34,5,8,4,41,5,15,36,18,16,20,35,22,30,22,22,81,24,46,65,33,66,34,18,44,16,75,62,14,17,51,35,10,48,60,71,42,2,3,28,73
2020-07-15,26,79,38,30,58,13,58,35,5,8,29,49,10,12,58,18,15,15,41,21,42,22,23,80,24,45,74,25,66,30,19,43,18,72,63,14,22,48,37,10,48,63,73,40,2,3,28,71
2020-07-16,33,80,44,32,63,13,59,36,5,16,14,44,23,10,39,18,12,26,37,21,49,20,20,77,24,40,64,31,69,33,20,44,18,71,63,12,17,50,37,11,54,62,67,44,2,3,30,75
2020-07-17,29,75,27,32,56,12,61,35,4,8,8,40,21,11,51,18,12,22,39,18,61,20,19,81,20,40,56,44,75,33,23,48,19,73,58,10,9,50,32,6,54,68,59,42,2,2,35,91
2020-07-18,34,77,21,43,57,12,60,34,5,0,21,13,14,8,34,18,11,0,38,11,63,13,24,91,12,37,71,40,73,25,22,49,22,81,57,10,12,47,34,9,72,76,55,43,1,2,34,92
2020-07-19,34,77,50,45,59,12,61,34,4,0,4,22,9,8,38,19,11,0,41,10,70,23,19,86,12,38,78,23,67,30,20,46,17,74,62,12,16,51,32,7,72,73,73,44,2,2,29,79
2020-07-20,33,87,45,39,60,13,59,36,4,8,11,51,18,12,54,19,12,32,33,22,50,31,23,85,22,36,68,29,63,43,19,44,16,72,62,12,18,50,35,7,68,70,73,42,2,3,29,73
2020-07-21,43,84,26,32,63,15,62,33,5,0,15,36,9,10,36,19,15,26,30,20,45,25,22,80,24,36,59,27,69,31,20,45,17,74,65,15,19,50,37,7,60,65,75,45,2,4,30,71
2020-07-22,39,82,39,34,68,12,62,34,4,4,15,45,23,12,41,21,16,16,35,23,56,22,24,82,25,35,71,41,70,26,19,46,18,71,63,14,17,49,37,8,45,65,74,38,2,3,29,71
2020-07-23,37,81,29,35,69,15,53,34,4,8,11,25,23,11,51,21,13,10,33,21,58,23,21,78,23,34,63,32,69,37,19,46,16,68,61,14,12,51,33,10,58,62,71,39,2,3,28,72
2020-07-24,32,82,54,35,64,13,61,31,4,8,11,37,13,11,39,18,13,11,37,19,50,21,22,81,18,34,75,30,74,31,22,51,24,69,56,10,11,49,32,10,59,64,61,44,1,2,34,87
2020-07-25,45,73,45,41,55,13,58,33,4,5,0,26,8,13,39,19,12,6,42,7,50,15,24,86,12,36,65,37,73,30,26,52,22,85,58,11,12,49,35,11,48,70,59,37,1,2,34,91
2020-07-26,24,77,24,41,58,12,65,32,4,5,13,29,11,11,43,18,12,0,43,9,54,23,22,83,12,38,74,28,65,32,21,47,19,68,61,12,21,51,34,7,62,65,66,41,1,8,30,79
2020-07-27,37,82,26,39,64,11,59,31,4,4,7,31,9,10,28,21,14,37,35,19,55,29,19,85,22,37,59,17,64,33,20,44,17,66,65,11,12,48,35,7,62,66,71,40,3,100,30,72
2020-07-28,43,86,30,31,62,12,61,31,4,0,7,36,9,10,52,18,16,26,32,22,39,24,18,81,24,39,69,26,68,26,20,44,15,67,63,13,12,48,39,7,51,62,72,37,2,87,30,75
2020-07-29,50,81,48,27,64,12,56,35,4,0,7,34,9,11,43,18,14,21,34,22,46,21,19,86,25,37,57,30,63,26,19,45,17,64,64,13,16,47,37,7,52,65,67,38,2,48,30,68
2020-07-30,38,78,49,35,63,12,56,31,4,8,11,41,13,10,59,17,12,21,31,21,42,20,22,76,24,35,51,35,62,35,21,45,17,65,62,12,16,48,33,7,49,58,68,44,2,31,29,74
2020-07-31,32,78,46,31,59,12,59,30,4,8,11,26,15,11,51,16,12,22,35,18,53,21,23,75,20,34,54,25,72,33,24,45,20,67,59,10,14,47,36,9,72,59,56,38,2,21,31,82
2020-08-01,32,74,40,31,54,13,61,32,4,14,13,13,9,8,23,18,11,6,36,9,49,12,21,76,11,36,57,30,79,30,24,50,23,73,60,8,11,44,32,8,76,62,68,35,2,20,33,84
2020-08-02,35,73,30,39,57,13,60,31,3,0,21,16,7,8,29,18,11,12,46,8,47,22,23,83,12,37,65,28,66,37,20,43,18,68,62,12,11,51,40,7,53,62,68,40,1,18,29,74
2020-08-03,35,83,41,34,60,10,55,30,4,4,11,33,8,11,42,21,12,26,31,28,42,27,20,76,24,35,65,36,66,30,19,43,15,64,63,10,14,50,35,7,64,58,65,37,2,12,28,66
2020-08-04,29,75,49,28,58,13,59,28,4,20,14,32,9,12,47,19,12,26,34,28,22,17,21,72,27,37,54,28,66,38,20,44,17,64,64,10,12,49,33,9,64,61,70,42,1,9,27,68
2020-08-05,32,81,32,30,59,13,57,29,4,8,15,28,9,14,57,18,13,16,32,20,53,19,19,76,27,36,58,35,68,30,20,44,17,62,70,12,19,48,34,8,69,59,68,38,1,8,29,67
2020-08-06,31,79,32,27,64,11,50,29,5,8,22,19,8,11,44,16,13,42,44,19,21,16,23,75,29,35,44,31,71,35,26,44,16,65,66,11,16,55,41,9,56,59,65,36,2,7,29,71
2020-08-07,37,79,49,28,60,11,59,29,4,4,15,32,8,12,42,16,13,16,40,19,41,16,21,84,25,34,59,42,77,35,26,48,20,69,62,10,8,49,34,9,66,59,63,36,2,6,33,81
2020-08-08,28,78,37,37,57,11,60,29,3,0,4,16,6,16,51,16,10,12,40,10,36,13,19,78,13,33,54,38,73,24,24,50,22,71,61,9,10,45,39,9,69,64,63,37,2,6,33,82
2020-08-09,52,76,51,40,57,11,58,29,4,14,4,16,6,9,51,18,10,24,46,9,44,22,19,73,13,35,70,28,66,30,21,44,17,69,63,11,11,50,37,8,69,60,66,34,3,6,29,72
2020-08-10,41,81,38,30,62,10,60,28,3,4,11,36,5,13,49,16,11,21,37,16,29,23,22,74,32,34,64,26,65,25,19,45,16,66,65,11,9,48,37,8,54,61,66,34,4,5,28,67
2020-08-11,28,82,32,28,60,10,57,27,4,20,18,27,4,14,47,17,12,15,35,19,32,22,24,80,35,30,75,29,61,27,19,44,18,65,66,12,13,48,35,10,62,61,71,37,2,4,27,63
2020-08-12,43,85,47,33,63,8,59,28,4,12,4,44,7,14,47,17,11,10,35,20,45,18,31,84,40,29,71,19,64,33,20,44,18,65,68,12,17,47,38,9,61,59,70,36,2,5,27,74
2020-08-13,37,81,23,27,58,8,61,27,4,0,4,33,8,14,38,17,10,36,37,22,45,14,24,72,43,28,52,40,61,24,21,44,16,63,63,10,18,48,27,8,63,57,62,33,2,4,29,74
